year local recurrence rate 371
year period considered here 212
year period immediately prior 2109
yet easily accessible from 66
yet fully comprehend what 43
yet fully considered your 56
yet fully determined what 143
yet fully integrated into 814
yet fully penetrated into 51
yet fully translated into 41
yet fully understand their 75
yet fully understand these 84
yet fully understand what 460
yet fully understood even 65
yet fully understood their 76
yet fully understood what 327
yet moral restraints have 47
yet quite disappeared from 69
yet quite inadequate when 48
yet quite understand what 122
yet really understand what 57
yet social scientists have 52
yet still acquainted only 47
yet taken sufficient root 51
you allow sufficient time 294
you begin constructing your 95
you begin implementing your 55
you begin interviewing will 57
you could absolutely rely 81
you could accomplish more 174
you could accomplish much 43
you could accomplish nothing 52
you could accomplish such 55
you could accomplish what 57
you could accomplish your 134
you could compromise your 48
you could contribute more 46
you could coordinate other 61
you could definitely have 65
you could definitely tell 78
you could distinctly mark 78
you could distribute your 50
you could eventually find 46
you could experience some 71
you could experience what 52
you could immediately tell 57
you could potentially have 177
you could potentially lose 106
you could potentially make 52
you could potentially save 49
you could presumably make 43
you could substitute other 59
you could substitute your 57
you could supplement your 61
you could understand even 93
you could understand just 41
you could understand their 155
you could understand those 69
you could understand what 1048
you could understand your 77
you easily distracted from 52
you enter immediately into 53
you enter information from 56
you enter information into 598
you enter information such 49
you first discovered your 65
you first understand what 145
you fully comprehend what 152
you fully understand just 51
you fully understand their 212
you fully understand these 199
you fully understand what 1824
you fully understand your 631
you fully understood what 46
you gather information from 431
you gotta understand what 41
you lives untroubled among 48
you might accomplish your 59
you might anticipate from 87
you might eventually come 46
you might eventually find 94
you might eventually have 111
you might eventually need 61
you might eventually reach 40
you might eventually want 170
you might experience during 102
you might experience from 97
you might experience some 414
you might experience what 51
you might experience when 208
you might immediately think 100
you might mistakenly think 110
you might reconsider your 244
you might rightfully have 42
you might supplement your 42
you might ultimately feel 56
you might understand more 269
you might understand what 403
you might understand your 54
you never considered what 126
you never understand what 155
you never understood what 95
you paste information from 49
you people understand what 46
you please reconsider your 47
you plunge immediately into 43
you power sufficient even 77
you price information over 51
you pride yourselves upon 44
you quite understand what 595
you quite understand your 93
you quite understood what 86
you rather perversely seem 45
you really considered what 203
you really experience what 43
you really positively want 54
you really understand their 121
you really understand these 194
you really understand what 2824
you really understand your 389
you really understood what 635
you rouse yourselves from 100
you shall administer unto 86
you shall constantly have 50
you shall immediately have 113
you shall immediately know 87
you shall infallibly find 77
you shall understand from 125
you shall understand more 200
you shall understand what 286
you spend sufficient time 165
you stand determines what 76
you start constructing your 73
you start implementing your 61
you still understand what 69
you store frequently used 121
you thrust yourselves into 46
you truly understand their 57
you truly understand what 482
you truly understand your 210
you would absolutely have 57
you would accomplish more 141
you would accomplish nothing 73
you would accomplish your 127
you would anticipate from 65
you would apparently have 66
you would cheerfully give 47
you would comprehend what 74
you would compromise your 49
you would constantly have 57
you would definitely have 175
you would definitely know 46
you would definitely like 213
you would definitely need 82
you would definitely want 332
you would eventually come 309
you would eventually find 273
you would eventually have 231
you would eventually like 375
you would eventually lose 40
you would eventually make 42
you would eventually need 41
you would eventually reach 185
you would eventually want 63
you would everywhere meet 49
you would experience from 77
you would experience more 41
you would experience some 61
you would experience such 71
you would experience when 77
you would immediately come 49
you would immediately fall 72
you would immediately feel 43
you would immediately find 87
you would immediately give 45
you would immediately have 707
you would immediately know 191
you would immediately leave 43
you would immediately make 51
you would immediately send 103
you would immediately sink 285
you would immediately take 87
you would immediately think 114
you would immediately turn 40
you would inevitably find 73
you would inevitably have 181
you would infallibly have 75
you would ordinarily find 74
you would ordinarily give 60
you would ordinarily have 241
you would ordinarily need 76
you would ordinarily take 44
you would ordinarily think 69
you would personally like 206
you would personally take 48
you would presumably have 81
you would reconsider what 50
you would reconsider your 321
you would relinquish these 43
you would relinquish your 41
you would sheepishly drop 56
you would ultimately find 41
you would ultimately have 80
you would ultimately like 209
you would understand even 55
you would understand from 66
you would understand just 71
you would understand more 268
you would understand nothing 79
you would understand some 66
you would understand such 47
you would understand their 72
you would understand these 138
you would understand very 41
you would understand what 1736
you would understand when 72
you would understand your 162
you would yourselves have 86
