jealousies made union difficult 62
jeopardize their very existence 94
jeopardizing their very existence 46
judgments from other judgments 44
judgments have been collected 47
judgments have been confirmed 68
judgments have been delivered 117
judgments have been discussed 40
judgments have been expressed 176
judgments have been perverted 48
judgments have been preserved 49
judgments have been published 44
judgments have been recovered 58
judgments make their appearance 57
judgments those most invariably 47
judgments were more difficult 45
justified only when necessary 208
justified their very existence 50
juveniles have been collected 69
