tags content 46 tail sixteen 64
take respect 53 take affairs 265
take african 187 take ancient 150
take british 112 take canadian 63
take certain 207 take chinese 147
take colonial 80 take comparing 43
take country 42 take cricket 60
take culture 49 take current 247
take details 51 take educating 43
take effecting 46 take egyptian 45
take european 109 take everything 2049
take exploring 73 take familiar 78
take flowers 56 take foreign 323
take gardening 216 take general 111
take germany 58 take herself 70
take himself 43 take history 185
take improving 226 take ireland 51
take language 80 take letters 55
take matters 548 take medical 95
take missions 60 take mundane 56
take national 288 take natural 320
take objects 42 take observing 60
take outside 106 take persons 43
take popular 54 take preface 56
take promoting 195 take providing 75
take religion 241 take research 73
take schools 44 take science 851
take similar 41 take society 46
take student 47 take studies 46
take studious 46 take western 161
take worldly 42 take following 118
take descent 254 take lodgers 51
take attacks 144 take economy 41
take himself 66 take vittles 129
take worldly 50 take concern 57
take witness 63 take providing 40
take respect 108 take immense 40
take present 68 take himself 56
take america 61 take affairs 818
take derision 51 take florida 59
take foreign 49 take increasing 57
take matters 48 take justice 57
take assault 193 take reverse 79
take advance 46 take equation 53
take triumph 44 take foreign 120
take absence 95 take tenants 63
take trustee 53 take eminent 74
take question 118 take enemies 59
take boswell 73 take quinine 68
take problem 97 take journey 43
take process 148 take program 108
take project 1597 take chances 97
take effects 82 take effects 149
take question 54 take relation 50
take problem 52 take question 213
taking trouble 58 taking affairs 66
taking current 87 taking everything 738
taking foreign 63 taking history 43
taking matters 92 taking national 67
taking religion 49 taking science 127
taking aspirin 159 taking tablets 65
taking workers 53 taking lodgers 117
taking dollars 55 taking mexican 46
taking lebanon 43 taking advance 206
taking capital 270 taking eminent 456
taking taxation 66 taking violence 164
taking violation 848 taking respect 80
taking lightly 44 taking affairs 99
taking justice 127 taking equation 175
taking poisson 145 taking patient 44
taking replace 41 talk village 85
talk general 51 talk millions 164
talk natural 53 talk statute 141
tank desired 51 task himself 145
task discern 40 task exactly 54
task develop 46 task examine 78
task explain 41 task question 42
task members 60 task material 73
task achieve 40 task collect 49
task control 66 task develop 51
task explain 130 task predict 40
task present 53 task prevent 47
task produce 45 task provide 42
task resolve 46 task restore 108
task satisfy 42 task support 68
task unravel 40 task infants 63
task concept 60 task material 89
task revenue 68 task tribute 55
task picture 41 task process 40
task project 60 task affairs 78
task country 45 task history 144
task natives 153 task british 89
task message 66 task persians 126
task history 45 task irksome 82
task process 40 task account 42
task country 297 task economy 138
task national 50 task program 42
task develop 60 task provide 69
task effects 73 task quality 47
task results 62 task behavior 45
task emotions 59 task origins 99
task process 42 task relation 65
task country 83 task country 40
task workers 51 task country 92
task defense 105 task economy 52
task material 93 task national 60
task peasants 47 task workers 141
task effects 70 task project 40
task british 162 task features 54
task results 49 task balance 46
task country 43 task national 41
task country 126 task national 42
task workers 59 task company 50
task country 405 task economy 175
task national 42 task balance 73
task affairs 44 task economy 46
task country 55 task demands 77
task secular 81 task precise 53
task patient 78 task village 77
task economy 53 task complex 55
task mystery 58 task assault 67
teach respect 67 teach natural 43
teach language 48 teach believe 45
teach observe 79 teach respect 128
teach question 76 teach election 80
teach endless 413 teach eternal 212
teach grammar 55 teach religion 81
teach science 41 teach religion 54
teach general 53 teeth optical 59
tell similar 57 tell advance 43
tell display 130 tell execute 209
tell perform 439 tell finance 52
tell foreign 58 tell advance 53
tend present 41 tend problem 45
tend average 43 tend problem 192
tend question 51 tend subject 223
tend concept 45 tend verbose 58
tend problem 109 tend function 40
tend increase 68 tend diverge 148
tend behavior 46 tend numbers 46
tend destroy 47 tend ability 45
tend average 95 tend chances 105
tend current 52 tend dignity 44
tend effects 72 tend general 66
tend profits 49 tend respect 95
tend revenue 51 tend puberty 48
tend traduce 187 tend destroy 48
tend denture 62 tend genuine 94
tend popular 98 tend decision 68
tend economy 61 tend overall 59
tend picture 110 tend process 119
tend quality 42 tend highest 54
tend features 61 tend kidneys 63
tend stomach 131 tend increase 271
tend current 157 tend highest 55
tend judicial 74 tend present 58
tend problem 49 tend chances 73
tend effects 273 tend problem 101
tend surface 50 tend effects 182
tend anxiety 74 tend climate 41
tend effects 69 tend passage 47
tend natural 44 tend complex 43
tend question 41 tend repress 84
tend destroy 54 tend balance 60
tend general 162 tend liberty 81
tend conduct 56 tend pleasant 57
tend parents 52 tend ability 56
tend freedom 116 tend problem 113
tend process 51 tend general 52
tend muscles 64 tend national 50
tend position 347 tend nucleus 48
tens millions 129 tens america 262
tens defiance 110 tens addicts 128
tens afghans 117 tens african 1927
tens albanian 140 tens algerian 54
tens alleged 127 tens amateur 189
tens america 63 tens amperes 420
tens ancient 82 tens angolans 53
tens animals 880 tens armenian 136
tens arrests 203 tens artists 105
tens athletes 91 tens austrian 96
tens average 41 tens bacteria 128
tens ballots 53 tens barrels 368
tens belgians 50 tens bottles 157
tens british 2295 tens britons 136
tens brothers 56 tens buffalo 247
tens buildings 197 tens bullets 75
tens burmese 121 tens bushels 261
tens canadian 370 tens candles 99
tens capable 58 tens caribou 186
tens catholic 333 tens cavalry 46
tens central 272 tens chechen 41
tens chileans 110 tens chinese 6532
tens citizen 41 tens civilian 470
tens classes 41 tens clients 217
tens college 579 tens colonial 41
tens colored 279 tens columns 70
tens complex 51 tens coolies 160
tens corpses 287 tens country 228
tens couples 152 tens crippling 71
tens croatian 51 tens current 58
tens defense 110 tens degrees 922
tens deserving 44 tens details 46
tens devices 100 tens devoted 490
tens digital 54 tens diverse 45
tens doctors 203 tens dollars 36771
tens drivers 49 tens dwellings 86
tens egyptian 147 tens elderly 93
tens enemies 113 tens entries 334
tens ethiopians 97 tens european 389
tens excited 97 tens experts 96
tens factory 166 tens faithful 140
tens farmers 1134 tens features 43
tens federal 271 tens females 80
tens figures 121 tens finnish 60
tens flowers 119 tens foreign 1655
tens fortune 157 tens fossils 50
tens frantic 58 tens freight 125
tens friends 114 tens gallant 94
tens gallons 613 tens georgians 55
tens germans 1062 tens gypsies 93
tens haitians 300 tens hapless 90
tens holders 46 tens hopeful 61
tens hostile 47 tens hungarian 668
tens hunters 43 tens illegal 332
tens infants 142 tens injured 115
tens inmates 182 tens insects 80
tens iranians 392 tens islamic 53
tens islands 223 tens israelis 572
tens italians 682 tens jobless 88
tens kazakhs 51 tens kurdish 120
tens latvians 54 tens lawyers 196
tens layoffs 51 tens leaflets 327
tens leningrad 40 tens letters 1383
tens locally 49 tens machine 205
tens married 105 tens martyrs 174
tens medical 103 tens members 2578
tens mexican 681 tens migrant 215
tens migrating 141 tens millions 774
tens monkeys 42 tens mounted 46
tens murders 139 tens muskets 108
tens muslims 561 tens national 161
tens natives 400 tens natural 47
tens neurons 201 tens northern 299
tens numbers 64 tens objects 268
tens offices 81 tens official 44
tens organic 46 tens orphans 170
tens orthodox 56 tens outlets 76
tens overseas 99 tens packets 68
tens paintings 62 tens parents 293
tens parsecs 56 tens pastors 42
tens patents 112 tens patient 46
tens patriots 150 tens patrons 44
tens paupers 61 tens peaceful 154
tens peasants 1839 tens persons 3808
tens pioneers 101 tens players 105
tens popular 71 tens porters 55
tens posters 110 tens pottery 89
tens poverty 63 tens prayers 73
tens precious 121 tens priests 302
tens primary 81 tens printed 190
tens private 397 tens product 134
tens pulpits 77 tens rabbits 46
tens railway 52 tens records 502
tens refugee 62 tens regular 121
tens reports 146 tens research 265
tens results 48 tens resumes 95
tens retired 101 tens returning 85
tens romanian 126 tens runners 65
tens russians 463 tens rwandan 166
tens sailors 233 tens samples 230
tens schools 345 tens seabirds 147
tens seasonal 57 tens seedlings 157
tens sermons 61 tens servers 66
tens service 263 tens shiites 43
tens similar 391 tens sincere 81
tens sinners 63 tens skilled 380
tens smaller 486 tens somalis 127
tens sorties 54 tens sources 84
tens southern 428 tens spanish 396
tens speakers 102 tens species 1018
tens stories 99 tens student 61
tens studies 99 tens suffering 92
tens surviving 76 tens systems 111
tens tablets 124 tens teachers 785
tens teenage 111 tens temples 93
tens tenants 130 tens textile 53
tens tibetan 144 tens toilers 73
tens traders 75 tens trained 659
tens turkish 204 tens unarmed 161
tens unhappy 67 tens unknown 98
tens vessels 63 tens veteran 53
tens victims 1384 tens vietnam 136
tens viewers 143 tens village 110
tens viruses 62 tens volumes 564
tens warheads 163 tens warriors 306
tens welfare 69 tens western 299
tens windows 70 tens witches 43
tens workers 8773 tens workmen 524
tens wounded 768 tens writers 65
tens written 128 tens youthful 43
tens millions 266 tens perhaps 62
tens millions 618 tens protest 40
tens several 172 tens support 42
tens welcome 265 tens dollars 272
tens amperes 135 tens billions 262
tens degrees 108 tens dollars 160
tens microns 141 tens millions 2561
tens seconds 88 tens thousand 119
tens billions 115 tens dollars 84
tens microns 215 tens millions 884
tens seconds 119 tenth british 46
term january 74 term alabama 62
term virginia 453 term finance 109
term include 63 term variance 59
term equation 1209 term express 126
term signify 111 term include 125
term include 1002 term account 270
term capture 78 term connote 45
term express 100 term include 397
term reflect 47 term signify 74
term suggest 110 term follows 55
term account 46 term allowed 58
term usurers 55 term service 93
term persons 77 term ability 79
term behavior 81 term complex 157
term concept 71 term current 48
term effects 112 term function 52
term general 94 term overall 54
term position 73 term present 69
term process 1384 term quality 53
term relation 88 term subject 139
term superior 47 test variance 474
test several 79 test follows 60
test compare 85 test diagnose 42
test examine 78 test predict 428
test prevent 54 test produce 64
test protect 53 test provide 377
test several 165 test predict 210
test provide 158 test follows 58
test confirm 61 test qualify 59
test predict 96 test reflect 44
test detecting 48 test variance 577
test adopted 63 test variance 140
test badness 91 test meanness 56
test respect 56 test variance 1183
test admitting 45 test certain 79
test mankind 58 test certain 75
test several 140 test slavery 58
test absence 597 test certain 598
test current 70 test equation 405
test general 60 test results 103
test several 78 test effects 52
text following 730 text address 42
text prepare 92 text present 82
text provide 574 text support 59
text deleted 160 text present 64
text provide 459 text classic 44
text rotation 88 thank research 47
thank fortune 50 thank finance 65
thank culture 104 thank finance 41
thank science 109 theft dollars 60
theme dionysus 75 theory chapter 132
theory embrace 65 theory concept 48
theory explain 84 theory account 109
theory explain 355 theory explain 80
theory account 91 theory explain 575
theory predict 58 theory provide 86
theory explain 141 theory variance 43
theory present 59 theory include 54
theory explain 53 theory provide 43
theory include 258 theory account 105
theory address 96 theory capture 50
theory explain 430 theory provide 175
theory include 57 theory chapter 58
theory correct 55 theory account 76
theory explain 142 theory account 165
theory explain 419 theory chapter 49
theory account 101 theory explain 381
theory provide 104 theory variance 82
theory explain 49 theory general 84
theory relation 67 theory liquids 71
theory general 94 theory twofold 41
theory applied 380 theory defined 46
theory opposed 91 theory charles 77
theory comparing 58 theory descent 104
theory mutation 121 theory natural 12294
theory variation 91 theory general 458
theory relation 51 theory schools 83
theory science 93 theory violation 88
theory assumed 40 theory beginning 134
theory correct 258 theory founded 49
theory charles 55 theory species 297
theory grounds 49 theory descent 99
theory account 91 theory explain 284
theory justify 50 theory society 93
theory natural 91 theory complex 286
theory several 298 theory applied 52
theory capital 66 theory surgery 166
theory applied 60 theory general 41
theory history 46 theory defense 68
theory liberty 42 theory religion 59
theory slavery 48 theory closely 102
theory behavior 135 theory process 115
there cholera 106 there foreign 50
there satisfy 48 there support 212
there warrant 83 there increase 72
there wrestle 45 there following 155
there science 50 there receive 157
there ability 43 there element 46
there increase 528 there inverse 65
there logical 43 there problem 86
there language 48 there increasing 52
there following 174 there support 40
there suggest 97 there support 184
there discuss 45 there produce 41
there suffering 155 there absence 45
there increase 120 there respect 75
there estates 44 there taxation 40
there animals 63 there certain 62
there several 114 there support 659
there abscess 54 there adrenal 123
there adverse 110 there alcohol 55
there altered 210 there ancient 127
there anxiety 56 there arterial 78
there atrophy 58 there beginning 64
there benefit 131 there careful 125
there central 154 there certain 160
there chinese 121 there chronic 681
there comfort 41 there complex 67
there concern 114 there conduct 63
there consent 52 there contact 208
there control 87 there creative 42
there current 65 there decline 144
there declining 134 there decreasing 72
there delayed 138 there diffuse 246
there distant 90 there effects 40
there efforts 82 there egyptian 47
there exchange 100 there express 118
there extreme 185 there failure 257
there familial 78 there fatigue 40
there foreign 68 there friction 55
there gastric 80 there general 274
there genetic 276 there genuine 153
there gradual 75 there hepatic 152
there illegal 53 there impending 242
there increase 84 there increasing 1498
there intense 165 there invasion 168
there language 103 there lateral 56
there limited 420 there massive 87
there material 79 there minimal 52
there natural 56 there neglect 253
there official 129 there organic 117
there periodic 40 there popular 45
there previous 329 there primary 50
there private 47 there protein 71
there purpose 47 there rapidly 44
there reduced 552 there regional 123
