war be exercised nor any 344
war he practiced law and 62
war in connection with any 71
war in indochina was not 57
war in principle can not 54
war is approaching its end 47
war is necessary for its 56
war is precisely that for 228
war of aggression and that 127
war of aggression may not 55
war of aggression was not 42
war of liberation and had 42
war of liberation and its 71
war of liberation and not 44
war of liberation and that 94
war of liberation and was 45
war of liberation can not 76
war of liberation that had 61
war of liberation that was 53
war of liberation was not 75
war of succession with his 69
war on depression and low 62
war on terrorism and has 65
war on terrorism and its 144
war on terrorism and that 138
war on terrorism are not 43
war on terrorism can not 128
war on terrorism did not 59
war on terrorism does not 91
war on terrorism has had 51
war on terrorism has led 60
war on terrorism has not 77
war on terrorism that has 60
war on terrorism that was 53
war on terrorism was being 40
war on terrorism was not 111
war to interfere with his 65
war to interfere with our 50
was an aberration and not 65
was an aberration and that 426
was an aberration that had 41
was an abstemious man and 44
was an abstemious man with 61
was an absurdity and that 85
was an abundance for all 94
was an accusation that was 66
was an admirable man and 105
was an admirable man for 85
was an admirable one and 44
was an admirable one for 228
was an advantage for both 45
was an advantage for her 53
was an advantage for him 176
was an advantage for them 104
was an advantage that she 45
was an advantage that they 46
was an advantage that was 87
was an adventure for all 47
was an adventure for both 46
was an adventure for her 102
was an adventure for him 158
was an adventure for them 125
was an adventure that had 47
was an adventure that was 68
was an advertising man who 54
was an agreement and that 43
was an agreement that all 119
was an agreement that both 42
was an agreement that each 69
was an agreement that had 79
was an agreement that she 64
was an agreement that they 134
was an agreement that this 43
was an agreement that was 146
was an alcoholic and beat 125
was an alcoholic and did 70
was an alcoholic and had 545
was an alcoholic and her 191
was an alcoholic and his 297
was an alcoholic and not 53
was an alcoholic and she 157
was an alcoholic and that 970
was an alcoholic and was 380
was an alcoholic and who 89
was an alcoholic who beat 151
was an alcoholic who did 49
was an alcoholic who had 617
was an alcoholic who was 381
was an altogether new and 156
was an amusement for her 44
was an anarchist and that 120
was an anarchist who had 67
was an anarchist who was 40
was an arbitrary one and 104
was an architect and had 134
was an architect and his 100
was an architect and not 44
was an architect and that 43
was an architect and was 59
was an architect who had 392
was an architect who was 154
was an artificial one and 143
was an aspiration that was 45
was an assistant and then 46
was an association that had 47
was an association that was 138
was an assumption that all 221
was an assumption that any 41
was an assumption that had 67
was an assumption that she 48
was an assumption that they 93
was an assumption that was 140
was an assurance that all 67
was an assurance that god 52
was an assurance that his 80
was an assurance that she 101
was an assurance that they 193
was an assurance that this 56
was an astonishing feat for 83
was an atonement for his 56
was an atonement for sin 212
was an attraction for him 42
was an auspicious day for 276
was an auspicious one for 311
was an auspicious year for 138
was an australian and had 51
was an australian who had 359
was an australian who was 49
was an awareness that his 51
was an awareness that she 43
was an awareness that they 66
was an awareness that this 97
was an awareness that was 45
was an eccentric man and 99
was an eccentric man who 115
was an eccentric old man 182
was an eccentric who had 58
was an economist and had 40
was an economist and math 47
was an economist who had 259
was an economist who was 90
was an effective one and 41
was an effective one for 40
was an effective way for 349
was an efficient man and 67
was an efficient way for 57
was an elaborate one and 52
was an elaborate trio going 79
was an emergency and she 138
was an emergency and that 521
was an emergency and they 94
was an emergency and you 47
was an emergency that had 125
was an emptiness that was 55
was an encounter that was 54
was an encounter with ali 50
was an encounter with god 59
was an encounter with one 118
was an energetic man and 212
was an energetic man who 268
was an energetic man with 139
was an engagement that was 61
was an englishman and had 318
was an englishman and her 41
was an englishman and his 307
was an englishman and not 125
was an englishman and one 40
was an englishman and she 46
was an englishman and that 361
was an englishman and was 104
was an englishman that had 255
was an englishman who did 146
was an englishman who had 2681
was an englishman who was 575
was an enjoyable day for 44
was an enjoyable one for 52
was an epileptic and had 215
was an epileptic and that 134
was an epileptic and was 49
was an epileptic who had 96
was an episcopal see and 44
was an equitable one and 51
was an especially bad one 72
was an especially bad year 120
was an especially hot day 51
was an estimable man and 69
was an exceedingly bad one 84
was an exceedingly fat man 40
was an exceedingly hot day 305
was an exceedingly hot one 92
was an exceedingly long lay 59
was an exceedingly long one 142
was an excellent area for 66
was an excellent cue for 57
was an excellent day for 108
was an excellent deal for 96
was an excellent fit for 59
was an excellent gun for 51
was an excellent idea and 713
was an excellent idea but 109
was an excellent idea for 158
was an excellent idea that 117
was an excellent man all 94
was an excellent man and 645
was an excellent man but 74
was an excellent man for 170
was an excellent man who 128
was an excellent man with 75
was an excellent meal and 51
was an excellent old man 124
was an excellent one and 635
was an excellent one but 66
was an excellent one for 1023
was an excellent one that 53
was an excellent one with 47
was an excellent plea for 178
was an excellent poet and 177
was an excellent son and 70
was an excellent way for 278
was an excellent year for 332
was an executive and not 69
was an executive who had 92
was an executive who was 55
was an executive with one 44
was an existence that was 40
was an expedient that was 84
was an expensive one and 117
was an expensive one for 151
was an expression near awe 60
was an expression she had 316
was an expression that did 40
was an expression that had 111
was an expression that she 56
was an expression that was 326
was an extensive one and 144
was an extremely bad idea 43
was an extremely bad one 253
was an extremely bad year 60
was an extremely dry year 58
was an extremely easy one 116
was an extremely hot and 99
was an extremely hot day 1250
was an extremely hot one 113
was an extremely long and 136
was an extremely long one 129
was an extremely neat and 46
was an extremely old man 88
was an extremely shy and 78
was an extremely shy man 113
was an honorable man and 945
was an honorable man but 54
was an honorable man who 477
was an honorable man with 125
was an honorable one and 116
was an honorable way out 62
was an ignoramus who had 47
was an immensely fat man 62
was an immigrant who had 236
was an impatient man and 156
was an impatient man who 87
was an impatient man with 44
was an impetuous man and 45
was an important and far 135
was an important and long 56
was an important area for 333
was an important but not 460
was an important day and 41
was an important day for 1155
was an important era for 69
was an important idea for 50
was an important job and 136
was an important job for 102
was an important job that 96
was an important man and 390
was an important man for 47
was an important man now 45
was an important man who 176
was an important man with 139
was an important one and 1146
was an important one both 41
was an important one but 75
was an important one for 4047
was an important one not 41
was an important one that 338
was an important one with 99
was an important poet and 41
was an important way for 381
was an important way that 107
was an important win for 44
was an important year for 1547
was an impression that she 60
was an impression that they 64
was an impression that this 41
was an impression that was 122
was an impulsive man and 48
was an impulsive man who 65
was an incentive for all 50
was an incentive for him 63
was an incentive for them 130
was an inclement day for 82
was an indication she was 40
was an indication that all 133
was an indication that both 58
was an indication that for 56
was an indication that god 271
was an indication that her 147
was an indication that his 448
was an indication that its 66
was an indication that not 43
was an indication that one 307
was an indication that our 86
was an indication that she 642
was an indication that they 1073
was an indication that things 78
was an indication that this 344
was an indication that you 88
was an infliction few men 67
was an influence that was 132
was an initiative that was 58
was an innovation and that 55
was an innovation and was 44
was an innovation for one 87
was an innovation that had 110
was an innovation that was 245
was an innovator who was 57
was an institute that had 67
was an insurance man and 74
was an insurance man who 47
was an intensely hot day 308
was an intensely shy man 54
was an interesting and not 43
was an interesting but not 201
was an interesting day for 76
was an interesting idea and 151
was an interesting idea but 112
was an interesting idea that 129
was an interesting job and 44
was an interesting man and 190
was an interesting man who 191
was an interesting man with 95
was an interesting old man 105
was an interesting one and 306
was an interesting one for 209
was an interesting one that 99
was an interesting year for 91
was an interview with her 51
was an interview with him 88
was an interview with his 43
was an interview with one 159
was an intimation that his 57
was an intimation that they 94
was an invitation for all 61
was an invitation for her 110
was an invitation for him 228
was an invitation for them 100
was an invitation out for 46
was an invitation that was 57
was an irascible man who 46
was an irascible old man 101
was an irritable old man 47
was an objective that had 59
was an objective that was 73
was an obligation for all 129
was an obligation that had 40
was an obligation that was 74
was an observant jew and 112
was an observant jew who 104
was an observant man and 92
was an obstinate ass for 46
was an obstinate man and 117
was an obstinate man who 51
was an obstinate old man 113
was an occupation that his 42
was an occupation that was 132
was an opportune one for 66
was an opposition that was 57
was an outspoken man and 80
was an outspoken man who 65
was an outstanding man and 108
was an outstanding man who 44
was an outstanding one for 53
was an outstanding poet and 61
was an outstanding year for 102
was an oversight and that 138
was an oversight that was 40
was an ultimatum and that 41
was an unbearably hot day 60
was an unclouded sky and 53
was an undertaking that had 60
was an undertaking that was 113
was an unmarried man and 83
was an unnatural one for 56
was an unpleasant one and 44
was an unpleasant one for 140
was an unpopular one with 55
was an unusually bad one 68
