war away from these shores 68
war have left their places 89
war have made vast changes 41
war must have been fought 83
war will call here before 43
war will have been fought 456
war will have their effect 64
war years have been marked 100
war years were also marked 41
was also much good preaching 46
was also much less likely 51
was also much more active 50
was also much more common 98
was also much more likely 162
was also much more widely 42
was also sent from england 44
was also some time before 55
was also very much afraid 212
was also very much higher 46
was also very much pleased 397
was also very much struck 111
was also very well versed 41
was among those left behind 177
was away from home almost 112
was away from home before 72
was away from home except 41
was away from home fighting 101
was away from home preaching 40
was away from home visiting 86
was away from south africa 45
was away when your letter 62
was bent over some papers 125
was born amid such sights 113
was born five days before 50
was born five years before 808
was born five years earlier 130
was born four days before 116
was born four years before 540
was born four years earlier 282
was born many years before 282
was born nine years before 188
was born some time around 118
was born some time before 263
was born some years before 320
was born three days before 164
was born three years before 680
was born three years earlier 354
was bringing home from canada 65
was busy over some papers 57
was cast from afar across 72
was clear from their manner 62
was come over from england 43
was coming along very nicely 113
was coming away from beatrix 54
was coming away from dinner 45
was coming back from another 46
was coming back from church 104
was coming back from england 68
was coming back from europe 135
was coming back from london 60
was coming back from school 155
was coming back from shopping 43
was coming back from visiting 72
was coming back into fashion 138
was coming down even harder 203
was coming down from canada 89
was coming down from dublin 53
was coming down from london 178
was coming down more heavily 195
was coming down much harder 102
was coming down third street 172
was coming from deep inside 213
was coming from just beyond 48
was coming from south africa 44
was coming home from church 445
was coming home from dinner 46
was coming home from europe 67
was coming home from london 56
was coming home from market 101
was coming home from school 3614
was coming into full flower 123
was coming over from england 72
was dark some time before 44
was done many years before 212
was done rode back whence 61
was done some time before 113
was done some years before 69
was down here last summer 65
was down here once before 103
was down there last winter 51
was even glad when winter 54
was even some time before 44
was ever done more eagerly 59
was ever very much elated 78
was fast losing what little 201
was fast swinging into shadow 45
was felt even more deeply 63
was felt even more keenly 175
was felt much more keenly 48
was fine till mama caught 72
was firing over open sights 49
was five feet five inches 619
was five feet four inches 791
was five feet nine inches 1088
was five feet three inches 563
was five foot four inches 61
was five foot nine inches 71
was five foot three inches 54
was five more days before 44
was five more years before 187
was five years more before 52
was flung open from inside 48
was flying over high ground 70
was four days more before 46
was four feet five inches 136
was four feet four inches 119
was four feet nine inches 257
was four feet three inches 165
was four more days before 46
was four more years before 132
was four weary days before 62
was four years more before 74
was free from other duties 41
was free from some malady 57
was free from those furred 64
was from some other source 59
was full three days before 43
was gone over into africa 147
was gone some time before 121
was good news from london 69
was half past five before 80
was half past four before 83
was half past nine before 115
was half past three before 44
was held even more firmly 52
was held some time before 50
was held three days before 66
was home sick from school 345
was just back from abroad 45
was just back from berlin 40
was just back from england 78
was just back from europe 175
was just back from france 87
was just back from london 71
was just come from london 73
was just coming into common 63
was just coming into fashion 506
was just coming into flower 321
was just coming into notice 69
was just down from oxford 85
was just five days before 114
was just five years before 53
was just five years younger 47
was just four days before 136
was just four years before 58
was just four years younger 78
was just home from boarding 41
was just home from school 63
was just like having another 42
was just like high school 185
was just like your brains 73
was just making some coffee 72
was just over four million 44
was just over three million 66
was just rising from behind 52
was just rising into notice 68
was just three days before 315
was just three years before 127
was just three years younger 156
was just what mary wanted 40
was kept away from school 97
was kept free from reality 201
was kept home from school 559
was kept very busy indeed 76
was laid down very clearly 72
was laid upon their opinion 56
was last seen heading toward 57
was leaping away from myself 88
was left over from another 57
was left over from dinner 152
was left over from supper 72
was like coming full circle 61
was like coming into another 66
was like giving away relics 72
was like lady jane harley 45
was like moving into another 51
was like nothing seen before 121
was like some rare flower 89
was like some wild animal 96
was lost during some former 94
was lost during their reigns 40
was lost from view behind 44
was lost some time before 55
was made even less likely 40
was made even more bitter 130
was made even more clearly 94
was made even more exciting 51
was made even more famous 68
was made even more likely 82
was made even more obvious 217
was made even more pressing 110
was made even more remote 40
was made even more secure 107
was made even more serious 219
was made even more severe 171
was made even more special 83
was made even more striking 108
was made even more urgent 186
was made five days before 44
was made five years before 101
was made four days before 119
was made four years before 112
was made four years earlier 84
was made from three pieces 45
was made many years before 284
was made many years earlier 96
was made much more secure 43
was made much more serious 69
was made much more severe 56
was made much more strict 41
was made some days before 50
was made some time before 446
was made some years before 663
was made some years earlier 141
was made three days before 97
was made three years before 173
was made three years earlier 105
was made upon fort sumter 67
was making good time toward 79
was many more years before 188
was more clear from common 68
was more free from clouds 59
was more like some shrewd 46
was moving along very slowly 42
was moving away from europe 52
was moving down from canada 45
was moving even more slowly 75
was moving much more slowly 133
was moving very fast indeed 46
was much more talk before 57
was must have been pretty 42
was nine days more before 55
was nine feet four inches 147
was nine feet nine inches 66
was nine feet three inches 97
was nothing else worth noticing 75
was nothing like good enough 59
was once made here almost 163
was once more fast asleep 65
was once more gone through 60
was once more left without 89
was once more made bright 52
was once much more common 200
was once much more widely 98
was once very much higher 43
was once your best friend 73
was only five days before 187
was only five years before 455
was only five years earlier 94
was only five years younger 617
was only four days before 560
was only four feet eleven 118
was only four years before 228
was only four years earlier 160
was only four years younger 543
was only from some former 60
was only from your letter 44
was only half past eleven 105
was only half past twelve 52
was only into their little 48
was only just good enough 100
was only just high enough 66
was only just over twenty 100
was only just past eleven 85
was only just room enough 105
was only just wide enough 407
was only nine days before 58
was only nine years before 64
was only nine years younger 265
was only some such matter 49
was only three days before 463
was only three days behind 99
was only three years before 348
was only three years earlier 130
was only three years younger 793
was only upon some return 89
was only worth some eighty 63
was open just wide enough 99
was over five years before 52
was over four years before 82
was over here last summer 41
was over once last summer 62
was over three years before 187
was past caring what anyone 44
was poring over some papers 65
was riding from fort edward 48
was riding home from school 89
was safe from their attack 50
was said here last sunday 98
was seen coming down before 44
was seen even more clearly 130
was seen moving along warren 47
was seen once more leagued 45
was seen till their return 127
was sent away from london 82
was sent away from school 89
was sent back from england 64
was sent back from france 50
was sent down from christ 40
was sent down from england 63
was sent down from london 886
was sent down from oxford 437
was sent from rome itself 49
was sent from south africa 51
was sent home from france 43
was sent home from school 2031
was sent over from england 545
was sent over from france 215
was sent over from london 74
was sent over here before 44
was sent over into england 126
was sent over into france 53
was sent some time before 46
was shot down deep inside 50
was shot down from ambush 97
was shot down from behind 280
was shot down just before 40
was shot down over berlin 225
was shot down over england 74
was shot down over europe 64
was shot down over france 472
was shot down over german 53
was shot down over kigali 90
was shot down over russian 42
was shot down over soviet 948
was shut away from mortal 73
was some five years before 104
was some five years younger 129
was some four years before 43
was some four years younger 61
was some three years before 112
was some three years younger 105
was some time even before 129
was some very hard fighting 124
was soon made clear enough 47
was soon once more decked 53
was sure there were enough 94
was sure there were plenty 220
was taking away their rights 48
was their last stop before 104
was their very good friend 92
was there ever such another 186
was there five years before 42
was there four years before 70
was there many years before 112
was there nothing left behind 40
was there some other factor 59
was there some other motive 74
was there some time before 67
was there some years before 53
was there three days before 175
was there three days without 64
was there will ever forget 512
was three days more before 50
was three feet five inches 54
was three feet four inches 167
was three feet nine inches 169
was three feet three inches 198
was three full days before 45
was three full years before 41
was three more days before 138
was three more years before 179
was three years more before 84
was told there were plenty 52
was torn from their bodies 129
was true there were dangers 62
was trying very hard indeed 59
was used many years before 131
was used much more freely 61
was used much more widely 94
was very good news indeed 194
