wage level is too low 47
wage rates of men and 139
wait nearly as long for 41
wait quite so long for 43
wait twice as long for 119
wait until he and his 306
wait until he can get 385
wait until he can see 99
wait until he got her 135
wait until he got his 529
wait until he got off 141
wait until he got out 342
wait until he got them 41
wait until he had all 53
wait until he had got 237
wait until he had had 307
wait until he had her 118
wait until he had his 392
wait until he had put 82
wait until he had read 47
wait until he had won 46
wait until he has got 42
wait until he has had 144
wait until he has his 42
wait until he has read 102
wait until he saw her 302
wait until he saw his 41
wait until he saw how 56
wait until he was dead 430
wait until he was not 178
wait until he was off 51
wait until he was old 487
wait until he was out 707
wait until he was six 51
wait until it has had 46
wait until it was all 531
wait until it was her 151
wait until it was his 46
wait until it was too 381
wait until no one was 164
wait until the air was 186
wait until the big day 85
wait until the boy had 101
wait until the boy was 117
wait until the car has 44
wait until the car was 58
wait until the day that 158
wait until the day they 47
wait until the day was 112
wait until the day you 331
wait until the dew has 91
wait until the dog has 42
wait until the earth has 44
wait until the end and 342
wait until the end for 95
wait until the ice has 53
wait until the ice was 85
wait until the job was 86
wait until the man had 120
wait until the man has 52
wait until the man was 112
wait until the man who 40
wait until the meal was 274
wait until the meat was 128
wait until the men are 199
wait until the men got 58
wait until the men had 131
wait until the new year 665
wait until the old man 209
wait until the sun goes 343
wait until the sun had 194
wait until the sun has 481
wait until the sun set 57
wait until the sun was 495
wait until the two men 171
wait until the war had 71
wait until the war was 2433
wait until the way was 207
wait until we all get 88
wait until we are all 158
wait until we are both 58
wait until we are dead 95
wait until we are old 205
wait until we are out 149
wait until we ask for 49
wait until we can all 125
wait until we can get 792
wait until we can see 306
wait until we get all 97
wait until we get her 91
wait until we get our 367
wait until we get out 377
wait until we get this 135
wait until we get you 236
wait until we got our 167
wait until we got out 63
wait until we had our 61
wait until we run out 96
wait until we see each 54
wait until we see him 52
wait until we see how 305
wait where he was and 101
wait where he was for 139
wait while he and his 43
wait while he got his 85
wait while it was being 142
wake until the sun was 563
waking hours of each day 184
walk about at his ease 48
walk about on his own 94
walk about on this earth 98
walk right by and not 43
walk right by him and 54
walk right by them and 47
walk right in and ask 97
walk right in and buy 50
walk right in and get 155
walk right in and say 117
walk right in and sit 279
walk right up and ask 135
walk right up and say 80
walk round the dear old 126
walk under it and not 44
walk under the hot sun 58
walk until he was six 48
