war began should be given 84
war ended before he could 351
war ended before it could 244
war lends itself to grave 107
war party gained the upper 79
war rages through the whole 61
war still failed to appear 93
war which sooner or later 44
war would hinder the people 146
war would sooner or later 335
war zones around the world 581
was about double the level 51
was about double the price 43
was about double the value 66
was about eleven at night 535
was about twelve at night 61
was about twenty by forty 56
was about twenty by thirty 229
was about twenty or thirty 468
was about twenty to thirty 130
was above called the pride 54
was above ground or below 85
was acted before king james 118
was acted before the court 169
was acted before the queen 463
was added across the front 41
was added before or after 129
was after eleven at night 148
was again amongst the ruins 44
was again before the court 780
was again before the house 289
was again before the people 64
was again called to mourn 44
was again called to order 968
was again called to power 58
was again called to serve 83
was again engaged in teaching 55
was again fallen to decay 134
was again forced to admit 47
was again forced to appeal 42
was again forced to appear 45
was again forced to change 47
was again forced to fight 41
was again forced to yield 46
was again likely to occur 42
was again raised by james 49
was again roused to action 40
was again standing in front 90
was again striving to rouse 91
was alert enough to catch 41
was alone enough to prove 43
was ample enough to allow 52
was ample enough to cover 45
was amusing enough to watch 64
was anything further he could 88
was anything higher to start 113
was anything special he would 40
was asked whether he could 1415
was asked whether he found 65
was asked whether he liked 136
was asked whether he loved 78
was asked whether he might 99
was asked whether he really 66
was asked whether he still 212
was asked whether he would 5177
was asked whether he wrote 77
was asked whether it could 139
was asked whether it might 76
was asked whether it would 866
was asked whether the child 81
was asked whether the people 96
was asked whether we could 50
was awake before the alarm 59
was badly jammed in point 66
was badly needed in order 86
was barking inside the house 64
was based solely on merit 63
was beamed around the world 148
was beaten before he began 93
was begun before or after 46
was begun before the civil 129
was begun before the first 94
was black instead of white 116
was blowing across the field 42
was blowing across the river 101
was blowing across the water 68
was blowing clouds of smoke 44
was blowing through the house 90
was blowing through the trees 238
was blowing through the world 41
was blunt enough to blurt 55
was bored through by round 44
was borne across the house 121
was borne across the river 100
was borne across the water 85
was borne through the crowd 100
was borne through the night 48
was bound around the waist 50
was bound sooner or later 5464
was bowling through the chute 99
was brave enough to admit 153
was brave enough to carry 60
was brave enough to climb 102
was brave enough to enter 68
was brave enough to fight 212
was brave enough to offer 78
was brave enough to point 43
was brave enough to raise 42
was brave enough to stand 293
was brave enough to write 88
was breadth enough to drive 52
was breaking ground in wales 55
was breaking through in green 78
was breaking through the crowd 44
was breaking through the mists 46
was breaking through the morning 44
was breaking through the trees 77
was breathing heavily as though 103
was broad across the chest 46
was broad enough in scope 88
was broad enough to admit 212
was broad enough to allow 471
was broad enough to appeal 61
was broad enough to apply 140
was broad enough to carry 60
was broad enough to cover 1657
was broad enough to serve 56
was brown instead of white 41
was built across the canal 50
was built across the creek 245
was built across the front 237
was built across the lower 86
was built across the rhine 41
was built across the river 1536
was built across the state 55
was built across the stream 236
was built across the thames 206
was built across the tiber 51
was built across the tweed 50
was built across the upper 49
was built around an inner 89
was built around the falls 70
was built around the first 57
was built around the grave 170
was built around the house 82
was built around the intel 44
was built around the lower 84
was built around the needs 60
was built around the notion 201
was built around the ruins 60
was built around the story 46
was built around the tower 44
was built around the trunk 45
was built around the whole 166
was built before or after 143
was built before the civil 662
was built before the close 42
was built before the first 232
was built before the flood 65
was built behind the house 81
was built beside the river 73
was built inside the walls 78
was built partly of brick 80
was built partly of coral 46
was built partly of stone 108
was built through the region 68
was built toward the close 56
was built without the walls 47
was burning before an image 87
was burning before the altar 52
was cited before the court 414
was cited before the house 196
was cited before the privy 227
was close behind the first 51
was close behind the front 105
was close enough he could 70
was close enough to allow 331
was close enough to catch 353
was close enough to cause 155
was close enough to count 88
was close enough to grasp 50
was close enough to knock 42
was close enough to offer 44
was close enough to paris 53
was close enough to shake 64
was close enough to shoot 105
was close enough to shore 157
was close enough to smell 892
was close enough to taste 72
was close enough to touch 4281
was close enough to visit 76
was close enough to watch 96
was close enough to where 87
was crazy enough to shoot 51
was cried through the field 41
was cruel enough to laugh 41
was cutting across the field 43
was cutting through the roaring 44
was cutting through the water 629
was cutting through the waves 72
was daily washed by every 46
was darting through the water 50
was dashing through the water 143
was deathly afraid he would 48
was deathly afraid of getting 43
was deathly afraid of water 109
was dense enough to cover 58
was dipping behind the hills 69
was doubt whether he would 70
was doubt whether it could 42
was doubt whether it would 44
was drawing toward the close 208
was drawn across the floor 54
was drawn across the front 106
was drawn across the glass 148
was drawn across the lower 87
was drawn across the opening 41
was drawn across the river 180
was drawn across the stage 87
was drawn across the stream 93
was drawn across the strings 52
was drawn across the tiber 67
was drawn across the trail 177
was drawn around the whole 50
was drawn before the throne 40
was drawn through the first 66
