we also shall rise again 91
we call bliss here below 44
we came right away round 67
we came within five miles 63
we came within four miles 99
we came within three miles 148
we camp within five miles 43
we care about other people 171
we draw lines upon paper 84
we ever build such noble 75
we ever could have hoped 65
we feel about other people 141
we felt really good about 48
we find still less reason 82
we from falling into error 67
we grow daily less liable 107
we have about other people 129
we have about three hours 42
we have about three times 54
we have added other meanings 40
we have brief time either 44
we have built like frogs 97
we have every good reason 129
we have first been loved 73
we have found good reason 178
we have found many cases 64
we have found none which 89
we have found nothing which 160
we have found some reason 88
we have found some trees 64
we have found these lands 42
we have found these people 59
we have found three types 60
we have given full power 64
we have given just cause 107
we have given much space 52
we have given only apply 59
we have given these people 41
we have grown more aware 40
we have grown very close 94
we have known ever since 289
we have known many cases 43
we have known many people 56
we have known more about 41
we have known nothing about 67
we have liked reading about 88
we have lived ever since 389
we have lived here since 45
we have lived many lives 48
we have lived many times 92
we have lived other lives 53
we have nearly lost sight 76
we have never been alone 143
we have never been anything 78
we have never been apart 424
we have never been asked 182
we have never been aware 92
we have never been close 197
we have never been found 52
we have never been fully 48
we have never been given 203
we have never been happy 60
we have never been quite 249
we have never been really 61
we have never been short 48
we have never been tried 43
we have never been truly 42
we have never been under 88
we have never been wanting 45
we have never been willing 214
we have never come close 74
we have never done anything 544
we have never done learning 57
we have never heard about 127
we have never heard anything 267
we have never heard either 98
we have never lost sight 582
we have never once found 68
we have never said anything 59
we have never seen anything 1013
we have never seen either 70
we have never seen since 106
we have never seen small 47
we have never seen tried 46
we have noted many times 595
we have often been asked 323
we have often heard about 49
we have often heard people 109
we have often lost sight 87
we have often seen backing 50
we have people from every 51
we have quite lost sight 109
we have rather great reason 55
we have rather lost sight 59
we have really been talking 108
we have really just begun 80
we have really more sense 46
we have really only begun 60
we have reaped were first 100
we have saved some money 59
we have saved your lives 157
we have shown here today 65
we have shown many times 75
we have since felt would 118
we have spent many happy 128
we have spent many hours 306
we have spent more money 177
we have spent some hours 42
we have still been speaking 74
we have still less reason 116
we have still less right 44
we have still more reason 114
we have taken from others 40
we have taken great pains 431
we have taken great steps 75
we have taken many steps 87
we have taken much pains 72
we have taken other major 162
we have taken some action 40
we have taken some pains 422
we have taken some steps 192
we have taken such pains 291
we have taken such steps 42
we have taken such sweet 66
we have taken their place 86
we have taken these steps 76
we have taken will prove 48
we have thrown some light 82
we have tried many times 75
we heard issuing from nearly 42
we hold about other people 69
we just stood there looking 170
