waiting like children to see 44
walking down broadway in new 66
walls were pictures he had 60
wants were supplied to them 56
warning look directed on his 100
waste their contempt on them 43
waste your energies in east 53
wasting their energies in this 54
watch their progress as they 42
watch will hereafter be set 48
water just reflecting the sky 40
water like shrapnel or cut 45
water were provided ad lib 120
water will condense on its 56
water will continue to run 118
water will displace the oil 42
water will dissolve in air 67
waved their lanterns at him 50
wealthy pope received of thee 513
weapon ever invented by man 44
weapon more suitable to his 57
weapon test explosion or any 383
weeds have poisoned the air 62
weeks been confined to his 47
weeks from february to may 88
weeks were consumed in this 167
whelp ever littered of that 53
where great accuracy is not 1172
where great precision is not 114
where high accuracy is not 442
where high precision is not 156
where life presents us with 61
where many children do not 69
where many hundreds of them 79
where many thousands of men 85
where many thousands of them 65
where more emphasis is put 66
where most students do not 47
where only questions of law 65
where other provision is not 43
where soil moisture is not 66
where some affirmed it was 74
where some citizens of one 63
where some hundreds of men 54
where some thousands of men 66
where such activity is not 40
where such approval is not 45
where such evidence is not 149
where such interest is not 50
where such problems do not 80
where such programs do not 41
where such property is not 128
where such property or any 213
where such provision is not 110
where such reduction is not 54
where such services do not 178
where such tempests of death 57
where such troubles as this 47
where their condition is not 75
where their evidence is not 67
where their identity is not 49
where their interest is not 59
where their presence is not 390
where these accusers of that 41
where these problems do not 123
where three quarters of all 46
where your business is going 127
where your business is now 50
where your opponent is going 71
where your opponent is not 63
where your presence is not 115
which also consists of two 201
which also contains the two 151
which also extended to his 45
which also included in its 46
which also included the two 101
which also included the use 54
which also includes the idea 42
which also includes the two 239
which also includes the use 111
which also involved the use 68
which also involves the use 120
which also provided me with 74
which also provided us with 63
which also provides us with 127
which also requires the use 80
which also supports the idea 92
which bears directly on his 53
which bears directly on our 178
which bears directly on this 371
which bears evidence of being 118
which best conforms to its 90
which best prepares us for 43
which bore directly on his 85
which bore interest at six 44
which brings pressure to bear 171
which brings salvation to all 69
which call attention to his 43
which cask contains the rum 59
which deny entrance to any 67
which draw attention to this 51
