waded into 42 wages more 68
wagging left 42 waiting more 98
waiting away 242 waiting from 57
waiting days 226 waiting years 83
waiting when 58 walking ahead 117
walking away 78 walking from 49
walking here 62 walks away 53
walls from 42 walls high 69
wants have 67 waste time 103
waste time 58 watch seen 97
water help 62 water ahead 43
water away 913 water deep 487
water down 111 water from 1067
water from 45 water seen 537
waved from 77 weeks from 42
weeks away 114 weeks gone 45
weeks living 134 weeks there 62
weeks trying 147 where lies 76
where line 123 where were 62
where were 89 where were 214
where been 75 where were 43
where back 305 where from 41
where from 221 where leaving 53
where leaving 44 where into 131
where your 70 where only 427
where dive 270 where have 78
where learn 45 where look 74
where take 106 where work 47
where feel 49 where cost 64
where city 51 where down 67
where used 78 where young 65
where hope 65 where safe 59
where your 40 where miss 97
where more 108 where nothing 91
where peace 86 where some 604
where such 99 where these 58
where what 72 where work 215
where your 299 where more 276
where peace 58 where seen 70
where some 251 where from 131
where more 98 where what 45
where like 44 where back 102
where down 428 where into 81
where over 146 where past 51
where upon 42 where good 56
where more 94 where some 144
where sure 75 where more 44
where hope 51 where care 749
where some 42 where from 40
where work 66 where your 43
where been 86 where able 344
where born 1984 where bred 58
where buying 45 where cast 124
where dining 110 where during 322
where flung 61 where from 56
where giving 107 where half 104
where hanging 45 where having 74
where heading 74 where held 217
where hiding 337 where hurt 91
where just 128 where kept 456
where laid 77 where last 180
where laying 41 where leading 77
where leaning 45 where left 256
where living 1296 where longing 50
where made 117 where making 141
where many 108 where more 127
where most 183 where once 475
where only 372 where paying 76
where reading 337 where seeing 70
where seen 44 where sent 801
where shot 165 where shut 63
where sick 48 where some 119
where stung 91 where taking 122
where third 118 where three 90
where told 1643 where trying 179
where used 144 where very 244
where well 96 where when 601
where wont 49 where wrong 111
where down 109 where from 10283
where into 54 where upon 94
where most 53 where some 103
where been 96 where seen 82
where down 114 where from 60
where into 73 where when 46
where wrong 977 where there 333
where those 47 where been 1044
where come 757 where left 291
where made 77 where paid 40
where seen 176 where down 146
where some 180 where down 214
where been 153 where heard 160
where left 160 where seen 3325
where miss 50 where some 177
where many 85 where some 93
where such 113 where ways 188
where more 108 where been 828
where gone 81 where made 41
where more 56 where seen 243
where wrung 89 where been 110
where seen 65 where time 118
where good 98 where case 67
where many 76 where nothing 90
where only 350 where some 192
where such 258 where those 444
where what 58 where your 66
where good 41 where milk 60
where work 48 where ants 43
where good 42 where time 96
where find 51 where upon 44
where some 59 where these 41
where arms 50 where been 151
where gone 44 where such 45
where some 93 where more 133
where upon 50 where very 49
where five 147 where like 47
where fine 41 where more 81
where fine 58 where very 69
where some 56 where into 49
where lies 232 where sits 156
where there 735 where some 42
where from 7642 where those 52
where some 77 where ready 55
where years 68 where from 58
where some 44 where when 89
where busy 52 where till 75
where seen 45 where week 186
where there 52 where when 196
where very 95 where more 155
where more 181 where from 130
where down 54 where days 40
where made 74 where there 66
where were 71 where days 53
where years 111 where some 43
where there 315 where busy 49
where glad 160 where much 954
where well 881 where from 77
where from 67 where from 45
where from 65 which lies 40
which were 63 which back 50
which will 98 which were 49
which been 535 which peaks 73
which were 51 which years 56
which days 49 which years 136
which have 96 which were 48
which take 171 which back 1457
which have 308 which more 136
which must 54 which past 162
which were 52 which will 305
which upon 79 which forth 69
which time 376 which down 53
which from 148 which when 69
which slip 71 which face 70
which feel 126 which find 47
which give 209 which have 533
which hold 71 which keep 63
which know 145 which learn 122
which live 210 which lose 62
which make 146 which move 48
which pass 205 which take 161
which tell 54 which work 72
which only 44 which forth 52
which into 40 which upon 137
which down 234 which when 134
which eager 50 which feel 94
which find 53 which give 88
which have 146 which live 58
which sell 80 which take 59
which work 42 which will 48
which must 67 which will 163
which bank 52 which city 99
which from 50 which from 61
which have 66 which other 222
which have 78 which other 55
which other 65 which here 105
which most 62 which from 51
which home 42 which mine 74
which nothing 41 which down 189
which from 131 which hope 250
which know 99 which back 58
which from 86 which like 53
which none 166 which among 65
which meaning 148 which nothing 280
which only 128 which upon 71
which upon 134 which nothing 83
which away 108 which from 42
which here 53 which only 498
which some 63 which upon 52
which your 105 which love 86
which more 45 which nothing 96
which peace 41 which give 64
which only 543 which nothing 435
which back 634 which down 143
which upon 154 which clear 119
which good 52 which nothing 466
which only 42 which some 75
which will 42 which your 42
which their 58 which call 2589
which dream 45 which envy 71
which feel 58 which find 135
which form 71 which gaze 43
which give 475 which have 69
which hint 191 which hope 1338
which just 66 which know 40
which learn 97 which look 99
which make 139 which name 224
which plead 105 which send 55
which speak 201 which take 62
which tell 68 which term 139
which thank 68 which think 157
which very 63 which wish 106
which from 62 which over 102
which upon 121 which from 731
which more 141 which only 49
which well 724 which time 70
which week 45 which time 55
which years 67 which much 97
which well 135 which been 65
which have 196 which cost 48
which draw 51 which ever 57
which fall 41 which give 129
which have 149 which make 126
which only 47 which soon 69
which take 72 which like 80
which time 93 which your 45
which dogs 46 which good 42
which your 53 which been 246
which done 40 which heard 183
which left 41 which made 48
which seen 214 which many 204
which able 2049 which acting 91
which aiming 54 which asking 199
which away 90 which awed 40
which born 2566 which bred 286
which busy 71 which cast 327
which clinging 80 which dealing 91
which during 112 which early 139
which ever 91 which firing 68
which flung 92 which flying 49
which free 161 which from 88
which gazing 310 which giving 158
which half 59 which having 119
which heading 56 which hearing 291
which held 177 which hiding 105
which hoping 267 which just 89
which kept 287 which laid 133
which leading 209 which leaning 172
which left 374 which living 1452
which longing 478 which lost 47
which made 607 which making 513
which meaning 73 which more 404
which most 542 which moving 274
which much 287 which musing 136
which once 74 which only 385
which paid 118 which part 65
which paying 133 which pent 184
which reading 1627 which ready 54
which riding 293 which saving 347
which seeing 174 which seen 58
which sent 1640 which shut 40
which some 92 which taking 331
which tied 87 which told 3704
which torn 91 which true 40
which trying 1035 which urging 81
which used 851 which very 430
which wearing 295 which well 235
which when 77 which wont 555
which years 44 which back 84
which down 786 which from 530
which here 98 which into 353
which there 116 which upon 406
which were 53 which when 59
which many 93 which much 42
which nothing 318 which once 80
which some 105 which well 58
which when 53 which just 129
which been 923 which come 71
which done 99 which felt 145
which heard 1029 which held 196
which made 92 which seen 1695
which during 49 which from 218
which very 54 which when 181
which from 106 which down 86
which good 87 which home 107
which time 218 which back 84
which down 221 which from 47
which into 49 which over 331
which there 172 which need 408
which coming 51 which during 90
which from 1428 which great 43
which last 70 which made 40
which many 663 which most 95
which much 3208 which nothing 404
which once 116 which only 488
which over 161 which some 109
which such 373 which upon 69
which very 133 which were 274
which when 509 which years 49
which back 55 which during 58
which been 2655 which come 2444
which done 57 which felt 87
which fled 43 which gone 58
which heard 663 which left 3405
which made 408 which paid 78
which seen 729 which sent 99
which shot 42 which time 64
which told 53 which used 42
which back 140 which from 105
which away 40 which down 2108
which open 100 which upon 164
which down 142 which heard 145
which seen 1562 which week 251
which ajar 159 which five 64
which four 40 which half 78
which hanging 46 which here 48
which home 521 which just 51
which leaning 47 which only 318
which open 974 which over 119
which some 91 which there 1611
which three 161 which upon 78
which when 69 which during 52
which when 86 which clear 50
which during 338 which from 357
which into 174 which many 115
which more 109 which over 56
which some 404 which such 536
which sure 40 which there 45
which upon 258 which very 76
which were 143 which when 98
which years 260 which time 54
which left 81 which more 89
which been 888 which bent 691
which felt 125 which heard 200
which kept 95 which made 87
which more 119 which seen 688
which used 42 which been 359
which ever 54 which half 57
which heard 378 which just 389
which made 43 which once 71
which seen 624 which time 46
which worn 86 which down 201
which some 56 which nothing 91
which among 78 which coming 42
which during 260 which from 1763
which hanging 79 which just 77
which last 74 which many 360
which miss 74 which more 114
which moving 42 which nothing 175
which once 281 which only 1168
which over 95 which pass 119
which rise 139 which rising 74
which some 244 which such 44
which there 359 which those 40
which three 40 which upon 384
which used 113 which were 111
which when 430 which wild 66
which worn 67 which years 110
which ahead 43 which back 291
which down 97 which from 256
which home 117 which into 46
which over 46 which some 68
which there 198 which during 52
which days 82 which hand 64
which hope 76 which part 90
which rare 40 which sort 56
which time 336 which years 168
which good 45 which down 43
which heard 40 which years 52
which from 135 which during 57
which when 69 which much 364
which nigh 92 which during 68
which ever 63 which when 72
which been 103 which from 42
which have 121 which time 73
which here 46 which been 1128
which done 255 which felt 92
which heard 73 which left 70
which made 588 which more 155
which said 185 which seen 181
which some 79 which time 76
which told 85 which used 100
which from 66 which unto 171
which from 67 which time 107
which have 58 which more 98
which well 76 which call 132
which have 111 which ford 57
which more 154 which felt 79
which have 82 which knew 98
which lost 54 which thank 49
which mine 134 which your 171
which from 50 which were 49
which will 43 which sure 45
