wag their tails when they 235
war from which there was 71
war having taken away this 41
was also about half way 90
was also alive upon that 134
was also ample room for 53
was also aware there was 42
was also based upon his 73
was also based upon this 54
was also begun during this 56
was also borne along with 81
was also built during his 52
was also built during this 127
was also built over that 47
was also drawn from his 87
was also drawn from this 41
was also drawn into this 151
was also drawn upon for 86
was also fired from his 68
was also fired upon and 48
was also found along with 76
was also found among his 84
was also found during this 52
was also found upon him 42
was also freed from its 172
was also getting more and 114
was also getting ready for 190
was also given during this 44
was also growing more and 58
was also known among his 76
was also missing from his 63
was also noted during this 47
was also noted there that 189
was also often used for 139
was also piled high with 44
was also quite clear that 1557
was also quite sure that 656
was also quite true that 42
was also rather more than 48
was also rather weary with 90
was also right when she 86
was also shown there that 189
was also split into two 458
was also staying there and 50
was also taken away and 51
was also taken down and 68
was also taken during this 49
was also taken from each 42
was also taken from her 76
was also taken from him 245
was also taken from his 76
was also taken from one 40
was also taken from that 46
was also taken from them 96
was also taken from this 157
was also taken over and 126
was also taken over for 48
was also thrown down and 44
was also under fire for 68
was also urged upon him 56
was angry about what had 129
was angry about what she 64
was asking about more than 80
was back after less than 62
was back again among his 76
was beating flour from his 61
was best known among his 95
was best known during his 242
was born again into this 50
was born eight years ago 214
was born fifty years ago 435
was born fifty years too 151
was born forty years ago 350
was born rather more than 46
was born seven years ago 175
was born sixty years ago 304
was born thirty years ago 418
was born thirty years too 111
was born where there was 77
was born whose name was 75
was busy about many things 93
was busy about other things 90
was busy getting ready for 695
was busy running back and 66
was busy thinking what she 65
was clear about what had 65
was clear about what she 209
was clear about what was 138
was clear right away that 328
was clear which side was 51
was cold forty years ago 74
was come rather late than 131
was coming loose from its 101
was coming under fire for 87
was cool under fire and 58
was crying shame upon her 162
was dark again when they 57
was done burst from its 43
was done every other day 55
was done fifty years ago 360
was done forty years ago 224
was done thirty years ago 275
was done under what was 77
was done where there was 45
was done while there was 51
was during times like this 64
was early evening when she 115
was early evening when they 401
was early morning when she 82
was early morning when they 272
was early thrown upon his 290
was even fifty years ago 508
was even forty years ago 161
was even thirty years ago 336
was even urged upon him 85
was even witty upon his 47
was even worse here than 41
was even worse news for 47
was even worse when one 48
was even worse when she 200
was even worse when they 200
was even worse when you 50
was ever again held for 53
was ever anything else than 98
was ever anything less than 43
was ever anything like this 54
was ever anything more than 609
was ever anything other than 427
was ever anything wrong with 52
was ever flowing into her 49
was ever given upon earth 151
was ever quite sure how 151
was ever quite sure who 49
was ever really angry with 56
was ever taken from his 47
was ever taken from them 60
was ever truly great but 56
was fast closing over them 63
was fast closing upon him 57
was fast falling into his 40
was fast forming over her 68
was fast gaining upon him 74
