wad make bold to dispute 68
war away from the western 62
war came upon the country 55
war have been the subject 128
war just over the horizon 47
war least able to sustain 48
war made upon the country 63
war news from the pacific 123
war only when he foresaw 68
war will soon be brought 41
war years were as follows 56
was able also to perform 1762
was able during the following 44
was able from the beginning 274
was able only to promise 60
was able only to recline 280
was acting from the highest 48
was acting like an asshole 61
was acting only to protect 53
was acting upon the purpose 182
was also able to account 143
was also able to achieve 343
was also able to acquire 339
was also able to address 92
was also able to advance 61
was also able to analyze 70
was also able to appoint 55
was also able to attract 426
was also able to augment 42
was also able to benefit 208
was also able to capture 176
was also able to clarify 57
was also able to collect 216
was also able to combine 106
was also able to command 86
was also able to comment 53
was also able to compare 195
was also able to compete 54
was also able to compose 45
was also able to conduct 118
was also able to confirm 403
was also able to connect 85
was also able to consult 181
was also able to contact 96
was also able to control 307
was also able to convert 87
was also able to correct 207
was also able to declare 40
was also able to decrease 66
was also able to deliver 96
was also able to develop 550
was also able to discern 138
was also able to discuss 326
was also able to display 48
was also able to enforce 43
was also able to enhance 84
was also able to examine 285
was also able to exchange 43
was also able to execute 47
was also able to explain 566
was also able to exploit 277
was also able to explore 131
was also able to express 294
was also able to extract 107
was also able to finance 58
was also able to foresee 54
was also able to forgive 44
was also able to fulfill 61
was also able to function 40
was also able to furnish 73
was also able to impress 57
was also able to improve 244
was also able to include 177
was also able to increase 387
was also able to indulge 135
was also able to inhibit 139
was also able to initiate 97
was also able to inspect 50
was also able to inspire 86
was also able to isolate 122
was also able to justify 53
was also able to monitor 74
was also able to observe 796
was also able to operate 84
was also able to perform 586
was also able to portray 45
was also able to predict 302
was also able to prepare 101
was also able to present 231
was also able to prevent 257
was also able to procure 122
was also able to produce 672
was also able to project 60
was also able to promote 125
was also able to propose 42
was also able to protect 147
was also able to provide 1109
was also able to publish 106
was also able to reassure 107
was also able to receive 144
was also able to recover 126
was also able to recruit 182
was also able to reflect 73
was also able to replace 54
was also able to resolve 84
was also able to respond 94
was also able to restore 101
was also able to reverse 63
was also able to satisfy 164
was also able to suggest 172
was also able to support 185
was also able to survive 71
was also able to sustain 89
was also able to utilize 153
was also able to withdraw 48
was also able to witness 135
was also among the earliest 462
was also among the farthest 87
was also among the greatest 63
was also among the highest 92
was also among the largest 46
was also among the members 72
was also among the pioneers 89
was also among the speakers 60
was also among the victims 81
was also among the wounded 106
was also angry at herself 46
was also angry at himself 68
was also born in germany 328
was also born in ireland 201
was also born in vermont 54
was also born in virginia 178
was also coming to believe 44
was also done by private 46
was also done in private 42
was also done to improve 82
was also done to prevent 41
was also eager to promote 53
was also fain to believe 75
was also fond of animals 52
was also from the beginning 331
was also full of pleasant 53
was also full of promise 41
was also full of sympathy 83
was also glad to receive 60
was also good at figures 46
was also hard to believe 180
was also hard to explain 44
was also hard to imagine 80
was also held in october 50
was also held in reserve 93
was also held to include 45
was also home to several 184
was also keen to develop 94
was also keen to improve 46
was also keen to promote 77
was also kept up between 41
was also made an officer 92
was also made by several 109
was also made in america 61
was also made in chapter 145
was also made in germany 92
was also made in improving 42
was also made in relation 133
was also made in respect 95
was also made in several 54
was also made of certain 42
was also made of several 42
was also made the occasion 167
was also made the subject 983
was also made to abolish 47
was also made to account 47
was also made to achieve 52
was also made to analyze 49
was also made to capture 45
was also made to collect 81
was also made to compare 83
was also made to connect 42
was also made to control 98
was also made to destroy 56
was also made to develop 158
was also made to examine 142
was also made to exclude 47
was also made to explain 86
was also made to explore 51
was also made to improve 228
was also made to include 338
was also made to increase 166
was also made to prepare 67
was also made to present 96
was also made to prevent 136
was also made to produce 84
was also made to promote 54
was also made to protect 53
was also made to provide 237
was also made to recruit 49
was also made to restore 62
was also made to support 40
was also making an attempt 40
was also meant to counter 40
was also meant to impress 48
was also meant to include 69
was also meant to increase 75
was also meant to prevent 162
was also meant to promote 75
was also meant to protect 72
was also meant to provide 265
was also meant to reassure 47
was also meant to suggest 63
was also mine by southern 48
was also nothing to prevent 50
was also open to question 446
was also ready to believe 71
was also ready to concede 46
was also ready to discuss 71
was also ready to provide 58
was also ready to receive 52
was also ready to support 58
was also rich in mineral 60
was also said to contain 140
was also said to include 64
was also said to possess 114
was also said to produce 44
was also seen as central 101
was also seen as providing 167
was also seen as threatening 53
was also seen by several 44
was also seen in animals 51
was also seen in chapter 170
was also seen in relation 58
was also seen in several 74
was also seen in studies 44
was also seen to increase 78
was also seen to provide 59
was also sent to america 42
was also sent to britain 83
was also sent to captain 47
was also sent to colonel 43
was also sent to congress 77
was also sent to general 332
was also sent to germany 59
was also sent to several 45
was also slow to develop 161
was also slow to respond 76
was also there to support 42
was also there to welcome 52
was also told to prepare 54
was also true in ancient 54
was also true in britain 42
was also true in germany 97
was also true in respect 75
was also true of britain 49
was also true of british 92
was also true of certain 131
was also true of germany 80
was also true of himself 66
was also true of several 148
was also trying to achieve 74
was also trying to acquire 49
was also trying to attract 56
was also trying to capture 49
was also trying to control 54
was also trying to develop 184
was also trying to explain 70
was also trying to extract 63
was also trying to imagine 43
was also trying to impress 70
was also trying to improve 90
was also trying to prepare 40
was also trying to prevent 60
was also trying to produce 40
was also trying to promote 67
was also trying to protect 143
was also trying to reassure 53
was also trying to recover 43
was also used by british 82
was also used by certain 56
was also used by general 46
was also used by members 48
was also used by richard 63
was also used by several 150
was also used by writers 55
was also used in addition 48
was also used in america 52
was also used in analyzing 47
was also used in ancient 310
was also used in britain 66
was also used in certain 140
was also used in chapter 144
was also used in germany 86
was also used in ireland 55
was also used in obtaining 40
was also used in preparing 103
was also used in previous 63
was also used in relation 86
was also used in several 213
was also used in studies 111
was also used in support 45
was also used on occasion 236
was also used on several 58
was also used to account 117
was also used to achieve 87
was also used to acquire 84
was also used to address 95
was also used to analyze 571
was also used to attract 55
was also used to bolster 52
was also used to capture 60
was also used to collect 282
was also used to compare 631
was also used to compute 207
was also used to conduct 94
was also used to confirm 262
was also used to connect 50
was also used to control 418
was also used to convert 62
was also used to correct 210
was also used to counter 102
was also used to deliver 63
was also used to deposit 51
was also used to develop 467
was also used to discuss 80
was also used to display 83
was also used to enforce 73
was also used to enhance 171
was also used to examine 805
was also used to exclude 61
was also used to explain 680
was also used to explore 195
was also used to express 386
was also used to extract 155
was also used to finance 188
was also used to improve 276
was also used to include 61
was also used to increase 275
was also used to isolate 111
was also used to justify 709
was also used to monitor 430
was also used to observe 148
was also used to operate 87
was also used to perform 208
was also used to predict 468
was also used to prepare 440
was also used to present 75
was also used to prevent 277
was also used to process 46
was also used to produce 815
was also used to project 61
was also used to promote 338
was also used to protect 308
was also used to provide 787
was also used to question 41
was also used to receive 40
was also used to recruit 51
was also used to relieve 99
was also used to replace 108
was also used to resolve 66
was also used to restore 48
was also used to signify 405
was also used to specify 52
was also used to suggest 115
was also used to support 613
was also used to trigger 50
was also wrong in believing 46
was also wrong in supposing 51
was among those to receive 45
was away among the ethiopians 66
was away from my parents 86
was away from the capital 1075
was away from the college 48
was away from the company 58
was away from the cottage 49
was away from the country 446
was away from the factory 55
was away from the foreign 56
was away from the village 743
was away when he arrived 83
was away when we arrived 96
was back from the bathroom 45
was back from the islands 55
was back from the kitchen 79
was back from the service 95
was back home in chicago 103
was back into the routine 40
was bald over the forehead 40
was beaming over the counter 94
was beating down the streets 50
was beating fast on account 51
was bent over the buttons 41
was bent over the counter 136
was bent over the kitchen 108
was best able to command 53
was best able to control 46
was best able to explain 95
was best able to express 132
was best able to perform 46
was best able to produce 58
was best able to provide 131
was best able to satisfy 53
was best able to support 54
was best done as quickly 57
was best kept to himself 65
was best left to himself 52
was best left to private 70
was best open to receive 46
was bled till he fainted 42
was born among the ottawas 45
was born among the willows 42
was born anna mae bullock 44
was born during an eclipse 67
was born during the marriage 140
was born free in virginia 52
was born from the forehead 46
was born from the marriage 98
was born from the pierced 95
was born here in america 91
was born here on january 83
was born here on october 46
was born into an ancient 133
was born into an anglican 47
was born into an artisan 45
was born into an eminent 61
was born into an official 123
was born into an orthodox 574
was born into the british 109
was born into the catholic 117
was born into the highest 113
was born lots of fairies 44
was born there in january 76
was born there in october 72
was born there on january 259
was born there on october 247
was born there the following 124
was born upon the prairie 231
