war among others shall be 69
war must never again be 47
war taking place within the 43
war three months after the 295
war took place after the 66
war took place under the 61
war took place within the 63
war were still fresh in 236
war will never again be 71
was able quite easily to 132
was acting under color of 661
was acting within scope of 214
was also about twice as 177
was also asked about the 629
was also begun under the 70
was also built about the 62
was also built after the 45
was also built under the 92
was also chief judge of 76
was also dimly aware of 68
was also doubt about the 98
was also every reason to 73
was also found about the 62
was also found after the 64
was also found below the 43
was also found beneath the 70
was also found close to 62
was also found under the 170
was also found wanting in 107
was also found within the 363
was also fully alive to 185
was also fully aware of 1281
was also getting close to 51
was also getting tired of 212
was also given about the 61
was also given power to 1124
was also given under the 73
was also growing tired of 102
was also growing within me 45
was also growing within the 50
was also happy about the 94
was also joint author of 66
was also keeping track of 62
was also known under the 468
was also later found to 45
was also later known as 40
was also learning about the 144
was also looking after the 187
was also named after the 208
was also noted after the 61
was also noted within the 61
was also often asked to 49
was also often cited as 49
was also often found in 57
was also quite adept at 116
was also quite aware of 387
was also quite close to 209
was also quite frank in 49
was also quite happy to 122
was also quite proud of 95
was also quite right in 43
was also quite taken by 61
was also quite usual to 48
was also quite willing to 379
was also rapid growth in 107
was also rather proud of 61
was also right about the 460
was also running short of 100
was also scathing about the 106
was also showing signs of 754
was also shown under the 45
was also still fresh in 41
was also still under the 57
was also taken aback at 78
was also taken aback by 403
was also taken about the 43
was also taken under the 97
was also talking about the 263
was also thinking about my 133
was also thinking about the 1027
was also uneasy about the 327
was also upset about the 183
was also within sight of 46
was also working under the 41
was also worry about the 45
was also writing about the 139
was back again under the 138
was back again where he 65
was back again within the 110
was best known after he 159
was best known under the 91
was born again under the 62
was born again within me 64
was born every morning as 45
was born forty miles to 60
was born right after the 146
was born sober under the 72
was born under herod the 51
was born within sight of 277
was born within sound of 130
was busy either talking or 66
was busy learning about the 41
was busy looking about me 47
was busy looking after the 279
was busy talking about the 61
was busy thinking about the 163
was busy writing about the 40
was clear about wanting to 47
was come within sight of 88
was coming apart under the 42
was coming within sight of 45
was deep water close to 61
was deep water right up 74
was done could never be 147
was done right after the 69
was done under color of 81
was done under cover of 403
was done until after the 758
was done which could be 315
was done which ought to 50
was early awake after an 71
was early taken under the 75
was even dimly aware of 50
was even fully aware of 97
was even named after the 92
was even right about the 59
was even showing signs of 57
was even talking about it 51
was even talking about the 65
was even thinking about it 184
was even thinking about the 87
was even worse after the 98
was ever after borne by 44
was ever after known as 933
was ever after known by 161
was ever after known in 91
was ever after known to 59
was ever again quite the 56
was ever found where the 94
was ever fully aware of 77
was ever known about the 60
was ever known since the 110
was ever quite worthy of 91
was ever really close to 65
was ever tossing where the 45
was fast falling under the 105
was fast sinking below the 68
was fast sinking beneath the 113
was fast sinking under the 388
was five hours after the 64
was five miles above the 60
was five months after the 213
was five months short of 100
was five months since he 54
was five months since the 81
was five times mayor of 220
was five weeks after the 80
was four hours after the 71
was four hours since he 69
was four miles below the 51
was four months after the 298
was four months short of 191
was four months since he 98
was four months since the 79
was four times mayor of 185
was four votes short of 52
was four weeks after the 95
was free trade within the 45
was from every point of 752
was from fifty cents to 53
was full fifty miles at 41
was good about letting me 53
was great alarm about the 42
was great doubt about the 72
was half after seven by 46
was hard keeping track of 42
was heard which shook the 72
was held after which the 62
was held close about me 43
was held every morning at 51
was held fixed while the 54
was held liable under the 336
was held liable where he 43
was held liable where the 90
was held right after the 97
was held under guard in 43
was held under water by 54
was held until after the 123
was held valid though the 45
was held valid under the 95
was held valid where the 71
was here drawn within the 72
was john jacob astor of 52
was just about equal in 41
was just about equal to 599
was just about getting to 42
was just about right in 50
was just about right to 67
was just about twice as 171
was just about twice the 56
was just about where he 75
was just about where it 88
was just about where the 105
was just about writing to 40
was just above where the 42
was just after eight in 164
was just after lunch on 69
was just after seven in 125
was just casting about in 56
was just crazy about it 47
was just crazy about the 78
was just dimly aware of 62
was just dipping below the 129
was just eight cells in 46
was just falling below the 47
was just getting brisk in 52
was just getting light as 78
was just getting tired of 151
was just getting wound up 106
was just growing dusky as 65
was just kidding about the 277
was just learning about the 84
was just lifting above the 51
was just looking after the 49
was just looking round to 67
was just months after the 41
was just passing under the 130
was just peeking above the 65
was just peeping above the 193
was just peering above the 45
was just plain lucky to 52
was just plain tired of 203
was just showing above the 142
was just showing signs of 80
was just sinking below the 384
was just sinking beneath the 70
was just sinking under the 46
was just taken aback by 43
was just talking about it 207
was just talking about my 69
was just talking about the 469
was just telling about the 62
was just thinking about an 90
was just thinking about it 1028
was just thinking about me 58
was just thinking about my 934
was just thinking about the 2527
was just thinking about us 90
was just thinking maybe we 62
was just turning round to 102
was just upset about the 74
was just waiting until he 73
was just waiting until it 40
was just waiting until the 72
was just weeks after the 43
was just within sight of 83
was just wound round the 42
was kept alive after the 91
was kept alive until it 114
was kept alive until the 219
was kept alive within the 140
was kept burning under the 44
was kept burning until the 85
was kept fixed while the 48
was kept fully aware of 79
was kept moist while the 47
was kept under guard at 60
was kept under guard by 61
was kept under guard in 231
was kept under wraps by 66
was kept waiting until he 43
was kept waiting until the 111
was kept waiting while the 107
was laid aside after the 174
was laid aside until it 51
was laid aside until the 239
was laid aside while he 52
was laid aside while the 47
was laid under siege by 43
was laid under water to 45
was laying close siege to 153
was lazy about getting my 57
was leaving right after the 43
was left above water of 57
was left alive after the 74
was left alive within the 66
was left alone after the 115
was left alone again in 101
was left alone again to 88
was left alone seeking the 95
was left alone under the 178
was left alone until the 135
was left alone while the 167
was left alone within the 91
was left empty after the 43
was left quite alone in 356
was left quite alone to 78
was left sitting alone at 45
was left sitting alone in 152
was left sitting alone on 103
was left until after the 151
was left which could be 80
was less doubt about the 57
was less happy about it 43
was less happy about the 297
was like bidding water to 52
was like burning coals of 580
was like driving nails on 83
was like groping about in 50
was like heaven after the 84
was like moses parting the 65
was like people talking in 43
was like pouring water on 181
was like putting money in 55
was like sweet music to 137
was like talking about the 125
was like throwing water on 84
was like walking under the 43
was lord chief baron of 124
was lost again under the 43
was lost while under the 48
was made above about the 52
was made below which the 57
was made chief baron of 401
was made chief clerk in 83
was made chief clerk of 144
was made chief clerk to 48
was made chief judge of 71
was made chief pilot of 53
was made chief ruler of 104
was made easier after the 61
was made easier since the 71
was made easier still by 40
was made easier thanks to 75
was made fully aware of 833
was made grand pilot of 68
was made indian agent at 51
was made known about the 49
was made legal again in 50
was made might still be 51
was made quite happy by 115
was made quite plain by 95
was made quite plain in 48
was made quite plain to 134
was made right after the 99
was made still easier by 102
was made still later by 40
was made still longer by 41
was made still wider by 54
was made still worse by 868
was made under color of 91
was made under cover of 524
was made under which the 449
was made until about the 53
was made until after the 908
was made until within the 44
was made which could be 151
was made which ended in 48
was made which seems to 58
was made which would be 55
was made whole again by 52
was made within sight of 48
was made worse still by 57
was making daily trips to 60
was making fifty miles an 74
was making funny faces at 50
was making jokes about it 65
was making jokes about the 79
was making notes about the 53
was making phone calls to 115
was making rapid gains in 49
was making strong marks to 57
was many hours since he 90
was many months after the 175
was many months since he 172
was many weeks after the 63
was many weeks since he 63
was mind which saved the 48
was more blunt about the 72
was more doubt about the 51
was more easily found in 67
was more frank about the 53
was more fully alive to 97
was more fully aware of 348
was more money spent on 46
was more nearly equal in 45
was more nearly equal to 172
was more nearly moved by 75
was more nearly right in 114
was more often about the 51
was more often aimed at 45
was more often based on 188
was more often cited as 57
was more often cited by 55
was more often found in 502
was more often found on 43
