war and distance may shortly 54
war for conquest and plunder 49
war for sagacity and conduct 64
war may postpone all payment 42
war was declared with germany 260
war was terrible and immoral 40
war with authority and success 55
was all agitation and flutter 209
was all attention and sympathy 57
was all eagerness and anxiety 44
was all kindness and sympathy 46
was any agitation going forward 58
was being explored and settled 78
was being followed and watched 145
was being prepared and carried 50
was being prepared for baptism 53
was being prepared for launching 43
was being prepared for service 66
was being prepared for surgery 330
was being threatened with eviction 111
was being threatened with invasion 47
was both asserted and exerted 73
was both beautiful and fertile 62
was both challenging and rewarding 96
was both confused and confusing 40
was both dangerous and illegal 40
was both dangerous and useless 49
was both domestic and foreign 41
was both expected and desired 48
was both humorous and pathetic 41
was both incensed and alarmed 138
was both mentally and morally 62
was both personal and national 65
was both possible and feasible 40
was both powerful and popular 51
was both relieved and annoyed 119
was both relieved and puzzled 90
was both relieved and worried 52
was both religious and national 67
was both religious and secular 344
was both sculptor and painter 80
was both sunshine and flowers 135
was but wondrous for himself 81
was for irrigating its aridity 74
was gel purified and ligated 54
was going backward and forward 114
was her capacity and conduct 48
was her surprise and delight 82
was his capacity for affairs 73
was his constant and devoted 101
was his daughter who married 41
was his fondness for letters 40
was his movement that brought 88
was his personal and private 72
was his surprise and concern 84
was his surprise and delight 141
was his tomahawk that brained 47
was not absolute but limited 162
was not absolute but subject 41
was not accepted for service 98
was not accepted for several 64
was not accident that brought 52
was not accorded due process 58
was not achieved for several 44
was not afforded due process 112
was not ambitious for himself 63
was not apparent for several 55
was not appointing for himself 48
was not approved for general 40
was not arrested and charged 50
was not attended with success 774
was not burdened with baggage 44
was not complete and perfect 47
was not complete and regular 89
was not complied with because 78
was not conducting them towards 40
was not conscious that slavery 82
was not dangerous for traffic 54
was not deducted and withheld 71
was not designed for comfort 144
was not designed for herself 90
was not designed for statues 46
was not destined for success 94
was not detected for several 62
was not eligible for election 172
was not eligible for federal 61
was not eligible for service 45
was not eligible for welfare 56
was not equipped with airbags 46
was not examined too closely 67
was not expected for several 169
was not expected nor desired 72
was not finished for several 106
was not followed with respect 46
was not foreseen that general 44
was not forthcoming for several 61
was not fulfilling its function 73
was not fulfilling its promise 93
was not fulfilling its purpose 96
was not inclined for company 42
was not instinct with volition 60
was not intended for general 284
was not intended for popular 59
was not intended for private 49
was not intended for secular 45
was not involved with anybody 63
was not mentioned for several 58
was not mentioned with respect 46
was not observed with respect 84
was not original but derived 43
was not original with himself 62
was not performing its function 51
was not physical but psychic 55
was not polished and pointed 87
was not positive and material 68
was not possible for anybody 140
was not possible for britain 147
was not possible for general 75
was not possible for germany 81
was not possible for jupiter 52
was not possible for members 70
was not possible for private 66
was not possible for several 114
was not possible with previous 71
was not possible with warlike 49
was not prepared for college 171
was not prepared for company 45
was not prepared for marriage 61
was not prepared for silence 61
was not probable that holland 47
was not provided with counsel 42
was not quantity but quality 54
was not received with general 89
was not received with pleasure 41
was not received with unmixed 76
was not regarded with respect 71
was not religious but secular 108
was not reported for several 44
was not required for college 45
was not required for marriage 44
was not required for supplying 51
was not required with respect 95
was not reserved for himself 48
was not resolved for several 66
was not restored for several 120
was not rewarded with success 189
was not security but torture 102
was not suitable for adoption 43
was not suitable for cavalry 107
was not suitable for european 73
was not suitable for general 144
was not suitable for producing 50
was not suitable for receiving 44
was not suitable for routine 44
was not supplied with matches 54
was not surprising that although 42
was not surprising that between 64
was not surprising that britain 78
was not surprising that british 139
was not surprising that captain 43
was not surprising that certain 55
was not surprising that charles 89
was not surprising that chinese 82
