wage explained 184 wage protection 49
waging aggression 44 waging possession 47
wait necessary 157 wait conditions 90
wait intervene 71 wait elaborate 63
wait introduce 56 wait appearance 44
wait realization 40 wait introduce 42
waking dissipate 120 walk procession 64
wall residence 44 wall englishman 45
wall neglected 41 wall furniture 173
wall palisades 44 want artificial 73
want satisfied 118 want available 313
want excellent 49 want fortitude 78
want satisfied 111 want stonewall 374
want themselves 62 warm inventions 152
warn disarrange 69 warn speculate 59
warn proximate 66 warn interfere 122
wars abolished 61 wars conducted 43
wars explained 50 wars justified 121
wars prevented 68 wash thoroughly 51
wave described 47 wave described 43
wave generated 41 wave modulated 41
waving yesterday 41 ways different 43
ways different 52 ways determine 54
ways different 42 ways accounted 53
ways beneficial 43 ways conceived 50
ways construed 60 ways described 329
ways difficult 94 ways explained 244
ways expressed 61 ways extremely 42
ways justified 106 ways perceived 53
ways predicted 160 ways specified 121
ways sustained 55 ways different 79
ways effective 59 ways beneficial 71
ways described 67 ways different 151
ways difficult 256 ways important 62
ways unfamiliar 91 ways advantage 106
wealth resources 50 wealth requisite 164
wealth justified 182 wealth population 240
wealth augmented 61 wealth generated 46
wealth immortals 48 weary assiduous 77
weary maintaining 50 week population 49
well excellent 48 well purchased 46
well excellent 163 well excellent 68
well advantage 143 well excellent 213
well additional 49 well excellent 47
well practical 80 well publicans 98
well recollect 54 well surrender 43
well ascertain 52 well cultivate 69
well sutherland 41 well precisely 51
well conducted 62 well whatsoever 42
well confident 78 went celebrate 53
went entertain 46 went interview 144
went committee 44 went accordingly 48
went irritation 74 went earsplitting 43
went concussion 43 went relighted 69
went afternoon 258 went afternoon 443
went newspaper 50 went expedition 46
went boyfriend 42 went delawares 118
went dinosaurs 60 went eighteenth 49
went expedition 73 went fishermen 111
went gentleman 103 went nineteenth 65
went resolution 41 went revolution 48
went victorians 46 went attributing 67
went considering 53 went criticizing 68
went emphasizing 65 went encouraging 40
went identifying 70 went maintaining 45
went prohibiting 43 went restricting 129
went assistant 50 went secretary 85
went california 83 went cambridge 50
went edinburgh 53 went hollywood 49
went introduce 43 went jerusalem 122
went yorkshire 121 went horseback 113
were possession 42 were starvation 41
were different 92 were character 95
were influence 137 were integrity 51
were outstanding 55 were substance 163
were celebrate 96 were commission 41
were proportion 338 were possessed 152
were necessary 450 were contained 85
were possessed 61 were important 139
were themselves 85 were principal 121
were slaughter 104 were practical 71
were throughout 133 were excellent 64
were impolitic 79 were opposition 70
were regiments 42 were cardboard 554
were magazines 59 were remainder 69
were survivors 59 were community 56
were injustice 108 were important 47
were executive 220 were existence 155
were witnesses 585 were proportion 358
were population 55 were themselves 72
were different 78 were existence 113
were production 78 were celebrate 143
were exceedingly 46 were portraits 143
were prisoners 49 were intervals 61
were exquisite 89 were conditions 60
were intervals 50 were abundance 50
were different 56 were rejoinder 62
were statement 137 were agreement 387
were existence 55 were fortunate 87
were introduce 91 were themselves 177
were effective 41 were different 92
were ignorance 132 were political 48
were starvation 48 were determine 241
were distinguish 220 were establish 103
were implement 124 were interpret 228
were recognize 76 were reconcile 353
were translate 41 were transport 50
were entertain 51 were undertake 65
were occasional 193 were excessive 65
were abundance 83 were additional 152
were advantage 60 were advertising 72
were americans 134 were appearance 110
were artificial 148 were assumption 55
were assurance 81 were attraction 92
were certainty 133 were character 56
were christians 53 were communist 73
were community 77 were compassion 40
were condenser 44 were connection 71
were continual 220 were continued 317
were convention 45 were conviction 89
were customers 61 were dedicated 98
were dedication 57 were different 133
were discovery 102 were elaborate 45
were emergence 40 were everlasting 44
were excellent 111 were excessive 88
were exclusive 64 were existence 1745
were exquisite 49 were extensive 139
were extremely 56 were foresight 43
were fortunate 128 were frequency 46
were hostility 52 were ignorance 44
were important 103 were incessant 55
were influence 551 were insurance 49
were intervening 123 were knowledge 219
were leadership 60 were liberties 73
were limitation 59 were miserable 42
were mosquitoes 107 were mountains 102
were multitude 112 were necessary 55
were necessity 689 were occasional 488
were opposition 146 were peculiarly 121
were perpetual 55 were political 251
were practical 147 were prejudice 67
were president 95 were pressures 41
were principle 80 were production 43
were protection 470 were provisions 98
were proximity 58 were publicity 119
were quarterly 85 were railroads 52
were rebellious 59 were reference 58
were reflection 112 were reporters 46
were resources 61 were restraining 501
were restraint 45 were revolution 131
were selective 41 were socialists 51
were spiritual 49 were stability 74
were statement 40 were surrounding 42
were technical 51 were telephone 49
were testimony 141 were undeniable 41
were veneration 57 were vigilance 58
were widespread 100 were willingness 48
were wonderful 209 were acquiesce 56
were advertise 80 were apologize 46
were appreciate 41 were baltimore 152
were celebrate 40 were cooperate 264
were embarrass 68 were encourage 71
were implement 50 were influence 47
were interfere 314 were interrupt 69
were intervene 168 were introduce 54
were jeopardize 129 were prosecute 79
were recognize 154 were recommend 62
were sacrifice 199 were surrender 555
were undertake 67 were volunteer 179
were appreciating 64 were approaching 143
were determining 110 were disappearing 121
were discovering 4528 were ignorance 49
were instructing 46 were manifesting 315
were possession 87 were recognizing 332
were discovering 92 were integrity 44
were substance 65 were childhood 79
were themselves 159 were americans 48
were character 149 were proportion 333
were elephants 50 were possession 106
were practical 78 were existence 1321
were possession 174 were plentiful 44
were themselves 51 were themselves 41
were yesterday 84 were important 45
were agreement 40 were agreement 105
were existence 2272 were possession 592
were production 183 were widespread 64
were decidedly 86 were starvation 40
were ammunition 53 were commission 65
were provisions 45 were afternoon 41
were disrepair 89 were afternoon 154
were afternoon 137 were possession 44
were commission 1663 were existence 147
were possession 80 were amusement 71
were admiration 90 were themselves 44
were completion 54 were production 43
were fascinating 49 were advantage 146
were perfection 96 were intervals 60
were paragraph 50 were expression 59
were portraits 83 were determine 52
were talkative 45 were entertain 73
were generally 59 were possession 48
were continual 47 were possession 113
were determine 56 were establish 99
were influence 93 were undertake 59
were proportion 48 were prosecute 105
were encourage 51 were stimulate 50
were undertake 62 were themselves 43
were encounter 46 were establish 58
were influence 55 were interfere 86
were intervene 43 were penetrate 50
were transport 72 were undertake 254
were different 48 were horseback 157
were privilege 45 were proportion 103
were jerusalem 244 were jerusalem 87
were sentiment 44 west wonderful 92
what important 120 what reflection 109
what conditions 68 what different 82
what disasters 45 what imaginary 65
what themselves 48 what commonest 44
what countries 274 what developed 222
what districts 117 what outskirts 43
what principal 122 what provinces 721
what provincial 46 what republics 191
what temperate 177 what townships 49
what transvaal 69 what themselves 107
what abolished 103 what accounted 183
what challenged 48 what cogitated 41
what compassed 74 what completed 49
what conceived 529 what concluded 65
what confirmed 41 what connected 63
what contained 298 what contested 64
what converted 45 what corrected 81
what delivered 342 what described 1127
what destroyed 134 what discerned 99
what disclosed 47 what discussed 95
what dismissed 58 what dispensed 90
what disproved 83 what estimated 47
what explained 1774 what expressed 2471
what forgotten 244 what fulfilled 109
what justified 761 what literally 41
what perceived 661 what performed 143
what permitted 173 what portrayed 48
what possessed 165 what postponed 116
what precisely 54 what predicted 260
what presented 232 what preserved 163
what prevented 454 what published 87
what purchased 53 what questioned 203
what rationally 114 what reasonably 52
what recovered 272 what retrieved 83
what satisfied 55 what separated 323
what signified 44 what specified 52
what subjected 41 what supported 145
what surpassed 43 what sustained 60
what tolerated 255 what principle 102
what foreigner 80 what described 82
what afterward 41 what yesterday 394
what graciously 48 what appearance 215
what appearance 261 what happiness 52
what undertake 53 what presented 259
what unlimited 52 what generally 44
what permitted 47 what published 46
what described 85 what themselves 66
what themselves 74 what important 65
what permitted 43 what recovered 135
what artificial 55 what carefully 102
what encounter 49 what television 150
what semblance 60 what encounter 54
what conditions 49 what prospects 106
what attribute 94 what definition 47
what reference 63 what themselves 92
what actuality 66 what appearance 75
what possession 50 what principle 48
what reference 57 what substance 46
what themselves 8226 what themselves 110
what represent 98 what themselves 91
what persuaded 90 what themselves 393
what themselves 53 what ameliorate 50
what discredit 99 what eliminate 63
what encourage 354 what establish 133
what implement 67 what influence 90
what safeguard 56 what stimulate 45
what undermine 46 what themselves 138
what themselves 59 what abundance 77
what possession 44 what themselves 53
what conception 100 what carefully 71
what apprehend 99 what encounter 237
what television 85 what themselves 56
what compelled 55 what democracy 111
what happiness 46 what knowledge 113
what substance 55 what different 41
what practical 67 what themselves 62
what represent 45 what different 45
what themselves 46 what wayfarers 55
what themselves 563 what magazines 101
what textbooks 63 what arbitrary 88
what corruption 58 what excessive 402
what important 193 what injustice 68
what necessary 113 what political 155
what widespread 55 what themselves 62
what television 741 what parliament 45
what reference 44 what different 54
what important 329 what interesting 67
what perfectly 43 what themselves 473
what television 62 what themselves 591
what arbitrary 47 what desirable 94
what excessive 286 what important 532
what injustice 78 what necessary 131
what obstacles 57 what political 91
what reasonable 43 what different 64
what magazines 42 what themselves 225
what different 58 what themselves 72
what television 2996 what themselves 1290
what everybody 80 what necessity 46
what territory 68 what themselves 400
what advantage 344 what backstage 238
what currently 52 what elsewhere 2845
what generally 146 what musically 80
what nationally 73 what somewhere 62
what themselves 49 what throughout 782
what yesterday 68 what transpire 281
what existence 68 what excellent 44
what extremely 109 what important 94
what innovation 51 what unpopular 43
what unusually 47 what existence 47
what backwoods 49 what civilized 136
what commercial 43 what communist 48
what customary 63 what federation 67
what institute 71 what mainstream 92
what outskirts 547 what periphery 123
what political 85 what population 41
what principal 216 what smithsonian 57
what territory 1069 what transvaal 98
what universal 96 what wisconsin 40
what democracy 82 what different 137
what influence 46 what existence 91
what principle 42 what structure 72
what different 55 what different 130
what mechanism 59 what publicity 47
what population 102 what population 71
what edinburgh 51 what miserable 66
what sacrifice 77 what premature 54
what undertake 153 what eliminate 143
what encourage 216 what establish 66
what influence 52 what reconcile 40
what television 53 what democracy 66
what everybody 48 what happiness 84
what intuitive 42 what mechanics 165
what perfection 55 what insinuate 62
what posterity 56 what magazines 69
what television 110 what reference 160
what certainly 74 what extremely 50
what important 323 what interesting 121
what perfectly 347 what plausible 83
what reasonable 248 what political 62
what important 106 what fragments 50
what magazines 42 what television 895
what vindicate 46 wheat population 79
when agreement 65 when sentinels 77
when available 127 when explained 48
when necessary 484 when spiritual 51
when completed 49 when complaint 74
when different 75 when knowledge 45
when transition 105 when whispered 41
when cooperate 61 when cultivate 65
when encourage 132 when establish 74
when implement 438 when integrate 95
when interfere 63 when interpret 53
when interrupt 116 when intervene 3640
when introduce 533 when prescribe 53
when recognize 82 when reinforce 41
when terminate 210 when undertake 68
when depressed 58 when concerned 142
when forbidden 43 when interview 56
when widowhood 41 when flustered 43
when continued 47 when indicated 122
when justified 62 when necessary 138
when specified 44 when possession 40
when confident 42 when reasonably 43
when announced 68 when abundance 255
when knowledge 117 when advantage 68
when happiness 62 when impression 88
when knowledge 80 when necessary 77
when privilege 57 when apologize 76
when determine 105 when distinguish 46
when represent 61 when migratory 58
when exhausted 57 when themselves 43
when president 153 when forbidden 46
when persuaded 40 when sometimes 58
when confession 44 when california 46
when epileptic 43 when important 227
when engagement 41 when knowledge 70
when expressly 44 when advantage 66
when accompany 64 when entertain 43
when surrender 92 when telephone 46
when important 42 when advantage 62
when requisite 71 when telephone 52
when newspaper 112 when approaching 120
when expression 115 when afflicted 40
when ambulance 58 when amusement 89
when apartment 43 when apparition 77
when approaching 42 when defendant 56
when expression 1078 when handwriting 59
when headlights 67 when intensity 52
when miserable 48 when newspaper 78
when orchestra 50 when policeman 62
when president 53 when pretended 59
when reflection 131 when signature 67
