wage increases than they would 98
waging harmless war with words 92
wait silently for god alone 220
want education for our people 354
want materials for this paper 66
ward somebody that any bloke 338
warm affection for his mother 122
warm blankets and hot water 93
warm impulses being too quick 71
warm sunlight for this scene 48
wave functions are not known 81
wearing yourself out with walking 41
weary wayfarer and not letting 49
weaving moonbeams with his fancy 46
well befitted one who found 66
well conceive that its chief 46
well directed for this world 144
well discerning how that right 41
well disposed that one would 45
well educated for that period 56
well educated men and women 592
well equipped for all kinds 43
well equipped for that trade 61
well equipped that they could 77
well equipped with all kinds 142
well equipped with all sorts 80
well equipped with all which 53
well esteemed for his piety 118
well executed that they appear 85
well fomented with hot water 62
well informed are you about 90
well informed men and women 96
well informed they are about 58
well informed you are about 45
well perceive that this worthy 68
well prepared for each class 97
well prepared for his first 44
well prepared for this event 45
well prepared for this meeting 67
well prepared that they could 64
well provided with all kinds 257
well provided with all sorts 224
well provided with this world 246
well remember her going about 46
well remember how she would 52
well remember she had often 47
well reminded that this court 55
well rewarded for his pains 496
well rewarded for his tidings 86
well rewarded for our labor 47
well rewarded for our pains 63
well selected for his trust 54
well supplied with all kinds 637
well supplied with all sorts 339
well supplied with new books 40
well supplied with this world 137
well supposed that this fresh 59
well supposed that this would 64
well tempered with dry grass 56
well wondered that any nation 79
went bankrupt and was taken 92
went bankrupt not long after 43
went straight for his throat 44
went upstairs with her mother 55
went upstairs with his bible 49
were accepted for this study 44
were achieved with this method 44
were admitted but that which 105
were affected was that twice 44
were american men and women 41
were analyzed for each group 70
were analyzed for this study 336
were announcing that they would 40
were answered that they might 46
were arrested and put under 120
were arrested for being drunk 239
were arrested for this crime 105
were arrested they had lived 72
were averaged and are shown 76
were averaged for each group 203
were becalmed off this point 86
were besieged day and night 74
were besieged for two months 50
were besmeared with his blood 40
were captured and two others 42
were chattering and his hands 49
were children and old people 149
were children who had never 131
were christian men and women 127
were closeted for two hours 54
were compared for each group 43
were compared with all others 67
were compiled for this study 64
were composed not long after 63
were computed and are given 111
were computed and are shown 285
were computed for all pairs 62
were computed for each child 167
were computed for each class 83
were computed for each grade 71
were computed for each group 950
were computed for each level 46
were computed for each model 41
were computed for each region 48
were computed for each scale 102
were computed for each state 91
were confined day and night 84
were conscious that they could 269
were conscious that they might 110
were conscious that they would 141
were consulting how they might 154
were contending for that which 41
were cremated and his ashes 68
were demanded for his study 248
were designed for this study 132
were designed for use rather 342
were designed with our model 42
were desirous that things might 45
were detached and dim found 55
were detained for two hours 128
were detained for two months 66
were detained for two weeks 59
were detected using this method 48
were disarmed and put under 46
were discussing how they could 169
were discussing how they might 103
were discussing how they would 88
were divorced and her father 74
were divorced and her mother 125
were divorced and his father 87
were divorced and his mother 128
were divorced and she lived 80
were divorced not long after 52
were doubtful that they could 77
were doubtful that they would 61
were educated men and women 145
were eligible for head start 46
were eligible for this study 226
were elizabeth and her mother 118
were emphatic that they would 89
were employed all that night 43
were employed and are still 64
were employed day and night 669
were employed for long hours 148
were employed for six months 68
were employed for this study 157
were employed for two hours 42
were employed for two months 70
were employed for two weeks 45
were employed one year after 63
were encamped near that place 60
were enforced was that which 44
were enlisted for six months 98
were entwined with her raven 113
were equipped with all sorts 58
were equipped with gas masks 113
were equipped with two types 41
were essential for this study 49
were examined and are shown 41
were examined for each group 62
were examined for this study 381
were exchanged for new bonds 72
were excluded for this reason 269
were executed for this crime 137
were families that had never 41
were filtered off and dried 154
were finished and they could 49
were followed for six months 175
were followed not long after 72
were formerly and are still 89
were friendly but not close 114
were grateful that they could 46
were hallowed that did breed 251
were harassed day and night 69
were immediate and far reaching 61
were included for this study 50
were increased and new taxes 66
were indebted for our lives 45
were indicating that they would 43
were indicted but not tried 68
were infected with this virus 86
were informed that she would 135
were informed that they could 2173
were informed that they lived 60
were informed that they might 625
were informed that they would 4908
were informed that this would 109
were injected with red blood 46
were intended for all people 53
were intended for him alone 47
were intended for his mother 58
were intended for his people 48
were intended for use within 57
were interred with all fitting 66
were invested with new meanings 43
were invested with this power 41
were lessened and his wants 58
were littered with all kinds 49
were loosened and his knees 45
were mustered out was spent 43
were notified that they could 289
were notified that they might 62
were notified that they would 645
were numerous and are still 44
were numerous and far reaching 46
were numerous men and women 54
were observed for both sexes 43
were observed for six months 51
were observed for this study 49
were observed for two weeks 95
were obtained and are given 87
were obtained and are shown 219
were obtained for both sexes 49
were obtained for both types 62
were obtained for each child 238
were obtained for each group 225
