wan did 51 war and 60
war with 105 war war 43
war not 172 war out 152
war out 232 war was 47
war him 75 war was 238
was she 50 was that 54
was then 64 was men 45
was she 44 was for 626
was all 101 was all 339
was both 84 was two 68
was her 68 was him 63
was her 126 was him 136
was them 92 was him 76
was its 150 was this 43
was and 40 was for 78
was was 55 was him 58
was her 76 was him 120
was than 53 was all 44
was both 72 was her 40
was all 51 was with 54
was with 43 was her 56
was his 58 was its 43
was she 75 was old 890
was his 47 was old 1058
was old 778 was than 65
was than 135 was with 86
was for 54 was for 56
was for 57 was for 43
was for 43 was for 79
was they 177 was and 76
was than 129 was all 81
was and 48 was she 43
was she 92 was all 42
was she 48 was she 42
was she 576 was them 64
was and 51 was his 43
was that 90 was that 154
was out 51 was being 52
was all 108 was his 123
was for 50 was for 44
was for 55 was for 49
was that 52 was for 204
was that 54 was and 45
was and 63 was and 67
was that 283 was and 63
was his 57 was she 82
was they 421 was this 53
was for 54 was with 68
was for 55 was for 62
was him 42 was that 101
was that 61 was for 152
was for 65 was for 86
was his 103 was its 69
was that 43 was this 51
was for 173 was his 127
was this 46 was she 59
was they 61 was long 60
was his 47 was her 73
was him 262 was his 50
was them 106 was any 56
was this 43 was any 95
was for 165 was they 49
was any 48 was her 40
was him 138 was his 46
was them 45 was one 53
was any 102 was his 81
was for 44 was for 41
was than 67 was doing 81
was going 79 was her 102
was his 603 was its 133
was this 111 was with 64
was for 58 was that 154
was her 100 was his 539
was its 157 was her 81
was his 158 was old 147
was and 128 was but 66
was cut 57 was for 45
was how 450 was that 1232
was who 111 was why 198
was and 55 was out 143
was that 53 was and 45
was for 45 was for 46
was for 150 was for 46
was but 42 was how 993
was she 985 was that 4468
was they 90 was this 69
was who 181 was why 878
was yet 41 was own 225
was and 95 was but 72
was for 94 was that 195
was with 52 was her 57
was him 49 was oath 69
was this 131 was any 81
was her 49 was his 136
was its 49 was that 79
was this 424 was him 52
was any 49 was his 71
was its 47 was that 183
was this 267 was for 1001
was that 205 was her 56
was him 174 was them 103
was for 325 was that 89
was six 63 was his 67
was him 44 was his 59
was this 44 was then 43
was yet 55 was long 82
was near 131 was two 46
was she 49 was they 120
was out 49 was any 99
was her 51 was his 94
was that 59 was this 42
was old 209 was them 104
was near 118 was and 86
was any 94 was this 43
was that 45 was for 127
was his 52 was one 44
was she 89 was they 96
was his 86 was this 89
was his 116 was its 78
was them 303 was that 144
was our 44 was that 57
was any 114 was and 69
was for 44 was for 305
was long 88 was all 44
was any 287 was his 82
was its 77 was that 40
was this 61 was and 103
was she 130 was they 168
was for 62 was them 45
was was 55 was she 169
was old 60 was this 54
was for 119 was them 90
was any 41 was our 45
was this 103 was using 58
was all 63 was any 113
was him 50 was this 64
was than 79 was she 48
was and 49 was but 43
was and 104 was that 54
was this 108 was for 449
was with 78 was this 97
was then 74 was they 103
was using 42 was she 42
was she 143 was for 45
was then 55 was she 101
was than 41 was than 136
was any 135 was for 65
was with 94 was and 85
was and 63 was that 86
was own 42 was for 47
was this 44 was them 65
was man 53 was this 97
was any 49 was his 56
was his 179 was its 44
was this 77 was that 42
was easy 78 was for 45
was for 92 was for 231
was any 47 was his 79
was that 65 was with 50
was and 300 was but 130
was for 46 was and 72
was but 130 was for 79
was that 539 was was 40
was for 64 was for 52
was for 60 was that 200
was one 656 was she 85
was they 72 was you 112
was any 52 was with 77
was his 88 was men 59
was them 176 was then 47
was that 61 was this 222
was for 169 was with 115
was him 88 was his 60
was them 71 was all 99
was all 42 was his 61
was him 69 was and 67
was its 56 was her 54
was his 40 was old 1227
was her 43 was him 45
was all 49 was old 697
was his 67 was old 499
was his 108 was his 101
was all 134 was any 77
was his 183 was his 99
was than 219 was that 46
was day 112 was all 62
was that 81 was lying 41
was and 67 was that 50
was her 52 was not 64
was being 62 was not 240
was had 82 was was 158
was that 274 was man 125
was not 56 was had 41
was than 47 was had 59
was not 191 was not 47
was was 54 was was 202
was was 88 was both 42
was him 41 was for 56
was was 47 was old 1467
was both 200 was his 40
was old 1198 was each 57
was had 64 was old 1079
was his 40 was his 43
was than 238 was each 110
was his 49 was man 81
was and 66 was its 63
was sir 156 was all 50
was his 74 was all 84
was one 55 was than 66
was low 60 was his 44
was for 52 was for 43
was for 52 was for 51
was for 43 was for 148
was and 111 was and 52
was him 42 was than 55
way own 106 way one 291
way and 43 way that 61
way does 54 way did 53
way does 93 way awe 45
way than 45 way for 53
way for 59 way for 230
way own 96 way not 44
way own 59 way own 41
way own 96 way out 42
way for 128 way for 230
weak his 41 wet dry 78
who and 55 who with 97
who for 42 who his 80
who that 59 who this 126
who with 42 who this 46
who rem 47 who his 99
who this 90 who own 81
who for 64 who all 85
who for 40 who going 44
who own 281 who and 77
who each 64 who one 55
who old 201 who than 87
who than 55 who for 44
who are 58 who and 74
who each 86 who god 171
who him 55 who all 492
who any 83 who its 206
who our 59 who that 126
who them 147 who this 453
who all 81 who this 265
who own 72 who old 158
who and 57 who our 46
who and 72 who they 140
who age 43 who thus 42
who they 69 who his 67
who its 82 who are 97
who any 46 who each 95
who one 80 who with 111
who with 46 who for 89
who this 159 who and 80
who and 79 who off 47
who and 89 who they 75
who own 41 who own 55
who its 102 who this 43
who all 47 who sin 51
who all 44 who his 68
who with 45 who than 124
who for 45 who than 69
who than 68 who try 42
who and 51 who for 76
who own 59 who with 984
who god 92 who with 74
who that 192 who this 102
who you 43 who this 44
who own 42 who own 59
who you 47 who own 68
who but 90 who that 48
who own 58 who they 79
who they 56 who our 43
who with 58 who for 42
who for 66 who and 51
who for 43 who for 55
who had 687 who has 194
who was 155 who had 615
who has 110 who was 175
who had 137 who has 68
who was 41 who she 48
who this 48 who and 141
who for 64 who with 53
who things 162 who than 99
who own 59 who and 142
who and 76 who her 53
who his 58 who and 104
who than 99 who them 75
who own 108 who and 324
who doing 42 who one 84
who out 99 who with 80
who for 45 who this 62
who out 47 who for 68
who and 197 who her 109
who him 392 who his 41
who one 209 who them 235
who this 46 who way 48
who his 97 who own 69
who and 75 who than 69
who than 189 who one 74
who her 45 who him 152
who them 100 who all 245
who her 129 who him 226
who his 45 who them 329
who this 53 who you 55
who her 41 who his 79
who his 80 who her 123
who him 425 who them 113
who own 162 who him 95
who them 85 who with 45
who with 74 who not 109
who they 55 who for 50
who his 44 who than 60
who war 43 who his 85
who and 82 who god 59
who her 72 who his 138
who its 147 who them 126
who this 239 who her 43
who him 92 who his 97
who him 103 who his 294
who one 69 who our 106
who that 56 who them 41
who own 127 who and 43
who using 70 who than 103
who him 195 who his 68
who them 155 who all 52
who this 47 who for 84
who his 72 who things 140
who than 50 who but 45
who than 43 who him 45
who day 95 who meal 89
who own 40 who lead 69
who men 113 who own 81
who was 63 who for 197
who head 116 who her 570
who his 3713 who ill 41
who its 109 who one 932
who our 265 who put 178
who with 518 who him 44
who with 56 who out 48
who that 149 who them 87
who them 57 who two 50
who him 82 who him 150
who his 49 who use 42
who him 80 who and 85
who own 57 who kings 43
who his 84 who was 40
who being 160 who going 45
who his 162 who this 82
who with 63 who her 55
who his 147 who her 50
who his 57 who than 84
who all 146 who own 53
who and 141 who own 59
who her 61 who him 57
who asia 95 who east 174
who his 97 who new 342
who one 48 who than 55
who own 71 who than 42
who had 111 who was 161
who him 91 who his 83
who than 81 who and 60
who his 44 who for 41
who was 61 who with 89
who both 47 who her 85
who his 311 who its 142
who one 59 who our 47
who that 120 who them 101
who this 160 who two 92
who her 45 who his 284
who one 47 who out 141
who too 51 who with 78
who too 55 who with 48
who his 68 who his 56
who and 52 who him 59
who than 86 who but 142
who own 40 who his 137
who this 57 who his 66
who things 41 who than 57
who aid 53 who for 49
who for 49 who god 341
who her 102 who him 552
who his 284 who them 98
who his 147 who and 88
who than 508 who than 808
who that 113 who but 113
who one 585 who two 141
who death 46 who own 82
who pay 51 who that 182
who going 46 who his 202
who ill 205 who one 60
who put 208 who with 138
who won 46 who off 58
who out 1216 who with 64
who and 602 who had 59
who was 93 who out 113
who for 54 who her 198
who him 93 who his 284
who both 68 who her 1216
who his 1745 who two 64
who her 103 who his 328
who his 48 who that 104
who her 51 who him 73
who him 97 who his 194
who out 46 who she 52
who own 57 who his 94
who and 76 who and 43
who all 65 who and 66
who for 126 who two 55
who with 70 who her 64
who his 558 who that 98
who his 41 who old 81
who own 56 who his 57
who his 50 who she 43
who asia 67 who east 46
who her 428 who his 3284
who long 63 who new 771
who one 96 who san 79
who that 136 who two 48
who war 241 who and 187
who for 189 who had 41
who was 49 who with 280
who and 47 who god 55
who him 298 who his 166
who them 86 who out 58
who had 53 who her 73
who his 61 who than 64
who him 64 who this 41
who her 55 who him 47
who his 56 who this 46
who out 40 who mad 74
who his 58 who all 64
who her 77 who his 203
who his 74 who with 69
who bad 40 who both 59
who cow 47 who her 139
who him 65 who his 875
who ill 56 who its 143
who long 158 who one 116
who that 85 who them 261
who this 395 who than 92
who and 88 who things 268
who for 64 who than 686
who and 129 who for 76
who and 367 who both 71
who for 518 who for 49
who than 197 who long 77
who own 46 who with 72
who and 49 who all 143
who far 98 who his 42
who new 108 who one 44
who than 100 who and 104
who with 54 who her 84
who his 89 who that 41
who thin 46 who them 161
who his 96 who that 53
who this 123 who all 104
who this 85 who and 67
who god 43 who her 48
who him 44 who his 279
who one 41 who her 81
who his 184 who our 81
who this 70 who all 44
who that 66 who all 62
who her 64 who his 161
who them 116 who his 62
who with 57 who and 80
who things 72 who than 94
who with 60 who and 41
who than 54 who for 183
who his 40 who one 40
who them 57 who this 46
who way 224 who her 44
who his 57 who with 103
who than 123 who all 319
who both 45 who her 94
who him 156 who his 86
who them 171 who you 222
who his 161 who him 73
who them 107 who you 116
who his 80 who this 105
who his 82 who his 47
who has 55 who her 76
who for 62 who and 100
who one 45 who than 60
who for 45 who its 79
who our 83 who this 73
who long 43 who than 140
who his 45 who god 390
who his 225 who his 59
who than 151 who than 452
who that 147 who but 103
who ill 43 who out 220
who with 79 who and 105
who her 60 who his 74
who her 320 who his 497
who his 75 who that 106
who his 56 who death 109
who her 118 who his 347
who new 92 who that 116
who and 55 who for 48
who with 49 who out 59
who than 55 who her 48
who his 157 who any 87
who her 47 who his 74
who one 119 who that 62
who them 42 who this 233
who and 74 who things 54
who than 388 who and 246
who for 157 who may 53
who than 50 who than 70
who and 70 who his 84
who them 55 who his 95
who his 91 who this 47
who things 103 who and 48
who with 73 who had 149
who his 48 who them 95
who art 51 who than 59
who than 143 who all 58
who its 178 who that 63
who was 42 who bad 48
who than 57 who her 145
who his 96 who with 64
who all 80 who guy 107
who his 67 who with 239
who her 44 who his 78
who her 51 who his 351
who with 122 who for 66
who for 77 who his 47
who his 60 who her 376
who him 44 who his 249
who with 65 who she 55
who her 103 who his 212
who old 1032 who with 42
who our 50 who her 267
who him 64 who his 262
who all 76 who any 49
who his 40 who with 196
who her 53 who his 573
who that 64 who she 69
who her 117 who his 272
who old 941 who them 142
who this 67 who with 54
who that 68 who with 49
who with 167 who year 88
who she 54 who her 62
who his 101 who old 670
who death 199 who than 56
who ill 63 who for 236
who she 106 who his 47
who than 79 who for 94
who than 58 who his 58
who his 115 who off 140
who her 113 who his 388
who his 72 who her 81
who his 64 who his 119
who than 466 who his 42
who his 157 who her 56
who his 58 who than 50
who them 98 who for 40
who with 45 who and 71
who for 138 who with 356
who with 94 who with 110
who his 63 who his 108
who his 68 who with 51
who his 59 who out 40
why that 190 why things 48
why they 108 why they 46
why not 50 why old 51
why not 49 wings his 41
win this 66 wit him 190
wit they 65 wit are 91
wit not 63 with with 40
with and 46 with not 60
with and 312 with for 176
with and 52 with and 2076
with for 104 with and 71
with and 40 with and 110
with and 203 with for 83
with and 658 with set 82
with and 73 with and 58
with and 210 with and 57
with for 50 with and 70
with and 132 with who 42
with that 538 with how 106
with was 44 with his 209
with that 57 with than 60
with his 65 with than 57
with than 89 with how 98
with they 56 with this 41
with was 61 with can 66
with than 48 with than 147
with all 44 with and 112
with and 55 with and 78
with and 43 with and 41
with its 43 with its 45
with one 44 with one 133
with than 73 with sin 48
with and 49 with she 54
with and 121 with that 88
with and 214 with and 82
with cut 177 with and 47
with and 59 with and 40
with and 95 with near 195
with her 54 with her 125
with her 60 with her 97
with she 300 with they 480
with and 51 with and 70
with her 89 with and 65
with had 66 with her 55
with she 274 with she 63
with and 41 with and 155
with and 62 with and 62
with she 48 with and 40
with for 69 with and 70
with and 49 with and 40
with and 83 with her 47
with his 70 with she 57
with and 42 with and 93
with and 50 with and 46
with and 52 with may 82
with and 93 with and 54
with and 74 with not 41
with and 123 with and 57
