wages all 60 waiting not 95
water two 42 water this 59
water two 181 water two 139
water one 149 water air 621
water air 163 water heat 49
water earth 56 water earth 110
wealthy all 61 weeks this 44
weeks his 47 weeks new 76
weeks two 76 whale any 56
wheel hum 51 wheel any 43
wheel get 56 where weak 126
where not 62 where each 74
where each 41 where them 56
where not 45 where not 42
where his 40 where them 42
where gas 48 where heat 130
where new 40 where oil 66
where both 93 where its 42
where low 218 where men 742
where new 135 where non 163
where our 49 where them 339
where air 344 where gas 99
where and 62 where you 40
where our 41 where hear 61
where read 65 where get 144
where not 47 where men 54
where not 52 where weak 52
which his 40 which that 121
which and 43 which all 50
which pay 40 which that 47
which our 50 which two 122
which being 60 which all 82
which end 145 which all 1047
which both 277 which men 49
which few 47 which two 158
which his 41 which and 62
which new 48 which two 955
which and 51 which end 214
which two 42 which end 1041
which all 213 which both 44
which one 108 which two 443
which two 126 which man 87
which two 297 which and 145
which all 46 which being 418
which his 53 which how 154
which its 43 which our 88
which that 212 which this 137
which end 151 which one 106
which his 133 which one 52
which one 259 which eye 241
which his 70 which all 47
which all 88 which them 41
which low 128 which him 70
which any 153 which use 97
which use 69 which use 125
which any 46 which this 93
which way 83 which vie 51
which him 40 which them 178
which with 89 which with 49
which key 54 which with 295
which old 78 which idea 157
which idea 64 which death 57
which his 52 which his 51
which may 309 which that 67
which his 131 which was 306
which our 45 which his 83
which man 86 which that 54
which our 47 which this 214
which our 714 which that 42
which his 50 which god 80
which law 40 which our 47
which this 41 which this 145
which and 498 which cup 52
which things 69 which two 5048
which use 99 which and 248
which our 45 which all 65
which end 40 which two 418
which all 86 which this 52
which end 47 which his 45
which his 45 which this 42
which asia 47 which die 54
which her 89 which his 660
which its 230 which may 169
which new 629 which one 56
which our 58 which that 569
which this 290 which two 135
which may 66 which him 58
which eye 168 which eye 273
which has 47 which him 50
which eye 261 which and 113
which two 240 which east 133
which two 63 which his 45
which air 77 which our 41
which all 219 which his 68
which how 56 which new 45
which this 52 which all 72
which our 95 which this 111
which all 54 which being 278
which death 67 which our 47
which this 98 which war 108
which not 64 which its 53
which had 47 which this 77
which and 79 which two 191
which its 49 which being 41
which two 137 which not 40
which now 89 which war 139
which war 49 which him 88
which his 67 which his 47
which they 74 which two 94
which all 42 which heat 153
which his 72 which its 45
which men 684 which new 117
which non 47 which our 110
which them 336 which our 45
which air 47 which gas 51
which her 49 which his 295
which now 62 which his 42
which our 110 which this 362
which air 62 which one 151
which head 63 which two 97
which its 76 which and 92
which her 45 which his 76
which its 45 which that 70
which east 202 which him 40
which eye 107 which sting 78
which run 68 which his 47
which that 138 which with 46
which one 256 which any 40
which its 66 which two 54
which new 41 which low 73
which any 323 which and 50
which its 58 which with 52
which each 176 which with 71
which use 129 which use 208
which use 128 which read 65
which that 55 which yet 59
which for 44 which way 224
which ill 66 which all 52
which with 199 which her 49
which his 105 which his 101
which use 138 which war 42
which was 46 which idea 103
which idea 78 which with 95
which its 71 which two 49
which war 61 which off 111
which bed 82 which out 40
which head 44 which that 108
which any 136 which his 67
which our 492 which wit 76
which any 100 which him 252
which them 154 which earth 108
which dew 66 which head 69
which head 78 which all 165
which any 338 which this 44
which not 57 which earth 235
which any 48 which any 73
which its 46 which its 96
which has 60 which two 256
which end 205 which his 76
which riot 63 which one 40
which two 118 which use 96
which all 109 which this 82
which them 56 which use 56
which use 65 which death 169
which his 65 which its 54
which low 50 which one 41
which ears 152 which two 58
which east 40 which him 42
which them 65 which deal 86
which him 40 which each 75
which one 50 which and 68
which each 40 which one 140
which them 69 which not 45
which his 89 which his 50
which him 64 which two 91
which eye 59 which two 140
which his 48 which him 63
which bid 61 which her 165
which him 353 which his 179
which them 200 which his 58
which that 151 which him 74
which end 61 which and 41
which two 79 which all 139
which and 91 which bear 65
which being 86 which that 245
which his 43 which any 111
which him 117 which our 62
which them 94 which this 96
which fit 49 which man 49
which men 83 which that 42
which this 173 which that 108
which old 301 which was 168
which near 289 which all 69
which any 42 which with 41
which all 400 which her 141
which his 148 which not 870
which one 1190 which six 165
which ten 49 which two 1422
which day 47 which its 50
which idea 58 which with 91
which its 190 which earth 48
which way 213 which way 1450
which for 75 which her 61
which his 49 which old 45
which all 54 which its 64
which both 40 which being 87
which air 120 which her 109
which her 61 which all 45
which new 62 which and 72
which and 70 which two 57
which and 484 which each 96
which one 44 which this 51
which him 337 which his 159
which its 60 which them 63
which them 77 which him 87
which her 100 which him 190
which his 65 which them 111
which its 97 which with 56
which two 70 which that 188
which all 41 which his 226
which that 103 which this 62
which our 70 which earth 90
which our 41 which this 45
which our 108 which his 82
which all 52 which one 100
which his 119 which its 260
which our 87 which that 55
which them 41 which use 85
which that 130 which him 79
which them 102 which this 75
which its 65 which old 74
which his 84 which his 66
which our 128 which this 40
which its 82 which his 76
which far 77 which rear 41
which with 291 which and 192
which and 404 which bed 41
which old 42 which two 494
which and 375 which his 63
which not 67 which age 81
which all 1322 which and 125
which any 111 which both 974
which his 84 which how 114
which its 276 which man 84
which new 46 which our 114
which that 85 which them 63
which this 520 which its 40
which pay 52 which being 72
which them 128 which sky 42
which two 187 which that 44
which him 59 which and 45
which all 46 which its 55
which bring 68 which deal 45
which get 41 which eye 135
which one 208 which one 55
which two 67 which his 44
which his 66 which this 50
which with 266 which two 138
which with 40 which its 48
which all 145 which both 59
which his 59 which one 312
which six 42 which two 246
which one 161 which both 41
which eye 76 which old 68
which her 41 which him 88
which his 131 which old 91
which then 53 which all 88
which them 53 which him 114
which all 55 which that 40
which them 69 which its 40
which and 62 which use 65
which all 67 which out 44
which long 52 which low 147
which real 40 which use 81
which him 79 which you 45
which idea 74 which new 69
which with 64 which with 96
which for 48 which with 207
which lot 224 which area 41
which its 185 which area 70
which idea 42 which law 131
which new 175 which old 40
which two 113 which use 194
which area 73 which heat 92
which net 65 which real 50
which sum 82 which tax 176
which use 54 which two 51
which use 425 which use 559
which all 40 which any 50
which his 40 which too 51
which end 60 which for 98
which way 797 which for 69
which with 40 which with 93
which all 80 which its 66
which act 137 which being 75
which being 173 which going 92
which new 46 which use 356
which are 152 which use 49
which easy 60 which with 430
which with 318 which key 192
which raw 48 which with 832
which being 43 which for 121
which for 95 which her 61
which him 55 which his 369
which his 51 which new 126
which real 64 which sun 81
which old 430 which one 126
which pen 431 which use 929
which his 86 which that 44
which this 50 which old 78
which her 89 which him 122
which them 149 which one 42
which law 63 which new 44
which two 43 which war 51
which end 61 which pay 71
which put 44 which was 44
which idea 98 which use 86
which her 40 which him 81
which for 65 which idea 296
which new 53 which use 69
which all 566 which use 104
which two 47 while his 48
while that 116 while men 102
while them 157 while its 51
while ears 45 while was 60
while has 71 while was 202
while was 56 while was 134
while with 40 while two 45
while with 72 while his 60
while with 41 while use 127
while for 53 while and 51
while had 49 while his 66
while his 70 while his 42
while being 133 while his 46
while his 42 while her 317
while his 350 while idea 83
while old 221 while two 86
while all 78 white sky 65
white her 50 white now 62
white sky 58 white them 44
white bus 50 white his 52
white her 57 white far 160
white she 91 white new 57
white and 50 white top 52
white two 192 whole new 43
whole this 41 whole this 43
whole his 46 whole his 69
whole him 41 whole its 47
whole one 150 whole this 42
whole two 54 whole one 65
whole two 44 whole one 136
whole one 45 whole its 43
whole this 72 whole bring 92
whole his 42 whole him 61
whole one 85 whole death 80
whole end 57 whole two 283
whole his 43 whole our 80
whole this 571 whole this 146
whole him 331 whole them 85
whole and 48 whole two 94
whole him 52 whole idea 77
whole this 54 whole thus 99
whole and 199 whole ears 60
whole earth 119 whole two 620
whole and 129 whole this 62
whole she 71 whole one 94
whole god 81 whole two 47
whole two 46 whole one 61
whole this 89 whole him 54
whole was 46 whole his 44
whole its 59 whole one 59
whole her 68 whole him 385
whole them 274 whole two 49
whole you 59 whole its 45
whose his 42 whose that 55
whose that 551 whose was 53
whose was 57 whose for 80
whose man 40 whose not 113
whose that 112 whose with 490
whose was 55 whose was 116
whose that 109 whose was 124
whose was 53 whose was 62
whose that 69 whose all 63
whose not 100 whose not 125
whose not 66 whose not 42
whose for 126 whose not 89
whose with 102 whose not 55
whose not 8069 whose one 83
whose not 54 whose not 42
whose going 43 whose had 42
whose was 51 whose any 93
whose his 45 whose was 46
whose had 46 whose wet 78
whose not 50 whose with 230
whose that 120 whose all 125
whose not 44 whose not 62
whose this 48 whose who 47
whose them 94 whose this 62
whose had 110 whose this 163
whose has 95 whose red 62
whose all 52 whose not 85
whose its 42 whose not 45
whose with 206 whose not 45
whose may 63 whose long 96
whose sky 49 whose man 42
whose not 150 whose one 48
whose air 65 whose had 55
whose both 61 whose how 135
whose its 211 whose one 43
whose that 76 whose its 50
whose two 67 whose with 66
whose one 67 wider two 73
widow her 50 winds that 64
winds this 93 winds that 54
winds this 133 within all 51
within had 45 within being 59
within each 83 within his 98
within its 90 within our 49
within one 51 within two 42
within being 44 within his 54
within not 88 within was 52
woman her 40 woman her 44
