war canoes might come off 40
war might again break out 67
war which could only bring 41
war which could only end 105
war which ended only with 50
war which might break out 229
war which might last for 63
war which others have had 134
war which would break out 58
war which would have had 41
war which would last for 89
war which would make him 60
war would again break out 84
war would never break out 42
was about anything other than 46
was about eight feet long 1924
was about eight feet off 43
was about eight years ago 1052
was about eight years his 51
was about eight years old 11743
was about fifty feet long 1768
was about fifty feet off 120
was about fifty years ago 1277
was about fifty years old 4977
was about forty feet long 1998
was about forty when she 74
was about forty years ago 917
was about forty years old 6515
was about seven feet long 1177
was about seven feet off 40
was about seven feet six 140
was about seven when she 56
was about seven years ago 848
was about seven years and 49
was about seven years old 8654
was about sixty feet long 1170
was about sixty years ago 449
was about sixty years old 3043
was about thirty feet long 2660
was about thirty when she 102
was about thirty years ago 1644
was about thirty years his 41
was about thirty years old 7502
was about thirty years too 48
was about waist high and 62
was above fifty years ago 81
was above fifty years old 125
was above forty years old 282
was above sixty years old 153
was above thirty years old 136
was added every other day 101
was added until there was 44
was after eight when she 76
was after eight when they 74
was after seven when she 110
was after seven when they 86
was again drawn into using 78
was again split into two 149
was again strong upon him 41
was again taken from her 81
was again taken from him 61
was again taken from his 94
was again taken from them 90
was again taken sick and 50
was again taken very ill 57
was again thrown into his 80
was again thrown open and 55
was again thrown upon his 69
was again verging upon war 55
was alive apart from law 103
was anything really wrong with 246
was asked about what had 58
was asked about what she 46
was asked about what was 43
was begun eight years ago 97
was begun seven years ago 59
was begun thirty years ago 131
was blood pouring from his 43
was blood running down her 249
was blood running down his 171
was blood running from his 58
was blowing quite hard and 89
was breaking loose from her 59
was built eight years ago 159
was built fifty years ago 377
was built forty years ago 247
was built seven years ago 162
was built sixty years ago 102
was built thirty years ago 322
was built where there was 44
was close under their lee 48
was daily getting more and 42
was daily growing more and 297
was daily growing upon him 48
was daily proving more and 88
was daily winning from his 81
was dodging round some old 99
was drawn alive from his 96
was drawn aside from his 66
was drawn tight over her 76
was drawn tight over his 206
was eight miles away and 107
was eight months gone with 154
was eight times more than 76
was either drawn over his 52
was ended which made dim 42
was every where felt and 41
was every where felt for 41
was exact rather more than 68
was falling about their ears 60
was false while mine was 45
was feeling quite warm and 184
was feeling quite well and 98
was feeling really good and 41
was fifty miles away and 188
was fifty miles from any 71
was fifty miles wide and 46
was fifty yards away and 126
was fifty yards wide and 72
was fired after only two 43
was first built more than 52
was first built there was 71
was first built upon her 81
was first drawn from his 69
was first known among them 47
was first known there that 80
was first moved from its 80
was first noted more than 90
was first split into two 54
was first taken from her 64
was first taken from his 41
was first taken into use 90
was forty eight years old 44
was forty miles away and 96
was forty yards wide and 62
was found fifty years ago 88
was found missing from his 63
was found where there was 139
was found whose mind was 93
was fully aware what was 61
was gaining every hour new 67
was getting calls from all 67
was getting quite dark and 90
was getting quite dark now 87
was getting quite late and 87
was getting rather late and 66
was getting rather late for 49
was getting rather more than 88
was getting worse from day 50
was given after their death 138
was given every other day 270
was given power over all 123
was given seven years for 43
was given thirty days for 41
was given thirty years ago 125
was growing daily more and 91
was growing worse from day 225
was happy about what was 44
was hoped would last for 76
was hours later when she 76
was hours later when they 41
was keeping guard over her 45
was keeping house till they 72
was keeping watch over her 137
was keeping watch over him 79
was keeping watch over his 111
was keeping watch over them 60
was known about what had 55
was known about what was 176
was known fifty years ago 320
was known forty years ago 45
was known thirty years ago 115
was later found among his 53
was later found shot dead 41
was later split into two 533
was later taken down and 79
was later taken from him 45
was later taken from them 41
was later taken over and 232
was later taken over for 88
was learning right along with 48
was looking rather pale and 87
was looking right into her 202
was looking right into his 226
was looking round from one 49
was maybe eight years old 120
was maybe fifty years old 57
was maybe forty years old 49
was maybe seven years old 63
was maybe thirty years old 67
was moved about from one 87
was music playing here and 51
was named after these two 51
was named super bowl mvp 72
was nearly closing time and 60
was nearly eight feet long 127
was nearly eight when they 51
was nearly eight years ago 204
was nearly eight years his 44
was nearly eight years old 571
was nearly empty just then 42
was nearly empty when she 62
was nearly empty when they 69
was nearly evening when they 56
was nearly fifty feet long 174
was nearly fifty when his 57
was nearly fifty when she 79
was nearly fifty years ago 894
was nearly fifty years old 1871
was nearly forty feet long 77
was nearly forty when she 106
was nearly forty years ago 1225
was nearly forty years her 46
was nearly forty years his 56
was nearly forty years old 1856
was nearly lunch time and 48
was nearly morning when they 42
was nearly night when they 80
was nearly night when this 53
was nearly seven feet long 196
was nearly seven when she 54
was nearly seven when they 40
was nearly seven years ago 261
was nearly seven years old 604
was nearly sixty feet long 299
was nearly sixty when she 64
was nearly sixty years ago 479
was nearly sixty years old 1729
was nearly taken from real 47
was nearly thirty feet long 161
was nearly thirty when she 43
was nearly thirty years ago 1557
was nearly thirty years her 46
was nearly thirty years his 52
was nearly thirty years old 1313
was nearly thrown from her 53
was nearly thrown from his 145
was never acted upon and 115
was never again more than 48
was never again seen nor 41
was never again seen with 41
was never again used for 108
was never alone when she 42
was never anything else but 363
was never anything else than 271
was never anything less than 318
was never anything like that 910
was never anything like them 45
was never anything like this 268
was never anything more than 3138
was never anything other than 585
was never anything wrong with 515
was never broke till this 75
