we act before it is 44
we add another to the 66
we add energy to the 71
we add something to it 52
we add something to the 249
we aid nature in the 80
we all accept it as 158
we all adhere to the 57
we all admire in the 43
we all agreed as to 67
we all agreed at the 53
we all agreed in the 111
we all agreed on it 51
we all agreed on the 486
we all agreed to be 145
we all agreed to do 196
we all agreed to go 373
we all agreed to it 142
we all agreed to the 111
we all arrive at the 309
we all aspire to be 198
we all assume to be 60
we all attain to the 1166
we all behave as if 152
we all better go to 56
we all called it the 51
we all caught it at 93
we all changed in the 50
we all concur in the 76
we all danced in the 70
we all dashed to the 50
we all decide to go 54
we all depend on it 46
we all depend on the 405
we all desire is to 92
we all desire to be 438
we all desire to do 56
we all differ in the 66
we all expect it to 53
we all expect to be 187
we all expect to go 40
we all forgot to be 54
we all halted as if 53
we all happen to be 126
we all indians as the 57
we all insist on the 43
we all intend to do 56
we all joined in the 762
we all joined in to 54
we all jumped at the 57
we all jumped in the 92
we all jumped on the 74
we all jumped to the 50
we all learned in the 116
we all learned to be 42
we all learned to do 69
we all learned to eat 58
we all listen to the 136
we all loaded up in 55
we all looked as if 151
we all looked at it 248
we all looked at the 588
we all looked in the 77
we all looked on in 73
we all looked on it 52
we all looked to the 77
we all looked up at 181
we all looked up in 50
we all looked up to 659
we all needed to be 278
we all needed to do 48
we all needed to go 58
we all parted on the 60
we all perish in the 43
we all picked up the 57
we all played in the 79
we all played on the 57
we all prefer to be 71
we all regard as the 135
we all regard it as 176
we all relate to the 44
we all remain in the 42
we all repair to the 53
we all repose in the 88
we all retire to the 66
we all return to the 318
we all rushed to the 630
we all rushed up to 60
we all seemed to be 1194
we all shared in the 256
we all should be as 92
we all should be in 82
we all should be so 41
we all should be to 55
we all should go to 161
we all showed up at 74
we all standing in the 87
we all stared at it 102
we all stared at the 349
we all stared up at 40
we all stayed at the 136
we all stayed in the 259
we all stayed on the 45
we all strive to be 192
we all strive to do 44
we all suffer in the 46
we all talked at the 43
we all talked of the 47
we all thought at the 126
we all thought in the 52
we all thought it so 53
we all thought it the 48
we all thought it to 46
we all thought of as 134
we all thought of it 112
we all thought of the 183
we all thought to be 117
we all turned in to 94
we all turned to the 202
we all turned up at 63
we all united in the 54
we all waited in the 110
we all waited on the 78
we all walked in the 150
we all walked on the 65
we all walked to the 641
we all walked up the 173
we all walked up to 262
we all wanted it to 122
we all wanted to be 1294
we all wanted to do 439
we all wanted to go 665
we all wished to be 89
we all wonder if we 49
we all worked at the 65
we all worked in the 240
we all worked on it 67
we all worked on the 209
we any closer to an 80
we any closer to the 85
we any desire to be 50
we any measure of the 43
we any record of the 136
we are abreast of the 244
we are abroad in the 140
we are active in the 278
we are actors in the 90
we are adapting to the 55
we are adhering to the 229
we are adopting in the 45
we are adopting is the 40
we are adrift in the 47
we are adrift on the 46
we are adults we no 65
we are afloat on the 138
we are afraid he is 104
we are afraid if we 93
we are afraid in the 178
we are afraid it is 264
we are afraid of an 63
we are afraid of in 81
we are afraid of is 582
we are afraid of it 819
we are afraid of no 69
we are afraid of or 96
we are afraid of the 3636
we are afraid of thy 50
we are afraid to be 827
we are afraid to do 485
we are afraid to go 471
we are afraid we do 55
we are agents in the 59
we are agents of the 120
we are aghast at the 143
we are agreed as to 848
we are agreed in the 297
we are agreed on the 834
we are agreeing to the 43
we are allied to the 287
we are allies of the 126
we are allowing it to 159
we are allowing to be 43
we are allows us to 41
we are alluding to is 124
we are alluding to the 237
we are almost at the 1232
we are almost in the 626
we are almost on the 275
we are almost to the 189
we are already at the 1322
we are already in an 143
we are already in it 246
we are already in the 4700
we are already of the 55
we are already on the 1766
we are already up to 86
we are always at the 748
we are always in an 74
we are always in it 61
we are always in the 4222
we are always of the 217
we are always on the 2446
we are always to be 963
we are always to do 92
we are always up to 49
we are amazed at the 3211
we are amazed by the 458
we are amused at the 231
we are amused by the 452
we are angered by the 55
we are anxious to be 600
we are anxious to co 46
we are anxious to do 649
we are anxious to go 136
we are appealing to an 81
we are appealing to the 623
we are applying it in 43
we are applying it to 294
we are applying to the 294
we are arriving at an 40
we are arriving at the 360
we are asleep at the 51
we are asleep in the 112
we are asleep is so 42
we are asleep or in 53
we are asleep to the 103
we are aspiring to be 48
we are assuming at the 87
we are assuming in the 103
we are assuming is the 60
we are assuming it is 149
we are assuming it to 108
we are assuming to be 508
we are averse to the 198
we are backed by the 117
we are backed up by 113
we are barely at the 81
we are barely on the 54
we are bearers of the 69
we are becoming in the 82
we are behaving as if 88
we are behaving in the 58
we are behind in the 109
we are bereft of the 201
we are better as we 144
we are better at it 64
we are better in the 66
we are bidden by the 165
we are bidden in the 68
we are bidden to be 219
we are bidden to do 228
we are bidden to go 55
we are bidden to the 55
we are bitten in the 47
we are bogged up or 85
we are building at the 56
we are building in the 247
we are building is the 47
we are building it in 52
we are building it up 112
we are building on the 438
we are building to be 123
we are building up an 158
we are building up in 139
we are building up is 53
we are building up the 429
we are building up to 113
we are buoyed by the 41
we are buoyed up by 92
we are buoyed up in 40
we are buried in it 55
we are buried in the 350
we are bursting at the 42
we are called at the 73
we are called by the 1119
we are called by thy 949
we are called in the 405
we are called in to 232
we are called is the 71
we are called on by 171
we are called on the 57
we are called on to 9998
we are called to an 297
we are called to as 162
we are called to be 7949
we are called to by 115
we are called to co 45
we are called to do 3686
we are called to go 543
we are called to in 138
we are called to is 118
we are called to it 523
we are called to the 1771
we are called up to 110
we are camped in the 75
we are camped on the 120
we are carrying it on 96
we are carrying on an 146
we are carrying on at 89
we are carrying on in 274
we are carrying on is 107
we are carrying on the 585
we are carrying the thing 57
we are catching up on 49
we are catering to the 46
we are caught at the 43
we are caught by it 55
we are caught by the 416
we are caught in an 564
we are caught in it 158
we are caught in the 3816
we are caught on the 223
we are caught up by 214
we are caught up in 12538
we are caught up to 150
we are caused to do 54
we are changed by it 88
we are changed by the 236
we are changed in the 85
we are cheated in the 47
we are cheated of the 91
we are checking up on 40
we are choked by the 85
we are choosing to be 164
we are choosing to do 105
we are chosen by the 40
we are chosen to be 168
we are claiming to be 157
we are clearly at the 107
we are clearly in an 51
we are clearly in the 775
we are clearly of the 884
we are clearly on the 181
we are climbing up the 172
we are closed in it 65
we are closed to the 71
we are closer to an 77
we are closer to it 179
we are closer to the 2614
we are clothed in the 155
we are coerced by the 57
we are cooped up in 128
we are cooped up on 64
we are counting by the 49
we are counting on it 61
we are counting on the 316
we are counting on to 89
we are counting up the 82
we are created by it 61
we are created by the 112
we are created in the 2272
we are created to be 637
we are created to do 95
we are crossing the sea 47
we are curious as to 208
we are cursed by the 47
we are damned if we 389
we are dashed on the 40
we are deciding in the 67
we are deciding on the 83
we are deemed to be 135
we are deeply in the 41
we are defining as the 63
we are defining it as 56
we are defining it in 43
we are devoid of the 132
we are devoting to it 50
we are devoting to the 48
we are dividing by the 67
we are dividing up the 40
we are dogged by the 53
we are doomed by the 53
we are doomed if we 124
we are doomed to an 177
we are doomed to be 837
we are doomed to do 41
we are doomed to go 92
we are doomed to the 331
we are doubling on the 148
we are drifting in the 124
we are drifting on the 59
we are drifting to the 137
we are drinking in the 41
we are drinking of the 80
we are driven by an 318
we are driven by it 85
we are driven by the 1457
we are driven if we 54
we are driven in the 159
we are driven on by 106
we are driven on to 174
we are driven to an 210
we are driven to be 86
we are driven to by 69
we are driven to do 296
we are driven to is 97
we are driven to it 799
we are driven to no 70
we are driven to the 9847
we are drowning in the 104
we are dubious of the 46
we are dwelling in the 185
we are dwelling on the 120
we are earnest in the 44
we are elated at the 40
we are endued by the 193
we are engaged at the 251
we are engaged by the 144
we are engaged in an 2230
we are engaged in as 180
we are engaged in at 213
we are engaged in be 52
we are engaged in in 46
we are engaged in is 2133
we are engaged in it 436
we are engaged in no 67
we are engaged in so 168
we are engaged in the 5990
we are engaged in to 112
we are engaged is an 51
we are engaged is no 74
we are engaged is the 237
we are engaged is to 53
we are engaged on an 47
we are engaged on the 195
we are engaged to be 478
we are engaged to no 89
we are engaged to the 84
we are enjoying at the 58
we are enjoying in the 40
we are enjoying it to 44
we are enjoying the thing 49
we are enough of us 63
we are enough to do 220
we are entering by the 168
we are entering in the 52
we are entering is the 64
we are entering on an 151
we are entering on the 380
we are envious of the 49
we are equals in the 44
we are fairly in the 359
we are fairly on the 103
we are fallen to the 108
we are fearful of the 212
we are fighting at the 43
we are fighting in the 816
we are fighting is the 145
we are fighting on the 374
we are filled by the 88
we are filled to the 116
we are firmly in the 228
we are firmly of the 495
we are firmly on the 69
we are fitted to be 41
we are fitted to do 60
we are floating in the 93
we are floating on the 42
we are focusing on an 85
we are focusing on at 68
we are focusing on in 618
we are focusing on is 210
we are focusing on the 3806
we are fooled by the 234
we are forced at the 100
we are forced by an 69
we are forced by the 1748
we are forced in the 183
we are forced on the 65
we are forced on to 83
we are forced so to 59
we are forced to an 160
we are forced to be 2160
we are forced to by 348
we are forced to do 4391
we are forced to eat 167
we are forced to go 1974
we are forced to in 51
we are forced to is 52
we are forced to it 407
