war among his red children 80
war from his own dominions 64
war from his own revenues 63
war like this and therefore 41
war paid its own expenses 40
war plead for our interest 45
war till they had accepted 58
war upon his own grandson 58
war upon his own subjects 76
was also bad for business 64
was also for his approval 70
was also his own personal 90
was angry with her daughter 88
was angry with his children 51
was angry with his daughter 80
was angry with his servants 147
was away and not expected 67
was away with her mistress 52
was away with his regiment 160
was back with his battalion 52
was back with his regiment 241
was back with his squadron 62
was best for all involved 75
was best for her children 196
was best for her daughter 188
was best for his children 132
was best for his daughter 143
was best for his patients 40
was best for his subjects 66
was best for our children 65
was best for our interest 71
was born and has remained 43
was born and was baptized 149
was born and was therefore 44
was born who was destined 278
was born with this condition 51
was bringing him his breakfast 42
was busy with her children 126
was busy with her domestic 74
was busy with her trousseau 75
was busy with his accounts 81
was busy with his american 43
was busy with his business 77
was busy with his campaign 78
was busy with his military 82
was busy with his notebook 52
was busy with his patients 94
was busy with his practice 85
was caring for her children 96
was caring for her daughter 46
was cast out and rejected 97
was clear and his judgment 47
was clear and our curiosity 81
was clear she was struggling 47
was clear that all insolent 45
was clear that her daughter 43
was clear that her interest 47
was clear that her presence 49
was clear that his attention 44
was clear that his attitude 55
was clear that his daughter 47
was clear that his education 61
was clear that his intention 48
was clear that his interest 64
was clear that his presence 84
was clear that not everyone 173
was clear that our presence 54
was clear that she believed 92
was clear that she expected 116
was clear that she intended 147
was clear that she regarded 105
was clear that she required 91
was clear that she resented 42
was clear that they accepted 40
was clear that they believed 101
was clear that they expected 108
was clear that they intended 282
was clear that they regarded 201
was clear that this approach 137
was clear that this movement 40
was clear that this response 61
was clear that this situation 129
was clear that this strategy 83
was cold and she shivered 138
was come with her children 45
was coming and had prepared 97
was coming and was prepared 55
was crying out for attention 106
was dealing with two distinct 48
was dealing with two separate 88
was done for and finished 52
was done for his recovery 59
was done for two purposes 74
was done that was possible 335
was done with all possible 239
was done with any intention 45
was done with his approval 48
was done with two purposes 45
was during his own lifetime 86
was during this long interval 85
was eased out and replaced 52
was even bad for gratifying 99
was even for that specific 74
was even now being prepared 67
was even then being prepared 140
was even then not entirely 43
was felt that his presence 111
was felt that its inclusion 89
was felt that they deserved 49
was felt that this approach 309
was felt that this practice 57
was felt that this provision 43
was felt that this quantity 128
was felt that this situation 89
was from his own personal 48
was giving all her attention 188
was giving all his attention 346
was glad for his presence 69
was glad she had accepted 82
was glad she had declined 42
was glad she had followed 66
was glad she had insisted 107
was glad she had listened 56
was glad she had mentioned 42
was glad she had resisted 40
was glad she had returned 59
was glad that her children 74
was glad that her daughter 134
was glad that his daughter 132
was glad this had happened 96
was gone and that probably 44
was gone and was replaced 135
was gone that had betrayed 86
was gone with his property 61
was good art for churches 49
was good for big business 68
was good for her children 43
was good for her daughter 40
was good for his business 187
was good for his children 48
was good for his subjects 50
was great and its enthusiasm 58
was great fun for everyone 46
was great joy and gladness 56
was half dead with weariness 407
was having her own problems 267
was having her own troubles 193
was having his own problems 849
was having his own troubles 831
was having its own internal 75
was having its own problems 443
was having its own troubles 254
was having with her daughter 75
was having with his mistress 47
was heard but her mandates 69
was heavy and she suffered 51
was held and was attended 135
was held dear and valuable 43
was held for his recovery 73
was held she was entitled 64
was held that for purposes 65
was held that his evidence 47
was held that his intention 54
was held that his interest 88
was held that this amounted 440
was held that this condition 91
was held that this contract 141
was held that this covenant 102
was held that this direction 82
was held that this evidence 367
was held that this exception 43
was held that this judgment 63
was held that this objection 48
was held that this operated 52
was held that this practice 51
was held that this provision 648
was held with all possible 80
was held with all splendor 48
was here long and solitary 62
was here that god deprived 76
was here that his children 42
was here that his daughter 75
was here that his interest 120
was here that she received 162
was here that they received 134
was here that they suffered 46
was here with his daughter 61
was hers for her lifetime 49
was home for his holidays 66
was home with her children 64
was hope for his recovery 67
was ideal for his purposes 160
was ideal for our purposes 120
was keen and her curiosity 41
was laid for her intimacy 51
was laid out and accepted 85
was laid out and enclosed 45
was laid out and executed 43
was laid out and surveyed 130
was laid out with military 43
was laid out with straight 138
was laid with due ceremony 114
was left but his trousers 44
was left fit for immediate 59
was left for his grandson 41
was left with her children 101
was left with her daughter 42
was left with her relations 110
was left with his regulars 82
was left with its original 68
was left with six children 374
was left with ten children 72
was left with two children 572
was less real than apparent 105
was less than his companion 41
was less than its adjusted 87
was less than its valuation 54
was less than one hundredth 56
was less than one standard 70
was less than one twentieth 179
was less than she deserved 43
was less than she expected 53
was less than she imagined 59
was less than that achieved 275
was less than that expected 198
was less than that normally 43
was less than that observed 1748
was less than that obtained 457
was less than that produced 294
was less than that provided 97
was less than that received 164
was less than that recorded 120
was less than that reported 346
was less than that required 1321
was less than that suffered 43
was less than they deserved 47
was less than they expected 96
was less than was expected 130
was less than was required 54
was like her own daughter 41
was like his own daughter 58
was like she had vanished 104
was like that for everyone 59
was like that with everyone 160
was like this with everyone 41
was living with her children 287
was living with her daughter 1140
was living with her maternal 110
was living with his children 84
was living with his daughter 455
was living with his maternal 97
was living with his mistress 124
was living with his paternal 47
was living with his servants 42
was lost and was replaced 61
was lost that any sensible 40
was made all too apparent 58
was made and that therefore 40
was made and was accepted 59
was made and was declared 73
was made are now apparent 94
was made for all captains 60
was made for his admission 43
was made for his execution 117
was made for his expulsion 60
was made for his reception 75
was made for his security 59
was made for his services 110
was made for its delivery 53
was made for its extension 42
was made for tax purposes 43
was made for this terrible 49
was made for two purposes 50
was made man and suffered 62
was made with all possible 234
was made with his authority 47
was making any real progress 45
was making her own decisions 76
was making his own decisions 140
was making his own personal 47
was making his way homeward 435
was making his way northward 89
was making his way overcame 70
was making his way somewhat 100
was making his way southward 110
was making his way westward 43
was making its own decisions 54
was making its way northward 65
was making its way westward 82
was meant for hot sunshine 49
was more mean than criminal 127
was more real than apparent 117
was more shy and reserved 83
was more than any minister 85
was more than any ordinary 71
was more than her physical 54
was more than his apparent 67
was more than his delicate 46
was more than his patience 73
was more than his personal 52
was more than his physical 91
was more than his revenues 57
was more than one assassin 75
was more than one attorney 45
was more than one christian 52
was more than one claimant 105
was more than one daughter 52
was more than one eligible 71
was more than one entrance 123
was more than one incident 161
was more than one instance 213
was more than one migration 50
was more than one offender 53
was more than one possible 304
was more than one potential 72
was more than one standard 539
was more than she deserved 229
was more than she expected 231
was more than six standard 64
was more than that involved 62
was more than that received 55
was more than that required 56
was more than they deserved 324
was more than they expected 254
was more than this involved 40
was more than two standard 265
was more than was expected 189
was more than was required 253
was most dear and valuable 96
was most easy and agreeable 58
was most for his interest 44
was much for his interest 56
was much fun and laughter 68
was much that was beautiful 162
was much that was childish 41
was much that was fanciful 52
was much that was feminine 68
was much that was personal 40
was much that was positive 124
was much that was valuable 99
was much too far advanced 94
was nothing but one gigantic 75
was nothing but that wretched 171
was nothing that had happened 53
was only his own personal 87
was only one end possible 63
was only one way possible 89
was open and doing business 80
was open and its contents 75
was over and she returned 136
was over and then returned 41
was over and they returned 280
was over that she observed 65
was over they all returned 45
was paid all she demanded 45
was paid for her services 251
was paid for his pictures 59
was paid for his services 1833
was paid for his treachery 57
was paid for its services 128
was paid for real articles 46
was paid off and returned 51
was paying for her education 60
was paying for her services 42
was paying for his education 112
was paying for his services 77
was paying her any attention 202
was paying him any attention 336
was paying his own expenses 54
was paying them any attention 274
was pimp for his mistress 40
was plying him with questions 89
was posing for his portrait 54
was reading was not intended 45
was ready for any challenge 79
was ready for her breakfast 53
was ready for her reception 172
was ready for his breakfast 111
was ready for his business 67
was ready for his lordship 63
was ready for his reception 411
was ready for its premiere 110
was ready for its reception 126
was ready for new ventures 51
was ready for our reception 268
was ready for this challenge 51
was ready with his raillery 111
was ready with his response 77
was riding with his stirrups 50
was ripe for any mischief 52
was safe for its intended 245
was said that his highness 105
was said that his injuries 59
was said that his presence 50
was said that old soldiers 110
was said that they intended 112
was said that this category 295
was said that this terrible 69
was saying did not register 40
was sent for and examined 227
was sent for and expected 90
was sent for and informed 125
was sent for and received 53
was sent for and required 40
was sent for her education 63
was sent for his education 332
was sent out and returned 106
was sent with his battalion 79
was sent with his regiment 801
was sent with his squadron 52
was sent with this dispatch 50
was sent with two brigades 90
was sent with two divisions 116
was shed for our salvation 114
was shot with his mistress 53
was sick and not expected 61
was sold and its contents 52
was sold for and believed 48
was soon but too apparent 73
was such that his presence 57
was such that she actually 41
was such that she believed 41
was such that they accepted 47
was such that they acquired 42
was such that they actually 40
was such that they believed 93
was such that they expected 42
was such that they obtained 42
was such that they received 58
was such that they remained 59
was such that they required 50
was such that they scarcely 41
was sure she had imagined 51
was sure she had returned 44
was sure she was finished 57
was sure she was mistaken 87
was sure she was pregnant 320
was sure that her attitude 43
was sure that her children 43
was sure that her daughter 141
was sure that her mistress 42
was sure that his daughter 94
was sure that his neighbor 46
was sure that his opponent 63
was sure that his presence 50
was sure that with patience 41
was taking his job seriously 72
was taking off his greatcoat 195
was taking off his knapsack 46
was taking off his overcoat 230
was taking off his trousers 53
was taking things too seriously 70
was there all day saturday 47
was there any act resembling 107
was there any real evidence 82
was there any real progress 57
was there any real prospect 61
was there for her whenever 50
was there for that forsaken 66
was there for that impartial 50
was there met with requests 287
was there that his daughter 73
was there that his interest 90
was there that she acquired 44
was there that she exchanged 50
was there that she received 198
was there that they received 144
was there that you summoned 75
was there with her children 184
was there with her daughter 300
was there with his attorney 40
was there with his beautiful 48
was there with his chaplain 85
was there with his children 53
was there with his daughter 182
was there with his regiment 148
was there with his riflemen 84
was these men who provided 48
was time for her daughter 105
was time for her medicine 43
was time for his daughter 84
was time for his medicine 72
was told she was pregnant 57
was told that her children 78
was told that her condition 120
was told that her contract 50
was told that her daughter 349
was told that her mistress 42
was told that her presence 40
was told that her services 90
was told that her symptoms 43
was told that his ancestor 99
was told that his children 74
was told that his condition 121
was told that his contract 76
was told that his daughter 345
was told that his evidence 40
was told that his highness 44
was told that his lordship 110
was told that his military 50
was told that his passport 46
was told that his presence 260
was told that his sentence 121
was told that his services 636
was told that his symptoms 41
was told that she probably 64
was told that they expected 83
was told that they intended 87
was told that they numbered 45
was told that they rejoiced 57
was told that this happened 67
was told that this practice 118
was told that two officers 64
was told that you intended 67
was told they had received 49
was told they had stripped 313
was torn out and replaced 96
was true and was smothered 60
was true for all subjects 50
was true they had received 43
was used for all analysis 44
was used for all children 53
was used for all dilutions 47
was used for all domestic 56
was used for all patients 143
was used for all purposes 384
was used for all solutions 110
was used for all subjects 244
was used for all variables 42
was used for both business 50
was used for both purposes 235
was used for both religious 69
was used for each analysis 98
was used for each category 57
was used for each condition 44
was used for each injection 56
was used for each treatment 125
was used for its intended 365
was used for its original 179
was used for long distance 44
was used for tax purposes 81
was used for this analysis 888
was used for this exercise 54
was used for this operation 109
was used for two purposes 339
was used for war purposes 96
was used with all subjects 41
was very bad for business 74
was very bad for children 74
was very easy and agreeable 56
was very easy and facetious 100
was very gay and brilliant 125
was very hot and feverish 53
was very ill and confined 120
was very ill and delirious 69
was very ill and probably 49
was very ill and required 48
was very ill and suffered 154
was very ill with diphtheria 51
was very ill with pleurisy 41
was very ill with pneumonia 313
was very long and detailed 66
was very long and involved 42
was very long and straight 81
was very low and therefore 69
was very low for military 76
was very near being excluded 137
was very new and agreeable 127
was very old and decrepit 159
was very old and probably 64
was very old and therefore 43
was very old and wrinkled 174
was very sad and restless 47
was very sad and solitary 93
was very shy and insecure 88
was very shy and reserved 402
was very shy and withdrawn 113
was very shy with strangers 64
was very thin and delicate 48
was very thin and emaciated 147
was very weak and delicate 59
was very weak and emaciated 131
was very weak and feverish 51
was very weak and strained 53
was very wet and slippery 126
was well read and informed 41
was well that this accident 46
was well that this happened 40
was what god had intended 73
was what had not happened 63
was what oak had expected 56
was what one was supposed 83
was what she had believed 64
was what she had expected 1191
was what she had imagined 96
was what she had intended 336
was what she had meanwhile 41
was what she had promised 102
was what she had secretly 49
was what she was actually 41
was what she was expected 77
was what she was supposed 720
was what they had expected 437
was what they had frequent 58
was what they had intended 83
was what they had promised 101
was what they had received 40
was what was now required 48
was what was then esteemed 40
was when all this happened 63
was when she got pregnant 42
was when she had finished 43
was when she was eighteen 72
was when she was fourteen 89
was when she was nineteen 63
was when she was pregnant 191
was when she was supposed 62
was when they got alongside 40
was when they had finished 85
was when war was declared 58
was worn out and decrepit 54
was worn out and replaced 40
was worn out with constant 41
was worn out with overwork 86
was worn out with struggling 56
was worth all his lifetime 130
was wrong with her daughter 196
was wrong with his daughter 81
was wroth with his servants 212
was young and ill educated 52
was young she was beautiful 52
way among men thus prepared 89
way left for his security 52
way swings off for everyone 49
way these things are supposed 45
wear shoes that fit properly 149
who along with his colleague 53
who also did not hesitate 43
who also had two children 93
who also has two children 64
who among them has conveyed 94
who asks for and receives 83
who bears him two children 45
who bent her head slightly 80
who bore him had recoiled 47
who bore him one daughter 173
who bore him six children 726
who bore him ten children 465
who bore him two children 1293
who break them are punished 68
who came out and received 44
who came out with governor 49
who came with her daughter 53
who came with his daughter 60
who care for dying patients 130
who care for our children 148
who deals out his promises 105
who deny that his spotless 44
who died and was interred 95
who died and who survived 71
who died for his salvation 41
who died for our salvation 131
who died for this horrible 117
who died was one destined 53
who ekes out his wretched 55
who eyed him with suspicion 40
who feel that this approach 47
who feel they are entitled 88
who feel they are unfairly 52
who fell are too numerous 47
who felt his own military 60
who felt that his business 105
who felt that his interest 40
who felt that his presence 139
who felt that they deserved 140
who felt that they received 49
who felt they had received 101
who felt they had suffered 96
who gave all his attention 43
who gave all his property 73
who gave and who received 70
who gave him his authority 110
who gave him his daughter 957
who gave him his education 64
who gave him his nickname 86
who gave him six children 53
who gave him that authority 53
who gave him this authority 69
who gave him two children 84
