war soon 41 war when 62
war when 83 war more 57
war when 88 was will 151
was such 74 was away 66
was care 66 was foot 164
was from 54 was hood 76
was many 42 was june 49
was late 61 was many 44
was more 43 was much 79
was some 83 was well 56
was till 49 was from 54
was late 50 was much 50
was some 58 was july 103
was june 65 was late 51
was july 44 was some 53
was just 51 was june 53
was upon 43 was late 63
was some 48 was well 64
was such 98 was their 104
was these 63 was what 43
was their 137 was july 76
was from 57 was july 47
was june 40 was late 58
was many 62 was some 42
was upon 97 was from 43
was from 166 was over 166
was there 114 was away 54
was away 255 was june 42
was some 93 was late 140
was next 50 was what 175
was early 279 was five 84
was four 95 was july 83
was june 140 was just 55
was late 175 was many 51
was more 79 was much 54
was some 210 was three 177
was well 88 was upon 56
was late 59 was their 141
was these 72 was what 150
was late 53 was many 55
was more 42 was much 157
was some 70 was july 87
was june 53 was late 45
was during 87 was what 121
was these 77 was much 115
was more 83 was some 59
was late 40 was there 93
was rule 59 was such 82
was these 101 was some 67
was there 63 was some 79
was june 44 was some 40
was three 42 was care 108
was into 147 was till 72
was june 47 was early 44
was july 121 was june 65
was late 74 was some 72
was july 132 was june 114
was some 58 was much 43
was early 68 was july 47
was june 60 was late 122
was well 44 was late 58
was into 64 was upon 41
was what 461 was part 40
was true 81 was like 53
was their 78 was many 110
was most 192 was there 95
was these 60 was these 62
was from 54 was from 101
was back 93 was more 42
was need 140 was from 80
was from 49 was from 55
was were 59 was have 66
was were 131 was were 55
was have 43 was learn 73
was have 46 was very 47
was gave 64 was made 126
was made 42 was from 49
was gave 80 was made 43
was gave 142 was made 107
was have 72 was more 205
was down 78 was lest 106
was years 62 wax sunk 55
way till 41 way such 123
way have 48 way must 47
way have 44 way have 64
way from 61 way have 46
way over 96 weak beings 60
weak beings 64 weak from 60
weak will 45 weak foot 47
weak sort 56 who give 45
who help 44 who jobs 70
who work 487 who their 224
who their 421 who what 235
who have 70 who wait 120
who their 63 who their 55
who their 41 who will 81
who from 73 who their 43
who their 85 who their 592
who beings 54 who their 47
who their 48 who love 55
who into 43 who into 64
who their 64 who their 40
who their 84 who their 44
who have 293 who were 193
who will 45 who over 332
who from 106 who fame 47
who fame 45 who over 81
who part 76 who arms 77
who among 46 who there 86
who time 43 who arms 169
who part 637 who sums 128
who upon 71 who took 82
who from 49 who sums 164
who from 888 who were 47
who over 131 who part 110
who inch 41 who during 48
who were 47 who sums 183
who from 63 who their 48
who upon 90 who word 87
who during 57 who from 769
who arms 78 who among 119
who life 54 who their 101
who among 79 who here 51
who there 482 who over 71
who such 95 who part 151
who upon 161 who sums 199
who from 54 who over 180
who from 46 who from 168
who from 47 who been 68
who heard 95 who seen 66
who word 64 who call 55
who life 57 who been 763
who done 80 who even 203
who heard 746 who seen 1062
who part 43 who their 43
who from 114 who from 72
who land 46 who sums 143
who from 71 who were 51
who from 528 who from 72
who their 52 who work 48
who birth 3921 who rich 73
who away 44 who back 161
who down 41 who from 1227
who here 74 who into 1442
who there 500 who from 78
who some 73 who three 48
who time 84 who away 100
who over 2410 who part 137
who their 65 who from 487
who from 56 who during 205
who were 138 who during 148
who from 65 who from 41
who having 47 who many 50
who their 51 who from 52
who into 84 who rich 50
who very 58 who from 62
who from 49 who into 51
who from 91 who loss 44
who their 48 who foot 97
who over 256 who will 54
who part 42 who upon 49
who from 234 who over 146
who sons 85 who upon 50
who sums 73 who upon 47
who sums 85 who leave 57
who more 163 who been 117
who heard 57 who seen 155
who more 78 who from 139
who birth 710 who from 156
who here 58 who into 315
who over 184 who years 58
who foot 380 who into 163
who into 51 who from 40
who find 73 who into 110
who even 58 who living 49
who from 43 who from 45
who into 57 who said 94
who many 84 wings tinged 44
with from 261 with from 97
with back 117 with down 198
with from 363 with into 304
with made 50 with till 69
with upon 81 with what 41
with when 45 with from 43
with come 75 with learn 51
with from 102 with your 49
with full 46 with back 64
with eyes 165 with hair 127
with eyes 135 with eyes 64
with hand 154 with hair 82
with hand 61 with eyes 95
with some 177 with their 42
with gown 84 with hair 58
with hair 56 with hair 52
with hair 206 with hair 53
with hair 82 with much 90
with upon 62 with upon 82
with hand 80 with eyes 82
with beard 42 with hair 124
with eyes 61 with their 61
with raving 68 with fist 107
with hand 118 with their 151
with were 65 with from 66
with more 213 with ready 45
with finger 125 with hand 90
with wrong 57 with eyes 68
with over 74 with upon 40
with some 40 with their 52
with hand 148 with ones 45
with post 44 with came 61
with hair 146 with hand 107
with hand 52 with have 96
with acid 345 with from 63
with have 64 with have 44
with fund 63 with eyes 53
with lift 43 with will 65
with cost 55 with during 112
with legs 58 with side 82
with acid 305 with into 52
with their 73 with hair 450
with hair 102 with hair 120
with from 86 with have 57
with only 125 with from 67
with will 296 with from 58
with half 85 with away 78
with their 49 with what 151
with ones 73 with give 45
with there 60 with were 50
with from 50 with their 101
with must 90 with your 125
with will 59 with from 56
with many 51 with booth 44
with truth 40 with from 60
with have 210 with have 243
with have 43 with have 96
with five 269 with three 88
with have 190 with from 62
with from 97 with have 44
