war and second world war 101
war had already begun and 125
war had already given them 45
war had already shown that 82
war had better sheathe his 67
war had lasted longer than 112
war had played havoc with 162
war has already begun and 40
war has already shown that 88
war has clearly shown that 40
war has lasted longer than 50
war has played havoc with 63
war that lasted longer than 68
war this strange force was 129
war was already under way 253
war was hardly under way 52
war was something quite new 40
war with another nation and 40
war with another state that 135
war with austria broke out 360
war with common sense and 194
war with england broke out 1360
war with england could not 55
war with england rather than 96
war with england which had 81
war with england which was 63
war with england would bring 45
war with england would mean 50
war with england would not 133
war with france broke out 2283
war with france could not 209
war with france ended with 48
war with france rather than 87
war with france which had 219
war with france which was 131
war with france would bring 45
war with france would not 131
war with greater vigor than 53
war with mexico broke out 1514
war with mexico could not 48
war with mexico ought not 127
war with mexico which was 51
war with poland broke out 116
war with prussia broke out 269
war with soviet russia and 118
war with sparta broke out 139
war with sweden broke out 42
war with turkey broke out 345
war with turkey could not 57
was all anyone could ask 114
was all anyone could say 43
was all beatrix could say 68
was any obvious reason why 42
was any special cause for 40
was any special reason for 315
was any special reason why 133
was bad enough knowing that 146
was being always asked and 57
was being bombed every day 45
was being created which was 57
was being formed which was 61
was being honest about his 64
was being looked after and 111
was being modest about his 42
was being noised about that 46
was being placed round his 46
was being ripped apart and 46
was being sucked right out 40
was being talked about all 105
was being talked about and 321
was being talked about but 53
was being talked about for 114
was being talked about was 108
was being talked about with 51
was being thought about and 44
was being treated worse than 91
was both sought after and 43
was but another folly for 46
was but another proof that 145
was but another reason for 66
was but eleven months old 77
was but little above that 74
was but little below that 59
was but little cause for 49
was but little doubt that 783
was but little known and 127
was but little known out 47
was but little longer than 149
was but little lower than 72
was but little older than 256
was but little reason for 66
was but little scope for 102
was but little sleep for 94
was but little sleep that 176
was but little space for 65
was but little wider than 46
was but little worse than 49
was but mortal after all 58
was but tamely copying her 48
was but twelve months old 42
was but twenty scots and 61
was but twenty yards off 40
was cut fairly short and 41
was dead serious about her 40
was dead serious about his 134
was dead serious about this 98
was doing something about her 46
was doing something right and 52
was doing something right for 42
was doing something which had 60
was doing something which she 54
was doing something which was 200
was far better known and 140
was far better known for 175
was far better known than 566
was far better looking than 135
was far beyond anything she 111
was far beyond anything that 584
was far beyond anything they 90
was far beyond sight and 108
was for another reason and 53
was for another reason that 162
was for clogging rather than 150
was for detail rather than 46
was for higher wages and 47
was for myself alone that 50
was going around looking for 86
was going through right now 213
was going through right then 40
was going through smote him 42
was her brother after all 42
was her native power and 71
was her silent tongue and 50
was his advice which was 41
was his belief though death 41
was his brother frank that 43
was his custom every day 254
was his custom every year 91
was his eldest child and 40
was his friend rather than 42
was his manner rather than 54
was his martial cloak and 140
was his mortal enemy and 47
was his native place and 71
was his native place but 55
was his native state and 45
was his native tongue and 95
was his second meeting with 74
was his sister rather than 45
was his special pride and 75
was his starting point and 105
was his starting point for 68
was its editor until his 148
was long before anything was 50
was not absent longer than 99
was not already aware that 58
was not already known and 83
was not already under way 47
was not always aware that 283
was not always borne out 193
was not always found easy 61
was not always found out 65
was not always happy and 70
was not always happy with 663
was not always known for 50
was not always looking for 90
was not always noted for 56
was not always right and 131
was not always right but 40
was not always right for 47
was not always smooth and 249
was not always smooth going 41
was not always taken for 103
was not another house for 80
was not another human being 913
was not another white man 81
was not anxious about any 44
was not anxious about her 151
was not anxious about his 85
was not anxious about them 41
was not anyone waiting for 41
was not around right now 40
was not asleep after all 188
was not before aware that 303
was not beyond reason that 142
was not bitter about his 129
was not broken after all 415
was not broken until they 69
was not called again for 43
was not carrying anything but 81
was not carrying anything that 177
was not caught napping this 40
was not caught while lying 46
was not chance after all 60
was not chance alone that 238
was not clearly aware that 73
was not clearly shown that 215
was not clearly within our 154
was not closed after all 40
was not common sense that 161
was not curious about her 82
was not curious about his 56
was not curious about them 42
was not enough action for 52
was not enough after all 53
was not enough cause for 66
was not enough cover for 46
was not enough grass for 134
was not enough housing for 83
was not enough light and 60
was not enough light for 525
was not enough money and 238
was not enough money for 3063
was not enough power for 63
was not enough proof for 50
was not enough proof that 104
was not enough reason for 196
was not enough scope for 92
was not enough space and 67
was not enough space for 1530
was not enough water and 104
was not enough water for 1129
was not enough woman for 47
was not formed until may 49
was not formed until two 56
was not greatly taken with 151
was not greatly worse than 109
was not guilty after all 89
was not hedged about with 68
was not honest could not 99
was not insane after all 51
was not issued until may 201
was not issued until six 45
was not issued until two 72
was not killed after all 227
was not laboring under any 70
was not lawful under any 61
was not lifted until may 61
was not likely either that 45
was not locked after all 75
was not merely bored but 49
was not merely human but 42
was not merely local and 68
was not merely local but 58
was not merely looking for 106
was not merely playing with 93
was not merely speaking for 42
was not modest about his 161
was not myself again for 51
was not needed after all 227
was not opened again and 88
was not opened again for 72
was not opened until may 109
was not opened until two 82
was not overly happy with 74
was not passed until long 42
was not passed until may 122
was not placed under any 132
was not placed under his 45
was not pleased about being 114
was not pleased about her 59
was not pleased about his 104
was not pleased about that 329
was not pleased about this 229
was not pleased either with 121
was not poison after all 43
was not raised above his 40
was not raised above its 60
was not raised again for 120
was not raised below and 67
was not raised until may 63
was not reached again for 135
was not reached below and 101
was not reached until long 53
was not reached until may 311
was not reached until mid 41
was not reached until one 87
was not reached until six 48
was not reached until ten 52
was not reached until they 45
was not reached until two 101
was not reached within six 82
was not ruined after all 44
was not serious about any 127
was not serious about being 75
was not serious about her 209
was not serious about him 99
was not serious about his 201
was not serious about its 79
was not serious about that 209
was not serious about this 138
was not serious after all 54
was not signed until may 340
was not signed until two 101
was not simply looking for 155
was not simply playing with 69
was not simply taken for 43
was not sleeping after all 57
was not something fixed and 50
was not something which had 307
was not something which one 103
was not something which she 57
was not something which they 97
was not something which was 502
was not something which you 81
was not sought after for 48
was not standing still and 69
was not standing still but 42
was not standing still for 53
was not stated which leg 58
was not stolen after all 107
was not stupid after all 86
was not talked about and 79
was not thought fitting for 44
was not thought fitting that 182
was not thought right for 50
was not thought right that 130
was not through books that 77
was not timely filed and 115
was not twenty yards off 114
was not united under one 121
was not wanted after all 68
was not wasted after all 141
was not watching where she 239
was not whether jesus was 50
was not wholly alone with 182
was not wholly borne out 50
was not wholly happy with 53
was not widely known and 298
was not widely known but 43
was not widely known for 102
was not widely known that 719
was not widely known then 46
was not widely known was 64
was not without alarm that 225
was not without blame for 115
was not without blood and 53
was not without cause for 113
was not without cause that 3632
was not without charm and 51
was not without charm for 40
was not without danger and 132
was not without danger for 252
was not without danger that 158
was not without doubt and 53
was not without feeling for 71
was not without fruit for 46
was not without grief that 43
was not without hopes that 3256
was not without humor and 61
was not without irony that 411
was not without merit and 86
was not without order and 84
was not without point that 97
was not without power and 61
was not without pride and 109
was not without pride that 173
was not without reason and 89
was not without reason for 174
was not without reason that 25236
was not without reason they 49
was not without risks and 48
was not without risks for 59
was not without social and 50
was not without value and 41
was not without value for 79
was not without warning that 142
was not worrying about any 58
was not worrying about being 71
was not worrying about her 156
was not worrying about him 169
was not worrying about his 189
was not worrying about how 53
was not worrying about that 790
was not worrying about them 48
was not worrying about you 74
was now almost every day 54
was now almost level with 87
was now almost within his 102
was now always feeling her 44
was now another reason why 49
was now become sober and 89
was now becoming every day 152
was now beheld under its 50
was now beyond doubt that 299
was now calmly smoking his 66
was now engaged putting his 40
was now fairly under way 207
was now finely under way 60
was now keenly aware that 50
was now little doubt that 400
was now little later than 49
was now myself looking out 57
was now placed under his 55
was now thought godly that 95
was now united under one 150
was now vastly finer than 72
was now widely known and 44
was now widely known that 70
was off without waiting for 49
was one cogent reason for 309
was one degree lower than 110
was one degree worse than 40
was one factor which had 77
was one factor which led 308
was one factor which was 79
was one feature which was 52
was one further reason for 73
was one further reason why 74
was one little verse that 123
was one matter which had 45
was one obvious reason for 71
was one obvious reason why 40
was one person above all 41
was one simple reason for 43
was one special cunning one 57
was one starting point for 52
was one vacant chair and 85
was our starting point and 45
was our starting point for 101
was out almost every day 109
was put beyond doubt that 42
was set afloat again with 44
was sir joseph banks who 49
was sir robert hated and 102
was sir walter scott who 246
was sir william jones who 65
was six inches longer than 106
was six inches lower than 68
was ten inches longer than 133
was that almost every one 194
was that anyone could get 46
was that austria could not 41
was that blacks could not 75
was that blacks would not 44
was that canada could not 41
was that caution given thee 131
was that climbing roses had 85
was that edward would not 108
was that england could not 130
was that england would not 72
was that europe could not 43
was that finish about this 68
was that france could not 202
was that france would not 139
was that hitler could not 61
was that hitler would not 77
was that indians could not 68
was that insect which had 83
was that madame merle had 111
was that matter could not 41
was that neither party had 73
was that neither party was 92
was that neither russia nor 42
was that nobody could get 70
was that nobody could say 57
was that nobody could see 45
was that powder which thou 40
was that ronald reagan had 53
was that ronald reagan was 44
was that samuel adams had 49
was that slaves could not 49
was that someone passing had 71
was that someone would see 43
was that something about her 160
was that soviet russia had 42
was that soviet russia was 65
was that spirit which had 55
was that stable burning was 59
was that states could not 48
was that vessel which was 41
was that yellow fever was 68
was then better known for 45
was then better known than 59
was then eleven months old 44
was then little known and 62
was then passed round and 41
was then placed under his 93
was then sleeping within her 96
was then studying civil law 59
was then turned loose and 53
was then turned round and 41
was then united under one 55
was then washed twice with 348
was this aspect which was 115
was this belief which had 62
was this belief which led 174
was this better shown than 67
