wages grown 51 wages risen 112
wants admit 48 wants alone 185
waste snows 54 watch opera 83
water which 104 water until 122
water sight 45 water roots 131
water until 45 water found 47
water thirst 47 water wells 193
waves swept 40 waves playing 40
wealthy woman 43 wealthy never 47
wealthy daily 55 weapon bound 111
weather house 40 weeds growth 42
weeks longer 113 weeks happy 42
weeks months 41 whale thrown 53
where equal 69 where equal 49
where asked 121 where playing 42
where playing 45 where found 40
where allow 52 where curve 121
where months 41 where months 59
where hours 44 where months 77
where months 81 where weeks 54
where after 52 where water 133
where running 50 where growth 90
where goods 95 where could 79
where first 65 where hunger 51
where thirst 180 where final 51
where first 195 where about 83
where after 41 where months 78
where months 75 where night 108
where months 59 where weeks 65
where months 107 where weeks 91
where about 86 where after 138
where march 52 where morning 71
where hunger 70 where first 40
where goods 55 where place 42
where place 121 where place 342
where place 45 where white 58
which equal 148 which share 46
which equal 102 which would 47
which local 51 which place 219
which notes 40 which words 52
which today 143 which gross 91
which others 55 which gross 226
which fully 98 which threads 50
which china 45 which italy 54
which japan 77 which close 45
which holes 83 which small 41
which often 44 which apart 40
which found 53 which under 84
which older 58 which known 57
which goods 72 which heaven 46
which items 49 which today 148
which found 41 which above 198
which below 64 which within 48
which close 133 which easily 43
which slain 49 which looks 47
which tints 54 which place 50
which action 41 which where 157
which within 45 which under 63
which place 110 which under 104
which place 90 which place 347
which built 81 which given 96
which taken 104 which first 81
which keeping 60 which meeting 75
which opening 135 which nancy 50
which cause 58 which leader 45
which nation 48 which mother 51
which spain 48 which nearly 43
which march 94 which based 52
which begun 52 which borne 73
which built 383 which drawn 47
which fatal 71 which field 51
which fixed 46 which found 79
which given 506 which known 343
which lacking 44 which owned 214
which parts 56 which quite 62
which roman 159 which ruled 145
which shown 59 which taken 434
which theirs 201 which thrown 89
which under 2036 which urged 79
which white 73 which within 77
which under 40 which weeks 60
which about 87 which added 48
which built 45 which taken 186
which minds 74 which months 55
which times 41 which months 111
which after 67 which months 77
which quiet 179 which added 65
which built 180 which drawn 67
which first 99 which given 134
which taken 243 which thrown 63
which happy 77 which first 50
which added 309 which begun 41
which built 861 which burnt 92
which ceded 112 which drawn 54
which fatal 94 which found 255
which given 426 which heaped 72
which moved 139 which named 45
which shown 81 which swept 83
which taken 654 which thrown 92
which tried 46 which twice 47
which under 120 which under 415
which since 60 which since 58
which until 47 which since 79
which taper 40 which athens 140
which spain 127 which begun 54
which known 49 which miles 149
which thrown 46 which thrust 54
which under 53 which roman 100
which fully 44 which hills 88
which built 41 which found 78
which given 124 which taken 67
which about 48 which given 50
which known 55 which taken 42
which nearly 68 which times 148
which often 54 which since 53
which about 87 which thirty 77
which since 109 which times 107
which cases 55 which taken 42
which fatal 77 which utter 135
which lives 45 which worthy 63
which study 113 which scant 56
which added 485 which again 53
which begun 59 which built 274
which dated 68 which found 730
which gaining 78 which given 780
which growing 42 which moved 49
which named 101 which noted 55
which running 48 which shown 1147
which taken 464 which thrown 77
which tried 68 which under 106
which urged 51 which under 422
which times 46 which since 560
which names 43 which every 117
which false 41 which found 64
which since 59 which worthy 85
which today 70 which named 58
which cloud 90 which seated 41
which sense 41 which junior 80
which aside 46 which prove 115
which rests 130 which might 69
which looks 70 which under 71
which first 54 which based 40
which shows 41 which after 117
which adult 87 which under 153
which place 230 which given 72
which never 130 which taken 87
which place 252 which light 120
which light 84 which given 42
which under 60 which people 49
which people 50 which women 53
which lives 48 which agree 62
which maine 48 which links 47
which meets 314 which might 83
which makes 181 which first 66
which point 45 which large 117
which quite 89 which above 42
which after 41 which minds 88
which goals 42 which place 105
which place 127 which nearly 68
which equal 111 which right 231
which value 41 which theirs 41
which final 143 which works 47
which lives 66 which march 52
which steps 147 which gross 94
which power 812 which texas 56
which guide 93 which people 43
which lives 57 which money 65
which basic 42 which trust 62
which henry 47 which first 104
which water 50 which alive 55
which lives 159 which willing 44
which never 46 which never 54
which pleasing 67 which nests 42
which thirst 163 which above 108
which count 222 which heaven 45
which jesus 80 which others 71
which spain 108 which first 116
which names 46 which wages 50
which acted 112 which chief 197
which lives 46 which after 52
which steps 103 which often 50
which minds 51 which taste 46
which anything 61 which belong 100
which serfs 68 which place 52
which place 101 which place 42
which place 86 which place 66
which place 152 which place 73
which place 50 which place 43
which shall 81 which about 69
which place 100 which place 49
which asked 49 which after 49
which after 80 which place 128
which below 89 which others 138
which forms 48 which after 89
which others 50 which sight 46
which after 54 which after 51
which after 733 which china 192
which egypt 65 which italy 92
which japan 67 which spain 153
which japan 51 which after 41
which human 54 which orbit 54
which after 52 which after 64
which about 103 which after 53
which after 106 which under 89
which within 45 which about 85
which known 69 which types 90
which after 64 which latin 45
which acute 92 which after 87
which after 72 which steep 51
which dense 249 which miles 50
which above 147 which below 65
which miles 69 which miles 59
which close 59 which russia 154
which under 40 which after 54
which steel 50 which penal 83
which never 89 which about 45
which first 67 which found 49
