wait dinner if i was 41
walk across in a day 52
walk around in a day 257
walk around in a fog 209
walk behind me i may 40
walk should be a jig 210
waning images in a way 71
wash clothes in a tub 40
wealth stands on a few 63
week instead of a day 188
week instead of a few 60
week periods in a year 141
well boiled in a tin 69
well called it a path 57
well chosen as a war 207
well enough as a man 102
well enough as i was 63
well enough if i can 45
well enough if i had 135
well enough in a day 86
well enough in a few 245
well enough in a way 431
well enough so i can 82
well except in a few 40
well marked in a few 43
well pleased am i with 56
well pleased as i had 45
well pleased as i was 127
well pleased if i can 55
well pleased if i had 109
well pleased to a long 115
well result in a long 93
well result in a net 171
well result in a new 225
well served by a new 61
well suited to a being 62
well suited to a hot 112
well suited to a long 71
well suited to a man 314
well suited to a new 78
went almost at a run 84
went around in a big 43
went around to a few 65
went around to a lot 56
went ashore in a fog 58
went through as a boy 57
went through as a kid 150
went through in a few 62
went through it a few 41
were adapting to a new 56
were afraid of a dead 102
were afraid of a few 42
were afraid of a man 145
were afraid of a new 146
were afraid of a riot 103
were afraid of a war 81
were allies in a war 83
were almost at a dead 84
were almost on a par 793
were almost to a man 5875
were already at a low 198
were already in a bad 250
were already in a new 72
were already on a war 146
were always in a bad 78
were always in a row 41
were arriving at a new 44
were asleep in a few 90
were asleep on a bed 48
were averse to a war 77
were backed by a few 41
were bearers of a new 40
were behaving in a way 279
were bitten by a dog 225
were bitten by a mad 247
were boiled in a big 41
were boiled in a pot 126
were bought at a low 96
were bought by a few 63
were bought by a man 82
were brains in a vat 78
were broken by a few 42
were broken by a mob 97
were broken in a few 61
were building up a new 249
were buried in a big 40
were buried in a day 75
were buried in a long 125
were buried in a pit 296
were buried in a row 86
were burned by a mob 134
were called by a new 115
were called in a few 50
were called to a new 141
were camped by a dry 40
were camped in a dry 41
were carrying on a long 121
were carrying on a war 947
were caught by a man 84
were caught in a bad 199
were caught in a big 51
were caught in a box 94
were caught in a day 95
were caught in a death 80
were caught in a few 101
were caught in a fog 87
were caught in a jam 48
were caught in a lie 104
were caught in a long 69
were caught in a net 1230
were caught in a new 66
were caught in a real 112
were caught in a tug 55
were caught in a two 42
were caught in a war 90
were caught in a web 689
were caught on a lee 115
were caused by a bad 61
were caused by a fear 41
were caused by a few 115
were caused by a long 50
were caused by a new 109
were changed by a new 51
were changed in a few 184
were changed in a way 104
were changed to a new 53
were charging me i was 41
were chased by a bear 52
were chosen as a way 47
were chosen by a few 40
were chosen in a way 206
were clearly in a bad 51
were clothed in a long 63
were clothed in a new 45
were clothed in a thin 48
were coated by a thin 57
were coated in a thin 40
were cooked in a pot 67
were cooled by a few 84
were created as a new 70
were created as a way 160
were created by a few 62
were created by a god 216
were created by a man 145
were created by a new 61
were created by a team 74
were created in a few 119
were created in a way 76
were dipped in a bath 86
were doomed by a lying 285
were doomed to a long 163
were doomed to a sad 104
were drinking at a bar 66
were drinking in a bar 143
were drinking in a pub 60
were driven by a fear 66
were driven by a long 49
were driven by a man 280
were driven by a new 72
were driven by a set 51
were driven in a car 60
were driven to a new 51
were dumped in a heap 103
were emerging as a new 131
were engaged in a big 90
were engaged in a bit 50
were engaged in a death 421
were engaged in a far 244
were engaged in a few 51
were engaged in a gun 91
were engaged in a hot 723
were engaged in a law 49
were engaged in a long 1102
were engaged in a lot 43
were engaged in a low 238
were engaged in a mad 180
were engaged in a new 407
were engaged in a one 41
were engaged in a real 165
were engaged in a riot 59
were engaged in a tug 167
were engaged in a two 193
were engaged in a war 7862
were engaged to a man 103
were entering on a new 324
were entering on a war 49
were fearful of a new 52
were fighting in a war 275
were filled by a few 48
were filled by a low 47
were filled by a new 103
were filled in a few 92
were fitted by a sum 55
were fitted to a sum 43
were fitted to a two 176
were folded in a neat 73
were forced to a new 40
were formed as a way 71
were formed by a few 61
were formed by a long 46
were formed in a day 41
were formed in a few 224
were formed in a long 111
were formed in a way 106
were framed in a way 130
were frozen in a dry 65
were gathering to a head 70
were ground in a meat 164
were guided by a few 82
were guided by a man 183
were guided by a set 193
were guilty of a far 83
were guilty of a riot 240
were guilty of a sin 110
were hailed as a new 102
were hailed by a man 379
were hardly in a fit 69
were hardly on a par 68
were helped by a few 73
were helped by a man 97
were hidden in a box 139
were housed in a big 84
were housed in a few 50
were housed in a hut 40
were housed in a long 147
were housed in a low 40
were housed in a new 207
were housed in a row 46
were housed in a two 188
were indeed at a low 100
were indeed in a bad 80
were indeed in a new 48
were indeed in a sad 48
were issued at a par 149
were issued in a few 51
were issued in a new 51
were issued to a few 43
were joined by a big 51
were joined by a boy 61
were joined by a fat 96
were joined by a few 2192
were joined by a long 178
were joined by a low 43
were joined by a man 717
were joined by a mob 119
were joined by a new 1247
were joined by a set 50
were joined by a son 53
were joined by a thin 103
were joined in a few 234
were joined in a new 71
were joined in a way 58
were killed by a car 266
were killed by a few 40
were killed by a gang 48
were killed by a hit 49
were killed by a lion 53
were killed by a man 225
were killed by a mob 726
were killed in a bus 142
were killed in a car 4046
were killed in a day 451
were killed in a few 642
were killed in a gas 69
were killed in a gun 603
were killed in a head 196
were killed in a riot 903
were killed in a two 140
were killed in a war 477
were killed in a way 62
were killed in a year 93
were killed to a man 1114
were kneeling in a row 53
were landed in a dying 49
were levied on a per 46
were lifted to a new 58
were lights in a few 45
were likely in a day 91
were linked by a long 88
were linked by a new 76
were linked in a new 54
were linked in a way 133
were linked to a long 44
were linked to a new 92
were loaded on a bus 48
were locked in a box 50
were locked in a death 705
were locked in a long 221
were locked in a war 291
were lodged in a long 41
were lodged in a new 45
were manned by a few 77
were marked by a few 113
were marked by a long 143
were marked by a low 75
were marked by a new 431
were marked by a red 67
were marked in a way 46
were marked on a map 277
were melted in a few 48
were merged in a new 201
were moored in a row 65
were nursed by a she 115
were offering me a job 60
were opened by a man 44
were opened in a few 115
were opened to a new 343
were packed in a bag 41
were packed in a big 45
were packed in a box 267
were parked in a car 74
were parked in a long 58
were parked in a lot 60
were parked in a neat 42
were parked in a row 233
were passed by a two 155
were passed in a few 82
were penned by a man 47
were picked up a few 172
were placed at a long 42
were placed in a bad 46
were placed in a bag 409
were placed in a bath 209
were placed in a bed 115
were placed in a big 131
were placed in a box 3772
were placed in a can 94
were placed in a car 70
were placed in a cup 66
were placed in a day 45
were placed in a dry 183
were placed in a far 112
were placed in a few 123
were placed in a gas 58
were placed in a hat 464
were placed in a heap 286
were placed in a hot 368
were placed in a hut 104
were placed in a jar 385
were placed in a job 86
were placed in a lead 138
were placed in a long 414
were placed in a low 372
were placed in a neat 133
were placed in a new 1396
were placed in a non 217
were placed in a one 273
were placed in a pan 132
were placed in a pen 288
were placed in a pit 282
were placed in a pot 170
were placed in a row 2613
were placed in a thin 77
were placed in a tin 224
were placed in a tub 138
were placed in a two 392
were placed in a vat 83
were placed in a vial 293
were placed in a way 117
were placed in a weak 86
were placed in c and 58
were placed on a bed 217
were placed on a dry 48
were placed on a few 40
were placed on a hot 119
were placed on a job 47
were placed on a leaf 772
were placed on a log 48
were placed on a long 227
were placed on a low 1339
were placed on a map 61
were placed on a mat 94
were placed on a new 446
were placed on a one 50
were placed on a par 920
were placed on a red 44
were placed on a six 48
were placed on a thin 80
were placed on a two 153
were placed on a war 402
were played by a man 46
were pulled by a team 92
were raised by a few 124
were raised by a new 42
were raised by a she 111
were raised by a tax 186
were raised in a day 70
were raised in a few 192
were raised in a two 43
were raised in a way 58
were raised in a year 117
were raised to a new 398
were raised to a par 46
were raised to a red 68
were reached by a long 44
were reached in a few 63
were rooted in a long 118
were roused to a new 54
were routed in a few 72
were rumors of a new 163
were sacked by a mob 43
were seized by a fear 53
were seized by a fit 47
were seized by a mad 59
were seized by a mob 242
were seized by a new 61
were served at a long 71
were served by a few 48
were shaken up a bit 58
were shaped by a long 43
were shaped in a way 42
were shared by a few 147
were shifting to a new 56
were sizzling in a pan 51
were sleeping in a bed 75
were sleeping in a hut 104
were sleeping in a row 44
were solved in a way 58
were something of a new 70
were spoken by a man 356
were spoken in a low 476
were spoken in a way 66
were standing at a bar 90
were standing at a bus 88
were standing in a big 89
were standing in a long 424
were standing in a row 1295
were standing on a big 52
were standing on a hot 46
were standing on a long 46
were standing on a low 103
were starting on a long 110
were starting on a new 72
were starting up a new 43
were stated as a law 54
were stated in a way 65
were stoned by a mob 92
were stored in a big 44
were stored in a box 151
were stored in a dry 190
were struck by a car 183
were struck by a new 88
were swayed by a mad 42
were tangled in a web 81
were taught by a man 71
were taught in a few 74
were taught in a new 77
were taught in a way 204
were tested by a two 118
were tested in a new 57
were tested in a one 98
were tested in a two 235
were tested on a set 97
were tories to a man 59
were tossed in a heap 77
were touted as a way 64
were treated as a new 56
were treated as a set 117
were treated as a son 66
were treated in a far 97
were treated in a new 64
were treated in a way 385
were treated on a par 559
were treated to a bath 47
were treated to a big 49
were treated to a day 51
were treated to a few 110
were treated to a hot 61
were treated to a long 183
were treated to a meal 168
were treated to a new 254
were treated to a real 84
were treated to a two 122
were turned in a new 164
were turned to a new 82
were unfair in a way 63
were unheard of a few 207
were united by a long 61
were united by a new 53
were united by a tie 56
were united by a yet 45
were united in a new 232
were united in a way 109
were united to a man 164
were united to a not 78
were useful as a way 51
were ushering in a new 453
were vested in a new 127
were viewed as a key 126
were viewed as a new 73
were viewed as a way 249
were viewed in a new 91
were voiced by a few 47
were washed in a tub 43
were wasted on a man 75
were worded in a way 88
were worked by a man 51
what appears as a new 49
what became of a man 123
what belongs to a man 205
what better am i for 73
what counts as a law 139
what counts as a lie 51
what counts as a new 58
what counts as a real 139
what counts is a new 153
what extent is a man 250
what manner of a man 764
what matter if a bar 56
what occurs in a fat 42
what passes in a man 973
what portion of a day 60
what raises in a man 114
what reward do i get 50
what secret woe i bear 53
what should be a day 105
what should be a long 112
what should be a man 95
what should be a new 86
what should be a real 63
what should be a two 40
what values of a and 281
what values of l and 59
what values of m and 62
what values of n and 92
what values of n does 57
what values of x and 127
what values of x are 128
what values of x does 232
when adapting to a new 72
when arriving at a new 106
when arriving in a new 154
when bitten by a dog 88
when bitten by a mad 62
when burned at a low 40
when caught by a cat 59
when caught in a lie 163
when caught in a net 245
when caught in a web 56
when chased by a dog 90
when chased by a man 191
when cooked at a low 50
when cooled to a low 95
when copied to a new 66
when deciding on a new 74
when engaged in a war 125
when entering on a new 73
when fagged by a long 79
when filled by a man 45
when loaded as a beam 40
when passed by a two 42
when placed in a bath 106
when placed in a beam 111
when placed in a box 211
when placed in a cup 83
when placed in a dry 58
when placed in a due 204
when placed in a heap 60
when placed in a hot 139
when placed in a jar 120
when placed in a low 112
when placed in a new 520
when placed in a non 142
when placed in a pan 55
when placed in a pot 69
when placed in a real 50
when placed in a row 85
when placed in a weak 64
when placed on a hot 89
when placed on a low 226
when placed on a red 74
when raised to a red 195
when served on a bed 52
when settling in a new 54
when spoken by a man 147
when spoken of a man 45
when standing on a wet 62
when starting in a new 45
when starting on a long 182
when starting on a new 52
when starting up a new 194
when stated of a man 47
when stored in a dry 162
when struck by a bat 55
when struck by a beam 179
when struck by a car 383
