war having broken out with 253
war speak loudly for him 474
war were fitted out for 113
was able before his death 76
was able through his own 65
was acting solely for his 60
was also afraid for her 47
was also afraid for his 53
was also afraid that any 40
was also afraid that her 119
was also afraid that his 197
was also afraid that she 261
was also afraid that they 116
was also afraid that this 45
was also agreed that all 567
was also agreed that any 284
was also agreed that both 197
was also agreed that each 287
was also agreed that for 145
was also agreed that his 64
was also agreed that one 211
was also agreed that she 91
was also agreed that they 327
was also agreed that this 308
was also agreed that two 157
was also another man who 62
was also anxious that his 144
was also anxious that they 56
was also argued that any 60
was also argued that for 42
was also argued that one 40
was also argued that they 67
was also argued that this 319
was also around then that 114
was also better off than 40
was also better than that 152
was also blamed for not 126
was also chosen for its 135
was also chosen for this 47
was also clearly set out 44
was also common and was 49
was also common for men 47
was also common for them 113
was also engaged with his 53
was also famous for being 192
was also famous for her 415
was also famous for his 2130
was also famous for its 1761
was also famous for two 72
was also faster than that 46
was also fighting for her 43
was also fighting for his 115
was also fighting for its 42
was also filled with fear 47
was also filled with joy 47
was also filled with them 44
was also filled with this 44
was also fitted out with 89
was also fitted with two 255
was also formed this year 49
was also greater than for 59
was also greater than that 645
was also higher than for 174
was also higher than that 1005
was also joined with him 46
was also killed and his 72
was also killed that day 93
was also larger than that 172
was also lauded for his 41
was also learned that she 48
was also likely that each 58
was also likely that she 50
was also likely that they 59
was also linked with his 41
was also linked with that 42
was also marked out for 86
was also nephew and son 41
was also obvious that any 61
was also obvious that her 41
was also obvious that his 97
was also obvious that man 51
was also obvious that she 317
was also obvious that they 295
was also obvious that this 140
was also obvious was that 49
was also passed this year 49
was also pleased that her 62
was also pleased that his 93
was also pleased that she 132
was also pleased with her 112
was also pleased with him 40
was also pleased with his 292
was also pointing out that 210
was also prized for its 60
was also proved that she 49
was also proved that they 57
was also proved that this 62
was also proved that two 43
was also pursuing his own 48
was also sleeping with her 56
was also slower than that 50
was also someone who had 127
was also someone who was 94
was also something new and 59
was also something new for 59
was also something she had 46
was also something that had 126
was also something that she 44
was also something that was 229
was also standing with them 55
was also stated that all 213
was also stated that any 76
was also stated that for 51
was also stated that one 186
was also stated that she 47
was also stated that they 137
was also stated that this 318
was also studying for his 63
was also tested and was 47
was also tested for its 318
was also thanked for his 43
was also thought that any 41
was also thought that one 44
was also thought that they 165
was also thought that this 294
was also through her that 192
was also through him that 310
was also through them that 291
was also valued for its 169
was also warned that his 54
was also widely read and 104
was also worked out and 52
was also worked out for 150
was also worked out with 74
was angry enough with you 69
was away fighting for his 91
was back before she had 87
was back before they had 45
was bare except for his 68
was bare except for one 110
was bare except for two 284
was beating wildly and her 56
was beating wildly and she 72
was bent double with age 52
was best fitted for his 84
was best fitted for that 106
was best fitted for this 45
was best pleased with this 44
was best suited for and 45
was best suited for his 117
was best suited for our 45
was best suited for that 69
was best suited for this 319
was best suited for use 54
was born before she was 99
was born without sin and 74
was bowing before kings and 75
was bringing someone with him 55
was busy building his own 71
was busy carrying out his 42
was busy enough with her 57
was busy enough with his 109
