war another war had sprung 90
war fought with them might 89
war greater than you could 40
war simply did not exist 50
war spirit did not decay 47
war stamps and war bonds 132
was absent and not known 61
was absent for any reason 81
was absent for six months 88
was absent for six weeks 56
was absent for two months 72
was absent for two weeks 123
was absent near two hours 41
was absent with his fleet 50
was absent with its owner 72
was active day and night 64
was afraid for her child 52
was afraid for her father 93
was afraid for her mother 47
was afraid for his mother 47
was afraid her son might 53
was afraid her son would 123
was afraid his dad would 44
was afraid his head would 52
was afraid his men would 91
was afraid his son might 55
was afraid his son would 92
was afraid she had given 59
was afraid she was about 316
was afraid she was falling 95
was afraid she was getting 149
was afraid she was gonna 114
was afraid she was right 174
was afraid that god might 80
was afraid that god would 426
was afraid that her child 42
was afraid that her father 282
was afraid that her mother 923
was afraid that her voice 46
was afraid that his father 1077
was afraid that his mother 595
was afraid that his people 97
was afraid that his uncle 51
was afraid that his voice 93
was afraid that lee might 65
was afraid that lee would 57
was afraid that she could 439
was afraid that she either 63
was afraid that she might 4527
was afraid that she ought 46
was afraid that she would 7440
was afraid that that might 109
was afraid that that would 239
was afraid that they could 128
was afraid that they might 2637
was afraid that they would 5007
was afraid that things might 48
was afraid that things would 82
was afraid that this could 52
was afraid that this might 1276
was afraid that this would 1952
was afraid that war would 45
was afraid that you could 64
was afraid that you might 1569
was afraid that you would 2458
was afraid they had waked 75
was afraid you had given 52
was afraid you had taken 45
was agreed that all would 267
was agreed that both sides 298
was agreed that both would 54
was agreed that each group 48
was agreed that each nation 135
was agreed that each party 317
was agreed that each power 60
was agreed that each state 218
was agreed that each would 120
was agreed that for every 63
was agreed that her black 78
was agreed that his father 112
was agreed that his mother 40
was agreed that she could 234
was agreed that she might 64
was agreed that she would 1177
was agreed that they could 508
was agreed that they might 363
was agreed that they would 3801
was agreed that this could 202
was agreed that this group 45
was agreed that this issue 42
was agreed that this might 166
was agreed that this would 720
was agreed that you would 110
was almost all his stock 49
was almost all she could 78
was almost all that could 99
was almost but not quite 2508
was almost dead with hunger 146
was almost deaf and blind 43
was almost mad with grief 166
was already big with child 71
was already cut and dried 85
was already dead and could 50
was already far too large 51
was already far too small 53
was already hot and humid 341
was already hot and muggy 157
was already hung with black 65
was already ill with fever 41
was already near its close 232
was already near that point 43
was already off and running 258
was already off his horse 98
was already old and tired 103
was already out and about 196
was already out and running 63
was always doing for others 127
was always gay and happy 209
was always his own first 70
was always his own worst 117
was always hot and humid 66
was always ill and tired 121
was always one who could 79
was always one who would 67
was always out and about 224
was always sad and moody 56
was always singing and dancing 125
was always that they might 55
was always that they would 89
was always that way after 50
was always this way after 51
was always with her father 73
was always with her mother 104
was always with his father 80
was always with his mother 175
was always with his people 54
was amazed that her father 42
was amazed that her mother 137
was amazed that her voice 94
was amazed that his father 48
was amazed that his voice 44
was amazed that one could 45
was amazed that she could 824
was amazed that she still 51
was amazed that she would 134
was amazed that they could 210
was amazed that they would 89
was amazed that this could 45
was amazed that this woman 49
was amazed that you could 81
was amongst his own people 98
was amused with this notion 45
was another man that would 88
was another man who could 142
was another man who lived 55
was another man who loved 61
was another man who would 111
was another nun who stood 66
was another one who could 73
was another tie that bound 42
was another way she could 46
was anxious for her father 45
was anxious for her mother 49
was anxious that his father 139
was anxious that his mother 117
was anxious that his people 57
was anxious that she might 72
was anxious that she would 58
was anxious that they might 74
was argued that one could 73
was argued that they could 174
was argued that they might 48
was argued that they would 259
was argued that this could 209
was argued that this easily 40
was argued that this method 50
was argued that this might 113
was argued that this would 1891
was asleep and she could 66
was asleep and she would 45
was asleep and they would 41
was asleep and this light 41
was assuming that she would 72
was assuming that they would 45
was assuming that you would 42
was banned and its leader 57
was banned for six months 95
was barren and had borne 49
was become old and white 50
was becoming all too aware 45
was becoming all too plain 109
was becoming ill with thinking 82
was before and not after 63
was before she had begun 51
was before she had known 49
was before she was aware 49
was behind her and could 42
was behind him and below 90
was behind him and could 74
was beside him and within 55
was better dead than alive 133
was better for her pride 60
was better now than later 52
was better off and could 40
was better off not getting 47
was better off not knowing 1093
was better off not thinking 58
was better off than either 44
was better off than others 61
was better off than under 41
was better than all others 115
was better than all right 334
was better than any movie 68
was better than any story 159
was better than any which 52
was better than any words 68
was better than being alone 1218
was better than being beaten 54
was better than being bored 143
was better than being quite 60
was better than being stuck 269
was better than being taken 49
was better than being where 55
was better than going below 65
was better than going every 50
was better than going hungry 41
was better than her father 61
was better than her first 107
was better than her mother 109
was better than his books 74
was better than his creed 76
was better than his father 206
was better than his first 130
was better than his mother 41
was better than his party 50
was better than his poetry 74
was better than his usual 41
was better than his verse 52
was better than his words 77
was better than his writing 96
was better than not getting 40
was better than not knowing 197
was better than not talking 47
was better than not working 76
was better than one could 46
was better than one might 155
was better than one which 66
was better than one would 51
was better than she could 237
was better than that found 79
was better than that given 83
was better than that under 51
was better than that which 1071
was better than they could 179
was better than this agony 423
was better than two miles 84
was better that this check 61
was better with his hands 41
was better with his tongue 59
was beyond all her words 117
was beyond all that could 44
was beyond his own power 105
was bigger than her mother 51
was bigger than her whole 53
was bigger than his father 161
was bigger than his whole 45
was bigger than our house 58
was bigger than our whole 246
was bigger than that which 43
was blamed for all sorts 45
was blamed for not keeping 81
was bleeding bad and leaned 42
was boiled for two hours 81
was bombed day and night 132
was booked for six weeks 65
was booked for two weeks 88
was bought for each pupil 47
was bought with her money 77
was bought with his money 81
was bright and his voice 45
was bright and not leather 122
was bright red with blood 68
was broken and his blood 270
was broken and his right 95
was broken and his sword 52
was broken and she could 99
was broken and she would 42
was broken and they could 162
was broken and two pages 88
was broken now and again 140
was broken off and never 42
was building his new house 136
was building his own house 316
was building his own power 41
was buried near her father 131
was buried near her mother 149
was buried near his father 540
was buried near his house 70
was buried near his mother 270
was buried near this place 159
was buried with her child 53
was buried with her father 125
was buried with her first 75
was buried with her mother 128
was buried with his father 422
was buried with his first 93
was buried with his horse 65
was buried with his mother 177
was buried with his sword 60
was buried with its owner 147
