wade christ 83 wage minors 312
wail outcry 158 wait listen 193
wait further 91 wait further 42
wait another 46 wait tapers 167
walk behave 49 walk cortes 78
walk around 60 wall passed 44
wall around 40 wall towers 56
wall cables 327 want afford 210
want relish 109 want accept 273
want myself 40 want yellow 67
warm masses 108 warm masses 117
warm bright 45 warm renown 47
wars fought 73 wars without 43
wars indians 80 wars turkey 127
wars austria 150 wars sweden 58
wars france 525 wash dinner 202
wash clothes 189 wash clothes 508
wash clothes 225 wash recite 47
wash dinner 101 wave lilies 68
waving shouting 196 waving pointing 51
waving screaming 52 waving shouting 718
waving shouting 145 waving cheering 514
waving shouting 861 waving shouting 166
ways neither 41 ways subtle 40
ways happen 98 ways before 172
ways always 45 ways affect 50
ways follow 44 ways happen 69
ways offend 49 ways threaten 50
ways violate 48 ways before 119
ways before 125 ways before 374
ways rhymes 105 ways expect 111
ways expect 54 wealth fashion 53
wealth honors 47 wealth status 57
wealth wisdom 61 wealth always 63
wealth shared 56 wealth beyond 60
wealth become 65 wealth family 51
wealth strength 45 wealth methods 107
wealth misery 67 wealth future 42
wealth created 110 wearing carrying 131
wearing rubber 42 wearing carrying 56
wearing carrying 52 wearing carrying 155
weary thirsty 47 weary follow 59
weed shells 42 week afford 50
week lodgings 312 week tuition 47
week prayer 46 week dinner 534
week minors 239 well attend 43
well fairly 64 well enjoying 63
well before 52 well seemed 47
well active 42 well seasoning 107
well whether 65 well medium 160
well should 154 well should 80
well unfold 48 well belief 43
well adults 52 went master 42
went brother 92 went beyond 264
went talked 44 went swabbing 89
went bought 78 went called 56
went closed 52 went joined 41
went killed 61 went looked 98
went played 43 went stayed 46
went waited 48 went walked 241
went another 74 went walked 63
went lances 42 went caught 53
went killed 175 went another 92
went lodgings 48 went someone 68
went something 99 went beyond 140
were ground 72 were passed 48
were sieved 150 were stored 81
were double 131 were knives 53
were lances 112 were rifles 303
were sticks 45 were swords 129
were stirring 124 were something 53
were knaves 55 were guilty 92
were laughing 46 were another 40
were thirsty 76 were marked 85
were something 166 were myself 103
were sleeping 43 were yellow 48
were colors 95 were shapes 165
were laughing 87 were before 111
were before 82 were sturdy 44
were laughing 571 were shouting 105
were anxious 40 were sleepy 51
were thirsty 124 were common 64
were travel 71 were someone 91
were something 348 were should 49
were middle 95 were mostly 44
were screaming 58 were active 60
were almost 60 were called 263
were common 183 were deeply 47
were engaged 51 were highly 295
were mainly 55 were mostly 49
were needed 48 were treated 64
were unable 71 were widely 138
were needed 42 were should 71
were wanted 188 were worked 60
were resuming 51 were killed 62
were around 58 were tested 58
were turkey 54 were around 40
were tested 46 were murder 117
were treason 72 were rifles 102
were effect 582 were result 73
were rotten 42 were losses 97
were muslim 237 were divine 40
were thirsty 276 were various 52
were melody 52 were global 47
were something 74 were younger 72
were louise 44 were covert 42
were gentle 41 were square 110
were solemn 72 were bitter 63
were sleepy 57 were something 82
were tories 51 were anxious 68
were without 52 were narrow 48
were mothers 44 were silent 116
were simple 115 were inches 52
were inches 46 were beyond 73
were anyone 69 were thought 52
were guilty 49 were remain 108
were wisdom 113 were through 72
were lasted 79 were striking 61
were hardin 60 were leagues 43
were brother 77 were sister 126
were brother 187 were second 81
were brother 46 were sister 502
were solemn 234 were feelings 49
were regard 75 were manner 52
were family 162 were cables 59
were rifles 69 were advice 73
were anyone 78 were notice 84
were ground 196 were strength 69
were effect 56 were gentle 67
were eighty 50 were twenty 130
were varied 104 were bushes 66
were ground 53 were better 1502
were closer 464 were younger 528
were chance 130 were choice 165
were credit 44 were formal 73
were further 78 were notice 44
were rights 56 were serious 60
were special 443 were training 116
were weight 57 were enough 86
were chance 47 were choice 45
were divine 46 were behind 66
were damage 156 were losses 63
were another 106 were anyone 124
were praise 126 were pretty 103
were someone 116 were something 155
were bright 46 were enough 62
were enough 118 were wanted 57
were weight 58 were enough 46
were enough 148 were enough 97
were enough 289 were enough 41
were enough 356 were simple 531
were better 135 were enough 61
were enough 65 were proper 51
were office 56 were planed 46
were useful 54 were hollow 152
were ripening 66 were evenly 47
were regard 41 were clearly 49
were fairly 44 were murder 56
were enough 137 were mutual 49
were direct 192 were orders 126
were direct 62 were anyone 46
were thought 46 were should 479
were thought 51 were wanted 41
were should 166 were better 46
were another 77 were better 61
were avowed 90 were someone 43
were something 42 were joyful 45
were violent 88 were course 75
were number 46 were summer 78
were anxious 42 were leagues 60
were maxims 66 were future 96
were bright 46 were charge 44
were charge 185 were orders 160
were pillow 42 were lasted 41
were burned 153 were prayer 58
were public 89 were school 52
were special 155 were blacks 54
were further 343 were future 182
were native 42 were prayer 49
were public 276 were reasons 63
were school 81 were special 168
were training 45 were various 61
were visiting 45 were whites 40
were behind 62 were spoken 64
were number 163 were excuse 51
were leagues 43 were stored 52
were before 95 were narrow 73
were placed 91 were permit 49
were devils 217 were clumsy 78
were coarse 42 were costly 112
were simple 100 were lacked 60
were poorly 82 were anyone 56
were further 145 were proper 40
were narrow 58 were formal 50
were sleepy 94 were further 46
were needed 41 were wanted 59
were stores 46 were finely 153
were seemed 53 were something 74
west occurs 138 west olives 89
wets silver 45 what choose 98
what expect 318 what failed 76
what should 57 what tricks 199
what learned 64 what agreed 55
what seemed 56 what standing 53
what seemed 61 what inmost 281
what become 61 what brother 78
what already 49 what always 252
what become 49 what called 159
what failed 40 what taught 188
what thought 53 what wanted 108
what likely 66 what sister 70
what always 272 what called 180
what looked 83 what taught 269
what thought 50 what wanted 119
what already 40 what brother 116
what sister 49 what before 129
what already 74 what always 337
what become 58 what called 195
what failed 172 what learned 44
what looked 54 what taught 510
what thought 97 what wanted 219
what wished 46 what before 79
what planning 47 what sister 237
what already 53 what always 239
what called 189 what taught 277
what wanted 94 what enrich 41
what actions 42 what employ 75
what choose 97 what before 162
what called 40 what called 407
what termed 56 what broken 94
what called 46 what called 675
what termed 147 what should 57
what should 72 what should 105
what should 42 what another 48
what expect 246 what goodly 61
what bodies 57 what dreaded 40
what should 77 what accept 112
what afford 197 what answer 51
what behold 82 what conceal 43
what endure 84 what figure 155
what forget 84 what handle 46
what manage 72 what obtain 108
what recall 41 what resist 57
what through 164 what should 71
what prayed 51 what casual 49
what should 73 what before 56
what before 120 what rights 44
what should 302 what should 73
what should 59 what dinner 50
what instead 85 what permit 49
what before 96 what called 72
what edmund 122 what further 152
what regard 160 what should 90
what opinion 66 what should 1155
what through 130 what without 104
what afford 53 what accept 130
what afford 729 what answer 74
what attain 198 what conceal 43
what defend 208 what define 44
what devour 59 what digest 107
what effect 592 what endure 80
what escape 68 what expect 85
what finish 92 what forget 42
what handle 43 what justly 53
what manage 76 what obtain 1268
what openly 74 what oppose 76
what realize 40 what remedy 55
what remove 265 what resist 101
what secure 137 what around 64
what through 139 what openly 42
what already 63 what safety 56
what wanted 72 what should 215
what become 73 what before 203
what before 373 what before 231
what without 40 what listen 42
what render 404 what better 81
what accept 125 what suffer 136
what before 143 what should 54
what desire 47 what termed 44
what reveals 109 what called 87
what afford 43 what whiles 48
what supply 82 what called 60
what called 58 what beyond 48
