war and destruction is taken 82
war and privateers of either 114
war and privateers to seize 139
war and safeguarding the nation 202
war had stimulated the growth 46
war was calculated to rouse 74
war was undertaken in order 47
war yet smouldered in texas 50
was all impatience to enter 82
was any compromise on either 51
was any deficiency in point 66
was any difficulty in finding 115
was any difficulty in getting 101
was any difficulty or danger 88
was being introduced in order 43
was being reinforced to raise 42
was being sacrificed in order 75
was going ambassador to spain 49
was her friendship to jones 136
was his application to study 65
was his confidence of merit 79
was his consolation to create 110
was his insistence on keeping 43
was his pilgrimage to mecca 41
was his reluctance to admit 54
was his simplicity in dress 74
was his spectacles he wiped 67
was his translation of homer 82
was ill calculated to engage 130
was ill calculated to please 45
was ill calculated to serve 110
was ill calculated to soothe 57
was long considered the first 52
was long remembered as black 42
was not absolutely the first 181
was not acceptable in court 43
was not acceptable to allow 40
was not acceptable to china 78
was not acceptable to either 836
was not acceptable to israel 54
was not acceptable to nehru 51
was not acceptable to others 66
was not accessible to every 58
was not accessible to people 41
was not accessible to reason 46
was not accustomed to allow 97
was not accustomed to anything 126
was not accustomed to await 53
was not accustomed to brook 181
was not accustomed to carry 63
was not accustomed to count 70
was not accustomed to defeat 104
was not accustomed to drink 98
was not accustomed to driving 92
was not accustomed to dwell 40
was not accustomed to either 40
was not accustomed to feeling 586
was not accustomed to finding 78
was not accustomed to getting 175
was not accustomed to grant 66
was not accustomed to holding 45
was not accustomed to keeping 65
was not accustomed to looking 113
was not accustomed to meeting 183
was not accustomed to people 234
was not accustomed to playing 121
was not accustomed to running 97
was not accustomed to serving 57
was not accustomed to sharing 162
was not accustomed to sitting 173
was not accustomed to soothe 56
was not accustomed to speaking 204
was not accustomed to spend 40
was not accustomed to stand 55
was not accustomed to strong 45
was not accustomed to talking 230
was not accustomed to taste 81
was not accustomed to telling 50
was not accustomed to thinking 334
was not accustomed to visit 49
was not accustomed to waiting 254
was not accustomed to walking 208
was not accustomed to waste 60
was not accustomed to women 168
was not accustomed to working 235
was not accustomed to write 125
was not accustomed to writing 179
was not admissible in court 612
was not admissible to prove 534
was not applicable in cases 69
was not applicable to cases 91
was not applicable to china 64
was not applicable to every 65
was not applicable to russia 45
was not applicable to state 58
was not appreciated at first 409
was not appreciated by either 233
was not appropriate in light 43
was not appropriate to allow 52
was not appropriate to apply 99
was not assignable in order 69
was not astonished at anything 66
was not attractive at first 60
was not attractive to women 73
was not calculated to abate 47
was not calculated to alarm 68
was not calculated to allay 994
was not calculated to alter 47
was not calculated to appeal 238
was not calculated to build 72
was not calculated to carry 108
was not calculated to cause 81
was not calculated to change 63
was not calculated to check 57
was not calculated to cheer 169
was not calculated to create 178
was not calculated to endear 464
was not calculated to please 716
was not calculated to prove 56
was not calculated to quiet 186
was not calculated to raise 615
was not calculated to rouse 62
was not calculated to serve 54
was not calculated to shine 86
was not calculated to smooth 111
was not calculated to soothe 723
was not calculated to tempt 43
was not calculated to weaken 81
was not calculated to yield 50
was not completely at fault 80
was not completely in place 44
was not completely my fault 56
was not completely to blame 116
was not considered an abuse 43
was not considered an adult 122
was not considered an asset 78
was not considered an enemy 83
was not considered an equal 54
was not considered an error 58
was not considered an issue 241
was not considered an option 746
was not considered as anything 114
was not considered as binding 103
was not considered as fully 64
was not considered as sitting 69
was not considered at first 161
was not considered by either 346
was not considered in danger 89
was not considered in either 170
was not considered in terms 78
was not considered of major 55
was not considered of value 57
was not considered on appeal 99
was not considered the cause 56
was not considered the equal 95
was not considered the owner 61
was not considered the right 199
was not considered the worst 59
was not considered to apply 73
was not considered to belong 126
was not considered to cause 45
was not considered to exist 86
was not considered to offer 59
was not controlled by either 191
was not controlled by reason 45
was not convenient to carry 74
was not creditable to either 141
was not cultivated in egypt 53
was not cultivated in italy 85
was not cultivated in japan 46
was not detectable in either 162
was not determined at first 44
was not determined by anything 54
was not determined by either 103
was not determined in either 141
was not diminished by finding 57
was not diminished on learning 40
was not discovered at first 153
was not discovered by bacon 40
was not discovered by either 43
was not discovered by freud 47
was not discovered by white 52
was not discovered to later 41
was not disfigured by error 43
was not distracted by anything 47
was not encouraged by either 46
was not encouraged to apply 64
was not encouraged to dwell 70
was not encouraged to repeat 78
was not encouraged to study 52
was not encouraged to visit 55
was not encouraged to write 60
was not enforceable by action 52
was not enthusiastic at first 108
was not everywhere the first 45
was not exaggerating the danger 54
was not expeditious in writing 52
was not explicable in terms 179
was not formulated in terms 78
was not frequented by stage 48
was not frightened at first 67
was not frightened of anything 151
was not frightened or anything 42
was not frightened or upset 144
was not homogeneous in terms 44
was not immediately at stake 43
was not immediately in danger 108
was not immediately in sight 57
was not impossible he might 63
was not impossible to belong 41
was not impossible to carry 45
was not indigenous to china 77
was not indigenous to egypt 60
was not indisposed to allow 62
was not indisposed to fancy 73
was not indisposed to grant 41
was not ineligible to serve 74
was not influenced by anything 121
was not influenced by either 628
was not influenced by light 52
was not influenced by others 47
was not influenced by party 41
was not insensible to beauty 99
was not insensible to music 68
was not instituted by jesus 104
was not instituted in order 43
was not interested at first 332
was not interested in anything 4103
was not interested in arguing 125
was not interested in backing 45
was not interested in birds 57
was not interested in black 40
was not interested in books 253
was not interested in breaking 113
was not interested in calling 67
was not interested in causing 45
was not interested in change 57
was not interested in changing 485
was not interested in chasing 81
was not interested in civil 60
was not interested in class 42
was not interested in cooking 155
was not interested in creating 724
was not interested in crime 56
was not interested in cutting 52
was not interested in dancing 254
was not interested in delving 40
was not interested in drama 44
was not interested in drawing 278
was not interested in driving 64
was not interested in drugs 79
was not interested in either 1748
was not interested in engaging 129
was not interested in every 45
was not interested in facts 135
was not interested in falling 48
was not interested in farming 436
was not interested in feeding 138
was not interested in filling 65
was not interested in films 42
was not interested in finding 1871
was not interested in fishing 244
was not interested in forcing 50
was not interested in forming 186
was not interested in freeing 57
was not interested in funding 174
was not interested in gaining 123
was not interested in games 150
was not interested in getting 2095
was not interested in girls 497
was not interested in growing 58
was not interested in helping 861
was not interested in holding 176
was not interested in human 165
was not interested in hunting 256
was not interested in hurting 42
was not interested in indian 139
was not interested in jesus 61
was not interested in joining 703
was not interested in judging 42
was not interested in keeping 376
was not interested in killing 152
was not interested in knowing 613
was not interested in large 53
was not interested in learning 2046
was not interested in legal 92
was not interested in lending 103
was not interested in letting 129
was not interested in local 120
was not interested in logic 113
was not interested in looking 562
was not interested in meeting 1414
was not interested in money 2323
was not interested in moral 66
was not interested in music 796
was not interested in opening 245
was not interested in opera 48
was not interested in party 87
was not interested in passing 66
was not interested in people 413
was not interested in petty 52
was not interested in picking 75
was not interested in placing 47
was not interested in playing 2200
was not interested in plays 46
was not interested in pleasing 50
was not interested in poetry 136
was not interested in power 562
was not interested in proving 152
was not interested in pushing 93
was not interested in putting 346
was not interested in raising 202
was not interested in reaching 74
was not interested in risking 42
was not interested in running 585
was not interested in scoring 45
was not interested in seeking 175
was not interested in selling 2243
was not interested in sending 135
was not interested in serving 173
was not interested in setting 205
was not interested in sharing 402
was not interested in short 67
was not interested in showing 223
was not interested in signing 227
was not interested in sitting 158
was not interested in small 264
was not interested in social 503
was not interested in solving 117
was not interested in speaking 141
was not interested in speed 87
was not interested in sport 110
was not interested in staying 231
was not interested in stealing 81
was not interested in talking 3389
was not interested in teaching 848
was not interested in telling 299
was not interested in testing 231
was not interested in thinking 57
was not interested in trade 256
was not interested in trading 72
was not interested in treating 49
was not interested in turning 164
was not interested in waiting 153
was not interested in walking 100
was not interested in wasting 103
was not interested in where 183
was not interested in which 64
was not interested in winning 444
was not interested in women 1014
was not interested in words 101
was not interested in working 1910
was not interested in world 56
was not interested in writing 923
was not introduced in japan 43
was not introduced in order 103
was not introduced to china 46
was not introduced to prove 59
was not justifiable in terms 53
was not maintained in later 96
was not originally in favor 46
was not originally so named 54
was not originated by growing 43
was not overlooked by either 47
was not personally at fault 280
was not personally in favor 106
was not personally to blame 195
was not predictive of later 113
was not prejudiced in favor 137
was not privileged to enjoy 76
was not privileged to enter 140
was not privileged to share 45
was not prohibited by state 48
was not recognized as legal 257
was not recognized as valid 152
was not recognized at first 909
was not recognized by china 76
was not recognized by either 418
was not recognized by others 57
was not recognized by reason 100
was not recognized by russia 64
was not recognized by spain 110
was not recognized in either 48
was not recognized in whole 133
was not restricted to cases 168
was not restricted to egypt 54
was not restricted to either 139
was not restricted to human 94
was not restricted to italy 75
was not restricted to large 47
was not restricted to local 64
was not restricted to males 61
was not restricted to people 113
was not restricted to rules 86
was not restricted to rural 54
was not restricted to small 58
was not restricted to social 58
was not restricted to trade 93
was not restricted to urban 55
was not restricted to white 47
was not restricted to women 214
was not reviewable on appeal 67
was not successful at first 338
was not successful in breaking 60
was not successful in changing 134
was not successful in creating 122
was not successful in curbing 42
was not successful in drawing 69
was not successful in either 334
was not successful in every 107
was not successful in finding 616
was not successful in forcing 74
was not successful in gaining 238
was not successful in getting 914
was not successful in helping 74
was not successful in holding 58
was not successful in keeping 152
was not successful in large 41
was not successful in meeting 174
was not successful in passing 47
was not successful in putting 64
was not successful in raising 129
was not successful in reaching 121
was not successful in selling 81
was not successful in showing 54
was not successful in solving 79
was not successful in terms 111
was not successful in turning 51
was not successful in winning 451
was not successful the first 97
was not sufficient in either 43
was not sufficient in order 113
was not sufficient to abate 51
was not sufficient to admit 207
was not sufficient to alarm 50
was not sufficient to allay 306
was not sufficient to allow 2254
was not sufficient to alter 450
was not sufficient to argue 63
was not sufficient to atone 220
was not sufficient to avert 256
was not sufficient to avoid 412
was not sufficient to block 87
was not sufficient to boost 57
was not sufficient to brood 176
was not sufficient to build 246
was not sufficient to carry 1321
was not sufficient to cause 2288
was not sufficient to change 756
was not sufficient to check 377
was not sufficient to claim 66
was not sufficient to close 67
was not sufficient to clothe 43
was not sufficient to cover 2563
was not sufficient to create 1162
was not sufficient to crush 57
was not sufficient to defeat 294
was not sufficient to deter 888
was not sufficient to drive 294
was not sufficient to drown 73
was not sufficient to elect 68
was not sufficient to engage 77
was not sufficient to equip 47
was not sufficient to erase 72
was not sufficient to evoke 48
was not sufficient to fight 52
was not sufficient to float 42
was not sufficient to force 323
was not sufficient to found 103
was not sufficient to fully 440
was not sufficient to grant 63
was not sufficient to guard 193
was not sufficient to guide 98
was not sufficient to imply 45
was not sufficient to infer 51
was not sufficient to light 169
was not sufficient to limit 76
was not sufficient to lower 141
was not sufficient to match 117
was not sufficient to merit 90
was not sufficient to offer 98
was not sufficient to place 233
was not sufficient to please 69
was not sufficient to point 65
was not sufficient to prove 1611
was not sufficient to quell 199
was not sufficient to quiet 190
was not sufficient to raise 937
was not sufficient to rebut 198
was not sufficient to refer 44
was not sufficient to repay 95
was not sufficient to repel 103
was not sufficient to reveal 163
was not sufficient to rouse 138
was not sufficient to serve 184
was not sufficient to shake 135
was not sufficient to shift 57
was not sufficient to slake 116
was not sufficient to solve 366
was not sufficient to spare 91
was not sufficient to stand 130
was not sufficient to start 144
was not sufficient to state 223
was not sufficient to stave 41
was not sufficient to study 63
was not sufficient to tempt 149
was not sufficient to train 45
was not sufficient to unite 67
was not sufficient to upset 55
was not sufficient to waive 51
was not sufficient to weaken 53
was not sufficient to wrest 89
was not sufficient to write 51
was not sufficient to yield 222
was not surrounded by people 73
was not surrounded by walls 175
was not surrounded by water 66
was not unattended by danger 108
was not understood at first 573
was not understood by either 239
was not understood by others 54
was not understood by people 44
was not understood in terms 153
was not understood on either 41
was not understood the first 43
was not understood to apply 54
was not understood to belong 59
was not understood to imply 44
was not undertaken in order 142
was not unexpected in light 51
was not unprepared to admit 44
was now considered an enemy 51
was now determined to apply 45
was now determined to begin 42
was now determined to build 98
was now determined to carry 292
was now determined to change 41
was now determined to close 67
was now determined to crush 98
was now determined to fight 154
was now determined to force 157
was now determined to march 54
was now determined to marry 68
was now determined to place 64
was now determined to press 65
was now determined to prove 58
was now determined to seize 53
was now determined to spend 47
was now determined to visit 84
was now diminished to eight 54
was now experiencing the first 61
was now impossible to avoid 132
was now impossible to carry 93
was now impossible to change 56
was now impossible to cross 66
was now impossible to doubt 98
was now surrounded by armed 63
was now surrounded by large 44
was now surrounded by people 62
was now surrounded by stern 111
was now surrounded on every 53
was now understood in terms 46
was one calculated to appeal 73
was one department in which 79
was one distraction in which 40
was one government in italy 43
was one particular in which 199
was one remarkable thing about 57
was our ambassador in paris 48
was that eventually he would 52
was that introduced in lower 49
was that opprobrious thing which 97
was that proclaimed by locke 75
was then ambassador at paris 183
was then calculated by summing 118
was then calculated in terms 42
was then considered as learning 108
was then considered the chief 42
was then considered the first 101
was then controlled by spain 41
was then determined to carry 44
was then discharged in every 100
was then dispatched to shard 100
was then equivalent to about 95
was then instructed to draft 65
was then instructed to place 45
was then instructed to repeat 45
was then instructed to write 62
was then surrounded by walls 46
was then surrounded by water 59
was then undertaken in order 43
was this reservation of power 60
was thus discovered to serve 41
was too astonished at first 81
was too astonished to laugh 40
was too astonished to reply 265
was too astonished to utter 42
was too bewildered to reply 81
was too cumbersome to carry 74
was too distracted to enjoy 49
was too distressed to smile 120
was too dumfounded to reply 47
was too embarrassing to admit 87
was too frightened at first 40
was too frightened to admit 74
was too frightened to argue 42
was too frightened to breathe 43
was too frightened to carry 55
was too frightened to cross 52
was too frightened to fight 52
was too frightened to laugh 41
was too frightened to reply 209
was too frightened to scream 266
was too frightened to sleep 181
was too frightened to stand 68
was too frightened to touch 58
was too frightened to utter 102
was too inflexible to allow 50
was too interested in getting 55
was too inveterate to admit 56
was too oppressive to admit 52
was too overpowering to allow 54
was too overwhelming to allow 56
was too preoccupied to bother 49
was too preoccupied to enjoy 79
was too preoccupied to worry 86
was too pronounced to admit 62
was too pronounced to carry 48
was too restricted in scope 45
was too restricted to allow 87
was too ridiculous to merit 40
was with difficulty he could 3799
was with difficulty he found 100
was with difficulty he saved 52
was with difficulty it could 72
was with difficulty the count 78
was with difficulty the landing 40
was with difficulty we could 2519
was with difficulty we found 108
was with sentiments of strong 44
was yet sufficient to check 105
way and confronted me again 84
way are summarized in table 128
way for scientists to share 54
way she pronounced the words 107
way that eliminates the evils 178
way that encourages the child 58
way that encourages the reader 56
way they experience the world 312
way they understand the world 248
way was discovered by which 72
way you experience the world 93
way you understand the world 44
weak and intimidate the world 45
who are accustomed or would 61
who are accustomed to anything 110
who are accustomed to carry 153
who are accustomed to change 48
who are accustomed to daily 106
who are accustomed to drink 255
who are accustomed to dwell 42
who are accustomed to enjoy 47
who are accustomed to enter 53
who are accustomed to fight 81
who are accustomed to finding 46
who are accustomed to getting 151
who are accustomed to judge 346
who are accustomed to keeping 53
who are accustomed to large 57
who are accustomed to learning 56
who are accustomed to looking 165
who are accustomed to meeting 43
who are accustomed to place 56
who are accustomed to plant 70
who are accustomed to playing 95
who are accustomed to point 109
who are accustomed to putting 57
who are accustomed to reason 404
who are accustomed to refer 52
who are accustomed to relying 55
who are accustomed to running 63
who are accustomed to search 46
who are accustomed to serving 52
who are accustomed to shoot 57
who are accustomed to sitting 69
who are accustomed to sleep 160
who are accustomed to smoking 105
who are accustomed to speaking 97
who are accustomed to spend 143
who are accustomed to strong 48
who are accustomed to study 138
who are accustomed to talking 58
who are accustomed to teaching 62
who are accustomed to thinking 840
who are accustomed to trace 105
who are accustomed to trade 47
who are accustomed to treating 50
who are accustomed to trust 99
who are accustomed to value 136
who are accustomed to viewing 141
who are accustomed to visit 177
who are accustomed to watch 122
who are accustomed to weigh 77
who are accustomed to working 938
who are accustomed to write 97
who are accustomed to writing 111
who are celebrated by every 50
who are celebrated in world 44
who are classified as black 53
who are classified as blind 45
who are classified as either 135
who are classified as learning 83
who are classified as obese 47
who are classified as white 56
who are comparable in terms 59
who are completely the slave 61
who are considered by others 83
who are considered the first 44
who are considered to belong 161
who are considered to stand 48
who are constantly in danger 93
who are constantly in motion 95
who are constantly in search 111
who are constantly in touch 225
who are controlled by others 61
who are conversant in naval 40
who are conversant in poetry 77
who are delinquent in child 150
who are designated to serve 45
who are determined to avoid 101
who are determined to build 98
who are determined to carry 404
who are determined to change 173
who are determined to create 68
who are determined to drive 77
who are determined to excel 57
who are determined to fight 465
who are determined to force 106
who are determined to marry 50
who are determined to prove 93
who are determined to serve 67
who are determined to share 41
who are determined to stand 149
who are determined to thwart 52
who are disruptive in class 65
who are encouraged to adopt 53
who are encouraged to engage 73
who are encouraged to enter 42
who are encouraged to spend 78
who are encouraged to study 40
who are encouraged to visit 48
who are encouraged to write 103
who are experiencing an acute 91
who are experiencing the first 45
who are experiencing the shock 50
who are homogeneous in terms 55
who are identified as learning 70
who are identified as needing 123
who are identified by others 81
who are ignorantly in league 80
who are impossible to please 51
who are indisposed to admit 42
who are influenced by reason 52
who are influential in shaping 66
who are interested in action 96
who are interested in adult 205
who are interested in anything 124
who are interested in banking 167
who are interested in basic 66
who are interested in bidding 95
who are interested in birds 198
who are interested in books 260
who are interested in breaking 71
who are interested in change 141
who are interested in changing 367
who are interested in child 384
who are interested in china 464
who are interested in civic 79
who are interested in civil 44
who are interested in cooking 51
who are interested in creating 571
who are interested in crime 42
who are interested in cross 164
who are interested in cutting 126
who are interested in dance 44
who are interested in dancing 42
who are interested in delving 96
who are interested in denying 40
who are interested in drama 60
who are interested in drawing 160
who are interested in dreams 46
who are interested in either 525
who are interested in engaging 122
who are interested in every 98
who are interested in facts 48
who are interested in farming 271
who are interested in finding 2131
who are interested in fishing 108
who are interested in forming 256
who are interested in gaining 466
who are interested in getting 1292
who are interested in girls 47
who are interested in greek 54
who are interested in group 103
who are interested in growing 214
who are interested in growth 141
who are interested in helping 1097
who are interested in holding 71
who are interested in housing 119
who are interested in human 1431
who are interested in hunting 246
who are interested in indian 627
who are interested in irish 76
who are interested in islam 111
who are interested in japan 113
who are interested in jesus 53
who are interested in joining 580
who are interested in keeping 887
who are interested in knowing 1587
who are interested in large 52
who are interested in latin 164
who are interested in learning 9604
who are interested in legal 100
who are interested in local 266
who are interested in looking 527
who are interested in meeting 449
who are interested in money 194
