wad of banknotes from his 72
war is different from all 47
war is different from any 63
war is different from that 74
war of aggression upon any 42
war of particles upon his 58
war of succession among his 291
war on terrorism will not 115
war to establish their own 40
was an abandoned thief and 44
was an aberration from his 47
was an abyssinian maid and 91
was an additional five per 255
was an additional fund for 505
was an additional need for 50
was an admirable foil for 44
was an admirable host and 44
was an admirable singer and 50
was an admirable site for 83
was an admirable spot for 59
was an admirable theory that 43
was an admirable wife for 41
was an admirable young man 116
was an advantage over being 64
was an afternoon like this 45
was an afternoon when you 47
was an agreement among all 100
was an agreement among them 52
was an agreement made that 90
was an agreement made with 105
was an allowance from his 58
was an allowance made for 52
was an alternate name for 151
was an amusement park with 75
was an apparition from that 118
was an appointed time for 54
was an architect over him 63
was an artificer among them 58
was an assistant unto him 83
was an astonishing fact that 140
was an auspicious omen for 47
was an auspicious sign for 44
was an auspicious time for 358
was an effective cure for 132
was an effective drug for 48
was an effective means for 412
was an effective tool for 604
was an efficient means for 46
was an efficient tool for 71
was an elaborate plan for 82
was an emergency call for 91
was an emergency case and 56
was an emergency need for 57
was an eminently fair man 40
was an eminently good and 59
was an eminently good man 151
was an eminently holy man 86
was an eminently just and 65
was an eminently just man 107
was an eminently pious and 55
was an eminently pious man 127
was an eminently sane and 51
was an eminently wise and 61
was an eminently wise man 99
was an eminently wise one 74
was an empirical fact that 40
was an encouraging sign for 162
was an encouraging sign that 514
was an endurance test for 83
was an energetic young man 806
was an englishman among them 41
was an englishman born and 69
was an englishman there who 46
was an enjoyable time for 119
was an especially busy day 65
was an especially busy one 82
was an especially cold one 89
was an especially fine one 99
was an especially good day 41
was an especially good idea 52
was an especially good one 225
was an especially good year 100
was an especially hard one 79
was an especially trying one 52
was an estimable young man 114
was an etiquette among them 45
was an exceedingly able and 99
was an exceedingly able man 283
was an exceedingly busy man 241
was an exceedingly busy one 131
was an exceedingly cold and 40
was an exceedingly cold day 50
was an exceedingly fine and 52
was an exceedingly fine one 183
was an exceedingly good man 69
was an exceedingly good one 197
was an exceedingly hard and 48
was an exceedingly hard one 40
was an exceedingly kind and 82
was an exceedingly kind man 50
was an exceedingly pious man 51
was an exceedingly poor one 43
was an exceedingly rich man 67
was an exceedingly slow and 64
was an exceedingly tall and 50
was an exceedingly tall man 44
was an exceedingly trying one 97
was an exceedingly vain man 78
was an exceedingly warm day 52
was an exceedingly wild and 56
was an excellent base for 226
was an excellent book and 42
was an excellent case for 70
was an excellent chef and 51
was an excellent cook and 2030
was an excellent cook but 81
was an excellent cook who 108
was an excellent cure for 133
was an excellent fifth act 91
was an excellent foil for 159
was an excellent food for 52
was an excellent good one 43
was an excellent host and 205
was an excellent mark for 125
was an excellent means for 138
was an excellent move for 47
was an excellent name for 79
was an excellent plan and 143
was an excellent plan for 102
was an excellent port for 44
was an excellent post for 61
was an excellent shot and 596
was an excellent shot with 337
was an excellent sign that 54
was an excellent singer and 274
was an excellent site for 352
was an excellent spot for 218
was an excellent test for 58
was an excellent time for 340
was an excellent tool for 263
was an excellent wife and 211
was an excellent work and 48
was an excellent young man 542
was an excitable young man 45
was an exclusive club for 73
was an exemplary wife and 114
was an exemplary young man 229
was an expectant hush and 42
was an expedition sent out 80
was an expensive item and 68
was an expressed need for 112
was an expression kids had 111
was an expression upon her 62
was an expression upon his 106
was an extremely able and 349
was an extremely able man 445
was an extremely bold and 51
was an extremely bold one 53
was an extremely busy and 102
was an extremely busy day 59
was an extremely busy man 674
was an extremely busy one 385
was an extremely busy year 60
was an extremely cold and 57
was an extremely cold day 296
was an extremely cold one 93
was an extremely fine and 51
was an extremely fine one 57
was an extremely good and 57
was an extremely good idea 48
was an extremely good man 82
was an extremely good one 230
was an extremely hard and 52
was an extremely hard man 40
was an extremely hard one 74
was an extremely high one 47
was an extremely kind and 211
was an extremely kind man 92
was an extremely nice and 84
was an extremely nice man 170
was an extremely pious and 45
was an extremely pious man 119
was an extremely poor and 110
was an extremely poor one 108
was an extremely rare and 98
was an extremely rich and 93
was an extremely rich man 184
was an extremely rude idea 49
was an extremely sick man 63
was an extremely slow and 127
was an extremely slow one 58
was an extremely tall and 55
was an extremely tall man 311
was an extremely trying one 98
was an extremely ugly man 41
was an extremely vain man 52
was an extremely warm and 64
was an extremely warm day 58
was an extremely young man 60
was an exuberant young man 103
was an honorable young man 77
was an idealistic young man 387
was an imaginary line that 86
was an immensely rich and 77
was an immensely rich man 64
was an immensely tall and 108
was an immensely tall man 114
was an impatient young man 84
was an impetuous young man 138
was an important ally for 99
was an important base for 653
was an important book and 45
was an important book for 152
was an important break for 60
was an important break with 172
was an important call for 64
was an important case and 64
was an important case for 76
was an important city and 152
was an important city for 118
was an important city with 63
was an important clue that 114
was an important crop for 80
was an important date for 276
was an important duty for 72
was an important fact for 72
was an important fact that 372
was an important film for 79
was an important food and 55
was an important food for 212
was an important gain for 239
was an important game for 74
was an important goal and 67
was an important goal for 473
was an important item and 49
was an important item for 120
was an important link for 98
was an important link with 192
was an important means for 452
was an important month for 129
was an important move for 167
was an important need for 79
was an important part for 51
was an important port and 287
was an important port for 334
was an important post and 71
was an important post for 77
was an important rail and 52
was an important road and 48
was an important role and 48
was an important role for 396
was an important sign that 292
was an important site for 485
was an important step and 146
was an important step for 1659
was an important step not 62
was an important step out 68
was an important step that 376
was an important stop for 253
was an important task and 63
was an important task for 335
was an important task that 46
was an important test for 162
was an important text for 108
was an important theme for 188
was an important time for 914
was an important tool for 922
was an important tool that 54
was an important town and 147
was an important town with 46
was an important trip for 60
was an important word for 59
was an important work and 40
was an important work for 89
was an impulsive young man 58
was an incapable cook and 64
was an incessant coming and 109
was an industrial city and 44
was an industrial city with 87
was an industrial giant with 47
was an industrial town with 65
was an insatiable longing for 56
was an insistent call for 44
was an intensely cold day 86
was an intensely cold one 118
was an interesting case and 58
was an interesting case for 58
was an interesting fact that 652
was an interesting link with 42
was an interesting time for 223
was an interesting young man 209
was an invariable rule for 44
was an invariable rule that 245
was an invariable rule with 258
was an inviolable rule that 440
was an invisible hand that 66
was an invisible line that 47
was an invitation from his 51
was an objective fact that 164
was an objective need for 55
was an observant young man 69
was an opportune time for 1434
was an outstanding young man 162
was an overnight stop for 68
was an uncertain time for 86
was an undeniable fact that 1424
was an undeniable truth that 42
was an undoubted fact that 990
was an unmarried young man 44
was an unnatural life for 59
was an unpleasant duty for 43
was an unpleasant task for 69
was an unpleasant time for 70
was an unpleasant young man 53
was an unpromising look for 46
was an unsettled time for 70
was an unusually able and 103
was an unusually able man 81
was an unusually busy day 124
was an unusually busy one 125
was an unusually clear day 69
was an unusually cold and 68
was an unusually cold day 119
was an unusually cold one 316
was an unusually dark one 40
was an unusually fine day 45
was an unusually fine one 348
was an unusually good man 140
was an unusually good one 646
was an unusually good year 129
was an unusually hard one 89
was an unusually heavy one 79
was an unusually mild day 50
was an unusually mild one 71
was an unusually tall and 136
was an unusually tall man 535
was an unusually trying one 73
was an unusually warm and 81
was an unusually warm day 922
was an unwritten code that 230
was an unwritten rule for 41
was an unwritten rule not 49
was an unwritten rule that 3144
was as dependent upon his 42
was as different from all 57
was as different from any 89
was as different from her 458
was as different from him 141
was as different from his 634
was as different from its 121
was as different from new 40
was as different from our 109
was as different from that 2676
was as different from them 145
was as different from this 93
was at springfield when that 62
was by invitation only and 372
was he concerned only with 46
was he separated from his 144
was in continual dread that 42
was in desperate need and 85
was in desperate need for 185
was in ecstasies over her 45
was in ecstasies over his 70
was in ecstasies when she 111
was in excellent form and 332
was in excellent health and 1950
was in excellent health for 85
was in excellent health with 45
was in excellent mood for 53
was in excruciating pain and 231
was in existence among them 57
was in existence during this 45
was in existence less than 88
was in existence more than 162
was in existence only for 73
was in existence only one 41
was in existence there was 45
was in existence when that 70
was in existence when they 52
was in existence when this 44
was in intensive care and 368
was in intensive care for 765
was in intensive care with 109
was in parliament these two 72
was in precarious health and 71
was in principle like that 59
was in residence there and 42
was in residence there for 61
was in residence there was 42
was in situations like this 88
was in substance nothing but 43
was in substance what was 41
was in transition from being 72
was in transition from its 48
was in transition from one 89
was it different from that 68
was it incumbent upon him 49
was my privilege more than 46
was no agreement among them 263
was no allowance made for 246
was no complaint from any 82
was no compulsion upon them 72
was no consensus among them 116
was no contingency plan for 83
was no departure from his 62
was no departure from this 75
was no desperate need for 59
was no different from all 720
was no different from any 5913
was no different from being 178
was no different from going 46
was no different from her 337
was no different from his 1158
was no different from how 72
was no different from its 313
was no different from one 231
was no different from our 117
was no different from that 17933
was no different from them 283
was no different from this 50
was no different from you 61
was no different here than 57
was no difficult task for 678
was no effective means for 61
was no frenchman living who 47
was no functional need for 54
was no furniture other than 165
was no hesitation when god 40
was no hesitation when she 44
was no indication from any 64
was no indication from this 42
was no indication here that 46
was no necessity even for 42
was no obligation upon him 134
was no obligation upon them 132
was no opposition from any 111
was no organized plan for 64
was no perceived need for 264
was no political need for 40
was no practical need for 344
was no reasonable hope for 51
was no reasonable hope that 194
was no reflection upon his 52
was no restraint upon him 71
was no restraint upon his 64
was no restraint upon them 59
was no specified time for 47
was no suggestion from any 87
was no suggestion here that 242
was no unanimity among them 126
was of equestrian rank and 73
was of necessity more and 72
was of necessity slow and 60
was of prodigious size and 45
was of senatorial rank and 71
was on emergency call that 54
was on maternity leave and 141
was on maternity leave for 57
was on maternity leave with 46
was on temporary duty with 98
was so admirably done that 50
was so alienated from his 56
was so carefully done that 100
was so concerned over his 44
was so delighted when she 95
was so dependent upon her 82
was so dependent upon him 67
was so dependent upon his 109
was so different back then 53
was so different from all 1132
was so different from any 1647
was so different from being 72
was so different from both 51
was so different from her 2028
was so different from him 291
was so different from his 2615
was so different from how 154
was so different from its 175
was so different from new 64
was so different from one 40
was so different from our 619
was so different from sam 55
was so different from that 10128
was so different from them 296
was so different from this 171
was so different from you 58
was so different when she 59
was so evidently just and 51
was so evidently just that 120
was so evidently true that 75
was so exceedingly arid that 80
was so exceedingly cold that 52
was so exceedingly deep that 42
was so exhausted from all 67
was so exhausted from her 119
was so exhausted from his 186
was so exhausted when she 63
was so extremely cold that 167
was so extremely dark that 57
was so extremely high that 89
was so extremely kind and 93
was so generally felt that 125
was so generally used that 44
was so horrified when she 42
was so important what one 60
was so impressed upon her 46
was so impressed upon his 54
was so intensely cold that 837
was so intensely dark that 899
was so intensely dull and 78
was so miserably poor that 153
was so naturally good and 43
was so painfully slow that 162
was so perfectly calm and 46
was so perfectly calm that 41
was so perfectly clear and 42
was so perfectly clear that 210
was so perfectly done that 78
was so perfectly felt that 47
was so pointedly kind and 44
was so prevalent among them 71
was so skilfully done that 184
was so surprised when she 326
was so surprised when they 49
was so surprised when you 206
was so terrified when she 59
was so thoroughly done that 761
was so thoroughly worn out 115
was so uniformly good that 53
was so universal among them 54
was so unpleasant unto them 89
was so unpopular among his 52
was the additional fact that 1124
was the additional risk that 47
was the admiration felt for 65
was the agreement made with 60
was the appointed hour for 157
was the appointed time for 455
was the artillery fire that 43
was the astonishing fact that 285
was the blacksmith shop and 50
was the bloodiest single day 284
was the classical name for 54
was the cleverest young man 58
was the colloquial giant with 88
was the colloquial name for 119
was the colloquial term for 85
was the concerted sign that 73
was the continual call for 45
was the continual coming and 56
was the continued need for 41
was the customary term for 61
was the customary time for 107
was the departure from his 43
was the desperate hope that 96
was the desperate need for 216
was the discovery made than 65
was the discovery made that 412
was the discovery well for 72
was the effective date for 56
was the empirical fact that 84
was the enactment into law 64
was the expressed need for 62
was the expression made use 44
was the expression used for 92
was the favorable time for 64
was the fortunate fact that 43
was the foundation laid for 450
was the frightful bill that 44
was the gentleman whom she 52
was the homeliest baby she 73
was the identical ship that 139
was the important fact that 669
was the important role that 162
was the important truth that 105
was the impression left with 96
was the impression made that 235
was the influence upon him 66
was the ingratitude less with 40
was the insurance just due 44
was the interesting fact that 245
was the invariable rule for 45
was the invariable rule that 221
was the loneliest land for 83
was the loveliest girl that 43
was the mortality rate for 47
was the necessary means for 101
was the objective fact that 44
was the operative word for 104
was the opportune time for 267
was the opposition from two 43
was the outstanding fact that 64
was the passionate love for 83
was the perceived need for 328
was the perceived threat that 119
was the perpetual mark for 42
was the perpetual type and 69
was the political fact that 135
was the political will and 46
was the practical fact that 176
was the practical need for 49
was the preferred form for 101
was the preferred fuel for 54
was the preferred means for 42
was the preferred mode for 64
was the preferred site for 124
was the preferred term for 114
was the preferred time for 102
was the preferred wood for 106
was the prettiest baby she 44
was the prettiest girl and 53
was the prettiest girl she 54
was the prettiest girl that 62
was the prettiest girl who 58
was the prettiest girl you 43
was the prevalent view that 115
was the priceless boon that 81
was the principal base for 162
was the principal city and 53
was the principal crop and 94
was the principal food for 72
was the principal fuel for 80
was the principal loss that 57
was the principal mart for 118
was the principal means for 274
was the principal means that 52
was the principal port and 78
was the principal port for 350
was the principal site for 96
was the principal tool for 69
was the principal town and 55
was the procedure used for 65
was the prominent role that 42
was the properest time for 44
was the propitious time for 52
was the reverence felt for 117
was the reverence paid him 45
was the revolution over than 56
was the sacrifice made for 57
was the scheduled date for 84
was the scheduled time for 67
was the separation from her 142
was the separation from his 166
was the separation from you 43
was the slaughter among them 42
was the slightest hint that 157
was the slightest hope that 160
