wan captives that pass in 146
war affected not only the 52
war compared with those of 59
war includes not only the 41
war involved not only the 68
war memorials all over the 42
war persists and there is 87
war resulted not only in 84
war supplies and from the 71
was absorbed and lost in 90
was absorbed not only by 43
was absorbed not only in 52
was abundant all along the 64
was abundant all over the 44
was abundant and cheap in 134
was accepted all over the 187
was accepted and laid on 49
was accepted and made the 64
was accepted and sent to 201
was accepted and used as 159
was accepted and used by 280
was accepted and used in 200
was accepted and went to 71
was accepted and when the 46
was accepted for filing by 147
was accepted for what he 232
was accepted for what it 227
was accepted for work in 61
was accepted not only as 482
was accepted not only by 647
was accepted not only in 155
was accepted that only the 43
was accepted that some of 64
was accepted that there is 88
was accorded him when he 45
was accorded not only to 70
was achieved not just by 61
was achieved not only by 734
was achieved not only in 92
was acquired and held by 60
was acquired and sold as 122
was acquired not only by 106
was actually being done at 46
was actually being done by 119
was actually being done in 485
was actually being done to 110
was actually being held in 69
was actually being made in 65
was actually being made to 40
was actually being nice to 62
was actually being paid by 42
was actually being paid to 104
was actually being used as 106
was actually being used by 130
was actually being used in 210
was actually being used to 199
was actually cut down by 48
was actually cut from the 61
was actually doing what he 47
was actually doing when he 40
was actually far ahead of 42
was actually far from the 68
was actually going back to 65
was actually going into the 65
was actually not able to 129
was actually not much of 41
was actually not part of 56
was actually put into the 275
was actually too poor to 48
was actually too young to 53
was actuated not only by 194
was addicted not only to 50
was addressing not only the 95
was addressing them from the 78
was adequate for most of 88
was admitted and took the 65
was admitted not only by 55
was admitted not only to 86
was admitted that during the 52
was admitted that many of 131
was admitted that most of 66
was admitted that some of 106
was admitted that such an 58
was admitted that there is 51
was admitted that when the 81
was admitted with more of 128
was advanced not only by 133
was advanced that there is 43
was affected far more by 88
was affected not only by 1472
was affected with envy by 73
was affected with nothing of 60
was affected with pain in 70
was affirmed that some of 123
was affirmed that when the 49
was afforded for basing the 112
was afforded not only to 42
was agitated and trying to 52
was ambitious and eager to 142
was ambitious and fond of 104
was ambitious and full of 99
was ambitious not only to 118
was ambushed and shot by 125
was ambushed and shot in 151
was ambushed and shot to 158
was analyzed and used to 52
was animated and full of 137
was animated not only by 78
was animated now only by 67
was answered not only by 124
was answered that such an 47
was answered that there is 43
was anywhere near ready to 51
was appalled not only by 93
was apparent all over the 65
was apparent both from the 71
was apparent how much he 45
was apparent not just in 69
was apparent not only in 1244
was apparent not only on 58
was apparent not only to 192
was apparent that among the 61
was apparent that during the 109
was apparent that even if 116
was apparent that even in 71
was apparent that even the 170
was apparent that from the 48
was apparent that many in 40
was apparent that many of 889
was apparent that most of 744
was apparent that much of 219
was apparent that none of 387
was apparent that only the 165
was apparent that part of 50
was apparent that some of 777
was apparent that such an 93
was apparent that there is 134
was apparent that when the 110
was approved and sent to 301
was approved for sale by 42
was approved for sale in 182
was approved not only by 208
was arrested and came to 40
was arrested and died in 790
was arrested and died of 61
was arrested and died on 49
was arrested and during the 47
was arrested and held as 187
was arrested and held at 120
was arrested and held by 213
was arrested and held in 1610
was arrested and held on 175
was arrested and held to 285
was arrested and kept in 2616
was arrested and made to 211
was arrested and sent as 130
was arrested and sent by 48
was arrested and sent in 180
was arrested and sent on 106
was arrested and sent to 12034
was arrested and sent up 62
was arrested and shot as 99
was arrested and shot by 256
was arrested and shot in 307
was arrested and shot on 120
was arrested and shut up 186
was arrested and told he 48
was arrested and went to 191
was arrested for acts of 41
was arrested for beating up 192
was arrested for dealing in 79
was arrested for debt at 161
was arrested for debt by 110
was arrested for debt in 361
was arrested for debt on 108
was arrested for having an 54
was arrested for having in 77
was arrested for having no 42
was arrested for leaving the 69
was arrested for making an 88
was arrested for reading the 64
was arrested for riding in 57
was arrested for theft in 101
was arrested for theft of 76
was arrested for trying to 1066
was arrested for voting in 78
was arrested for want of 74
was arrested for what he 45
was arrested with many of 66
was arrested with some of 99
was arrogant and full of 64
was ascribed not only to 99
was assailed not only by 119
was assembling his army at 102
was asserted not only by 41
was asserted that bile is 42
was asserted that during the 66
was asserted that many of 96
was asserted that only the 97
was asserted that some of 104
was asserted that there is 111
was asserted that three or 44
was asserted that when the 91
was assigned for duty at 59
was assigned for duty in 55
was assigned for duty to 61
was assigned him among the 66
was assigned not only the 58
was assigned not only to 86
was assigned that part of 49
was assisted not only by 429
was attached and sold by 44
was attached for duty to 80
was attached not only to 265
was attacked and died in 84
was attacked and eaten by 109
was attacked and four of 52
was attacked and many of 56
was attacked and most of 74
was attacked and shot by 43
was attacked and some of 73
was attacked and sunk by 646
was attacked and sunk in 54
was attacked and sunk on 46
was attacked both from the 106
was attacked for lack of 44
was attacked for trying to 115
was attacked not only as 134
was attacked not only by 563
was attacked not only in 43
was attacked not only on 42
was attacked with fits of 70
was attacked with fury by 46
was attacked with gout in 51
was attacked with pain in 355
was attacked with some of 41
was attained not only by 52
was attempting not only to 162
was attended not just by 47
was attended not only by 2787
was attended with loss of 181
was attended with many of 127
was attended with more or 164
was attended with much the 92
was attended with none of 115
was attended with pain in 51
was attended with some of 59
was attended with such an 100
was attested not only by 245
was australia that gave me 73
was awakened and told of 88
was awakened and told the 76
was awakened and told to 151
was awakened thus early to 160
was balanced not only by 40
was banished and died in 127
was banished and fled to 83
was banished and went to 159
was banished for life to 259
was baptized and took the 180
was baptized with many of 67
was barefoot and clad in 53
was beautiful and full of 413
was beautiful and good in 141
was beautiful and knew it 52
was beautiful and true in 87
was beautiful this time of 96
was begotten and born in 53
was begotten and born of 122
was believed all over the 228
was believed and laid to 80
was believed not only by 123
was believed not only to 199
was believed that among the 44
was believed that during the 284
was believed that even if 152
was believed that even in 40
was believed that even the 184
was believed that from the 103
was believed that just as 120
was believed that lack of 45
was believed that many of 514
was believed that most of 521
was believed that much of 230
was believed that none of 92
was believed that once the 238
was believed that only an 46
was believed that only by 129
was believed that only in 76
was believed that only the 558
was believed that part of 104
was believed that some of 784
was believed that such an 477
was believed that there is 202
was believed that when an 75
was believed that when he 67
was believed that when the 736
was believed they bore an 40
was believed they were the 42
was besieged not only by 67
was bestowed not only on 76
was betrayed and sent to 50
was betrayed and shot by 64
was betrayed and sold by 85
was betrayed not only by 88
was blazoned all over the 41
was bloodily put down by 63
was brighter than most of 93
was brightly lit from the 45
was brilliant and full of 88
was brutally put down by 430
was brutally put down in 51
was burdened not only by 68
was burdened with having to 44
was canceled for lack of 222
was captured and died in 462
was captured and died of 52
was captured and died on 53
was captured and eaten by 112
was captured and held as 294
was captured and held at 49
was captured and held by 470
was captured and held in 385
was captured and held to 139
was captured and kept by 41
was captured and kept in 188
was captured and made the 111
was captured and made to 144
was captured and most of 104
was captured and sent as 198
was captured and sent in 149
was captured and sent to 3517
was captured and shot as 53
was captured and shot at 351
was captured and shot by 728
was captured and shot in 369
was captured and shot on 213
was captured and shut up 48
was captured and sold as 178
was captured and sold to 246
was captured and some of 42
was captured and sunk by 132
was captured and tied to 67
was captured and used as 65
was captured with many of 73
was captured with most of 80
was captured with some of 40
was carefree and full of 69
was censured for want of 54
was challenging not only the 71
was cheerful and full of 629
was churlish and evil in 156
was cleverer than most of 46
was closeted for half an 41
was collecting his rage to 54
was combined with data on 52
was combined with lack of 41
was combined with some of 57
was combined with those of 241
was commending his soul to 52
was compared not only to 61
was compared with data on 42
was compared with some of 69
was compared with those in 261
was compared with those of 956
was compared with what it 87
was compared with what the 56
was compiled and sent to 152
was complete all along the 65
was complete and full of 51
was complete and living in 46
was complete and most of 49
was complete and ready to 367
was complete and when the 56
was completing his term as 72
was completing his tour of 62
was completing his work at 40
was completing his work in 63
was completing his work on 146
was completing its work on 41
was complied with during the 68
was complied with when the 58
was composed and sent to 119
was composed and used by 76
was composed not just of 44
was composed not only of 1122
was composed was made by 98
was computed and used as 99
was computed and used in 67
was computed and used to 108
was computed that during the 42
was computed using only the 52
was conceded that some of 43
was conducting his army to 91
was conducting this part of 41
was conferring with some of 43
was confessing her faith in 69
was confessing his sins to 48
was confined and there be 40
was confined for debt in 163
was confined for life in 132
was confined for life to 128
was confined for most of 47
was confined not only to 272
was confined two years in 45
was confused and angry at 59
was confused and full of 70
was confused and hurt by 93
was confused not only by 42
was confusion and lack of 89
was conscious and able to 414
was conscious not only of 479
was conscious now only of 64
was conscious that even in 43
was conscious that even the 46
was conscious that from the 71
was conscious that love of 57
was conscious that many of 92
was conscious that some of 127
was conscious that such an 83
was conscious that what he 79
was conscious then only of 44
was constant and true to 63
was consumed not only by 51
was consumed with anger at 177
was consumed with envy of 68
was consumed with fire in 79
was consumed with longing to 80
was consumed with rage at 70
was consumed with trying to 132
was contingent not only on 85
was continuing his work in 74
was continuing his work on 100
was continuing its work in 41
was contrary not only to 442
was conversing with some of 226
was conversing with three or 66
was conveyed not only by 90
was cordoned off from the 184
was courteous and full of 72
was courteous and kind to 123
was credited not only by 45
was credited with bringing in 109
was credited with bringing the 236
was credited with ending the 91
was credited with firing the 53
was credited with giving the 125
was credited with having an 76
was credited with having the 315
was credited with laying the 57
was credited with leading the 104
was credited with making the 316
was credited with many of 58
was credited with most of 49
was credited with much of 240
was credited with saving the 976
was credited with some of 103
was credited with taking the 61
was crippled for lack of 85
was crippled for life by 246
was crippled for life in 96
was crippled for want of 167
was crippled not only by 44
was critical not only in 86
was critical not only of 461
was critical not only to 152
was crouched and ready to 87
was dangerous and full of 50
was dangerous and must be 158
was dangerous for jews to 94
was dangerous not only to 211
was darkness all over the 115
was daughter and heir of 473
was daughter and heir to 94
was daylight and time to 41
was decisive for much to 51
was decisive not only in 89
was declared and paid in 88
was declared and paid on 335
was declared and paid to 81
was declared and when the 51
was declared not only to 57
was declared that during the 46
was declared that from the 44
was declared that none of 126
was declared that nothing in 51
was declared that only the 53
was declared that there is 43
was declared that when the 58
was dedicating her life to 60
was dedicating his life to 188
was defended not only as 104
was defended not only by 357
was deferred two years in 45
was degraded and sent to 60
was delivering them from the 42
was demanded not only by 235
was demanded not only in 48
was demanded not only of 42
was departed and come to 66
was depicted not only as 197
was deplored not only by 63
was deployed all over the 42
was deported and died in 94
was deprived for ever of 102
was deprived for life of 78
was deprived not only of 737
was deserted and left to 151
was deserted and most of 41
was deserted not only by 57
was deserted this time of 81
was designed and cast by 55
was designed and cast in 53
was designed and made at 57
was designed and made by 937
was designed and made in 559
was designed and made to 125
was designed and sent to 163
was designed and used as 179
was designed and used by 211
was designed and used in 364
was designed and used to 282
was designed and will be 55
was designed for such an 64
was designed for work in 51
was designed not just to 295
was designed not only as 566
was designed not only to 5141
was desirous not only of 86
was desirous that some of 58
was desolate and sick of 775
was destined for sale in 43
was destined not even to 55
was destined not only to 1191
was destroying all hope of 45
was destroying not only the 45
was detached and sent on 48
was detached and sent to 626
was detached for duty at 51
was detached for duty in 67
was detached with part of 54
was detailed for duty as 172
was detailed for duty at 289
was detailed for duty in 333
was detailed for duty on 117
was detained and held in 41
was detained and sent to 153
was detained for want of 227
was detained ten days by 50
was detained two days at 85
was detained two days by 65
was detained two days in 57
was detained two years in 97
was detected not only in 183
was dethroned and died in 44
was dethroned and sent to 47
was developing all over the 46
was developing his ideas in 79
was developing his ideas of 52
was developing his ideas on 178
was developing his theory of 474
was developing not only in 46
was diagnosed with aids in 398
was diagnosed with polio as 75
was diagnosed with type ii 79
was dictated not only by 950
was diffused all over the 169
was directed not just at 224
was directed not just to 45
was directed not only at 1686
was directed not only by 44
was directed not only to 1051
was directed was seen to 57
was disabled for life by 54
was disarmed and laid up 46
was disarmed and sent as 41
was disarmed and sent to 45
was discussing with some of 48
was disliked not only by 61
was dismayed not only by 51
was disposed not only to 113
was disputed not only by 56
was distinct both from the 58
was diverted and tied up 287
was diverted with none so 404
was divorced and living in 129
was dominant for most of 58
was dominant not only in 107
was doubtful how many of 52
was doubtful how much of 60
was doubtful that even the 64
was doubtful that many of 51
was dramatic and full of 49
