wad expect ye to appear 60
wan aspect of the child 49
war already up the river 74
war begins in the minds 352
war belonging to the armed 76
war belonging to the crown 48
war belonging to the enemy 115
war belonging to the state 283
war belongs to the nation 74
war chiefs of the tribe 205
war crimes at the hague 44
war crimes in the hague 94
war crimes of the nazis 52
war crimes on the basis 44
war cruising on the coast 109
war diaries of the units 48
war effort if he feels 45
war effort in the field 73
war effort in the first 347
war effort in the region 71
war effort is no longer 202
war effort of the enemy 116
war effort of the nation 639
war effort of the people 56
war effort of the reich 71
war effort on the basis 112
war effort to the point 42
war fleets of the world 42
war fronts of the world 60
war itself is no longer 54
war navies of the world 142
war novels of the period 43
war parity of the pound 98
war passed up the river 91
war placed in the hands 61
war policy of the whigs 52
war powers in the hands 47
war powers of the nation 74
war sailed up the james 59
war sailed up the river 58
war seemed on the point 176
war seemed to be drawing 75
war seemed to be ended 55
war seemed to be getting 58
war seemed to be turning 137
war seemed to be winding 92
war should be the first 75
war should go on until 43
war solely on the basis 57
war spirit of the nation 95
war spirit of the people 215
war system of the world 76
war taught us the power 42
war vessel in the world 52
war without at the mercy 46
war wounds of the brain 96
war wounds of the chest 140
was abated by the cares 139
was abreast of the enemy 128
was abreast of the house 57
was abreast of the times 338
was abroad at the crack 56
was abroad in the field 42
was abroad in the house 56
was abroad in the morning 48
was abroad in the nation 46
was abroad in the night 165
was abroad in the world 776
was abroad on the water 58
was abrupt to the point 92
was absent at the court 154
was absent at the first 110
was absent at the front 133
was absent at the hague 48
was absent at the meeting 58
was absent at the opening 530
was absent at the siege 66
was absent at the start 64
was absent in the cases 52
was absent in the field 251
was absent in the first 365
was absent in the flesh 49
was absent in the indian 99
was absent in the lower 70
was absent in the morning 72
was absent in the older 43
was absent in the period 47
was absent in the region 48
was absent in the right 53
was absent in the upper 81
was absent in the urine 46
was absent in the woods 153
was absent on the first 102
was absent on the night 75
was absent on the right 230
was absurd in the light 45
was absurd to the point 89
was abused by an agent 45
was abused by an older 64
was abused by my father 113
was abused by the people 45
was abused in the hands 52
was abused to the point 54
was accusing me of stealing 43
was active as an agent 55
was active as an author 84
was active at the court 284
was active at the start 41
was active in the black 369
was active in the cause 790
was active in the china 85
was active in the choir 121
was active in the civic 231
was active in the civil 2259
was active in the court 70
was active in the cuban 95
was active in the drama 90
was active in the drive 61
was active in the dutch 155
was active in the fabian 105
was active in the field 1138
was active in the fight 408
was active in the final 55
was active in the first 1361
was active in the fourth 44
was active in the gaelic 176
was active in the grand 114
was active in the grange 95
was active in the greek 129
was active in the group 219
was active in the hague 55
was active in the house 144
was active in the indian 520
was active in the irish 387
was active in the junior 112
was active in the labor 710
was active in the later 76
was active in the league 814
was active in the legal 61
was active in the local 1807
was active in the minds 45
was active in the music 57
was active in the naacp 218
was active in the negro 42
was active in the newly 177
was active in the order 42
was active in the paris 66
was active in the party 637
was active in the people 53
was active in the period 473
was active in the ranks 77
was active in the region 359
was active in the reign 94
was active in the right 50
was active in the royal 212
was active in the rural 51
was active in the search 81
was active in the sense 54
was active in the setting 46
was active in the slave 80
was active in the small 62
was active in the social 698
was active in the state 881
was active in the study 91
was active in the texas 117
was active in the theater 105
was active in the trade 848
was active in the upper 49
was active in the urban 40
was active in the whole 165
was active in the woman 330
was active in the women 1321
was active in the world 655
was active on the board 188
was active on the local 63
was active on the right 40
was active on the staff 43
was active on the stage 51
was active to the point 55
was adored by the latin 62
was adored by the nation 67
was adored by the people 769
was adored by the whole 182
was adored by the women 68
was adrift in the world 69
was afloat in the water 96
was afloat in the world 43
was afloat on so broad 42
was afraid at the meeting 54
was afraid at the sight 106
was afraid at the vision 60
was afraid if he moved 52
was afraid if he tried 69
was afraid of my father 1741
was afraid of my mother 702
was afraid of my uncle 65
was afraid of no longer 45
was afraid of the author 45
was afraid of the birds 53
was afraid of the black 175
was afraid of the blind 124
was afraid of the change 61
was afraid of the child 93
was afraid of the cross 55
was afraid of the crowd 133
was afraid of the cruel 64
was afraid of the curse 64
was afraid of the danger 165
was afraid of the devil 306
was afraid of the drive 78
was afraid of the empty 46
was afraid of the enemy 294
was afraid of the evening 241
was afraid of the father 147
was afraid of the feeling 68
was afraid of the fever 88
was afraid of the first 71
was afraid of the ghost 110
was afraid of the girls 68
was afraid of the growing 165
was afraid of the horse 87
was afraid of the hotel 52
was afraid of the house 189
was afraid of the jungle 58
was afraid of the knife 52
was afraid of the large 81
was afraid of the light 382
was afraid of the medal 68
