war party returned to camp 42
war shall continue to have 58
war which initiates it ends 47
war which preceded the peace 65
war which resulted in their 59
war which threatened at home 91
war which threatened the very 112
war which threatened to break 53
war would continue at least 46
war would probably be over 473
was about committing the name 88
was acute shortage of food 159
was again alongside the bull 74
was again assigned to duty 70
was again collecting an army 75
was again consumed by fire 102
was again directed to take 55
was again directed to these 41
was again employed by lord 52
was again harassed by lord 46
was again involved in thick 44
was again prepared to take 73
was again reported to have 79
was again required to leave 47
was again required to make 41
was again required to plead 86
was again restored as soon 58
was again restored to health 220
was again restored to life 106
was again restored to peace 42
was again summoned to meet 98
was again summoned to rome 103
was again summoned to take 45
was aimed directly at their 67
was aimed directly at those 78
was alone entitled to fill 42
was ample evidence of such 52
was ample evidence of their 107
was ample evidence of what 77
was ample evidence to show 621
was amply adequate to meet 45
was amply rewarded by seeing 41
was amply rewarded by their 52
was amply supplied by truth 59
was asked recently to give 44
was based entirely on self 102
was based entirely on their 152
was based entirely on these 45
was based entirely on what 143
was black outvoted the other 135
was bound specially to care 80
was built entirely by hand 121
was built entirely of iron 203
was built entirely of logs 125
was built entirely of wood 1617
was built hundreds of years 266
was built thousands of years 96
was crude articles at high 91
was daily employed in some 73
was daily expected to come 83
was daily expected to join 44
was daily expected to land 40
was daily expected to reach 41
was dimly conscious of having 43
was dimly conscious of some 114
was drawing attention to what 44
was easily extended to other 54
was easily obtained by means 51
was easily provoked to anger 78
was either handsome or rich 82
was either ignorant of what 55
was either inclined to turn 49
was either murdered or died 47
was either relevant or true 87
was every evidence to show 46
was every prospect of more 42
was every prospect of their 359
was every prospect of there 56
was falling seriously in love 52
was feted wherever he went 217
was first advanced by john 55
was first advanced by marx 54
was first assigned the task 47
was first assigned to duty 184
was first assigned to work 125
was first awakened by reading 44
was first believed to have 84
was first conscious of hearing 139
was first diagnosed as having 266
was first directed to india 45
was first directed to these 243
was first directed to those 75
was first disposed by care 114
was first educated at home 153
was first employed by john 65
was first employed in mining 41
was first explored by john 45
was first explored in depth 72
was first governor of syria 49
was first intended to have 84
was first invented by john 46
was first invented in india 47
was first isolated by abel 86
was first isolated by davy 108
was first isolated by koch 41
was first isolated in pure 240
was first mentioned as early 71
was first mentioned by john 48
was first mentioned by name 119
was first mentioned the other 118
was first observed as early 69
was first observed by john 61
was first observed by koch 58
was first observed in early 53
was first observed in hard 63
was first observed in india 41
was first observed in mice 40
was first observed in north 155
was first observed in some 86
was first observed in south 154
was first observed in these 44
was first observed on june 59
was first observed to have 86
was first obtained by davy 163
was first obtained by heating 57
was first obtained in pure 216
was first occupied by john 55
was first occupied in june 82
was first possible to take 58
was first prepared by davy 134
was first prepared by heating 45
was first produced in india 58
was first produced in rome 138
was first produced on june 49
was first proposed as early 121
was first proposed as part 52
was first proposed by carl 68
was first proposed by chen 44
was first proposed by john 279
was first proposed by karl 63
was first proposed by lord 144
was first proposed by paul 136
was first proposed by smith 69
was first proposed by some 40
was first proposed in early 49
was first proposed in june 46
was first proposed to call 62
was first proposed to have 56
was first proposed to make 75
was first proposed to send 85
was first recorded by john 52
was first recorded in india 50
was first recorded in north 185
was first recorded in south 115
was first reported as early 103
was first reported as having 41
was first reported by john 53
was first reported by smith 128
was first reported in early 44
was first reported in india 104
was first reported in north 275
was first reported in south 175
was first reported to have 346
was first required to take 48
was first stationed at camp 70
was first stationed at fort 111
was first supposed to have 111
was found lifeless the next 57
was found murdered the next 43
was found possible by means 87
was found possible in some 42
was found possible to draw 115
was found possible to form 82
was found possible to give 220
was found possible to grow 77
was found possible to have 71
was found possible to hold 86
was found possible to keep 294
was found possible to make 940
was found possible to meet 53
was found possible to move 52
was found possible to open 47
was found possible to pass 48
was found possible to reach 65
was found possible to save 47
was found possible to send 139
was found possible to take 146
was found possible to treat 46
was found possible to work 165
was fully adequate to meet 40
was fully adequate to their 44
was fully apprised of these 41
was fully apprised of what 48
was fully attended in laying 43
was fully believed to have 62
was fully conscious of having 84
was fully conscious of their 164
was fully conscious of these 126
was fully conscious of what 1264
was fully entitled to call 48
was fully entitled to have 46
was fully entitled to hold 52
was fully entitled to make 165
was fully entitled to take 172
