wadded up under the left 40
wagons in order to make 46
wagons in terms of four 342
waited at table on their 64
waited in front of their 73
waited in hopes of seeing 45
waited no longer to hold 414
waited on board an hour 139
waited the event at least 44
waited the order to fire 52
waited to board the ship 56
waited to carry the canoe 51
waited to catch my breath 40
waited to close the door 41
waited to cross the road 157
waived the right to call 61
waived the right to file 71
waived the right to have 203
waived the right to jury 116
waived the right to make 97
waived the right to plead 47
waived the right to rely 51
waived the right to seek 67
waived the right to such 47
waived the right to trial 74
waiver of proof of loss 150
waiver of right to file 99
waiver of right to jury 274
waiver of right to trial 79
waives the right to file 122
waives the right to have 211
waives the right to make 100
waives the right to rely 65
waives the right to seek 44
waives the right to take 48
waives the right to trial 163
walked as though he knew 42
walked as though he were 362
walked as though my eyes 65
walked at about the same 58
walked at night on those 40
walked in front of bill 61
walked in front of their 188
walked in while we were 220
walked on until he came 1043
walked on until we came 248
walked on until we were 66
walked the floor in great 75
walked the girls to their 44
walked the stage of life 51
walked the tombs of those 43
walked the trail of tears 189
walked the world no more 107
walked to where the body 45
walked to where the other 79
walked to where the young 47
walked to where we were 80
walked up alone to their 59
walled up after the great 58
wallet in which he kept 81
wander in quest of food 43
wander in quest of their 107
wander in search of food 754
wander in search of other 53
wander in search of prey 44
wander in search of some 93
wander in search of their 145
wander in search of what 46
wander in search of work 122
wanted at first to have 55
wanted by force of arms 59
wanted in order to give 132
wanted in order to have 96
wanted in order to help 54
wanted in order to keep 165
wanted in order to make 1951
wanted in order to save 63
wanted it never to stop 89
wanted me first to come 44
wanted me right or wrong 58
wanted my child to have 157
wanted my father to come 133
wanted my father to give 62
wanted my father to have 127
wanted my father to know 109
wanted my father to love 82
wanted my father to take 133
wanted my mother to come 152
wanted my mother to give 57
wanted my mother to have 189
wanted my mother to know 184
wanted my mother to live 52
wanted my mother to love 56
wanted my mother to make 103
wanted my mother to stay 59
wanted my mother to take 83
wanted no ghost to tell 129
wanted no teaching of ours 54
wanted so badly to break 52
wanted so badly to call 93
wanted so badly to come 184
wanted so badly to feel 119
wanted so badly to find 195
wanted so badly to give 233
wanted so badly to have 530
wanted so badly to help 222
wanted so badly to hold 175
wanted so badly to join 96
wanted so badly to jump 40
wanted so badly to just 99
wanted so badly to keep 125
wanted so badly to kill 47
wanted so badly to kiss 149
wanted so badly to know 244
wanted so badly to learn 72
wanted so badly to leave 83
wanted so badly to live 146
wanted so badly to look 103
wanted so badly to love 67
wanted so badly to make 405
wanted so badly to meet 77
wanted so badly to open 42
wanted so badly to play 116
wanted so badly to pull 55
wanted so badly to reach 163
wanted so badly to save 63
wanted so badly to show 64
wanted so badly to speak 50
wanted so badly to stay 114
wanted so badly to stop 57
wanted so badly to take 273
wanted so badly to talk 242
wanted so badly to tell 787
wanted so badly to turn 90
wanted the abuse to stop 63
wanted the apple to fall 91
wanted the child to come 44
wanted the child to grow 56
wanted the child to have 226
wanted the child to know 40
wanted the child to learn 86
wanted the child to live 106
wanted the court to know 131
wanted the court to rule 52
wanted the court to take 49
wanted the enemy to know 68
wanted the evening to last 91
wanted the feeling to last 159
wanted the floor to open 316
wanted the girls to come 62
wanted the girls to feel 43
wanted the girls to have 142
wanted the girls to know 75
wanted the girls to learn 57
wanted the glory to last 63
wanted the group to have 54
wanted the group to know 79
wanted the group to take 67
wanted the honor of having 51
wanted the house to have 80
wanted the house to look 230
wanted the house to pass 52
wanted the judge to know 81
wanted the killing to stop 71
wanted the meeting to take 159
wanted the money at once 157
wanted the money in cash 47
wanted the money so much 47
wanted the money to come 63
wanted the money to help 63
wanted the music to stop 73
wanted the names of those 141
wanted the nation to have 46
wanted the nation to know 70
wanted the night to last 210
wanted the night to think 63
wanted the noise to stop 53
wanted the others to know 163
wanted the others to think 61
wanted the party to have 69
wanted the party to make 45
wanted the party to take 104
wanted the people of india 88
wanted the people to come 108
wanted the people to feel 74
wanted the people to give 49
wanted the people to have 430
wanted the people to know 630
wanted the people to learn 64
wanted the people to live 65
wanted the people to look 45
wanted the people to make 58
wanted the people to take 66
wanted the people to think 128
wanted the people to vote 59
wanted the people to work 40
wanted the place to look 222
wanted the power to make 74
wanted the press to know 45
wanted the reader to feel 291
wanted the reader to have 98
wanted the reader to know 179
wanted the reader to think 95
wanted the right of self 109
wanted the right thing done 61
