wad put any parent mad 60
war and has proved its 51
war and his belief that 145
war and his desire for 40
war and its causes and 148
war and its causes are 52
war and its methods and 44
war and its methods are 48
war both with france and 377
war did not accord with 41
war did not affect them 44
war did not wholly put 91
war had not broken out 3046
war had not changed his 40
war had not lasted long 115
war had not reached its 109
war had now become one 45
war had now broken out 193
war had now lasted for 128
war had now reached its 93
war had then broken out 66
war had then lasted for 40
war has not broken out 389
war ran its course and 41
war that had broken out 1699
war that had lasted for 265
war that has broken out 670
war that has lasted for 120
war that may defend you 41
war that was fought for 111
war that was fought with 64
war was all around him 67
war was all around them 53
war was being fought and 442
war was being fought for 1377
war was being fought not 195
war was being fought out 196
war was being fought was 79
war was being fought with 134
war was being played out 69
war was far greater than 181
war was going better for 51
war was going better than 50
war was going poorly for 76
war was not acumen nor 45
war was not enough for 69
war was not fought for 165
war was not fought with 53
war was not something that 133
war was not without its 278
war was thus another and 43
war was too costly and 52
war was too recent for 64
war with all around them 51
war with all europe for 60
war with both austria and 95
war with both england and 269
war with both france and 913
war with both mexico and 71
war with his fellow man 48
war with his fellow men 56
war with its demand for 74
war with one another and 1718
war with one another are 57
war with one another but 173
war with one another for 702
war with one another had 56
war with one another has 50
war with one another may 48
war with one another than 73
war with one another that 154
was all but atoned for 62
was all but bursting with 43
was all but driven out 122
was all but filled with 59
was all but played out 188
was all for reducing our 44
was all one whether they 103
was all set except for 48
was all she needed and 109
was all she needed for 191
was all she needed now 101
was all she wanted and 96
was all she wanted for 107
was all she wanted now 79
was all she wished for 66
was all that anyone had 48
was all that archie was 43
was all that england had 82
was all that passed that 99
was all that passed then 58
was all that reached his 47
was all that sterne had 68
was all they needed for 185
was all they needed now 48
was all they wanted and 60
was all too common and 78
was all too common for 258
was all too likely that 1005
was all too little and 158
was all too little for 141
was all too little too 71
was all too narrow for 90
was all too obvious and 128
was all too obvious for 47
was all too obvious she 60
was all too obvious that 3310
was all too serious for 89
was all too simple and 59
was all too simple for 51
was all too strange and 81
was all too strange for 71
was all too sudden and 63
was all too sudden for 73
was all too tempting for 47
was all you needed for 56
was and how little she 76
was and who juliet was 46
was any day better than 50
was any one person who 80
was any real chance that 98
was any real demand for 53
was any real ground for 312
was bad for morale and 101
was being put through his 149
was being put through its 156
was being set before him 71
was being too strict with 56
was big and blonde and 48
was big and bright and 121
was big and clumsy and 78
was big and filled with 40
was big and square and 120
was both her brother and 41
was both her friend and 58
was both her strength and 101
was both his cousin and 47
was both his friend and 197
was both his nephew and 41
was both his office and 89
was both his secret and 42
was both his sister and 114
was both his strength and 562
was both its strength and 364
was both too costly and 51
was both too flimsy and 62
was both too honest and 86
was both too little and 231
was both too narrow and 118
was both too simple and 61
was but ill fitted for 51
was but one answer for 120
was but one answer that 53
was but one bridge for 69
was but one chance for 311
was but one choice for 41
was but one church and 53
was but one course for 960
was but one course that 122
was but one factor that 101
was but one female with 118
was but one killed and 141
was but one minute ill 108
was but one minute that 53
was but one opinion with 60
was but one person that 115
was but one person who 568
was but one person with 63
was but one reform for 64
was but one remedy for 214
was but one thought and 46
was but one thought that 88
was but one thought with 41
was but this fellow who 63
was but too common for 48
was but too likely that 270
was but too obvious that 325
was but two killed and 100
was but two nights ago 140
was cut and bleeding and 113
was cut and stored and 144
was cut and stored for 43
was cut off before his 160
was cut off before she 131
was cut off before they 74
was cut off behind her 67
was cut off except for 82
was dead and another was 75
was dead and buried and 546
was dead and buried for 118
was dead and buried long 301
was dead and buried now 53
was dead and buried with 155
was dead and someone had 42
was dead long before her 65
was dead long before his 247
was dead long before she 85
was dead long before that 195
was dead long before they 52
was dead long before this 70
was dead long before you 59
was dim and filled with 57
was doing and rushed out 97
was doing and waited for 53
was doing and whether she 104
was doing any better than 68
was doing far better than 210
was doing his rounds and 52
was doing his utmost for 109
was doing his utmost not 50
was doing they killed and 44
was doing this before you 40
was doing too little for 88
was doing too little too 52
was doing was stupid and 41
was dry and barren and 61
was dry and filled with 116
was dry and strewn with 66
was due any minute and 55
was due any minute now 81
was due for another one 86
was dug and filled with 244
was dying and prayed that 53
was easy and simple for 56
was easy for anyone who 69
was eating and drinking and 263
was eating and drinking for 51
was eating and drinking too 47
was eating and drinking with 188
was eating his dinner and 59
was eating his dinner out 43
was eating his dinner with 73
was eating his midday meal 73
was eating his morsel with 71
was eating his supper and 79
was far far better than 61
was far too active and 84
was far too active for 54
was far too anxious and 64
was far too anxious for 63
was far too astute and 53
was far too astute for 86
was far too astute not 138
was far too bright and 63
