wad of tobacco juice into 55
war in germany broke forth 54
war in vietnam could have 67
war in vietnam might have 50
war in vietnam winding down 41
war in vietnam would have 190
war in vietnam wound down 139
war on poverty might well 49
war or matters arising from 48
war to prevent japan from 46
war to prevent russia from 44
was an admiral every inch 113
was an affecting scene when 73
was an ancient greek city 552
was an ancient roman city 92
was an ancient roman road 74
was an ancient roman tomb 86
was an ancient roman town 53
was an ancient usage among 69
was an answering croak from 67
was an answering shout from 156
was an archway opening into 71
was an audible groan from 127
was an average growth rate 51
was an awkward pause during 96
was an awkward pause when 65
was an elderly woman from 75
was an elderly woman living 58
was an elderly woman wearing 62
was an elderly woman when 65
was an elderly woman whom 45
was an element missing from 51
was an element which only 139
was an escaped slave from 73
was an excited shout from 40
was an express order from 41
was an hundred miles from 45
was an illegal alien from 72
was an illusion arising from 64
was an immense crowd there 45
was an immense rocky roof 44
was an insight echoed some 84
was an interim period during 50
was an interim period when 60
was an obscene phone call 86
was an occasion which will 53
was an officer whose duty 68
was an official order from 45
was an omission which must 140
was an omission which will 64
was an uniform maxim among 58
was an untried field rich 45
was an unusual event when 42
was at present under great 155
was by extorting money from 71
was by fortune thrown upon 76
was he grieved forty years 339
was in ancient times also 41
was in ancient times held 49
was in ancient times more 49
was in ancient times much 144
was in ancient times very 197
was in ancient times when 75
was in british hands from 64
was in extreme danger from 57
was in general based upon 49
was in jeopardy every hour 60
was in perfect order when 142
was in perfect shape when 43
was in trouble again when 58
was in trouble right away 46
was in trouble right from 78
was my private tutor when 47
was no answering smile from 152
was no answering smile upon 40
was no answering sound from 55
was no concealing anything from 62
was no dispute about what 48
was no mistake about their 169
was no mistake about what 350
was no mystery about their 75
was no mystery about these 68
was no mystery about what 184
was no problem getting into 56
was no question about having 46
was no question about their 572
was no question about these 61
was no question about what 1998
was no question which side 274
was no secrecy about their 72
was no secrecy about these 45
was no shrinking violet when 104
was no society within many 43
was no vantage point from 73
was no written voice among 42
was on thursday night last 44
was so adamant about having 42
was so closely woven into 69
was so cruelly taken from 59
was so excited about coming 101
was so excited about giving 40
was so excited about having 341
was so excited about making 59
was so excited about seeing 436
was so excited about taking 48
was so excited about their 61
was so excited about what 414
was so excited about your 83
was so largely based upon 54
was so limited about their 66
was so nervous about having 52
was so nervous about making 48
was so nervous about seeing 55
was so nervous about what 223
was so strongly urged upon 49
was so tightly woven into 41
was so worried about having 57
was so worried about leaving 45
was so worried about losing 125
was so worried about making 50
was so worried about their 62
was so worried about what 903
was so worried about your 96
was the ancient greek city 42
was the ancient greek name 168
was the ancient greek word 58
was the ancient latin name 57
was the ancient roman name 56
was the average daily wage 73
was the average growth rate 51
was the average local diet 88
was the average price paid 187
was the bedouin chief amir 125
was the biggest crowd ever 179
was the biggest drawing card 62
was the biggest movie star 50
was the british eighth army 54
was the british royal navy 46
was the cavalry which grey 113
was the central point from 215
was the chapter which gave 43
was the chicago daily news 86
was the country freed from 72
was the country saved from 50
was the country which gave 56
was the country which most 44
was the country which these 114
was the direful indian yell 72
was the earliest known form 47
was the earliest method used 127
was the element which gave 45
was the element which made 48
was the eleventh child born 60
was the eternal which says 43
was the farthest point from 109
was the farthest point north 154
was the farthest point south 68
was the farthest point west 59
was the fastest growing city 355
was the fastest growing part 88
was the fastest growing town 66
was the fastest sailing ship 60
was the following morning when 154
was the fortune which gave 49
was the furthest point from 55
was the general feeling among 435
was the general method used 49
was the gradual breaking down 85
was the gradual change from 55
was the gradual shift from 132
was the greatest crime ever 64
was the greatest crowd ever 48
was the greatest danger facing 92
was the greatest defeat ever 55
was the greatest enemy whom 46
was the greatest force ever 47
was the greatest fraud ever 53
was the greatest movie ever 53
was the greatest novel ever 119
was the greatest running back 83
was the greatest social evil 46
was the greatest whaling port 62
was the hardest phone call 43
was the highest growth rate 108
was the highest level ever 134
was the highest point along 41
was the highest point ever 69
was the highest price ever 462
was the highest price paid 254
was the highest rated show 54
was the highest score ever 72
was the highest score made 46
was the highest water mark 117
was the injured party here 81
was the largest crowd ever 336
was the largest fleet ever 60
was the largest force ever 155
was the largest grant ever 51
was the largest group ever 51
was the largest meeting ever 113
was the largest price ever 82
was the largest sailing ship 153
was the largest trade union 101
was the logical first step 172
was the message which came 122
was the national boast during 48
was the national labor union 287
was the natural first step 41
was the natural leader among 41
was the natural point from 56
was the noblest human giving 42
was the nosiest woman ever 62
was the occasion which gave 88
was the officer whose duty 41
was the official party line 81
was the perfect place from 64
was the perfume which gave 40
was the pleasure reaped from 77
was the precise period when 70
was the primary method used 281
was the primary social unit 147
was the primary weapon used 43
was the problem arising from 55
was the problem right there 62
was the quality which made 105
was the question about what 114
was the question asked when 44
was the question which came 105
was the question which kept 53
was the question which many 48
was the question which most 189
was the question which rose 51
was the salient point from 97
was the service which made 108
was the spaniard whose life 209
was the subject could most 58
was the subject which most 117
was the supreme court case 158
was the supreme court ruling 309
was the supreme ruler over 52
was the tragedy which rowe 123
was the trouble about poor 65
was the vantage point from 150
was the venetian marco polo 82
was the youngest child born 94
was the youngest first lady 43
was the youngest woman ever 183
was to abandon every hope 48
was to achieve lasting fame 104
was to achieve world fame 45
was to attempt porto rico 73
was to capture grand gulf 86
was to collect basic data 45
was to collect money from 201
was to collect taxes from 161
was to deliver egypt into 62
was to deliver israel from 138
was to develop later into 273
was to display under their 69
was to exclude james from 48
was to exclude russia from 43
was to exclude women from 201
was to extract money from 192
was to increase still more 112
was to inquire about their 40
was to prevent anything from 45
was to prevent banks from 71
was to prevent china from 74
was to prevent israel from 74
was to prevent italy from 59
was to prevent japan from 152
was to prevent others from 183
was to prevent people from 521
was to prevent russia from 209
was to prevent spain from 41
was to prevent water from 40
was to prevent women from 131
was to procure money from 42
was to promote unity among 85
was to promote world peace 88
was to protect human health 43
was to protect people from 190
was to protect women from 181
was to provide basic data 45
was to receive funds from 41
was to receive money from 112
was to receive proof from 49
was to receive still more 42
was to solicit funds from 42
was to succeed queen anne 68
was to trample under foot 126
was up several times during 52
way he himself would have 121
way he searched every room 50
way he stamped about when 62
