wait home 50 wait gets 170
walk kill 67 walk dark 157
wash leaving 45 wash meals 69
wash reading 50 wash time 221
wash once 61 wash time 111
wash away 159 waving their 165
wealth into 86 wearing over 67
wears having 93 well during 223
well even 65 well when 61
well from 53 well have 60
went years 45 went years 51
went away 76 were other 89
were their 2235 were what 201
were there 60 were were 76
were were 41 were their 62
were into 58 were were 53
were their 52 were into 47
were week 51 were even 66
were their 50 were like 106
were some 73 were taking 46
were what 533 were your 303
were from 48 were during 51
were their 68 were threw 41
were their 48 were their 43
were upon 351 were upon 84
were years 45 were years 58
were when 42 were have 41
were have 54 were have 167
were days 44 were back 110
were their 45 were were 186
were work 85 were living 63
were have 59 were were 103
were upon 85 were from 69
were among 183 were here 95
were their 48 were beings 52
were from 70 were among 151
were their 48 were when 41
were were 79 were into 57
were into 104 were feet 111
were feet 136 were feet 49
were feet 89 were away 88
were from 179 were away 97
were from 246 were away 235
were from 213 were away 87
were from 245 were away 76
were their 44 were away 93
were from 162 were away 44
were from 200 were away 132
were from 285 were away 228
were from 87 were more 161
were were 51 were days 43
were till 81 were among 183
were from 47 were away 59
were from 62 were from 82
were were 48 were have 54
were were 62 were their 70
were made 53 were were 644
were have 89 were were 61
were from 212 were have 219
were from 43 were have 199
were make 44 were were 66
were were 201 were were 43
were were 119 were singly 42
were their 52 were their 56
were their 78 were their 45
were your 55 were their 99
were what 51 were their 153
were range 49 were have 114
were term 57 what from 66
what there 96 what like 145
what like 146 what call 49
what ever 83 what call 48
what have 42 what have 63
what have 52 what think 94
what call 490 what have 248
what like 105 what think 105
what call 43 what call 53
what have 78 what call 68
what call 83 what call 45
what think 121 what want 133
what call 2667 what feel 61
what find 69 what have 906
what like 130 what take 71
what term 90 what think 615
what view 45 what want 158
what want 187 what call 51
what have 116 what have 45
what have 42 what call 117
what feel 43 what have 207
what like 41 what think 1907
what want 74 what think 181
what want 42 what call 266
what have 204 what like 98
what think 1153 what there 103
what have 80 what there 1386
what there 115 what have 73
what have 46 what take 166
what call 56 what call 74
what call 749 what have 126
what term 42 what think 387
what call 51 what call 1950
what have 254 what like 184
what term 75 what think 152
what call 83 what call 84
what have 45 what look 44
what were 59 what have 60
what have 152 what like 45
what have 193 what have 302
what leave 66 what have 116
what have 91 what must 49
what have 40 what from 88
what have 116 what want 63
what have 151 what like 42
what think 110 what meant 54
what feel 59 what have 65
what have 71 what have 58
what meant 139 what their 80
what there 40 what more 231
what like 77 what like 55
what like 110 what from 55
what will 49 what have 76
what like 97 what have 49
what call 40 what have 829
what think 116 what want 125
what like 299 what like 149
what like 147 what have 58
what have 533 what like 46
what think 88 what want 158
what like 81 what have 58
what leave 74 when have 104
when their 44 when were 52
when upon 266 when take 51
when other 50 when have 93
when have 102 when along 55
when have 78 when suck 41
when have 1161 when have 111
when gold 203 when years 41
when their 47 when have 102
when have 109 when take 56
when have 72 when from 42
when among 40 when have 42
when have 119 when have 46
when have 217 when will 46
when have 51 when take 209
when over 47 when have 43
when home 57 when home 66
when died 52 when were 108
when teach 49 when have 46
when such 47 when have 44
when were 65 when meet 41
when came 43 when were 110
when have 41 when their 67
when were 45 when were 59
when home 463 when help 47
when back 127 when home 499
when came 41 when have 53
when down 208 when back 50
when home 102 when over 150
when sink 354 when cell 101
whip peaks 118 whom have 72
whom from 47 whom have 82
whom have 148 whom have 64
whom more 56 whom here 79
whom have 69 whom come 305
whom were 41 whom when 159
whom years 45 whom years 69
whom left 95 whom have 108
wide their 145 wife from 190
wild cuts 44 wild there 45
will case 40 will your 45
will will 62 will paid 47
will even 71 will more 93
will upon 94 will during 215
will more 43 will only 43
will over 43 will prior 55
will when 143 will your 44
will bars 45 will years 48
will down 41 will from 44
will need 1030 will from 782
will when 360 will when 76
will forth 47 will there 126
will there 48 will there 49
will there 78 will three 171
will years 82 will years 51
will days 50 will years 100
will years 49 will means 62
will three 51 will these 65
will three 64 will time 92
will here 81 will more 40
will such 80 will these 114
will there 44 will there 57
will will 634 will five 50
will their 44 will these 59
will three 197 will here 48
will else 248 will their 68
will your 71 will coming 57
will leaving 40 will making 44
will taking 49 will what 40
will upon 75 will upon 96
will into 44 will like 53
wipe from 85 wipe clean 47
wish come 75 wish have 57
wish take 43 wish think 59
wish have 107 wish have 339
wish come 94 wish have 127
word have 46 word else 99
