war and defend world peace 44
war had almost ceased during 47
war had already begun when 90
war had barely ended when 53
war had hardly begun when 175
war had hardly ended when 81
war had lasted nearly three 41
war had lasted seven years 46
war had robbed human life 148
war has lasted nearly four 40
war has lately spread over 41
war has turned loose upon 133
war that lasted eight years 149
war that lasted seven years 77
war that lasted thirty years 54
war that should never have 278
war was already ended when 40
war with austria within three 43
war with austria would have 44
war with england might have 41
war with england would have 287
war with england would ruin 60
war with france would have 339
war with mexico might have 43
war with mexico would have 65
was all anyone could ever 53
was all anyone could have 45
was all anyone could hope 41
was all anyone could talk 216
was and nobody could find 51
was and nobody could think 58
was any person within hearing 84
was any public cause more 82
was being looked after very 64
was being slowly drawn into 50
was being talked about more 62
was being talked about when 65
was being tossed about like 180
was but another short step 42
was but little after nine 69
was but little after noon 47
was but little change from 56
was but little known among 85
was but little known even 48
was but little known till 124
was but little light from 47
was but twelve miles from 150
was but twenty miles away 42
was but twenty miles from 210
was but twenty yards away 75
was but twenty yards wide 49
was cut through solid rock 361
was far greater nearer home 93
was for almost fifty years 48
was for almost forty years 85
was for almost thirty years 50
was for summer weather only 338
was going eleven knots very 50
was her brother whose life 93
was his advice asked upon 50
was his almost daily walk 51
was his almost total lack 49
was his assent wanting till 141
was his custom since early 96
was his plaything often when 40
was his second visit there 54
was how anyone could have 44
was its almost total lack 44
was long before anything like 49
was long before either side 42
was long before sleep came 93
was not already known from 102
was not always acted upon 141
was not always based upon 52
was not always easily done 43
was not always quite clear 147
was not always quite sure 139
was not always quite what 53
was not always solid gold 48
was not always taken into 195
was not another plate just 54
was not another sound from 49
was not another train till 50
was not another woman like 54
was not carrying anything when 43
was not coined until much 68
was not created until june 67
was not curious about what 115
was not enough blood left 52
was not enough grazing land 45
was not enough light from 66
was not enough light left 158
was not enough money coming 182
was not enough money even 95
was not enough money from 55
was not enough money left 635
was not enough power left 46
was not enough space left 106
was not enough water left 129
was not enough water there 148
was not evenly spread among 62
was not evenly spread over 355
was not formed until june 77
was not formed until late 91
was not formed until nine 50
was not formed until some 52
was not issued until early 68
was not issued until four 55
was not issued until july 178
was not issued until june 215
was not issued until late 89
was not issued until more 53
was not issued until some 58
was not lifted until july 57
was not lifted until june 54
was not lifted until late 49
was not merely based upon 83
was not merely saved from 58
was not opened again till 92
was not opened until july 75
was not opened until june 100
was not opened until late 72
was not opened until some 52
was not passed until july 153
was not passed until june 178
was not passed until late 71
was not passed until nine 52
was not passed until some 51
was not passed until three 60
was not pleased about having 107
was not pleased about what 53
was not raised again during 51
was not reached again till 90
was not reached until early 72
was not reached until four 45
was not reached until july 168
was not reached until june 141
was not reached until late 289
was not reached until more 45
was not reached until some 136
was not reached until three 70
was not reached until well 91
was not regret which made 137
was not serious about making 58
was not signed until july 320
was not signed until june 291
was not signed until late 60
was not signed until some 45
was not signed until three 225
was not simply based upon 72
was not simply taken over 57
was not solely based upon 71
was not something apart from 278
was not something which came 91
was not standing right there 104
was not talked about much 362
was not talked about very 50
was not thereby freed from 70
was not thereby moved from 46
was not turned aside from 78
was not twenty miles from 43
was not twenty paces from 112
was not twenty yards away 202
was not twenty yards from 237
was not vanity which made 47
was not whether terms were 64
was not wholly freed from 67
was not wholly given over 240
was not wholly thrown away 111
was not widely known among 184
was not widely known during 93
was not widely known even 89
was not widely known when 55
was not without alarm when 65
was not without danger from 77
was not without honor save 195
was not without point when 58
was not without strong hope 61
was not worrying about what 187
was not wreaked alone upon 67
was now almost dipping into 55
was now almost fifty years 56
was now almost forty years 79
was now almost given over 164
was now almost pitch dark 96
was now almost seven years 50
was now almost sixty years 118
was now almost thirty years 81
was now almost within reach 52
was now becoming daily more 70
was now better known among 50
was now calmly setting over 41
was now sought after from 65
was now standing right next 54
was one behind every tree 52
was one curious though half 41
was one factor which gave 45
was one factor which made 195
was one little woman among 49
was one moment looking down 85
was one person whose case 192
was one person whose name 95
was one sunday morning when 51
was our morbid state when 46
was sir michael hicks beach 41
was that anyone could have 46
was that dryden would take 81
was that forces which seem 69
was that nobody could ever 57
was that nobody could have 46
was that nobody could tell 80
was that nobody really knew 135
was that nobody would come 42
was that nobody would ever 93
was that nobody would have 69
was that philip might have 75
was that someone might come 40
was that someone might have 80
was that someone would come 130
was that someone would find 60
was that someone would have 65
was that something might have 44
was that something would have 52
was that thought which made 51
was that william would find 94
was that yellow livid face 45
was then almost seven years 40
was then almost sixty years 68
was then barely thirty years 43
was this belief which gave 55
was this belief which made 111
was this custom which gave 44
was this factor which made 116
was this feature which gave 42
was this feature which made 47
was this moment telling jane 104
was this passion which once 64
was this policy which made 58
was this severe weather much 84
was this spirit which gave 112
was this spirit which made 138
was this thought which gave 41
was this thought which made 75
was thus turned aside from 40
was too curious about what 92
was too widely spread among 64
was why anyone would want 51
was yet hurrying shyly along 87
way and manner faust will 57
way for another still more 73
way for fellow feeling among 69
way that anyone could have 166
way that anyone would have 74
way that nobody could have 130
way that nobody would ever 50
way that nobody would have 47
way that someone could have 46
way that surely would have 41
way they looked after their 50
way they talked about their 160
way they thought about their 211
way you talked about your 52
weak and sinful human beings 52
weak and wearied posts come 47
weak and wicked minds have 97
weak things become strong unto 162
wed any ruffling blade among 67
who all turned round from 131
who are almost throwing away 44
who are already quite well 42
who are already under great 59
who are already working there 94
who are always after their 42
who are always changing their 133
who are always getting into 184
who are always house tell 89
who are always looking back 40
who are always running away 42
who are always seeking some 70
who are anxious about their 838
who are anxious about what 54
who are aspiring after wealth 63
who are better known there 54
who are changed every three 74
who are curious about such 337
who are curious about their 207
who are curious about these 60
who are curious about what 526
who are decent human beings 46
who are deemed happy take 93
who are denied entry into 73
who are groaning under their 42
who are honest about their 155
who are indeed grown very 118
who are mainly drawn from 42
who are merely dancing here 56
who are mostly drawn from 68
who are placed beneath your 69
who are placed under such 57
who are placed under their 356
who are placed under your 104
who are prowling about like 56
who are raised above their 43
who are serious about having 43
who are serious about life 44
who are serious about living 63
who are serious about making 168
who are serious about their 1254
who are serious about what 49
who are unclear about their 125
who are unclear about what 60
who are unsure about their 263
who are unsure about what 217
who are wholly given over 61
who are wisest shall also 66
who are without shame will 42
who are worrying about their 56
who but lately ruled over 104
who but myself could have 43
who can assume human form 46
who can barely write their 42
who can expect anything more 99
who can hardly write their 92
who can neither spare time 51
who die before reaching their 134
who die without telling their 47
who for almost fifty years 129
who for almost forty years 140
who for almost thirty years 158
who for policy gives some 61
who for reasons known only 89
who had almost never been 60
who had already bayed more 55
who had already begun their 446
who had already begun work 106
who had already built their 58
who had already drawn their 61
who had already earned some 40
who had already earned their 82
who had already found their 207
who had already found work 40
who had already given away 121
who had already given birth 556
who had already given many 106
who had already given much 304
who had already given some 206
who had already given such 243
who had already given their 423
who had already known what 47
who had already lived there 145
who had already loved judy 68
who had already moved away 76
who had already moved from 167
who had already moved into 194
who had already moved there 179
who had already risen from 151
who had already risen into 41
who had already shown great 127
who had already shown much 45
who had already shown some 189
who had already shown such 225
who had already shown their 424
who had already spent five 110
who had already spent four 103
who had already spent half 47
who had already spent many 360
who had already spent more 223
who had already spent much 153
who had already spent nine 51
who had already spent over 62
who had already spent some 359
who had already spent three 323
who had already spent time 172
who had already spent years 129
who had already taken arms 87
who had already taken care 69
who had already taken from 49
who had already taken over 673
who had already taken part 660
who had already taken some 133
who had already taken such 125
who had already taken their 450
who had already taken three 40
who had already taken upon 57
who had already thrown away 45
who had already thrown down 45
who had already tried their 47
who had already twice been 41
