wad but just bide still 57
war and have shed blood 40
war and make peace within 62
war and more worth writing 77
war and peace aims which 51
war and risk their lives 75
war are also those which 44
war can last much longer 40
war for four years after 69
war for some time after 66
war for some time longer 88
war for three years longer 62
war had been over nearly 55
war had been over since 80
war had been raging since 82
war had ever been shown 65
war had ever been waged 62
war had left deep scars 49
war had only just begun 276
war had only just ended 74
war has been raging since 54
war has been taking place 90
war has ever been waged 107
war has only just begun 190
war that ever took place 56
war that will take place 67
war they knew nothing about 62
war they were less willing 97
war was only three months 44
war was over there would 235
war was sent from thence 41
war with some great naval 63
war with some other nation 373
war with some other power 45
war with some other tribe 83
war you lose your sense 58
was all done over again 50
was all gone over again 53
was all kept very quiet 88
was all over their faces 97
was all over there would 69
was all over when grant 183
was all there ever would 54
was all these years later 41
was all very heady stuff 64
was all very well knowing 58
was all very well talking 126
was all very well telling 78
was all very well until 369
was all very well while 443
was any more news about 63
was being born none could 50
was being heard from below 62
was being held back until 51
was being paid good money 49
was being paid more money 47
was being sent into exile 189
was being used more often 51
was being very nice about 49
was but five years older 80
was but five years since 67
was but four days after 62
was but four days since 70
was but four feet above 61
was but four years after 69
was but four years older 103
was but four years since 73
was but nine years after 45
was but three days after 264
was but three days since 133
was but three years after 98
was but three years older 122
was but three years since 114
was cut away from under 100
was cut down three times 57
was cut into four equal 100
was cut into four parts 150
was cut into nine large 54
was cut into rude steps 40
was cut into three equal 68
was cut into three parts 213
was cut into very small 59
was dead came forth bound 209
was dead three days later 52
was doing just fine until 332
was doing only what every 50
was doing only what others 42
was doing some deep thinking 105
was doing some fast thinking 191
was doing some hard thinking 464
was doing some heavy thinking 163
was doing some tall thinking 41
was doing some work about 78
was doing very well under 85
was doing very well until 265
was doing very well where 70
was doing what other people 45
was far away from anything 59
was far away from delhi 54
was far away from paris 87
was far away from where 217
was far from clear about 197
was far from clear where 131
was far from clear which 158
was far from having found 56
was far from having given 92
was far from having spent 96
was far from having taken 50
was far from losing sight 99
was far from sure about 136
was far from taking amiss 173
was far from their minds 493
was far from well within 46
was far from what could 61
was far from what might 110
was far from what would 70
was far less well known 135
was far more open about 51
was for acting over again 72
was for ever coming alive 45
was for five years longer 50
was for five years often 56
was for four years under 44
was for many ages after 42
was for many days after 41
was for many their first 86
was for many years abbot 42
was for many years about 65
was for many years after 1615
was for many years agent 119
was for many years based 133
was for many years chief 1427
was for many years clerk 1137
was for many years deacon 62
was for many years drawn 42
was for many years first 162
was for many years found 41
was for many years given 67
was for many years grand 61
was for many years headed 74
was for many years joint 69
was for many years judge 253
was for many years known 1196
was for many years leader 112
was for many years mayor 105
was for many years noted 43
was for many years owned 130
was for many years prime 57
was for many years quite 140
was for many years rather 64
was for many years ruled 47
was for many years senior 354
was for many years state 46
was for many years taken 76
was for many years tutor 46
was for many years under 1490
was for many years until 92
was for many years vicar 469
was for only three months 124
was for only three weeks 50
was for some days after 69
was for some good reason 102
was for some other reason 548
was for some such reason 137
was for some time about 54
was for some time after 660
was for some time agent 41
was for some time alone 68
was for some time chief 489
was for some time clerk 60
was for some time cried 42
was for some time equal 42
was for some time feared 53
was for some time first 41
was for some time given 118
was for some time joint 41
was for some time known 401
was for some time longer 223
was for some time mayor 116
was for some time missing 45
was for some time nearly 44
was for some time prime 67
was for some time quiet 43
was for some time quite 323
was for some time rather 198
was for some time still 61
was for some time taken 515
was for some time thrown 60
was for some time tutor 346
was for some time under 3277
was for some time usher 50
was for some years after 373
was for some years chief 165
was for some years dirge 40
was for some years known 146
was for some years quite 52
