waged war with rome contrary 41
wages and all other benefits 54
wages and all other expenses 96
wages are not very flexible 50
wages are too high relative 45
wages had not been increased 102
wages than any other employer 86
wagon had thus been screened 43
wailing that was very mournful 40
waiting for any leading questions 43
waiting for any more questions 51
waiting for his coming upstairs 41
walking was his only resource 46
walking with his only daughter 68
walls and going along passages 41
walls and his mind wandered 46
walls had not been repaired 56
walls that had been stripped 51
walls with all these pictures 82
wanting has now been supplied 53
wants had not been increased 87
warmth she had been betrayed 137
warning that for their personal 179
waste are too much entangled 41
watch and see what happened 226
watch him with great interest 42
watch how each soul selected 49
watch out for their children 93
watch that are their accusers 92
watch them with great interest 53
water and are good swimmers 75
water and dead sand contending 70
water and for other purposes 259
water are too much softened 99
water for all other purposes 80
water for any other purposes 44
water for this great festival 109
water had not been properly 48
water has not been absorbed 70
water has not been observed 59
water has not been properly 42
water has not been reported 40
water has yet been observed 115
water ran with great rapidity 61
water than they were entitled 47
water that had been diverted 45
water that had been filtered 120
water that had been polluted 53
water that had been prepared 56
water that had been provided 69
water that had been purified 58
water that had been splashed 111
water that has been absorbed 203
water that has been deprived 79
water that has been diverted 82
water that has been filtered 444
water that has been polluted 171
water that has been prepared 55
water that has been purified 271
water that has been recently 221
water that has been rendered 44
water that has been retained 64
water that has been slightly 79
water that has been softened 134
water that has been specially 47
water that has been withdrawn 50
water was all mark ventured 40
water with its axis vertical 438
waves and with great velocity 67
weaker than had been expected 113
weaker than had been supposed 88
wealthy but not very generous 43
weather that you make yourself 83
webbing and all your numbered 145
wedge for this more concrete 57
weeks long did these unburied 80
weeks she had been confined 41
weeks than had been consumed 77
weeping for her lost children 130
weird things that have happened 65
whale oil and other products 95
whale that had been stranded 52
whale that has been stripped 41
whale was but half disposed 107
wheel had not been invented 80
where all had been confusion 50
where all had been darkness 224
where all had been prepared 92
where all things were possible 283
where and for what purposes 197
where and how their children 140
where and with what authority 95
where and with whom children 55
where are now your fortunes 150
where are our poor children 49
where can one find subjects 44
where death has been preceded 55
where death has been produced 111
where did you hide yourself 46
where heat and mass transfer 85
where his men were stationed 62
where man has been admitted 43
where men and their families 63
where oil has been produced 44
where old sir john falstaff 116
where one may find recorded 41
where she can have procured 41
where she had been abducted 94
where she had been accepted 146
where she had been admitted 302
where she had been anchored 80
where she had been arrested 109
where she had been assigned 190
where she had been attacked 204
where she had been attempting 42
where she had been banished 44
where she had been baptized 352
where she had been captured 283
where she had been collecting 53
where she had been concealed 138
where she had been confined 881
where she had been detained 209
where she had been diagnosed 45
where she had been directed 51
where she had been educated 1179
where she had been employed 793
where she had been enrolled 44
where she had been expected 43
where she had been forcibly 43
where she had been happiest 131
where she had been informed 97
where she had been interned 72
where she had been involved 80
where she had been launched 103
where she had been martyred 41
where she had been mistress 64
where she had been murdered 100
where she had been occupied 68
where she had been operated 43
where she had been performing 112
where she had been practicing 53
where she had been promised 91
where she had been received 256
where she had been recently 45
where she had been regarded 82
where she had been resident 46
where she had been sexually 46
where she had been sheltering 42
where she had been stationed 200
where she had been stranded 40
where she had been struggling 46
where she had been suddenly 60
where she had been summoned 136
where she had been undergoing 103
where she had been vacationing 46
where she had been welcomed 60
where she had just finished 227
where she had just received 40
where she had least expected 162
where she had many relations 74
where she had some relations 58
where she has been actively 49
where she has been confined 162
where she has been detained 42
where she has been educated 68
where she has been employed 353
where she has been involved 223
where she has been received 50
where she has just finished 53
where she may dine decently 66
where she put into practice 46
where she was born december 100
where she was born february 71
where she was fixing breakfast 56
where she was held prisoner 158
where she was kept prisoner 65
where she was least expected 49
where she was till daylight 80
where she was well provided 84
where she was well received 381
where tax has been deducted 70
where that has been possible 53
where that lion heart returned 47
where they and their children 983
where they and their comrades 66
where they and their families 1441
where they and their forebears 85
where they and their students 46
where they and their untaught 62
where they are also compared 190
where they are having problems 85
where they are kept separate 45
where they are least expected 973
where they are least numerous 54
where they are left entirely 43
where they are less abundant 114
where they are less frequent 63
where they are less inclined 44
where they are less numerous 205
where they are making mistakes 49
where they are more abundant 308
where they are more commonly 104
where they are more directly 62
where they are more frequent 101
where they are more inclined 43
where they are more numerous 663
where they are more relevant 42
where they are more urgently 82
where they are more valuable 102
where they are most abundant 1012
where they are most commonly 779
where they are most dangerous 65
where they are most frequent 200
where they are most numerous 1454
where they are most powerful 100
where they are most relevant 233
where they are most required 867
where they are most severely 49
where they are most suitable 59
where they are most urgently 409
where they are most valuable 144
where they are much esteemed 234
where they are only partially 65
where they are only slightly 56
where they are soon resolved 43
where they are very abundant 404
where they are very beautiful 47
where they are very frequent 79
where they are very numerous 1139
where they are well provided 76
where they are well received 121
where they are well supplied 41
where they can best minister 48
where they can find equality 40
where they can find suitable 94
where they can find surgical 65
