wad hear but a body 139
war and for a peace 107
war and for a time 607
war and had a good 56
war and not a game 50
war and that i hate 192
war and was a very 44
war era was a time 45
war had for a time 129
war had put a stop 213
war has had a great 73
war has had a very 48
war has put a stop 91
war this was a very 60
war two and a half 223
war was for a time 166
war was not a game 169
war was not a good 126
war was not a great 56
war was not a just 66
war was not a lark 44
war was not a mere 161
war was not a part 42
war was not a time 59
war was not a very 109
war was now a fact 46
war was now a mere 49
war was that a play 43
was all but a dream 124
was all but a part 40
was all for a good 469
was all that a fond 54
was all that a girl 41
was all that a good 185
was all that a great 66
was all that a loving 45
was all that a mere 59
was all that a wife 70
was all that a young 94
was all that i ever 256
was all that i felt 97
was all that i have 147
was all that i heard 305
was all that i knew 495
was all that i meant 109
was all that i said 236
was all that i took 46
was all that i wore 123
was all this a mere 57
was and had a name 43
was and how i came 297
was and how i felt 168
was and how i knew 71
was and that i knew 54
was and why i came 52
was bad and i knew 42
was bad for a girl 61
was being fed a line 41
was big with a great 44
was but for a single 91
was but for a time 620
was but for a very 431
was but for a week 76
was cut with a hand 143
was cut with a pair 56
was dead and i felt 88
was dead and i knew 119
was dead and i went 48
was dead for a time 70
was dead for a week 43
was doing and i felt 72
was doing and i just 60
was doing and i knew 115
was doing and i said 403
was doing and i think 41
was doing and i told 492
was doing but i knew 51
was doing for a living 1026
was doing her a good 57
was doing her a great 153
was doing her a huge 44
was doing her a wrong 58
was doing him a good 139
was doing him a great 316
was doing him a wrong 40
was doing that i felt 43
was doing them a good 116
was doing them a great 252
was doing this i heard 78
was doing this i left 48
was doing was a good 82
was doing was a kind 50
was doing was a very 42
was doing you a good 103
was doing you a great 195
was doing you a wrong 87
was dry and i felt 72
was due for a break 308
was due for a fall 134
was due for a good 94
was due for a great 43
was due for a leave 41
was due for a month 114
was due for a move 93
was due for a rest 140
was due for a rise 78
was due for a rude 168
was due for a trip 52
was due for a week 66
was dug and a fire 72
was dying and i knew 90
was dying for a beer 66
was dying for a dream 60
was dying for a good 56
was dying for a just 136
was easy for a rich 45
was easy for a single 40
was easy for a young 211
was eating with a good 77
was eking out a bare 41
was eking out a living 884
was fear for a time 41
was fed for a time 57
was fit for a lady 92
was for and i have 52
was for her a deep 42
was for her a great 99
was for her a kind 124
was for her a means 56
was for her a more 115
was for her a most 42
was for her a time 147
was for her a very 247
was for him a clear 43
was for him a deep 62
was for him a dream 69
was for him a fact 75
was for him a form 225
was for him a game 60
was for him a good 179
was for him a great 447
was for him a high 46
was for him a holy 78
was for him a kind 530
was for him a land 61
was for him a life 139
was for him a living 294
was for him a means 948
was for him a mere 222
was for him a more 318
was for him a most 313
was for him a much 148
was for him a part 224
was for him a rare 219
was for him a sign 183
was for him a sort 253
was for him a time 585
was for him a tool 45
was for him a true 59
was for him a very 1234
was for long a great 60
was for long a leading 89
was for long a very 71
was for that i came 299
was for that i went 47
was for thee i kept 78
was for them a duty 40
was for them a fact 54
was for them a form 56
was for them a good 51
was for them a great 183
was for them a kind 187
was for them a living 222
was for them a means 398
was for them a mere 64
was for them a more 196
was for them a most 112
was for them a part 99
was for them a rare 80
was for them a sign 86
was for them a sort 79
was for them a time 114
was for them a very 432
was for this i came 111
was for this i sent 44
was for you i came 47
was fun and a good 56
was fun and a great 60
was gay with a tent 56
was going and i knew 76
was going and i said 269
was going and i told 323
was going but i knew 42
was going for a bike 45
was going for a good 99
was going for a hike 51
was going for a load 81
was going for a ride 661
was going for a sign 42
was going for a swim 775
was going for a third 97
was going for a time 53
was going for a tour 42
was going for a trip 41
was going for a very 47
was going for a walk 4409
was going for a week 213
was going out a great 42
was going with a flag 48
was going with a girl 554
was going with a very 66
was going with a young 165
was her that i went 48
was his for a time 42
was hit with a ball 71
was hit with a club 116
was hit with a heavy 125
was hit with a huge 42
was hit with a rock 106
was hit with a wall 53
was hit with a wave 262
was hot and i felt 142
was hot and i took 42
was hung with a great 94
was hung with a heavy 103
was hung with a thick 40
was ill and i came 49
was ill and i went 70
was ill for a good 59
was ill for a month 295
was ill for a time 916
was ill for a very 133
was ill for a week 1305
was ill with a cold 814
was ill with a heart 78
was ill with a heavy 45
was ill with a high 254
was ill with a sore 115
was ill with a very 67
was its being a vent 44
was led for a time 128
was led with a cord 58
was let for a term 156
was let for a time 50
was let out a hole 95
was lit with a kind 43
was lit with a single 150
was lit with a soft 50
was lying and i knew 73
was mad for a time 90
was met for a time 67
was met with a blow 111
was met with a bold 57
was met with a cold 333
was met with a cool 249
was met with a curt 203
was met with a fair 51
was met with a firm 684
was met with a flat 414
