wage rates should be fixed 54
wait weeks before the green 85
waking sight appears to shine 196
walk alone through the woods 114
walk right through the front 126
walk right through the walls 84
wall large enough to admit 168
wall large enough to allow 91
wall which formed the outer 53
wall which seemed to close 81
warm either before or since 54
warm pores imbibe the evening 90
warm water instead of coals 47
warm water should be added 129
warm water should be given 439
warm water should be taken 87
warm water should be thrown 83
warm water toward the poles 62
wash beards instead of hands 45
wave moves through the water 58
wave which graces the shining 40
waving motion through the grass 112
ways people around the world 64
wealth might effect to blast 42
wearing every stitch of clothing 73
week period before the onset 45
weir built across the river 44
well above ground as below 753
well below freezing at night 297
well doubt whether he would 121
well doubt whether it would 510
well known across the nation 64
well known across the state 62
well known across the world 46
well known around the globe 45
well known around the state 76
well known around the world 1811
well known through the pages 56
well known through the press 40
well known through the whole 222
well known through the works 108
well known through the world 65
well might grudge the hours 57
well tried through the whole 67
went about amongst the people 57
went about preaching the kingdom 206
went about through the towns 55
went boiling through my veins 81
went darting through the notch 54
went dashing through the water 58
went every summer on sailing 68
went flaming across the field 66
went foaming through the water 42
went humming through the woods 55
went plunging through the water 87
went right through the ceiling 100
went right through the crowd 59
went right through the enemy 49
went right through the fence 57
went right through the floor 230
went right through the front 106
went right through the glass 92
went right through the house 126
went right through the paper 52
went right through the walls 47
went right through the whole 246
went roaring through the waves 70
went rolling across the floor 357
went round amongst the people 45
went round through the woods 48
went running through the house 113
went running through the woods 59
went running toward the house 42
went sliding across the floor 129
went sliding through the steep 46
went walking through the woods 71
wept while watching the waves 64
were about crossing the river 40
were about touching the shore 52
were about twenty or thirty 485
were about twenty to thirty 166
were above instead of beneath 47
were acted before the court 148
were acted before the queen 58
were added before the close 45
were again before the court 50
were again buried in sleep 76
were again joined by thorpe 120
were again roused to action 45
were again skimming the water 71
were again unable to agree 44
were alike engaged to james 117
were asked simply to write 45
were asked whether he would 135
were asked whether it would 291
were asked whether the child 117
were asked whether we could 45
were asked whether we would 207
were awake through the first 67
were badly needed in order 51
were based solely on press 67
were beamed across the world 44
were beamed around the world 168
were begun before the first 58
were binding sheaves of grain 127
were black instead of white 151
were blank sheets of paper 48
were borne across the water 52
were bound neither to cause 179
were bound sooner or later 1977
were brave enough to admit 97
were brave enough to climb 40
were brave enough to cross 48
were brave enough to enter 69
were brave enough to fight 125
were brave enough to share 42
were brave enough to stand 196
were broad enough to admit 43
were broad enough to allow 239
were broad enough to carry 88
were broad enough to cover 374
were brown around the edges 40
were built across the canal 48
were built across the nation 61
were built across the river 292
were built across the state 51
were built around an inner 62
were built around the edges 45
were built around the notion 61
were built around the plaza 40
were built around the sides 54
were built around the walls 70
were built around the world 331
were built before or after 90
were built before the civil 217
were built before the first 232
were built inside the walls 49
were built mainly of brick 45
were built mainly to serve 46
were built mostly of brick 43
were built neither of stone 90
were built partly of stone 57
were built through the region 43
were burning before an altar 84
were burning before the altar 158
were burning before the throne 101
were burning bright in every 69
were cited before the court 200
were cited before the privy 45
were civil enough to admit 51
were close enough to allow 155
were close enough to begin 46
were close enough to catch 95
were close enough to cause 91
were close enough to engage 44
were close enough to japan 40
were close enough to offer 47
were close enough to shake 69
were close enough to share 73
were close enough to shoot 103
were close enough to shore 179
were close enough to smell 129
were close enough to touch 1567
were close enough to visit 67
were close enough to watch 44
were closing around the place 43
were cunning enough to study 42
were cutting through the water 138
were dense masses of people 50
were drawing through the water 42
were drawn across the front 112
were drawn across the river 63
were drawn through the heather 80
were drawn through the holes 49
were drawn through the water 217
were driving before the storm 95
were driving through it alone 57
were driving through the jungle 43
were driving through the night 71
were driving through the woods 74
were droll enough at first 49
were easily taught to slide 77
were echoed through the house 165
were either before or after 92
were either better or worse 203
were either broken or missing 54
were either closed or taken 65
were either driven on shore 50
were either english or irish 46
were either higher or lower 220
were either killed by darts 40
were either killed in action 309
were either killed or badly 196
were either killed or missing 181
were either killed or taken 4100
were either killed or thrown 50
were either knaves or fools 177
were either laughing or roaring 231
were either partly or fully 41
were either square or oblong 51
were either square or round 165
were either standing or seated 132
were either standing or sitting 61
were either studying or working 46
were either yellow or green 65
were either younger or older 137
were every moment in danger 360
were faint streaks of light 43
were falling around us about 47
were falling behind the times 46
were fewer houses on either 49
were fiery tracks on which 102
were fired across the river 65
were first beheld by white 88
were first broken by lance 59
were first driven or drawn 40
were first opened in spain 49
were first opened to women 86
were first raised to mores 65
were first soaked in water 311
were fleeing before the enemy 52
were flown around the world 67
were fooling around in front 40
were found amongst the people 42
were found amongst the ruins 109
were found amongst the slain 155
were found around the edges 48
were found around the world 44
were found guilty he would 80
were found guilty in court 102
were found guilty of armed 42
were found guilty of arson 82
were found guilty of breach 47
were found guilty of breaking 217
were found guilty of causing 91
were found guilty of cheating 47
were found guilty of civil 47
were found guilty of crime 69
were found guilty of either 86
were found guilty of engaging 64
were found guilty of failing 44
were found guilty of false 46
were found guilty of first 247
were found guilty of fraud 193
were found guilty of gross 141
were found guilty of holding 49
were found guilty of killing 206
were found guilty of libel 81
were found guilty of minor 67
were found guilty of price 292
were found guilty of robbing 62
were found guilty of selling 157
were found guilty of stealing 281
were found guilty of teaching 115
were found inside the house 92
were found scraps of paper 56
were found useful in order 54
were found without the marks 79
were frank enough to admit 272
were getting better or worse 199
were getting closer to where 45
were given access to water 149
were given before or after 75
were given earlier in table 99
were given orders to march 72
were given orders to shoot 248
were given passes to visit 44
were given pieces of paper 47
were given places of honor 282
were given plenty of space 50
were given shares of stock 49
were given sheets of paper 83
were given something to drink 82
were gliding through the night 47
were gliding through the water 118
were groping amongst the knife 47
were haled before the court 76
were hardy enough to stand 50
were headed toward the front 51
were headed toward the river 42
were hissing across the water 56
were hotly engaged in front 101
were howling behind the palings 42
were hungry enough to enjoy 45
were hunting shirts of brown 79
were jesus christ to appear 47
were known around the world 573
were known before the close 57
were known merely as facts 45
were lagging behind the others 53
were large bodies of water 139
were large boughs of trees 83
were large crowds of people 108
were large enough to admit 414
were large enough to allow 861
were large enough to avoid 52
were large enough to begin 45
were large enough to build 73
were large enough to carry 926
were large enough to cause 370
were large enough to cover 538
were large enough to create 96
were large enough to drive 53
were large enough to float 45
were large enough to house 306
were large enough to merit 59
were large enough to offer 86
were large enough to raise 47
were large enough to serve 207
were large enough to stand 89
were large enough to yield 91
were large fields of indian 43
were large flocks of sheep 207
were large groups of people 170
were large masses of people 57
were large sheets of paper 135
were large stones or piles 41
were large tracts of waste 40
were later forced to admit 80
were later joined by italy 53
were later joined by others 325
were later killed in action 100
were light enough to carry 75
were light enough to float 58
were light yellow in color 50
were lines around the block 152
were looking across the river 76
were looking through the glass 49
were loose enough to allow 97
were lucky enough to avoid 253
were lucky enough to catch 748
were lucky enough to enjoy 116
were lucky enough to enter 45
were lucky enough to marry 79
were lucky enough to share 81
were lucky enough to shoot 98
were lucky enough to spend 89
were lucky enough to still 141
were lucky enough to visit 81
were lucky enough to wound 43
were maybe twenty or thirty 61
were milling around in front 172
were milling around the front 65
were milling around the lobby 71
were moved across the river 242
were moved through the water 41
were nearly across the river 68
were nearly always in sight 94
were nearly always the first 79
were nearly double the total 40
were never afraid of anything 104
were never before in print 59
were never before or since 104
were never before so healthy 53
were never enough to cover 59
were never locked at night 61
were never looked at again 49
were never raised in honor 52
were never spoken of again 57
were never taught to write 215
were often beside the point 40
were often denied the right 341
were often engaged in boiling 42
were often engaged in petty 44
were often engaged in short 81
were often forced to admit 58
were often forced to adopt 93
were often forced to carry 72
were often forced to change 103
were often forced to close 55
were often forced to engage 58
were often forced to enter 64
were often forced to fight 75
were often forced to marry 91
were often forced to serve 50
were often forced to share 106
were often forced to sleep 90
were often forced to spend 74
were often forced to stand 54
were often framed in terms 142
were often groups of night 88
were often guilty of gross 80
were often joined by others 72
were often placed in front 160
were often placed in tombs 113
were often stated in terms 64
were often treated as badly 42
were often treated as though 87
were often twenty or thirty 47
were often unable to agree 68
were often unable to carry 70
were often unable to raise 57
were often unable to write 43
were passing through en route 60
were passing through it drawing 68
were passing through my brain 138
were passing through my hands 58
were passing through the brain 65
were passing through the canal 58
were passing through the cloud 47
were passing through the crowd 64
were passing through the first 136
were passing through the front 47
were passing through the gates 187
were passing through the grove 45
were passing through the hands 81
were passing through the jungle 46
were passing through the lobby 90
were passing through the midst 44
were passing through the minds 185
were passing through the period 56
were passing through the place 118
were passing through the press 3701
were passing through the region 95
were passing through the rooms 132
were passing through the water 43
were passing through the woods 140
were passing through the world 52
were peering through the glass 51
were pending before the board 138
were pending before the court 458
were pending before the house 56
were playing around the house 58
were playing follow the leader 94
were pleading warmly the cause 93
were pouring across the river 67
were pouring through the breach 48
were pouring through the gates 87
were pouring through the small 47
were proud enough to adopt 41
were pushing through the crowd 186
were quick enough in putting 45
were quick enough to catch 114
were quick enough to seize 61
were quite agreed in thinking 119
were quite beside the point 181
were quite beyond the power 90
were quite beyond the scope 96
were quite unable to agree 245
were quite unable to carry 137
were quite unable to check 45
were quite unable to drive 48
were quite unable to grasp 96
were quite unable to match 69
were quite unable to offer 82
were quite unable to raise 55
were quite unable to solve 80
were quite unable to stand 113
were quite unlike the usual 80
were quite wearied in passing 53
were ranged around the sides 48
were ranged around the table 67
were ranged around the throne 62
were ranged around the walls 324
were ranged behind the first 41
were rather beside the point 57
were rather fearful of keeping 40
were rather narrow in scope 63
were really beside the point 102
were really closed at times 59
were really models of grace 42
were really spoken by jesus 85
were right across the river 50
were roaming through the woods 44
were rolling across the floor 58
were rolling around the floor 66
were rough around the edges 75
were rowed across the river 239
were rowed toward the shore 53
were running across the field 211
were running across the grass 60
were running around the clock 66
were running around the field 95
were running around the house 209
were running through my brain 66
were running through the crowd 48
were running through the field 47
were running through the grass 59
were running through the halls 72
were running through the house 123
were running through the minds 111
were running through the water 41
were running through the whole 48
were running through the woods 193
were running toward the house 94
were running toward the river 50
were running toward the scene 51
were rushing across the clearing 79
were rushing eagerly to enjoy 121
were rushing through an opening 62
were rushing through the water 68
were sadly behind the times 53
were sailing around the world 108
were seated across the aisle 113
were seated across the table 144
were seated around the chief 49
were seated around the large 106
were seated around the queen 85
were seated around the sides 60
were seated around the small 44
were seated around the table 3258
were seated around the walls 49
were seated behind the table 41
were seated groups of women 41
were sending another to rouse 51
were sharp enough to catch 42
were shining through the trees 73
were short enough to allow 44
were short enough to reveal 40
were shown around the house 40
were shown around the world 332
were shown earlier in table 94
were shown through the house 176
were shown through the whole 49
were sinking through the floor 47
were sitting across the aisle 156
were sitting across the table 1065
were sitting around the fires 93
were sitting around the hotel 47
were sitting around the house 112
were sitting around the large 63
were sitting around the small 54
were sitting around the stove 270
were sitting around the table 5157
were sitting before the doors 53
were sitting behind the mound 52
were sitting behind the table 60
were sitting inside the house 55
were slain without the walls 41
were small enough to allow 261
were small enough to avoid 50
were small enough to carry 92
were small enough to crawl 56
were small enough to enter 92
were small groups of people 306
were small groups of women 45
