war few 51 war sin 67
was did 53 was had 60
was had 113 was had 49
was few 46 was had 41
was had 76 was man 75
was day 40 was lad 56
was man 462 was man 43
was man 147 was bit 55
was day 61 was bit 76
was man 59 was one 46
was one 45 was man 140
was was 50 was did 75
was had 226 was was 430
was new 81 was bad 62
was bit 49 was far 42
was fox 98 was man 2941
was poet 434 was shy 140
was thin 44 was big 41
was gun 47 was man 48
was was 43 was was 42
was few 53 was few 51
was few 76 was was 46
was dead 58 was death 89
was law 117 was long 167
was man 54 was new 1450
was non 125 was one 403
was plea 184 was real 47
was tax 798 was two 218
was war 371 was way 126
was year 42 was few 156
was long 51 was year 117
was did 54 was had 155
was met 43 was saw 170
was was 196 was few 42
was had 56 was was 94
was few 55 was man 41
was had 63 was was 48
was man 84 was bad 198
was bar 54 was big 153
was bit 48 was dim 46
was far 60 was feat 158
was gay 91 was joy 139
was key 121 was lie 41
was long 106 was new 575
was not 41 was poem 66
was real 105 was sad 41
was sin 328 was way 140
was year 106 was few 333
was year 77 was did 41
was had 156 was met 106
was saw 185 was was 242
was few 54 was was 40
was was 43 was few 40
was long 47 was year 46
was had 90 was was 101
was big 45 was dead 60
was death 58 was far 264
was jew 63 was law 61
was long 322 was low 51
was man 1743 was new 538
was non 41 was one 131
was plea 73 was shy 52
was son 86 was spy 186
was tax 398 was two 117
was war 735 was way 48
was weak 68 was did 86
was had 164 was was 230
was was 48 was had 69
was saw 55 was was 74
was was 48 was way 74
was way 73 was did 80
was had 73 was was 101
was boy 55 was did 75
was had 205 was was 428
was bad 92 was big 182
was bit 293 was day 119
was dead 50 was far 440
was jew 67 was key 347
was lie 154 was long 355
was lot 143 was man 634
was myth 86 was new 195
was real 169 was two 101
was war 45 was way 104
was was 64 was was 70
was did 52 was had 158
was was 396 was did 51
was had 139 was man 99
was few 45 was did 61
was was 60 was man 303
was man 57 was boy 42
was man 59 was way 76
was did 43 was had 71
was man 75 was had 47
was did 52 was was 48
was had 81 was was 60
was did 616 was got 53
was had 129 was ran 106
was was 477 was wet 60
was law 57 was had 51
was did 68 was did 76
was man 112 was man 75
was got 42 was had 41
was was 57 was had 62
was had 68 was got 614
was had 279 was was 239
was had 421 was was 71
was had 64 was had 79
was few 152 was did 52
was had 86 was was 64
was had 54 was few 68
was had 113 was was 49
was had 69 was who 70
was had 435 was saw 46
was had 72 was had 339
was got 43 was had 145
was had 110 was was 64
was had 240 was had 365
was had 74 was saw 65
was was 68 was had 1523
was saw 241 was was 385
was got 212 was had 313
was had 172 was had 64
was had 599 was saw 86
was was 607 was got 55
was had 72 was had 93
was was 89 was had 65
was had 41 was had 83
was had 42 was had 62
was met 73 was was 251
was had 63 was had 96
was had 87 was was 49
was new 97 was new 63
was new 40 was few 142
was new 59 was new 300
was two 41 was new 41
was big 279 was day 91
was dead 53 was dear 255
was far 299 was few 249
was god 137 was hot 142
was key 3380 was law 538
was long 1351 was man 1365
was near 122 was new 1399
was non 155 was nun 746
was one 148 was poet 412
was pro 44 was real 597
was six 88 was ten 88
was top 138 was two 237
was war 279 was way 199
was year 159 was few 132
was man 118 was new 309
was path 40 was set 67
was sin 146 was new 47
was new 257 was set 290
was new 50 was set 89
was car 93 was low 91
was new 653 was set 139
was new 545 was set 339
was way 598 was new 50
was new 78 was real 46
was few 74 was new 120
was few 46 was man 54
was man 229 was new 41
was few 65 was new 131
was new 167 was way 74
was few 356 was long 54
was new 51 was path 122
was year 161 was new 98
was year 55 was few 318
was year 59 was new 289
was new 53 was ban 40
was new 291 was tax 381
was new 147 was new 98
was new 71 was new 446
was way 47 was few 60
was new 559 was two 131
was war 72 was new 64
was few 133 was job 68
was law 62 was new 347
was real 51 was seat 87
was set 261 was sum 46
was tax 127 was seat 42
was new 46 was poem 110
was day 71 was dead 181
was few 196 was key 246
was long 84 was man 42
was real 70 was year 83
was few 61 was few 81
was few 92 was job 82
was long 45 was new 258
was seat 63 was few 246
was man 94 was new 214
was set 112 was bet 116
was new 72 was deal 155
was new 83 was new 53
was new 146 was new 85
was long 49 was way 41
was was 123 way new 45
way long 43 way war 68
way man 250 way new 47
way real 63 way new 240
way gun 70 way new 56
way new 98 way poem 45
way set 261 way new 72
way may 56 way war 429
way new 85 way new 43
way tax 71 way man 85
way cat 215 way day 486
way few 190 way wet 41
way new 234 way man 41
way war 40 way man 49
way few 43 way man 56
way can 56 way got 84
way had 293 way may 72
way was 411 way long 82
way man 61 way big 53
way god 51 way lie 95
way man 693 way new 74
way real 475 way big 224
way dead 69 way god 74
way hit 40 way key 46
way law 196 way man 1157
way new 625 way one 135
way real 874 way red 70
way top 143 way two 93
way new 110 way new 54
way man 40 way man 190
way new 151 way set 145
way new 76 way long 114
way meal 99 way war 82
way new 43 way bad 40
way gun 43 way man 85
way new 144 way long 136
way new 52 way new 235
way new 44 way man 74
way bee 55 way job 48
way long 50 way low 120
way new 177 way real 63
way set 67 way war 57
way dog 49 way man 93
way dying 45 way man 59
way had 122 way met 88
way saw 180 way was 56
way job 52 way new 63
way new 42 way new 95
way set 134 way few 75
way long 96 weak fur 60
wear had 51 who was 350
who man 126 who year 41
who bit 101 who man 265
who man 59 who new 296
who jew 48 who liar 43
who man 112 who son 117
who gun 61 who man 45
who job 66 who new 65
who god 58 who man 89
who poet 117 who man 133
who jew 63 who man 70
who poet 50 who nor 41
who long 54 who new 98
who gun 68 who man 60
who man 41 who few 292
who lot 45 who year 114
who few 52 who new 258
who job 125 who son 116
why cop 81 why new 42
why had 77 why was 316
why new 41 why did 40
why can 63 why new 58
with did 41 with had 50
with put 63 with can 247
with had 131 with and 48
with had 110 with few 65
with zeal 60 with web 158
with law 41 with can 46
with had 86 with was 40
with new 47 with long 81
with pang 44 with year 103
with can 54 with die 90
with got 123 with had 201
with set 41 with was 267
with few 81 with can 79
with was 57 with long 57
with had 93 with was 56
with was 43 with was 164
with few 72 with few 105
with can 56 with had 87
with was 79 with few 44
with long 40 with few 45
with run 54 with few 282
with bag 54 with bar 91
with bath 42 with bed 106
with big 95 with bit 123
with bow 77 with box 96
with bra 55 with cap 277
with car 229 with cup 48
with cut 69 with dead 121
with dip 53 with dog 323
with dot 361 with dry 41
with fan 57 with fee 377
with few 2199 with gap 57
with gas 103 with god 148
with gun 672 with hat 167
with head 584 with heat 191
with hinge 44 with hot 120
with job 379 with key 260
with lag 71 with lead 157
