waited about 245 waiver knowing 66
walked about 199 walked quite 49
walked miles 41 walked night 1193
walked after 93 walked hours 488
walked months 72 walked weeks 77
walked night 106 walked freer 101
wallow scott 59 wampum words 63
wander night 69 wanted russia 65
wanted makes 51 wanted goals 48
wanted issue 55 wanted could 103
wanted father 151 wanted mother 164
wanted story 60 wanted father 67
wanted story 53 wanted words 79
wanted could 206 wanted would 197
wanted every 60 wanted jesus 55
wanted maybe 47 wanted people 109
wanted tracy 44 wanted women 51
wanted could 130 wanted would 94
wanted alive 56 wanted people 50
wanted about 107 wanted about 431
wanted about 44 wanted about 580
wanted first 64 wanted plans 58
wanted issue 59 wanted power 44
wanted first 72 wanted father 185
wanted could 47 wanted thanks 51
wanted thanks 143 wanted views 72
wanted father 40 wanted father 123
wanted mother 40 wanted train 48
wanted social 41 wanted image 82
wanted state 40 wanted power 95
wanted power 57 wanted sales 57
wanted share 67 wanted child 69
wanted father 59 wanted mother 82
wanted father 50 wanted mother 87
wanted people 55 wanted could 74
wanted about 317 wanted about 750
wanted about 48 wanted about 40
wanted about 52 wanted write 40
wanted steps 86 wanted trend 86
wanted father 45 wanted could 57
wanted whole 135 wanted whole 106
wanted women 77 washed dried 140
wastes taken 90 watching birds 48
watching waiting 56 waters springs 41
waters broad 51 weapons irony 42
weapons loose 401 weapons which 49
wedged gaunt 97 wedged large 226
wedged others 118 wedged rocks 265
wedges serve 46 weight night 54
weight taxes 53 weight venal 83
weight rests 82 weight state 122
weight given 50 weight fills 44
weight plant 75 weight bracing 66
weight geese 136 wheels begun 43
whence mayst 131 whence power 64
whence title 668 whence title 112
whence latin 41 whence power 159
whence every 111 whence where 249
whence which 114 whence taken 161
whereas italy 59 whereas japan 44
whereas sober 44 whereas thirds 53
whereas found 179 whereas might 84
whereat money 97 whereof known 81
whether claim 103 whether given 62
whether final 57 whether aware 70
whether still 40 whether others 43
whether gives 43 whether exact 40
whether doors 61 whether acted 42
whether really 67 whether right 151
whether valid 178 whether given 80
whether power 52 whether taken 44
whether board 54 whether liable 75
whether which 58 whether given 60
whether ruled 41 whether still 45
whether right 128 whether cycle 107
whether based 680 whether right 249
whether taken 132 whether fixed 50
whether which 117 whether found 45
whether state 258 whether valid 126
whether liable 65 whether really 67
whether child 44 whether legal 42
whether valid 164 whether equal 45
whether based 43 whether really 40
whether equal 55 whether which 192
whether which 61 whether which 89
whether acted 44 whether acted 47
whether cause 93 whether willing 43
whether bound 130 whether willing 71
whether agree 69 whether engage 125
whether breathe 58 whether stand 67
whether still 88 whether taken 47
whether acute 93 whether given 47
whether taken 211 whether alive 53
whether aware 45 whether cured 60
whether given 84 whether really 44
whether still 77 whether really 70
whether filed 87 whether taken 52
whether james 46 whether print 100
whether meeting 42 whether which 183
whether which 543 whether asked 135
whether really 41 whether liable 50
whether human 58 whether based 53
whether valid 146 whether within 63
whether search 666 whether apply 63
whether really 40 whether taken 71
whether worthy 65 whether about 305
whether alone 137 whether power 121
whether right 68 whether telling 55
whether hopes 44 whether falling 76
whether story 59 whether story 74
whether would 99 whether steps 81
whether jesus 50 whilst water 43
whilst fresh 57 whilst still 44
whilst brown 104 whilst still 146
whilst under 284 whilst still 49
whilst agree 40 whipping first 53
whites white 57 whites mixed 69
whither fourth 175 whither about 285
whither bound 43 whither taken 45
wholly study 57 wholly every 110
wholly facts 72 wholly sound 42
wholly force 43 wholly error 120
wholly either 41 wholly under 83
wholly claim 65 widely style 54
widely price 171 widely books 448
widening casting 95 window count 80
wisdom valor 44 wisdom framing 54
wisdom shown 62 wisdom strong 53
wisdom idiots 281 wisdom human 2206
wished visit 74 wished repel 76
wished jesus 42 wished about 70
wished about 466 wished father 45
wished about 153 wished visit 51
wished power 52 wished father 42
wished thanks 137 wished views 83
wished which 64 wished power 59
wished denial 43 wished abuse 48
wished people 43 wished about 126
wished rents 44 wished steps 170
wished father 116 wished motion 43
wishes theirs 51 wishes fresh 179
wishes about 99 wishes about 270
wishes feeling 51 wishes thanks 1590
wishes hearty 1842 wishes sense 277
wishes thanks 15702 wishes views 84
wishes thanks 751 wishes views 92
wishes sales 94 wishes share 45
wishes mother 355 wishes views 87
wishes father 114 without russia 40
without would 50 without asked 46
without grant 45 without order 53
without bother 75 without danger 98
without delay 1160 without would 42
without aware 48 without father 42
without moral 63 without aware 48
without aware 128 without aware 1437
without asked 157 without aware 601
without backing 133 without input 65
without often 111 without thinning 106
without danger 62 without delay 97
wonder could 87 wonder occur 75
worked others 53 worked sales 41
worked about 41 worked nearly 53
worked fingers 42 worked breathing 41
worker heaven 58 worker earnings 54
worlds blood 41 worlds dwell 64
worlds which 64 wrangling monks 50
writer first 40 writer quite 61
writer plays 221 writer views 43
writings quite 45 writings locke 90
writings thoreau 296 writings luther 99
writings others 46 writings hegel 58
