wade mile 42 wade mass 151
wading mass 47 walk poor 68
walk mile 41 wall tomb 165
wave single 76 ways word 75
week went 50 week month 67
week word 56 well good 55
well have 56 well great 80
well hard 50 well have 108
well meant 91 well said 52
well think 41 well want 126
well feel 102 well have 71
well good 40 well hard 51
went note 129 went week 52
went sort 46 went bird 59
went week 68 went time 46
went call 71 went went 119
went word 395 were mile 92
were mile 40 were good 40
were hard 66 were life 48
were name 92 were heavy 40
were turn 85 were good 57
were fuss 58 were good 604
were told 145 were told 50
were came 253 were left 98
were sort 63 were mile 89
were living 211 were single 94
were dream 316 were seed 45
were room 96 were single 429
were kind 100 were more 117
were single 55 were month 102
were week 190 were great 58
were tree 42 were list 545
were much 201 were pool 236
were range 52 were single 61
were very 63 were wide 169
were week 84 were rout 46
were fire 90 were book 61
were form 53 were single 56
were book 84 were time 40
were single 106 were wide 46
were lane 136 were mile 101
were mile 46 were barn 41
were yard 47 were herd 116
were mass 84 were dark 55
were deep 46 were dream 94
were wood 41 were great 80
were roof 77 were great 40
were fire 66 were sort 89
were girl 42 were single 42
were form 52 were great 43
were kind 155 were life 446
were more 367 were role 49
were single 115 were sort 99
were trot 40 were single 100
were single 48 were time 144
were single 246 were body 988
were code 40 were great 66
were kind 473 were line 180
were most 122 were single 603
were sort 132 were third 46
were union 62 were unit 86
were fine 221 were barn 95
were dark 47 were huge 95
were room 186 were single 97
were tiny 42 were week 69
were single 59 were tiny 44
were single 424 were raid 99
were bomb 584 were fire 76
were wall 53 were single 101
were boat 48 were cart 45
were boat 43 were cart 64
were ship 105 were room 91
were single 57 were single 256
were road 86 were trap 57
were single 59 were part 52
were walk 45 were single 7821
were single 43 were tree 43
were room 71 were single 228
were felt 44 were heavy 49
were line 69 were single 91
were fire 66 were diet 49
were firm 143 were more 231
were pile 63 were told 53
were deep 152 were depth 45
were single 208 were mold 42
were third 78 were blur 40
were room 69 were time 147
were foot 70 were fire 45
were hill 43 were ball 120
were single 54 were told 66
were goat 58 were heart 42
were pail 56 were tent 100
were good 68 were walk 45
were baby 180 were came 44
were left 73 were sold 40
were wide 40 were deep 42
were very 76 were good 70
were wide 83 were single 76
were very 64 were young 51
were week 43 were week 74
were range 175 were three 43
were wide 99 were pile 40
were wide 56 were week 71
were pair 224 were book 85
were great 60 were huge 48
were kind 139 were lawn 45
were mass 43 were means 100
were mere 58 were single 43
were sort 89 were vast 94
were great 42 were single 2086
were range 239 were wide 292
were week 77 were safe 80
were duck 51 were great 42
were single 494 what great 93
what have 51 what been 56
what view 43 what body 140
what have 47 what done 500
what have 76 what have 52
what have 178 what have 61
what have 99 what have 398
what have 98 what baby 294
what back 129 what ball 347
what band 80 what bank 179
what barn 143 what beach 50
what beer 100 what bird 150
what blue 369 what boat 74
what body 597 what bomb 74
what bone 52 what book 261
what bowl 74 what break 126
what camp 41 what card 49
what case 64 what cast 50
what cave 200 what cell 82
what cheap 145 what city 193
what clean 81 what clear 143
what club 41 what coat 79
what cold 47 what dark 1019
what deep 242 what deer 57
what diary 41 what dining 168
what dirt 46 what doll 74
what door 315 what drop 45
what face 159 what fair 107
what farm 134 what fine 145
what fire 244 what firm 45
what fish 72 what five 188
what flat 338 what flying 135
what foot 50 what form 50
what four 151 what full 233
what game 274 what giant 1926
what girl 55 what gold 239
what golf 45 what good 1016
what gray 122 what great 855
what grin 68 what half 696
what hand 412 what hard 183
what heart 101 what heavy 588
what herd 53 what high 486
what hill 46 what hole 130
what home 212 what huge 1583
what kind 175 what lake 139
what last 46 what length 119
what life 49 what line 116
what list 69 what living 195
what losing 121 what lost 130
what lump 112 what main 114
what mass 364 what mere 169
what mile 151 what mini 53
what more 193 what most 89
what moving 68 what much 58
what nail 43 what nest 40
what nice 179 what pack 58
what page 44 what pair 804
what pale 67 what park 128
what part 83 what pass 85
what piano 102 what pile 611
what pink 102 what pool 97
what radio 70 what riding 42
what road 175 what rock 262
what roll 138 what room 81
what rope 66 what sack 121
what safe 154 what self 85
what ship 147 what side 93
what silk 52 what single 289
what slow 57 what snow 55
what soft 65 what sort 113
what spear 85 what star 169
what string 100 what sure 278
what tall 178 what tank 94
what tape 85 what tent 72
what thick 355 what third 87
what three 357 what tiny 578
what tool 43 what town 129
what trap 45 what tree 217
what tube 67 what vast 254
what very 3987 what video 129
what wall 472 what week 133
what well 469 what wide 201
what wild 73 what wine 46
what wire 124 what wood 40
what young 197 what done 44
what plan 41 what leave 97
what mile 42 what clear 89
what dark 107 what deep 86
what dream 98 what fair 119
what full 583 what giant 121
what good 727 what great 597
what half 659 what heavy 60
what huge 246 what life 153
what mere 60 what mile 755
what month 291 what more 185
what most 73 what nice 53
what safe 109 what single 459
what slow 87 what sure 84
what vast 110 what very 8527
what wall 98 what week 524
what well 130 what wild 49
what fool 188 what good 127
what great 47 what very 429
what done 40 what have 80
what seen 201 when look 63
when lady 41 when hole 45
when love 51 when turn 50
when ball 47 when fine 58
when very 48 when fire 64
when mold 55 when ball 139
when thread 117 when joke 58
when book 116 when bomb 83
when joke 44 when shot 66
when word 49 when heavy 343
when fell 67 when wide 50
