war time 59 war into 79
was soul 186 was from 42
was from 540 was girl 52
was mill 44 was bull 41
was from 90 was there 113
was whom 44 was name 49
was book 55 was ally 52
was only 93 was what 155
was upon 42 was from 260
was when 120 was fete 71
was hour 49 was time 66
was spot 455 was time 59
was time 64 was made 52
was into 59 was toil 63
was from 85 was into 46
was from 86 was from 55
was upon 40 was upon 125
was when 57 was when 80
was mind 70 was when 65
was when 245 was when 91
was mood 40 was much 307
was room 59 was years 97
was camp 72 was when 296
was when 597 was form 40
was years 251 was form 48
was when 45 was navy 44
was during 170 was from 54
was last 118 was when 390
was living 44 was game 53
was wave 123 was much 62
was mood 111 was clear 65
was from 84 was upon 100
was from 49 was such 47
was their 76 was among 85
was among 50 was from 80
was over 40 was from 127
was kind 41 was kind 78
was sort 48 was back 104
was when 47 was tour 44
was side 79 was when 43
was from 209 was upon 83
was from 292 was from 203
was over 60 was robe 95
was heard 146 was whom 62
was held 59 was used 164
was fact 51 was pope 50
was fast 45 was lost 48
was more 107 was only 90
was well 203 was last 45
was from 49 was upon 69
was from 274 was back 46
was into 46 was when 41
was young 43 was what 59
was open 40 was what 50
was into 70 was from 64
was among 95 was care 78
way have 68 way were 88
way when 89 way from 135
way from 47 way from 54
way from 62 way from 148
way when 61 way been 40
way over 50 way been 54
way been 41 way been 133
way from 110 way from 128
way from 130 way fair 87
way from 44 way upon 46
way came 45 way have 52
way into 225 way into 174
way from 41 way from 121
way work 40 way from 58
way from 41 way what 103
wear from 221 web upon 49
who upon 42 who were 42
who made 57 who their 88
who their 72 who deny 67
who seem 126 who such 81
who their 423 who these 86
who what 324 who your 79
who their 60 who will 95
who land 138 who more 69
who their 283 who have 589
who hold 55 who work 93
who their 125 who their 91
who such 71 who care 129
who like 191 who their 42
who have 114 who love 48
who their 42 who their 67
who have 43 who from 95
who have 200 who know 48
who take 61 who their 71
who such 122 who their 1005
who these 184 who what 112
who your 66 who have 61
who work 100 who their 182
who work 44 who their 64
who their 92 who care 46
who feel 98 who have 746
who hold 109 who know 214
who live 83 who make 84
who show 57 who speak 115
who take 108 who wish 51
who work 164 who know 89
who have 58 who work 151
who were 135 who form 60
who have 56 who have 80
who were 42 who work 53
who were 55 who work 50
who years 65 who heart 45
who only 43 who have 78
who here 51 who from 46
who from 57 who work 80
who well 50 who from 41
who from 58 who sick 66
who upon 287 who from 437
who from 273 who good 356
who good 58 who sure 41
who well 218 who from 89
who well 50 who from 95
who from 284 who idle 95
who vice 69 who well 45
who from 84 who years 55
who high 41 who coming 55
who young 93 who from 65
who from 96 who these 62
who have 64 who from 74
who their 70 who were 99
why such 288 why such 46
why from 150 why from 49
why from 122 why from 63
why from 68 why from 71
why when 74 why clear 52
why from 93 why been 66
why been 111 why from 156
why from 50 why from 43
why says 48 why have 69
why here 97 why from 87
with unit 69 with mind 42
with from 177 with from 41
with from 54 with from 42
with riding 85 with like 42
with pole 40 with book 105
with text 42 with name 54
with into 45 with will 58
with ways 225 with from 46
with upon 51 with ties 52
with your 80 with cold 40
with your 42 with else 111
with years 114 with when 49
with from 40 with eyes 48
with ideas 409 with upon 126
with from 46 with from 92
with from 55 with from 104
with from 112 with data 47
with just 68 with there 161
with great 67 with from 91
with during 78 with from 56
with from 57 with axis 193
with were 99 with rate 58
with time 121 with facing 81
with date 54 with there 111
with ideas 99 with line 67
with were 60 with life 66
with data 44 with must 43
with only 117 with open 62
with text 110 with view 71
with when 44 with will 159
with over 128 with were 79
with from 206 with also 74
with book 46 with from 66
with into 68 with laws 64
with name 53 with only 62
with text 128 with view 142
with were 53 with when 44
with will 137 with step 43
with here 104 with here 55
with here 61 with from 44
with look 41 with here 407
with made 62 with here 52
with drew 69 with from 51
with ones 82 with good 43
with aids 49 with call 78
with firm 156 with mime 334
with news 64 with peace 250
with peaks 59 with seals 712
with well 181 with upon 58
with from 44 with sets 79
with ways 52 with just 56
with whom 82 with ones 62
with ones 76 with over 45
with over 40 with past 81
with ends 51 with years 81
with from 43 woes upon 91
won truth 57 won vote 41
