war upon terms which will 76
was also taken aback when 68
was also thinking about what 395
was born about fifty years 219
was born about forty years 129
was born about sixty years 179
was born about thirty years 153
was born nearly thirty years 74
was busy thinking about what 86
was coming hither under duke 50
was done above thirty years 61
was done which could have 51
was done which might have 40
was down about eight foot 227
was even looking rather like 40
was even thinking about taking 45
was ever after known among 42
was ever saved under some 59
was fast sinking under many 165
was four hours later when 85
was four hours under these 299
was heard above every other 175
was held every seven years 49
was here about fifty feet 52
was here about forty rods 52
was just about breaking even 96
was just about eight years 64
was just about every other 70
was just about falling into 129
was just about fifty years 103
was just about forty years 55
was just about getting ready 54
was just about thirty years 44
was just after eight when 139
was just after lunch when 87
was just after seven when 124
was just fifty miles from 48
was just getting light when 263
was just growing light when 59
was just nearly reaching port 91
was just seven miles from 51
was just talking about what 105
was just talking about your 48
was just thinking about coming 55
was just thinking about having 73
was just thinking about home 44
was just thinking about last 80
was just thinking about making 67
was just thinking about some 248
was just thinking about taking 90
was just thinking about those 151
was just thinking about what 2466
was just thinking about when 163
was just thinking about work 42
was just thinking about your 429
was just thirty miles away 43
was just thirty miles from 58
was just under fifty years 44
was just under forty years 40
was just under thirty years 80
was kept under guard till 53
was left alone sitting upon 141
was like getting blood from 85
was like pouring water into 327
was like stealing candy from 41
was losing money every month 55
was lost which might have 42
was made about eight years 69
was made about fifty years 119
was made about forty years 117
was made about seven years 43
was made about sixty years 65
was made about thirty years 125
was made nearly forty years 109
was made nearly thirty years 99
was made still worse when 64
was made which might have 63
was made which would have 104
was made within sixty days 44
was made within thirty days 79
was making steady though slow 42
was many hours later when 120
was many months later when 42
was more nearly right when 90
was more often found among 48
was more upset about what 48
was most often found among 87
was much taken aback when 150
was next morning found among 55
was nothing funny about what 144
was nothing novel about such 44
was nothing novel about these 65
was nothing which could give 94
was nothing which could have 186
was nothing which could make 43
was nothing which could stop 48
was nothing which would give 42
was nothing which would have 101
was nothing which would tell 53
was once again drawn into 184
was once again falling into 42
was once again saved from 69
was once again split into 51
was once again taken away 43
was once again taken from 40
was once again taken into 68
was once again taken over 77
was once again thrown back 94
was once again thrown into 367
was once again thrown open 76
was once again thrust into 139
was once again under threat 74
was once alive apart from 369
was only about eight days 42
was only about eight feet 437
was only about eight years 540
was only about fifty feet 542
was only about fifty years 329
was only about forty feet 214
was only about forty years 394
was only about seven feet 223
was only about seven tons 50
was only about seven when 47
was only about seven years 447
was only about sixty feet 140
was only about sixty years 149
was only about thirty feet 473
was only about thirty when 48
was only about thirty years 665
was only about waist deep 59
was only after about five 41
was only after eight days 84
was only after eight years 114
was only after every other 49
was only after fifty years 43
was only after forty years 55
was only after japan took 46
was only after nearly three 40
was only after seven years 233
was only after thirty years 65
was only dimly aware when 44
was only eight hours away 72
was only eight miles away 940
was only eight miles from 669
was only eight months away 78
was only eight weeks away 45
was only fifty miles away 504
was only fifty miles from 551
was only fifty yards away 536
was only fifty yards from 447
was only fifty yards wide 62
was only forty miles away 869
was only forty miles from 603
was only forty miles north 46
was only forty yards away 209
was only forty yards from 91
was only known apart from 62
was only moist after having 61
was only really happy when 228
was only seven hours away 49
was only seven miles away 682
was only seven miles from 715
was only seven months away 65
was only seven weeks away 49
was only sixty miles away 597
was only sixty miles from 555
was only sixty yards away 115
was only thinking about what 118
was only thinking about your 54
was only thirty miles away 1275
was only thirty miles from 814
was only thirty miles north 105
was only thirty miles south 128
was only thirty paces from 52
was only thirty yards away 267
was only thirty yards from 170
was only truly happy when 110
was over fifty miles away 111
was over fifty miles from 57
