wait before 58 wait chance 51
walk groves 89 ways notice 43
well points 57 well points 83
well points 49 well points 371
well before 43 well before 53
well before 53 well rights 122
went chores 501 went duties 163
went rounds 79 went chores 45
went without 42 went chores 66
went without 52 went duties 55
went before 64 were greater 117
were higher 305 were larger 45
were greater 97 were higher 172
were larger 59 were callings 40
were greater 170 were higher 360
were larger 76 were showed 49
were tender 61 were happen 174
were driven 61 were corner 55
were section 54 were castle 67
were peopled 85 were before 47
were canvas 77 were through 78
were hedges 43 were nicely 55
were kicked 57 were rights 121
were chance 113 were public 56
were papers 117 were weekly 119
were powers 47 were notice 49
were shrift 106 were indeed 41
were higher 40 were greater 46
were follow 60 were greater 103
were higher 312 were larger 45
were tender 89 were potato 54
were without 121 were treated 54
were effort 180 were stages 44
were twenty 61 were prison 48
were window 137 were groups 213
were before 47 were tyrone 42
were before 66 were before 59
were before 44 were before 56
were little 106 were something 50
were relief 544 were relief 97
were greater 95 were relief 100
were relief 51 were seemed 77
were knives 67 were toward 77
were school 43 were window 67
were rights 449 what become 41
what object 71 what prayer 53
what happen 119 what become 48
what learned 51 what someone 47
what greater 61 what something 61
what varies 42 what admits 98
what before 42 what become 58
what before 56 when happen 433
when across 49 when failed 44
when needed 45 when ground 58
when freely 73 when whether 160
when around 49 when arrays 59
when untruth 44 when become 97
when ground 43 whom devils 153
wife before 42 wife rights 84
wild lingered 82 will plains 56
will notice 67 will review 89
will changes 50 will before 41
will before 49 will dwelling 77
will dwelling 1306 will solely 41
will whelps 62 will detail 40
will twelve 62 will square 402
will desire 269 will through 46
will unless 62 will enough 57
will enough 160 will unless 71
will unless 101 will without 66
will cities 43 will myself 47
will pieces 99 will houses 50
will around 52 will section 46
will befell 64 will before 47
will before 56 will without 76
will proper 42 wilt folded 45
wind through 48 wind fields 46
wind through 97 wise permit 134
wood beyond 40 word happen 68
