wan that hang the pensive 1590
war aim was to restore 40
war and all the horrors 99
war and all the suffering 54
war and for the defense 100
war and for the purpose 167
war and how he intends 225
war and how to prevent 63
war and that he himself 44
war and that the british 346
war and that the chinese 44
war and that the country 90
war and that the germans 104
war and that the russians 51
war and things in general 157
war and war in general 108
war and win it quickly 50
war and with the ability 86
war and with the consent 52
war and with the increasing 50
war are not my present 55
war can not be allowed 112
war can not be applied 89
war can not be averted 112
war can not be avoided 1117
war can not be brought 196
war can not be carried 704
war can not be counted 53
war can not be decided 114
war can not be distant 143
war can not be doubted 104
war can not be ignored 132
war can not be limited 189
war can not be measured 247
war can not be reduced 149
war can not be removed 72
war can not be revived 46
war can not be settled 114
war can not be stopped 189
war can not be written 77
war cut off the european 41
war had led the imperial 53
war led him to believe 56
war may yet be averted 127
war now going on between 158
war than see the dignity 45
war that can be avoided 53
war that goes on between 106
war that was to destroy 127
war that was to involve 58
war then going on between 375
war they are at liberty 44
war they wear the egyptian 69
war was dying of extreme 43
war was for the benefit 46
war was for the purpose 125
war was going on against 48
war was going on between 842
war was going on outside 49
war was met by borrowing 47
war was not in question 46
war was not the decision 43
war was not the product 40
war was not the solution 41
war was not to destroy 52
war was one of defense 99
war was one of intense 49
war was one of national 44
war was one of peculiar 40
war was that it brought 55
war was that it enabled 41
war was that the british 174
war was that the germans 58
war with all the country 56
war with all the enemies 44
war with all the european 45
war with all the frailty 82
war with all the horrors 52
war with all the members 68
war with all the precious 73
war with all the tartars 194
war with all the western 52
war with god by murdering 45
war with men of courage 154
war with them on account 69
was all but the pattern 46
was all for it because 71
was all for my benefit 150
was all for the benefit 323
was all for the burmese 734
was all for the marriage 78
was all for the present 128
was all for the purpose 130
was all out of control 122
was all set to deliver 41
was all set to receive 46
was all that he allowed 126
was all that he appeared 45
was all that he claimed 236
was all that he desired 567
was all that he himself 76
was all that he managed 45
was all that he realized 44
was all that he replied 51
was all that it appeared 42
was all that the average 70
was all that the british 408
was all that the college 40
was all that the colonel 58
was all that the company 80
was all that the country 125
was all that the emperor 160
was all that the fondest 126
was all that the friends 41
was all that the general 236
was all that the highest 88
was all that the occasion 96
was all that the prophet 40
was all that the statute 42
was all that the tyranny 46
was all that we desired 74
was and how he behaved 51
was and how it related 119
was and how to achieve 45
was and how to contact 43
was and that he himself 48
was and that my primary 44
was and that the failure 46
was any man of letters 46
was any rum or whiskey 43
was any use in remaining 96
was any way to improve 44
was any way to prevent 96
was bad for me because 55
was bad for the company 75
was bad for the country 529
was bad for the economy 185
was bad for the stomach 110
was bad for the workers 50
was being got up against 43
was being led to believe 182
was being led to calvary 117
was being let go because 145
was being met by imports 63
was being put in jeopardy 152
was being put in position 60
was being put in question 57
was being put on display 58
was being set up against 48
was being set up between 55
was big with no prosaic 80
was but for an instant 2721
was but for the purpose 138
was but low of stature 43
was but one of millions 132
was but one of several 5916
was but one thing remaining 46
was but that of utility 40
was can not be exactly 59
was cut for the purpose 122
was cut off by british 119
was cut off by bullets 45
was cut off by cholera 115
was cut off by congress 54
was cut off by hostile 69
was cut off by perseus 130
was cut off in america 131
was cut off on account 49
was cut off to prevent 54
was dead and he himself 152
was dead and the country 67
was dead and the funeral 48
was doing all the listening 42
was doing and he replied 149
was doing for an attempt 45
was doing for the benefit 61
was doing for the company 72
was doing for the country 168
was doing that on purpose 67
was doing them the greatest 49
was doing this on purpose 942
was doing this to herself 80
was doing this to himself 62
was doing this to protect 75
was dry and my stomach 144
was dry and the animals 84
was due for the preceding 94
was due not to himself 80
was due not to natural 51
was due out the following 41
was dug for the purpose 105
was easy for me because 299
was easy for the athenians 41
was easy for the average 76
was easy for the british 528
was easy for the chinese 157
was easy for the company 101
was easy for the critics 61
was easy for the departing 64
was easy for the emperor 81
was easy for the enemies 72
was easy for the european 47
was easy for the general 52
was easy for the germans 138
was easy for the husband 40
was easy for the members 70
was easy for the popular 44
was easy for the priests 79
was easy for the russians 87
was easy for the sailors 43
was easy for the spanish 44
was easy for the student 70
was easy for us because 53
was eating with the sinners 92
was ere long to succumb 57
was eye and ear witness 77
was far out of balance 60
was fear that the british 51
was fear that the country 52
was fear that the vessels 44
was fit for an emperor 62
was fit for no peaceful 54
was fit for the journey 70
was fit for the position 75
was fit for the purpose 817
was fit for the service 50
was for all the marbles 123
was for all the members 72
was for all the trouble 54
was for her the beginning 83
was for her the greatest 45
was for her the highest 53
was for her to believe 169
was for her to command 40
was for her to express 64
was for her to flatten 66
was for her to forgive 43
was for her to imagine 63
was for her to provide 43
was for her to receive 61
was for him an article 61
was for him an attempt 48
was for him an example 66
was for him an immense 46
was for him an occasion 85
was for him an unusual 235
was for him no question 87
was for him or against 130
was for him the beginning 554
was for him the central 143
was for him the deepest 56
was for him the epitome 46
was for him the essence 222
was for him the greatest 404
was for him the highest 352
was for him the language 52
was for him the natural 82
was for him the occasion 98
was for him the perfect 121
was for him the primary 66
was for him the supreme 774
was for him the unusual 45
was for him to abandon 44
was for him to achieve 43
was for him to acquire 91
was for him to attempt 84
was for him to believe 272
was for him to command 85
was for him to compose 59
was for him to control 113
was for him to declare 99
was for him to deliver 62
was for him to dictate 82
was for him to enforce 95
was for him to explain 126
was for him to express 122
was for him to forgive 48
was for him to imagine 52
was for him to perform 68
was for him to prepare 41
was for him to present 43
was for him to pretend 69
was for him to proceed 46
was for him to procure 128
was for him to produce 65
was for him to propose 50
was for him to protect 43
was for him to provide 70
was for him to receive 127
was for him to succeed 79
was for him to suggest 48
was for him to support 46
was for him to swallow 57
was for him to withdraw 65
was for long the capital 71
was for long the largest 62
was for long the subject 80
was for men to believe 80
was for them or against 69
was for them the beginning 214
was for them the central 59
was for them the greatest 71
was for them the highest 44
was for them the supreme 145
was for them to abandon 52
was for them to achieve 50
was for them to acquire 71
was for them to advance 41
was for them to believe 91
was for them to control 41
was for them to declare 48
was for them to develop 100
was for them to discuss 48
was for them to explain 44
was for them to observe 44
was for them to perform 45
was for them to procure 50
was for them to propose 82
was for them to provide 91
was for them to receive 108
was for them to support 83
was fun for me because 85
was going and he replied 110
was going for the benefit 48
was going for the brisket 63
was going for the jugular 346
was going for the purpose 74
was going for the weekend 67
was going off by himself 62
was going off to america 55
was going off to college 515
was going out of control 913
was going out of jericho 88
was going out on circuit 62
was going out the following 62
was going out to america 75
was going out to collect 61
was going out to command 45
was going out to relieve 52
was going was so exceeding 186
was going with my husband 66
was going with the current 121
was going with the question 81
was got rid of because 123
was had for the purpose 91
was had with the consent 61
was had with the natives 76
was her job to protect 157
was her job to provide 60
was her way of accepting 89
was her way of admitting 57
was her way of answering 43
was her way of asserting 66
was her way of conveying 59
was her way of defending 43
was her way of differing 43
was her way of preparing 91
was her way of punishing 382
was her way of rebelling 46
was her way of referring 51
was her way of rejoicing 81
was her way of relieving 40
was her way of reminding 185
