wagons were making their way 52
waited there some time for 50
waited there three days for 63
waited these many years for 63
waited till their slow and 59
waiter must have gone out 109
walked away from their own 51
walked away from there and 46
walked back into town and 120
walked fast down hill all 43
walked into their camp and 54
walked into their room and 114
walked into your home and 45
walked into your room and 64
wander among those great and 42
wander away from home and 214
wander over soft logs and 46
wanted more from life than 523
wanted much more from her 42
wanted much more from him 52
wanted nothing from life but 54
wanted nothing more from her 151
wanted nothing more from him 206
wanted nothing more from them 46
wanted your love more than 45
warder will have some one 70
warmly into other joys than 61
warnings have been held out 42
warnings have been what they 51
warrior fell back upon his 53
washed away many years ago 42
washed down their food with 40
washed down their meals with 53
washed free from acid and 223
washed free from acid with 345
washed only their arms and 43
washed till their tint had 70
wasted arms told their sad 45
wasted away their spring and 63
wastes have been used for 58
watching over your life with 59
watching your face when you 54
waters cast forth mire and 47
waters from your eyes with 53
waters have been used for 133
waters must stay back now 49
waters were very clear and 77
watery lady must have had 93
weapons from south korea and 95
weapons have been used for 70
weapons over their heads and 93
weapons save their bows and 99
weapons used were bows and 41
weapons will grow dull and 69
weight came down upon her 46
weight fell away from her 42
weight from their rank and 132
weight have been used for 45
weight onto your left leg 308
wheels have been made with 48
wheels have been used for 91
wheels move only along old 79
whence many have been led 118
whereas ours were dark and 54
whereas there were less than 102
whereas there were more than 141
whereas there were only two 159
whereas there were very few 88
whereof some fell into our 68
whereof some fell upon his 151
whereof some were tall and 79
whereof there were these two 93
whereof were very great men 42
whether elias will come and 74
whether even those three are 40
whether from those ideas that 48
whether here also there may 132
whether their great size can 40
whether their only lord was 74
whether there ever were any 235
whether there have been any 4845
whether there were among them 111
whether there were ever any 278
whether there were many who 84
whether there were more men 74
whether there were more than 608
whether there were only two 68
whether there were other things 78
whether there were some few 46
whether there were some things 59
whether there were such things 143
whether these have been met 60
whether these were used for 58
whether those poems were not 64
whiled away their time with 82
whilst from their deep and 44
whilst there were those who 47
whizzing over their heads and 55
wholly bent upon single and 74
wholly free from envy and 46
wholly free from pain and 42
wholly free from sham and 49
wicked fall into their own 413
wicked gleam came into his 91
wicked have bent their bow 89
wicked will turn from all 830
widely held among those who 84
widely used some years ago 42
widening like pears into her 41
wildly glad when most his 51
window fell full upon her 65
window some five feet long 61
window were only open for 77
window will look like this 109
winter time when there was 45
winter when farm work was 64
winter when there were few 43
winter when there were not 46
winter wind over hill and 88
wisely must make laws for 82
wisest fool much time has 202
wished there were more men 48
wished there were some one 93
wished there were some way 1783
wishes there were some way 247
withering blow fell upon him 56
without bread will leave you 41
without bringing down upon his 48
without bringing into play any 95
without caring very much for 66
without coming down into this 40
without even asking what they 51
without even having seen her 41
without even having seen him 82
without even having seen his 42
without even having seen them 62
without even hearing what they 69
without even moving from his 48
without even rising from his 72
without even saying good bye 46
without even saying thank you 238
without even taking time for 44
without ever having been ill 43
without ever having been near 158
without ever having been one 88
without ever having been out 255
without ever having been put 131
without ever having been read 61
without ever having done any 117
without ever having done them 75
without ever having felt them 40
without ever having gone out 258
without ever having heard any 67
without ever having heard him 43
without ever having heard his 50
without ever having heard that 230
without ever having heard them 140
without ever having held any 42
without ever having left his 71
without ever having made any 149
without ever having more than 126
without ever having seen any 325
without ever having seen each 116
without ever having seen her 518
without ever having seen him 884
