war break out with spain 45
war drew near its close 62
war gave him his first 49
war have not yet healed 44
war into his own hands 206
war less than two months 45
war many things that might 1624
war more than they feared 87
war must not end until 63
war upon his own lusts 75
war upon his own people 73
war upon them our gates 53
war will not end until 400
was able and was bound 42
was able but not willing 45
was able not long after 52
was able now and again 40
was aching for his touch 58
was acting and had acted 41
was acting for his father 215
was acting with his usual 48
was adam who was first 179
was ajar and she could 132
was along with her asked 83
was also all too aware 50
was also day and night 43
was also far too small 50
was also for that reason 125
was also for this reason 700
was also her old enemy 91
was also his son named 98
was also lean and brown 58
was also not long after 61
was also not shy about 74
was also one for which 69
was also one that could 129
was also one that would 102
was also one who could 69
was also one who would 61
was also one with which 46
was also with his father 41
was among her own caste 88
was among her own people 169
was among his own people 698
was among men and women 69
was among our own people 43
was among them that night 113
was among them they never 45
was angry that her father 58
was angry that her mother 206
was angry that his father 263
was angry that his mother 44
was angry that she could 167
was angry that she would 108
was angry that they would 54
was angry with her about 86
was angry with her again 62
was angry with her father 830
was angry with her lover 40
was angry with her mother 1114
was angry with him about 162
was angry with him again 106
was angry with his father 1129
was angry with his mother 932
was angry with his people 465
was angry with his uncle 53
was angry with his white 48
was angry with you about 60
was asking for her mother 44
was asking her for money 61
was asking him for money 76
was asking than she would 65
was away and her mother 110
was away and his mother 124
was away and she could 51
was away for six months 269
was away for six weeks 154
was away for two hours 83
was away for two months 271
was away for two weeks 311
was away with her mother 42
was back with her again 105
was back with her father 49
was back with her mother 345
was back with him again 99
was back with his father 45
was back with his mother 149
was back with them again 107
was baying for his blood 53
was bent and his hands 71
was bent and pry marks 55
was best for both races 74
was best for her child 228
was best for her people 54
was best for his child 51
was best for his people 474
was biting her lip again 68
was blue with red facings 63
was born and for which 120
was born and had grown 513
was born and had lived 810
was born and had never 102
was born and had spent 372
was born and had taken 40
was born and has grown 360
was born and has lived 680
was born and has never 50
was born and has since 85
was born and has spent 126
was born and hath lived 79
was born and her father 140
was born and her mother 311
was born and his father 290
was born and his mother 631
was born and now lives 61
was born and she could 86
was born and she would 48
was born and then moved 42
was born and they moved 43
was born and they named 181
was born and was about 51
was born and was given 104
was born and was growing 41
was born and was named 343
was born and was never 48
was born and who lived 44
was born and with which 127
was born deaf and blind 221
was born has long since 123
was born near this place 54
was born not long after 481
was born one year after 462
was born one year later 292
was born she was named 47
was born that she would 132
