wait his 58 wait they 74
wall top 50 wall its 70
want this 79 warm air 125
warm and 79 warm was 64
warm new 45 warn thee 310
wast thou 57 ways and 46
ways own 112 wealth this 40
wealth his 42 wealth than 44
wearing his 41 weary they 90
week was 44 well not 55
well own 61 well with 50
well they 57 well you 374
went that 64 went and 64
went and 419 went but 55
went for 244 went that 104
went with 94 went all 130
wept this 69 wept and 51
wept her 70 wept his 42
wept they 264 were his 64
were one 2857 were him 82
were one 285 were one 41
were its 95 were him 85
were one 43 were his 42
were they 62 were and 43
were one 42 were all 167
were both 54 were and 46
were all 40 were this 56
were all 70 were all 83
were him 196 were both 51
were her 60 were and 42
were her 65 were they 47
were old 142 were old 109
were old 99 were they 56
were and 106 were they 44
were than 90 were him 41
were and 57 were that 42
were they 49 were for 45
were for 86 were any 90
were his 80 were its 40
were that 46 were them 42
were this 73 were they 54
were you 52 were his 48
were they 92 were they 100
were him 61 were them 54
were any 78 were one 66
were than 41 were for 99
were any 48 were him 61
were they 48 were being 53
were they 46 were than 61
were doing 58 were using 46
were with 56 were for 57
were each 101 were one 150
were that 41 were any 52
were this 41 were each 68
were this 63 were two 53
were and 82 were and 40
were out 131 were how 126
were that 291 were who 40
were why 51 were own 147
were they 60 were oath 180
were this 136 were all 217
were any 146 were being 41
were his 145 were its 92
were that 60 were them 50
were this 582 were his 77
were its 68 were this 464
were for 252 were them 44
were for 45 were own 42
were they 43 were and 43
were any 50 were they 47
were they 65 were its 58
were them 139 were for 188
were any 82 were each 307
were one 231 were they 303
were for 103 were its 62
were them 122 were his 68
were this 92 were may 84
were all 127 were any 57
were this 49 were than 60
were and 96 were and 69
were they 82 were they 91
were than 77 were with 95
were and 46 were for 41
were with 80 were and 46
were all 80 were use 68
were this 47 were they 88
were for 42 were for 89
were any 50 were our 87
were each 89 were his 48
were one 42 were for 79
were with 48 were them 116
were this 145 were with 75
were you 51 were one 117
were all 87 were all 105
were him 46 were him 89
were than 57 were for 67
were him 79 were than 112
were and 41 were being 64
were all 57 were all 119
were one 585 were for 42
were each 166 were this 45
were any 48 were his 198
were old 54 were all 111
were any 113 were this 61
were all 44 were few 46
were for 91 were each 40
were for 84 were with 66
were this 111 were men 41
were for 71 were out 108
were out 61 were him 160
were than 63 what can 46
what him 106 what are 45
what man 46 what his 57
what say 47 what going 125
what for 45 what her 61
what his 281 what its 59
what one 319 what two 43
what them 54 what then 163
what out 109 what all 45
what and 79 what her 484
what his 1489 what our 166
what that 580 what this 163
what that 98 what her 175
what his 227 what one 65
what and 171 what had 76
what this 76 what was 147
what now 156 what year 180
what than 124 what her 86
what him 67 what than 176
what than 52 what and 91
what and 296 what had 70
what that 188 what was 411
what with 78 what him 105
what not 75 what her 140
what his 201 what she 1448
what that 42 what they 879
what you 99 what ago 341
what her 92 what his 458
what our 80 what that 77
what was 40 what she 58
what they 53 what his 69
what his 98 what you 67
what and 112 what going 206
what put 40 what its 46
what all 93 what her 55
what his 148 what our 45
what that 134 what this 274
what this 73 what and 317
what can 40 what has 64
what this 182 what with 40
what now 75 what than 100
what can 117 what may 277
what and 184 what and 82
what and 84 what she 41
what they 128 what this 40
what you 119 what not 147
what men 79 what his 53
what its 76 what our 98
what this 82 what and 46
what this 66 what going 53
what his 46 what that 104
what this 108 what doing 103
what was 60 what her 55
what her 63 what her 57
what him 46 what was 78
what doing 104 what was 196
