war have saved the historian 125
war over which he presided 45
war taking place the creditor 44
war took place in november 42
war were piled in confused 82
war were still in progress 52
war were taken as husbands 40
was able fully to exercise 48
was acting under the authority 895
was acting under the direction 523
was acting under the guidance 72
was acting under the immediate 54
was acting under the pressure 79
was acting while he prepared 71
was acting within the apparent 74
was also aimed at developing 43
was also aimed at preventing 129
was also asked to complete 444
was also asked to consider 442
was also asked to continue 62
was also asked to describe 251
was also asked to estimate 105
was also asked to evaluate 94
was also asked to identify 226
was also asked to indicate 369
was also asked to nominate 42
was also asked to practice 44
was also author of numerous 59
was also based on economic 73
was also based on personal 71
was also beset by internal 40
was also beset by problems 60
was also cited as evidence 111
was also count of provence 82
was also engaging the attention 51
was also feeling the pressure 123
was also found by analysis 47
was also found in children 59
was also found in domestic 49
was also found in patients 329
was also found to activate 53
was also found to diminish 51
was also found to interact 130
was also found to suppress 91
was also given an honorary 74
was also given in evidence 201
was also given the authority 601
was also given the honorary 60
was also given to children 86
was also given to developing 59
was also given to patients 42
was also given to problems 42
was also given to students 41
was also known in medieval 68
was also lower in patients 55
was also noted in patients 118
was also quick to perceive 75
was also serving as chairman 71
was also showing an interest 64
was also shown in religious 42
was also shown to activate 58
was also shown to interact 125
was also shown to suppress 78
was also taken as evidence 110
was also taken by surprise 258
was also taken to indicate 58
was also timed to coincide 48
was also under no illusions 46
was also under the auspices 100
was also under the authority 61
was also under the direction 156
was also under the guidance 42
was also under the pressure 71
was also willing to consider 210
was also willing to negotiate 57
was also within the province 43
was angry about the situation 54
was back again he returned 126
was back again in florence 49
was back again in november 53
was back again in scotland 44
was back again in washington 65
was born after the execution 43
was born after the testator 96
was born under an absolute 102
was born under the american 99
was born under the auspices 128
was born under the pressure 46
was born under the pyrenees 82
was born within the confines 48
was born within the darkness 46
was bringing about the absolute 48
was busy about the perfumes 86
was busy getting the children 53
was dark under the projecting 49
was diving under the companion 59
was done about the problems 50
was done about the situation 162
was done shall be reckoned 129
was done under my direction 113
was done under the auspices 2051
was done under the authority 573
was done under the condition 48
was done under the constant 40
was done under the contract 125
was done under the direction 3131
was done under the guidance 1111
was done under the immediate 290
was done under the original 42
was done under the personal 138
was done under the pressure 221
was done under the stimulus 41
was done under the umbrella 68
was done under the vigilant 76
was done under the watchful 163
was done within the confines 107
was even danger of personal 54
was even given the nickname 45
was even willing to conclude 49
was even willing to consider 315
was even willing to overlook 102
was even willing to tolerate 76
was ever known in lilliput 52
was ever known to complain 43
was ever known to denounce 41
was ever under the guidance 61
was fast ruining the province 43
was five months in hospital 67
was five times as numerous 63
was four times as frequent 118
was four times as numerous 90
was four times as populous 62
was four times as powerful 73
was four times as valuable 55
was four times the expected 43
was four times the original 40
was free under the missouri 40
was from eight to eighteen 41
was giving place to hinduism 44
was good reason to conclude 41
was good reason to consider 76
was good reason to maintain 40
was great alarm at falkland 51
was heard above the confusion 71
was heard within the receiver 46
was held after an interval 87
was held after the ceremony 110
was held error to instruct 118
was held liable in nuisance 70
was held liable in trespass 196
was held under the auspices 6662
was held under the authority 125
was held under the direction 551
was held under the guidance 136
was jack james an american 53
was just about as dangerous 41
was just about as frequent 42
was just about my favorite 58
was just about the craziest 58
was just about the distance 40
was just about the funniest 141
was just about the happiest 88
was just about the luckiest 40
was just about the opposite 115
was just about the smallest 40
was just about the smartest 132
was just about the sweetest 194
was just about the toughest 63
was just about to announce 200
was just about to approach 114
was just about to assemble 52
was just about to collapse 98
was just about to commence 576
was just about to complete 544
was just about to conclude 225
was just about to continue 213
was just about to describe 74
was just about to disappear 296
was just about to discover 87
was just about to dismount 54
was just about to dispatch 49
was just about to extinguish 44
was just about to graduate 258
was just about to organize 49
was just about to overtake 42
was just about to purchase 63
was just about to transfer 46
was just above the projecting 91
was just after the american 41
was just below the critical 45
was just below the threshold 86
was just closing the services 97
was just short of midnight 42
was just taken by surprise 93
was just talking to somebody 52
was just telling my daughter 41
was just thinking of explaining 45
was just within the boundary 43
was just within the distance 71
was kept alive by constant 84
was kept alive by frequent 109
was kept alive by religious 49
was kept close to business 42
was kept fresh by constant 117
was kept under the constant 73
was kept under the watchful 82
was kept within the confines 107
was laid aside by sickness 171
was laid under the atlantic 192
was laid under the auspices 50
was laid under the direction 100
was last night as innocent 91
was least willing to converse 88
was left after the explosion 44
was left again in darkness 106
was left alone in darkness 79
was left alone to complete 54
was left alone to confront 70
was left alone to consider 152
was left alone to continue 198
was left alone to maintain 111
was left alone to meditate 169
was left alone to ruminate 47
was left alone to struggle 161
was left holding the receiver 106
was left under no illusions 83
was left under the authority 43
was left under the direction 111
was left under the guidance 50
was left under the military 85
was less bound by tradition 73
was less taken by surprise 44
was less willing to tolerate 77
was like april in andalusia 109
was like getting an electric 50
was like looking at yourself 51
was like running an obstacle 94
was like running the gauntlet 523
was like talking to children 46
was like talking to somebody 69
was like talking to yourself 53
was living under the constant 76
was lord mayor of birmingham 62
was lost again as suddenly 44
was lost sight of entirely 124
was made about the incident 47
was made about the murderer 60
was made after an interval 159
was made after the accession 69
was made after the conquest 84
was made after the contract 64
was made after the discount 69
was made after the employee 50
was made after the execution 150
was made after the fugitive 41
was made after the likeness 99
was made after the original 230
was made after the removers 359
was made based on clinical 44
was made chief of engineers 49
was made known to europeans 119
was made known to everyone 67
was made known to generals 49
was made known to governor 46
was made known to washington 94
was made quite by accident 132
was made shall be entitled 69
was made shall be prorated 55
was made under my direction 86
was made under the auspices 1839
was made under the authority 750
was made under the condition 91
was made under the contract 52
was made under the direction 2728
was made under the guidance 376
was made under the immediate 174
was made under the mistaken 53
was made under the personal 103
was made under the pressure 210
was made under the provision 48
was made until the invention 45
was made whole of whatever 118
was made within the discount 104
was made within the solitary 43
was made would be entitled 66
was more happy in explaining 49
was more nearly the purchase 45
was more often the exception 51
was more rapid in patients 50
was more taken by surprise 66
was more willing to challenge 40
was more willing to consider 180
was more willing to negotiate 111
was more willing to tolerate 41
was more worthy of attention 44
was most chary of conferring 52
was most grand or beautiful 65
was most known to frequent 66
was most worthy of attention 104
was most worthy of imitation 102
was moving under the direction 46
was much above the ordinary 184
was much below the standard 278
was much easier to approach 59
was much easier to convince 68
was much easier to describe 62
was much easier to identify 169
was much easier to maintain 261
was much easier to navigate 50
was much easier to negotiate 74
was much easier to organize 73
was much easier to persuade 69
was much easier to remember 88
was much easier to separate 110
was much given to laughter 74
was much given to pleasures 72
was much given to religious 46
was much given to solitary 47
was much given to solitude 40
was much hated by careless 69
was much loved by everyone 81
was much lower as compared 111
was much lower in patients 70
was much taken by surprise 47
was nothing about it resembling 45
was nothing about the situation 40
was nothing either to frighten 78
was nothing novel or original 50
was nothing petty or egoistic 45
was nothing short of absolute 44
was nothing short of astounding 1216
was nothing short of beautiful 107
was nothing short of betrayal 111
was nothing short of breathtaking 393
was nothing short of brilliant 690
was nothing short of complete 66
was nothing short of criminal 551
was nothing short of disaster 87
was nothing short of disgusting 116
was nothing short of dramatic 127
was nothing short of ecstatic 70
was nothing short of fabulous 54
was nothing short of idolatry 42
was nothing short of insanity 56
was nothing short of inspired 191
was nothing short of masterly 43
was nothing short of midnight 67
was nothing short of paradise 52
was nothing short of profound 80
was nothing short of reckless 43
was nothing short of religious 90
was nothing short of staggering 254
was nothing short of suicidal 98
was nothing short of terrific 56
was nothing short of terrifying 232
was nothing short of treachery 86
was nothing wanting to complete 351
was once again an ordinary 49
was once again an outsider 43
was once again in christian 43
was once again in complete 50
was once again in darkness 49
was once again in evidence 185
was once again in financial 81
was once again in operation 100
was once again in progress 46
was once again the dominant 86
was once asked to describe 216
was once asked to evaluate 43
was only about to commence 75
was only after an extended 68
was only after an interval 246
was only after he finished 42
was only after he received 77
was only after he returned 179
was only after the abolition 126
was only after the accession 249
was only after the accident 59
was only after the american 402
was only after the breakdown 53
was only after the ceremony 56
was only after the cessation 40
was only after the children 83
was only after the collapse 476
was only after the complete 132
was only after the conflict 42
was only after the conquest 289
was only after the decisive 59
was only after the disaster 123
was only after the downfall 83
was only after the economic 103
was only after the elections 128
was only after the execution 75
was only after the expulsion 103
was only after the february 54
was only after the financial 40
was only after the formation 397
was only after the glittering 48
was only after the governor 46
was only after the incident 50
was only after the invention 338
was only after the japanese 478
was only after the military 272
was only after the movement 67
was only after the november 63
was only after the operation 43
was only after the overthrow 128
was only after the partition 71
was only after the personal 65
was only after the recovery 47
was only after the rejection 45
was only after the strongest 45
was only after the struggle 63
was only after the terrible 58
was only after the therapist 50
was only after the transfer 63
was only bound to exercise 46
was only bound to maintain 41
was only found in patients 60
was only given on condition 83
was only known by tradition 100
was only obeying the dictates 42
was only under the auspices 43
was only under the pressure 1147
was only under the stimulus 62
was only waiting to complete 52
was only wanting to complete 124
was only willing to consider 92
was only willing to negotiate 58
was only within the confines 40
was paid while the employee 52
was paid within the discount 149
was rising above the treetops 52
was safe within the confines 42
was said about the american 41
was said about the children 42
was said about the condition 63
was said about the delivery 127
was said about the economic 42
was said about the ignorant 81
was said about the incident 446
was said about the liniment 64
was said about the military 43
was said about the personal 97
was said about the possible 136
was said about the problems 48
was said about the proposed 160
was said about the relative 42
was said about the sanctity 81
was said about the situation 77
was said about the specific 61
was said could be recorded 41
was seen after the explosion 48
was seen beneath the highland 63
was sent about my business 88
was sent after the fugitive 45
was sent under the auspices 96
was sold under an execution 96
was sold under the authority 95
was sold under the direction 57
was sold under the mortgage 65
was some delay in completing 55
was some months in hospital 40
was some reason to distrust 63
was some shift in emphasis 49
was some shift of emphasis 42
was soon added to complete 41
was soon after the conquest 241
was soon found in practice 219
was soon given the nickname 85
was soon known to everyone 90
was soon within the district 60
was sure would be agreeable 45
was sure would be forthcoming 50
was sure would be rejected 41
was taking place an economic 47
was taking place in american 854
was taking place in australia 70
was taking place in budapest 45
was taking place in commerce 77
was taking place in indonesia 48
was taking place in industry 94
was taking place in military 42
was taking place in parallel 105
was taking place in portugal 48
was taking place in religious 103
was taking place in response 62
was taking place in scotland 142
was taking place in washington 417
was taking quite an interest 40
was taking steps to strengthen 68
was their level of education 51
was their method of conducting 44
was their notion of education 53
was their order of seniority 82
was their place of assembly 46
was their right as citizens 44
was their tutor to instruct 50
was there anything to indicate 344
was there drawn up entitled 62
was there queen so mightily 74
was there seated to abdicate 46
was there shown by analysis 71
was there wanting an abundant 90
was there wanting to complete 45
was three times as frequent 155
was three times as numerous 176
was three times as powerful 71
was three times as valuable 65
was three times the combined 48
was three times the distance 80
was three times the expected 102
was three times the ordinary 41
was three times the original 64
was three times the quantity 57
was three yards in thickness 157
was told about an incident 51
was told about my daughter 67
was told about the accident 78
was told about the incident 169
was told about the proposed 46
was told about the situation 72
was torn apart by factional 48
was torn apart by internal 254
was torn apart by religious 44
was upon terms of intimacy 204
was upon terms of intimate 57
was used first to describe 60
was used might be replaced 73
was used under the direction 50
was used until the sixteenth 56
was very close to complete 48
was very close to completing 42
was very frank in expressing 52
was very happy to discover 146
was very large as compared 46
was very light at southwest 54
was very nearly the opposite 115
was very proud of possessing 41
was very quick at repartee 42
was very quick to perceive 56
was very quiet at breakfast 55
was very quiet in attitude 46
was very short of officers 67
was very short of supplies 73
was very small as compared 603
was very small in quantity 131
was very sorry it happened 62
was very sweet to contract 58
was very upset to discover 52
was very willing to compound 128
was very willing to organize 62
was well above the critical 56
was well above the ordinary 43
was well above the standard 102
was well above the threshold 101
was well aware of american 135
was well aware of dangerous 43
was well aware of elizabeth 50
was well aware of potential 44
was well aware of problems 50
was well below the capacity 44
was well below the critical 97
was well below the expected 112
was well below the industry 67
was well below the original 40
was well below the potential 44
was well below the required 58
was well below the standard 273
was well below the threshold 101
was well known at washington 152
was well known by everyone 104
was well known in academic 73
was well known in american 148
was well known in artistic 70
was well known in australia 104
was well known in business 168
was well known in financial 139
was well known in florence 115
was well known in kentucky 44
was well known in literary 493
was well known in medieval 138
was well known in military 69
was well known in scotland 252
was well known in washington 731
was well known to american 402
was well known to chemists 53
was well known to europeans 96
was well known to everyone 858
was well known to hamilton 43
was well known to josephus 45
was well known to medieval 108
was well known to officials 46
was well known to scholars 84
was well known to students 78
was well known to thousands 58
was well known to visitors 40
was well known to washington 92
was well liked by everyone 811
was well liked by students 106
was well liked in washington 50
was well loved by everyone 49
was well timed to coincide 44
was well within the accepted 115
was well within the authority 59
was well within the boundary 55
was well within the capacity 491
was well within the confines 61
was well within the district 104
was well within the expected 104
was well within the province 112
was well within the standard 41
was well within the tradition 151
was well worthy of attention 147
was well worthy of imitation 79
was well worthy the attention 98
was what could be expected 306
was what might be expected 1981
was what might be referred 46
was what might be regarded 51
was what would be anxiously 79
was what would be expected 417
was what would be required 67
was wont often to exercise 119
was worth while to consider 89
was worth while to continue 196
was worth while to preserve 46
was wrong about the incident 51
was your equal at eighteen 142
was your pupil in brussels 74
way from delhi to calcutta 94
way from georgia to kentucky 47
way from spain to flanders 86
way from where the audience 44
way from yalta to washington 390
way shot thwart the buttocks 60
way what might be expected 42
weak acid known as carbonic 41
wear rude socks of untanned 112
who acts under the authority 115
who acts under the direction 234
who acts under the guidance 53
who acts under the immediate 52
who also acted as chairman 56
who also holds the portfolio 77
who also keeps me informed 73
who also takes an interest 41
who also tried to persuade 62
who also wrote the foreword 76
who also wrote the libretto 140
who also wrote the original 163
who begs jesus to remember 55
who bore quite the attitude 49
who brings about the downfall 57
who brings gifts to children 81
who buys goods or services 221
who came after the apostles 55
who came after the original 44
who came panting in breathless 124
who came under my personal 111
who came under my treatment 60
who came under the auspices 109
who came under the authority 99
who came under the category 113
who came under the direction 52
who came under the immediate 54
who came under the operation 55
who came under the personal 49
who came under the tutelage 45
who came within the category 56
who care about the children 40
who care about the education 56
who care about the survival 55
who come shall be received 77
who come under the authority 117
who come under the category 274
who come under the operation 66
who come within the category 121
who come within the operation 46
who dare trust the memorials 54
who died after an operation 64
who died after the operation 63
who died while in detention 45
who else could it possibly 65
who else might be affected 51
who else might be involved 236
who even nicks the solidity 40
who ever since the rebellion 56
who fall below the standard 388
who fall below the threshold 55
who fall under the category 242
who fall under the umbrella 43
who fall within the category 220
who fell below the standard 147
who fell beneath the standard 46
who fell under the category 75
who fell under the suspicion 171
who fell within the category 64
who felt bound to maintain 42
who half lives in eternity 53
who have aided in developing 93
who have aided the progress 47
who have aimed at subverting 65
who have asked me questions 52
who have asked the questions 47
who have begun to challenge 72
who have begun to consider 54
who have begun to discover 60
who have begun to identify 46
who have begun to perceive 48
who have bills to discount 113
who have borne no children 226
who have borne the christian 216
who have borne the standard 63
who have built up economic 60
who have burst the shackles 117
who have cause to complain 162
who have cause to remember 48
who have crept in unawares 46
who have dared to approach 45
who have dared to challenge 200
who have dared to confront 42
who have drawn my attention 189
who have drawn so opposite 42
who have drawn the attention 64
who have earned an associate 73
who have faced the challenge 60
who have faced the problems 47
who have found an interest 194
who have found it possible 235
who have given me constant 73
who have given me feedback 138
who have given me generous 126
who have given me guidance 69
who have given me personal 64
who have given me valuable 583
who have given no attention 141
who have given no evidence 55
who have given the strongest 64
who have given up children 53
who have given us accounts 110
who have given us feedback 129
who have given us valuable 144
who have goods or services 59
who have grown to adulthood 130
who have grown to maturity 296
who have grown up alongside 42
who have grown up entirely 76
who have grown up untaught 96
who have lived as literary 109
who have lived as servants 43
who have lived in australia 223
who have lived in communion 50
who have lived in constant 110
who have lived in darkness 69
who have lived in intimate 54
who have lived in isolation 91
who have lived in portugal 40
who have lived in relative 63
who have lived in succeeding 41
who have lived in tropical 212
who have lived or traveled 305
who have lived so secluded 109
who have lived the christian 91
who have loved the sciences 69
who have money at interest 51
who have money to purchase 75
who have moral or religious 44
who have owned the property 99
who have power or authority 49
who have power to exercise 56
who have power to withstand 66
who have reaped the benefits 265
who have reason to complain 219
who have reason to regulate 40
who have reason to remember 53
who have risen in rebellion 325
who have risen to eminence 1975
who have risen to greatness 75
who have risen to positions 559
who have sense to estimate 52
who have shown an aptitude 129
who have shown an interest 1277
who have shown me kindness 230
who have shown no evidence 91
who have shown no interest 129
who have shown no symptoms 46
who have shown the capacity 61
who have shown us invoices 54
who have signs or symptoms 221
who have skill to estimate 156
who have social or emotional 52
who have spent the majority 146
who have sworn to maintain 55
who have taken an interest 5090
who have taken an overdose 797
who have taken it seriously 70
who have taken no interest 89
who have taken the challenge 44
who have taken the magazine 69
who have taken the opposite 200
who have taken the physician 151
who have taken the required 287
who have taken the troubles 49
who have taken to politics 67
who have taken up positions 76
who have tried to approach 76
who have tried to challenge 46
who have tried to classify 69
who have tried to conceive 54
who have tried to continue 46
who have tried to convince 138
who have tried to decipher 67
who have tried to describe 412
who have tried to discover 222
who have tried to dominate 49
who have tried to estimate 141
who have tried to evaluate 75
who have tried to exercise 53
who have tried to frighten 61
who have tried to identify 275
who have tried to maintain 222
who have tried to minimize 49
who have tried to organize 131
who have tried to overcome 127
who have tried to persuade 196
who have tried to practice 63
who have tried to preserve 99
who have tried to separate 202
who have tried to suppress 41
who have wives or husbands 41
who heard about the incident 119
who hears still the astounding 80
who held civil or military 78
who held lands by military 54
who held power in washington 42
who held power of attorney 72
who held under the franklin 44
who here gives an instance 40
who kept alive the tradition 114
who kept watch in paradise 90
who knew about the incident 142
who knew about the operation 93
who knew about the problems 42
who knew about the situation 128
who know about the situation 89
who last saved the document 57
who lend money at interest 62
who lend money on interest 98
who lent money at interest 200
who lent money on interest 92
who lent money on maritime 53
who lies under the pressure 79
who live under the american 124
who live under the authority 103
who live under the christian 152
who live under the constant 141
who live under the guidance 121
who live under the immediate 44
who live under the tradition 58
who live within the confines 121
who live within the district 169
who live within the vicinity 45
who look after the children 212
who made known the presence 56
who make haste to submerge 51
who move about the populous 46
who must needs be obnoxious 57
who must solve the problems 69
