wag from one wall to 45
war aims and those of 84
war aims but also in 50
war also did much to 41
war blew her horn on 90
war break out during the 47
war came not from the 91
war from all over the 60
war from his youth up 596
war from one part of 41
war from this time on 47
war gave new life to 60
war grew both among the 90
war have not been so 42
war kiss each other at 52
war left its mark on 225
war meant not only the 45
war more than half of 180
war more than half the 139
war more than once in 47
war must not only be 193
war news than went to 44
war over who gets to 49
war there can only be 42
war there had been an 394
war there had been in 71
war there had been no 1565
war there had been the 207
war there has been an 1021
war there has been in 79
war there has been no 833
war there has been the 47
war there was also an 46
war there was nothing to 133
war there was talk of 96
war took its toll in 50
war took its toll of 146
war took its toll on 391
war upon each other as 164
war upon each other at 54
war upon each other in 203
war upon each other on 73
war upon each other or 52
war upon each other to 46
war upon him till he 65
war were being felt in 45
war were being held in 46
war were being made in 82
war were not able to 65
war were not lost on 82
war were not only the 40
war were not such as 55
war were not those of 50
war were set forth in 74
war were too great to 40
war when they were in 64
war will bring upon the 63
war will end when the 148
war will not cease in 62
war will not come to 171
war will not cost us 44
war will not have the 41
war will not leave it 58
war will not only be 166
war will not reach us 49
war will not soon be 63
war will not stop the 50
war work being done by 100
war years and during the 614
war years and from the 122
war years and into the 676
war years and those of 45
war years but also the 44
war years did much to 97
war years had been an 40
war years had been the 312
war years had come to 43
war years had left the 103
war years had seen the 288
war years has been the 762
war years than during the 180
was able and eager to 320
was able and glad to 58
was able and ready to 906
was able each time to 83
was able for once to 153
was able for years to 153
was able not just to 98
was able not only to 11911
was able this time to 156
was able with truth to 51
was ably set forth by 87
was ably set forth in 79
was acting and when he 42
was acting her part in 41
was acting his part in 120
was acting his part of 41
was acting not only as 121
was acting not only in 101
was acting not only on 58
was adding his mite to 84
was afar cry from the 46
was agog with news of 44
was agog with talk of 41
was ahead not only of 57
was aiming far more at 74
was aiming for when he 59
was aiming not only at 96
was along one side of 65
was along this line of 164
was along this part of 55
was also all over the 48
was also being done at 79
was also being done by 182
was also being done in 487
was also being done on 168
was also being done to 51
was also being felt by 63
was also being felt in 168
was also being held at 77
was also being held by 49
was also being held in 131
was also being made at 54
was also being made by 135
was also being made in 557
was also being made of 97
was also being made on 96
was also being made to 213
was also being paid by 90
was also being paid to 222
was also being seen as 86
was also being seen by 42
was also being sent to 132
was also being sued by 69
was also being used as 579
was also being used at 52
was also being used by 515
was also being used in 501
was also being used on 104
was also being used to 677
was also being wooed by 72
was also cut down by 78
was also cut down to 64
was also cut from the 170
was also cut into the 78
was also doing well at 70
was also doing well in 160
was also doing what he 58
was also due from the 53
was also far ahead of 278
was also far from the 336
was also fed into the 123
was also going back to 112
was also going down to 83
was also going home to 40
was also going into the 103
was also her duty to 226
was also his duty as 55
was also his duty to 1958
was also his fate to 60
was also his last in 50
was also his plan to 48
was also his task to 207
was also his view of 49
was also his wish to 79
was also hit during the 44
was also hit hard by 211
was also its duty to 119
was also led into the 70
was also let down by 48
was also let into the 77
was also low during the 41
was also not able to 731
was also not among the 67
was also not clear if 46
was also not clear to 110
was also not eager to 43
was also not fond of 56
was also not free of 78
was also not hard to 67
was also not keen on 114
was also not keen to 52
was also not lost on 326
was also not much of 100
was also not much to 50
was also not part of 206
was also not ready to 169
was also not seen as 159
was also not slow in 95
was also not slow to 146
was also not sure if 53
was also not sure of 63
was also not used in 60
was also not used to 77
was also now able to 109
was also now part of 41
was also one among the 110
was also one case in 44
was also one case of 159
was also one from the 71
was also one hell of 170
was also one means of 47
was also one other thing 61
was also one part of 46
was also our duty to 97
was also put down by 123
was also put down in 113
was also put down to 75
was also put forth by 177
was also put forth in 91
was also put forth to 47
was also put into the 771
was also put there to 41
was also put upon the 173
was also read from the 164
was also read into the 88
was also run over in 40
was also set back by 42
was also set down in 60
was also set forth by 128
was also set forth in 300
was also sir john the 46
was also that kind of 53
was also that part of 117
was also that rare thing 40
was also then able to 43
was also this kind of 111
was also this type of 56
was also too busy to 107
was also too dark to 45
was also too early to 62
was also too fond of 57
was also too good an 45
was also too good to 58
was also too great to 42
was also too late in 67
was also too late to 436
was also too much in 44
was also too much of 293
was also too much to 127
was also too poor to 76
was also too wise to 58
was also too young to 264
was also way ahead of 67
was also won over by 140
was also won over to 116
was angry and full of 142
was angry and hurt at 151
was angry and hurt by 137
was angry and ready to 142
was angry and said he 118
was angry and said the 48
was angry and said to 401
was angry and threw the 44
was angry and told me 101
was angry and told the 73
was angry and trying to 56
was angry and went to 139
was angry not only at 93
was angry that some of 41
was angry with some of 55
was angry with what he 70
was asking for bids on 55
was asking for help in 150
was asking for help to 79
was asking for leave of 43
was asking for leave to 57
was asking for more of 45
was asking for news of 78
was asking for some of 47
was asking for time to 45
was asking for what he 62
was asking for when he 47
was asking him what he 287
was asking him what the 40
was asking his wife to 64
was asking too much in 89
was asking too much of 8394
was asking too much to 701
was avid for news of 118
was away and when he 57
was away for days at 146
was away for half an 57
was away for half the 49
was away for most of 332
was away for much of 151
was away for part of 58
was away for three or 54
was away than when he 40
was away this week on 55
was away with most of 44
was awed not only by 45
was back and forth in 54
was back and forth on 75
was back and forth to 372
was back and ready to 255
was back doing what he 95
was back out into the 89
was back out onto the 41
was banging his fist on 106
was bare and open to 60
was baring her soul to 58
was baring his soul to 76
was basing his case on 41
was basing his work on 62
was bathing her feet in 41
was bathing his face in 48
was bearing her away to 83
was bearing him from the 92
was bearing our sins in 42
was bearing them away at 59
was bearing too much to 44
was beating him over the 94
was beating its bank by 78
was beating out wheat in 193
was beating tin pans so 249
was beet red from the 44
was bent low down to 116
was bent low over the 360
was bent not only on 173
was best not even to 57
was best set forth by 50
was best set forth in 55
was best that none of 75
was biding her time or 53
was biding her time to 48
was biding his time as 107
was biding his time at 57
was biding his time in 273
was biding his time on 55
was biding his time to 401
was biding its time in 85
was biding its time to 66
was biting her lips in 62
was biting her lips to 193
was biting his lips in 65
was biting his lips to 142
was blue and clear as 44
was blue and full of 85
was body and soul in 47
was bold and daring in 118
was bold and full of 85
was born and also the 48
was born and bred an 259
was born and bred as 376
was born and bred at 521
was born and bred be 84
was born and bred by 64
was born and bred in 21588
was born and bred of 106
was born and bred on 1487
was born and bred the 45
was born and bred to 1238
was born and bred up 1128
was born and came of 82
was born and came to 301
was born and died as 61
was born and died at 867
was born and died he 170
was born and died in 10534
was born and died on 1604
was born and died the 97
was born and during the 73
was born and from the 104
was born and grew in 259
was born and grew to 1264
was born and grew up 32300
was born and here he 134
was born and laid in 191
was born and live in 125
was born and some of 50
was born and there he 57
was born and there is 41
was born and used to 103
was born and went on 44
was born and went to 464
was born and what he 120
was born and when he 465
was born and when it 52
was born and when my 44
was born and when the 110
was born and will be 125
was born but died in 56
was born far away in 63
was born far from the 134
was born had been the 45
was born had nothing in 51
was born near here in 85
was born near kiev in 47
was born near rome in 42
was born near what is 298
was born nor when he 57
was born not from the 54
was born not only in 88
was born not only of 140
was born not only to 109
was born out there in 46
was born she used to 49
was born she went to 81
was born too early or 50
was born too early to 336
was born too late in 156
was born too late or 85
was born too late to 1672
was born too soon to 349
was born was also the 84
was born way back in 90
was born who died in 46
was born with only the 58
was born with some of 84
was born with teeth in 54
was born with what is 40
was bred and born in 373
was bred and those in 93
was bringing her back to 318
was bringing her home to 67
was bringing him back to 445
was bringing him down to 43
was bringing him from the 102
was bringing him home to 82
was bringing him into the 162
was bringing him over to 45
was bringing his wife to 67
was bringing new life to 86
was bringing them back to 204
was bringing them home to 41
was bringing them into the 118
was bringing this band of 46
was bringing you back to 53
was bury her face in 53
was busy all over the 67
was busy and full of 120
was busy doing what he 68
was busy for most of 52
was busy going over the 128
was busy not only in 49
was busy this time of 45
was busy with some of 95
was busy with trying to 53
was busy with what he 84
was buying two cans of 43
was calm and able to 76
was calm and clear as 100
was calm and cold as 59
was calm and cool as 174
was calm and cool in 75
was calm and even as 44
was calm and full of 280
was calm and mild as 61
was calm and ready to 77
was calm and slow in 59
was calm and sure of 71
was case that kept the 70
was cast off from the 372
was cast out from the 713
