wages benefits 56 wages received 145
walking phantoms 185 walls entirely 82
walls finished 56 walls repaired 44
warmth awakened 62 watch reckless 86
water abundant 88 water whenever 137
water suffered 126 weeks thousands 56
wheel invented 49 where mustered 46
where perished 79 where occupied 48
where critical 137 where compared 147
where supposed 109 where interred 47
where situated 43 where interred 59
where produced 46 where expected 68
where expected 2418 where imagined 58
where sufficed 61 where supposed 105
where expected 1807 where imagined 47
where sufficed 375 where supposed 136
where harvesting 55 where properly 62
where acquired 47 where obtained 53
where received 141 where straight 48
where expected 97 where remained 72
where expected 179 where received 57
where occupied 41 where branches 51
where suitable 52 where admission 90
where obtained 100 where procured 42
where religious 56 where remained 58
where directly 44 where decisions 52
where synaptic 44 where quarters 206
where attention 79 where comrades 57
where families 47 where materials 59
where defended 64 where expected 147
where obtained 62 where received 88
where remained 171 where regarded 104
where children 62 where received 102
where holidays 48 where vacations 50
where holidays 55 where vacations 48
where blankets 95 where abundant 87
where complete 51 where expected 57
where obtained 53 where otherwise 52
where perished 118 where received 121
where redeemed 49 where remained 123
where probably 57 where happened 122
where happened 68 where occurred 47
where captured 64 where yourself 89
where yourself 107 where attention 215
where yourself 194 where expected 221
where yourself 42 where attention 93
where yourself 84 where expected 214
which citizens 118 which sometime 70
which employed 51 which diminish 210
which compared 102 which excluded 95
which expected 77 which excluded 48
which expected 44 which produced 46
which disagree 61 which lectures 50
which economic 59 which personal 71
which positive 44 which religious 44
which specific 50 which concealed 60
which valuable 41 which commonly 85
which commonly 140 which suitable 44
which physical 142 which compared 47
which explicit 115 which dangerous 101
which fanciful 112 which fruitful 51
which numerous 41 which powerful 97
which relevant 41 which valuable 163
which partially 60 which slightly 46
which appended 47 which distance 52
which abundant 73 which beautiful 186
which numerous 218 which valuable 63
which numerous 186 which suitable 51
which compared 75 which beautiful 46
which explicit 41 which numerous 105
which powerful 40 which partially 104
which apparent 40 which numerous 100
which relevant 55 which pictures 46
which seriously 121 which activity 41
which vibration 74 which pressure 51
which pressure 60 which despotic 47
which capacity 100 which province 60
which admitted 47 which prepared 72
which affected 44 which security 199
which allegory 40 which distress 48
which problems 153 which problems 48
which problems 51 which problems 51
which confusion 196 which problems 74
which chemical 439 which purposes 55
which problems 82 which ancestry 49
which conclude 794 which normally 41
which foreseen 100 which believed 90
which credited 50 which expected 59
which regarded 183 which ventured 175
which quarters 47 which reformed 47
which hinduism 54 which attention 44
which obtained 63 which acquired 47
which approved 50 which employed 99
which invented 53 which isolated 95
which mentioned 66 which observed 78
which occupied 83 which prepared 65
which produced 171 which proposed 337
which reported 82 which attended 82
which smothered 57 which accepted 252
which accorded 155 which achieved 269
which actually 90 which adequate 50
which admitted 116 which affected 74
which afforded 42 which annulled 63
which answered 147 which approved 122
which asserted 47 which attacked 125
which attained 332 which bestowed 78
which broached 82 which captured 71
which combined 52 which complete 40
which conceded 148 which declared 86
which demanded 54 which designed 227
which detected 81 which directly 88
which disputed 296 which effected 44
which employed 199 which enforced 331
which entirely 945 which examined 194
which exceeded 187 which excelled 87
which executed 99 which expected 130
which explored 405 which extended 93
which finished 309 which followed 146
which foreseen 103 which formally 455
which friendly 74 which imagined 120
which included 260 which inflamed 67
which intended 669 which involved 103
which mentioned 424 which observed 1158
which obtained 102 which obtruded 58
which occupied 508 which operated 63
which overcome 57 which polished 49
which possible 292 which prepared 40
which produced 231 which profaned 111
which properly 873 which provided 64
which publicly 76 which ratified 155
which received 122 which recorded 279
which redeemed 45 which referred 68
which regarded 97 which rendered 90
which repaired 105 which replaced 51
which reported 217 which required 98
which resolved 126 which restored 103
which returned 151 which seriously 333
which strictly 49 which supposed 113
which surveyed 196 which threatened 44
which unpacked 56 which utilized 53
which vigorous 51 which withdrawn 75
which occurred 152 which occurred 151
which declared 71 which employed 81
which mentioned 41 which observed 55
which proposed 57 which regarded 40
which replaced 46 which wildfire 328
which rejected 53 which recently 46
which seriously 40 which compared 73
which thousands 113 which attention 44
which attention 153 which absorbed 55
which admirers 48 which authority 48
which absorbed 57 which accepted 321
which accorded 128 which achieved 312
which acquired 55 which actually 124
which admitted 72 which affected 49
which analyzed 83 which answered 474
which approved 46 which assailed 49
which asserted 45 which assigned 50
which attacked 65 which attained 350
which attended 156 which bettered 167
which captured 55 which conscious 62
which deceived 66 which declared 51
