war beautified by her discourse 42
was abandoned as too difficult 57
was abandoned as too expensive 145
was abandoned as too hazardous 75
was abandoned by his colleagues 41
was abandoned by his companions 105
was abandoned by his followers 192
was abandoned by his successor 130
was abandoned by its commander 55
was abandoned by its defenders 163
was abolished in new hampshire 111
was abrogated by his successor 43
was acclaimed as his successor 44
was acclaimed by his followers 42
was acquitted in her estimation 48
was acquitted of any accusation 43
was acquitted of that obligation 47
was addressed by her courtiers 43
was addressed by his companions 56
was addressed by our ancestors 43
was addressed to all christians 48
was addressed to his disciples 47
was addressed to his successor 47
was analogous to that described 153
was announced as her successor 93
was announced as his successor 63
was announced in san francisco 50
was applauded of his followers 94
was appointed as her successor 55
was appointed as his assistant 292
was appointed as his successor 2315
was appointed as its commander 69
was appointed as its president 91
was appointed as its secretary 144
was appointed by him secretary 50
was appointed by his colleagues 47
was appointed by his sovereign 46
was appointed by his successor 55
was appointed by then president 44
was appointed on this committee 51
was appointed the new commander 67
was appointed the new president 107
was appointed the new secretary 87
was appointed to its executive 44
was appointed to that committee 46
was appointed to that important 188
was appointed to this commission 107
was appointed to this committee 175
was appointed to this important 289
was assaulted by six different 144
was assaulted by this gentleman 55
was assiduous in her attentions 101
was assiduous in his attentions 778
was attempted in two different 46
was attracted by her appearance 138
was attracted by his appearance 91
was attracted by his reputation 104
was attracted by this attribute 71
was attracted by this theological 121
was authorized at his discretion 60
was authorized by and conducted 79
was authorized by his commission 113
was authorized in his discretion 76
was authorized in its discretion 73
was available in san francisco 48
was available in two different 47
was available to all employees 98
was available to our ancestors 49
was beneficial to all concerned 264
was beneficial to both countries 81
was broadcast on bbc television 54
was campaigning in new hampshire 88
was capricious in his inventions 79
was certainly an odd character 53
was certainly in his possession 67
was certainly my own impression 55
was certainly to his advantage 67
was chargeable on his ministers 47
was chartered by new hampshire 219
was chartered in new hampshire 67
was collected at two different 40
was collected in our pedagogue 155
was collected in two different 44
was comforted in his affliction 68
was commanded by his batteries 76
was commanded by one chevalier 59
was commanded by our president 43
was commanded by two batteries 63
was committed in its territory 717
was committed to his discretion 43
was committed to his protection 43
was compelled by her physicians 44
was compelled by his colleagues 52
was compelled to act cautiously 41
was compelled to ask permission 43
was complaining of his inability 43
was completed by his assistant 124
was completed by his disciples 47
was completed by his successor 970
was completed in all essentials 108
was completed in san francisco 62
was completed it was necessary 56
was completed it was submitted 62
was completed to san francisco 49
was conceived by his physicians 45
was conceived of and developed 53
was concerned he was perfectly 45
was concerned in its production 52
was concerned or his affections 66
was concerted by his ministers 52
was condemned by his colleagues 46
was condemned by his opponents 40
was conducted at two different 81
was conducted by his appointed 110
was conducted by his successor 55
was conducted by two different 46
was conducted in san francisco 251
was conducted in two different 202
was conducted in two districts 49
was conducted on two different 69
was conducted to her apartment 94
was conducted to his apartment 117
was conducted to his residence 85
was confident in her abilities 51
was confident in his abilities 127
was confident in his knowledge 47
was confident of her abilities 53
was confident of his abilities 150
was confident of his innocence 53
was confirmed as his successor 75
was confirmed by gel filtration 89
was confirmed by his appearance 70
was confirmed by his successor 321
was confirmed in her possession 201
was confirmed in her resolution 48
was confirmed in her suspicions 81
was confirmed in her voluntary 80
was confirmed in his constancy 55
was confirmed in his conviction 241
was confirmed in his impression 135
was confirmed in his possession 462
was confirmed in his resolution 328
was confirmed in his suspicions 267
was confirmed in its possession 219
was confirmed in this conceited 57
was confirmed in this conclusion 67
was confirmed in this conviction 96
was confirmed in this impression 190
was confirmed in this resolution 300
was confirmed to his electoral 50
was consonant to his profession 57
was consulted in all difficult 44
was consulted in all important 151
was consulted on all important 560
was contained in his statement 63
was contained in one paragraph 44
was contained in this condensed 45
was contained in this paragraph 48
was contained in this statement 43
was continued by her successor 76
was continued by his assistant 181
was continued by his disciples 149
was continued by his followers 137
was continued by his successor 1864
was continued to his posterity 59
was continued to his successor 65
was converted to war production 144
was convicted of and sentenced 51
was convicted of being concerned 63
was convicted of both robberies 83
was convinced by her arguments 40
was convinced by his arguments 192
was convinced he had committed 42
was convinced it was important 45
was convinced it was necessary 140
was convinced of her innocence 317
was convinced of her sincerity 105
was convinced of his inability 47
was convinced of his innocence 796
was convinced of his integrity 44
was convinced of his sincerity 274
was convinced of his supremacy 49
was convinced of its existence 64
was convinced of its necessity 213
was convinced of its propriety 47
was convinced of its soundness 40
was dedicated to her profession 52
was dedicated to his profession 133
was deficient in his knowledge 80
was deficient in one important 63
was delighted at being consulted 64
was delighted at his discovery 49
was delighted at this discovery 89
was delighted to pay periodical 41
was delivered in san francisco 63
was delivered to her apartment 53
was delivered to her barbarous 54
was delivered to his ancestors 42
was denounced by his colleagues 54
was denounced by his opponents 137
was denounced by his political 49
was denounced by its opponents 70
was dependent on his sovereign 78
was dependent on two conditions 51
was deposited in this temporary 45
was described as being concerned 88
was described as being especially 62
was described as being extremely 118
was described as being generally 43
was described by her biographer 41
was described by his associates 54
was described by his biographer 281
was described by his colleagues 102
was described by his opponents 90
was described by his successor 80
was described by its architect 48
was described by its opponents 64
was described by one biographer 56
was described by one informant 173
was described by one newspaper 143
was described in one newspaper 89
was described in our discussion 52
was described on his tombstone 61
was desolated by his incursions 63
was despoiled of his knighthood 43
was destitute of all furniture 45
was destitute of all gratitude 71
was destitute of all reasonable 121
was destitute of all vegetation 70
was destitute of any foundation 55
was destitute of that moderation 76
was destroyed by her commander 50
was developed by his disciples 51
was developed by his followers 75
was developed by his successor 50
was developed by this researcher 63
