wages paid and hours worked 78
waiting room was empty except 140
waiting till his change should 89
walking over its rough stones 44
walls high and strong enough 63
walls were not strong enough 143
warning shot was fired across 153
warning wave that gives notice 40
waste fens and windy fields 165
waste time and money searching 53
watch from his breast pocket 94
watch from his pants pocket 75
watch from his watch pocket 47
watch over him every minute 40
watch over our whole nature 49
water from his water bottle 117
water loss and water uptake 113
water only for short periods 42
water salt and black pepper 365
water salt and white pepper 87
water used for washing clothes 125
water used for washing should 68
water will not stand around 43
weather upon two women before 46
wedge your long sapling crotch 48
weeks till his wound should 44
weigh less than fifty pounds 93
weigh less than forty pounds 42
weigh less than thirty pounds 73
weigh more than eight pounds 42
weigh more than fifty pounds 193
weigh more than forty pounds 122
weigh more than seven pounds 49
weigh more than sixty pounds 95
weigh more than thirty pounds 120
wells used for water supply 61
where faith and realty remain 72
where just now every flower 56
where land and water routes 66
where many had taken refuge 71
where mars with venus dwells 54
where milk and honey flowed 169
where more than eight million 46
where none had grown before 480
where none had stood before 326
where none was known before 47
where nothing bad could happen 57
where nothing does really endure 129
where nothing had grown before 56
where nothing had stood before 59
where only one stood before 45
where rain had leaked through 49
where reading and writing should 45
where salt and fresh waters 57
where sand and finer matter 51
where sand and large masses 58
where such things could happen 356
where such use would result 363
where there are about twenty 127
where there are dense masses 42
where there are empty places 52
where there are flowing streams 48
where there are forty chests 43
where there are green fields 51
where there are large blocks 57
where there are large bodies 135
where there are large changes 114
where there are large cities 130
where there are large crowds 65
where there are large enough 81
where there are large fields 45
where there are large flocks 62
where there are large groups 257
where there are large jewish 50
where there are large masses 133
where there are large number 135
where there are large public 50
where there are large rivers 63
where there are large tracts 380
where there are major changes 53
where there are moral reasons 42
where there are never enough 104
where there are people around 294
where there are rapid changes 228
where there are sandy beaches 66
where there are sharp changes 79
where there are steep cliffs 47
where there are steep slopes 129
where there are still plenty 130
where there are still traces 163
where there are strong forces 56
where there are strong reasons 155
where there are valid reasons 59
where there are white frosts 63
where there had never before 152
where there was either little 44
where there was every chance 117
where there was level ground 49
where there was light enough 87
where there was never enough 430
where there was often little 80
where there was solid ground 58
where there was space enough 169
where there was still enough 173
where there was still fighting 51
where there was still little 45
where there was still plenty 376
where there was still something 48
where there was water enough 227
where those who could afford 198
where time and space become 53
where were two large locust 47
where wind and water erosion 53
which also may exist without 56
which bore thee thither should 59
which boys and girls become 117
which boys and girls differ 84
which boys and girls should 275
which came one after another 156
which came with knowing beyond 51
which case one might expect 131
which case one would expect 352
which case they could hardly 126
which case they shall expire 54
which case they shall remand 58
which case they would become 200
which case they would demand 40
which case they would perish 162
which case they would report 46
which case they would simply 42
which case you would simply 49
which come one after another 134
which copy sir thomas malory 69
which dare not sever itself 56
which deals with every aspect 82
which deals with human nature 118
which deals with human rights 106
which deals with large masses 72
which dealt with civil rights 52
which dealt with every aspect 73
which dealt with human rights 47
which dealt with social issues 58
which during this period became 77
which ebbs and flows through 71
which erring man calls chance 61
which even had within itself 72
which even his stoic nature 55
which even now would hardly 181
which even sir isaac newton 86
which even they could hardly 81
which fade and wither almost 112
which fell one after another 195
which fish had broke through 80
which form our solar system 49
which from all sides darted 58
which from his breast seemed 58
which from that period became 93
which from that point onward 117
which from this period became 45
which from this period onward 46
which from this point onward 108
which from two fixed points 70
which gave him power without 84
which gave him still greater 53
which gave his father credit 85
which gave his words almost 49
which gave them still greater 67
which grow and decay around 48
which have long since become 1376
which have long since fallen 485
which have long since passed 1482
which have long since proved 88
which have long since reached 49
which have long since rotted 91
which have long since turned 42
which have low boiling points 79
which have low melting points 137
which have not since changed 127
which have one after another 125
which have then water enough 117
which have this sense highly 74
which have too often marked 43
which have too often proved 102
which heavy and light bodies 45
which held its first annual 311
which held its first formal 61
which held its first meetings 74
which held its first public 195
which held its first session 1036
which held out about eleven 69
which held that women should 45
which india has stood through 48
which jack and annie travel 213
which june had given notice 48
which laid them under proper 46
which last had never reached 55
which life and vigor radiate 63
which life was first breathed 642
which living men would employ 41
which made her appear almost 59
which made her appear taller 50
which made her doubt whether 42
which made her first voyage 45
which made her often wander 56
which made her still retain 42
which made him appear always 93
which made him appear taller 87
which made him doubt whether 125
which made him enter warmly 121
which made him rather hearken 63
which made him world famous 158
which made his black mantle 68
which made his learning thought 47
which made his speaking almost 61
which made his worst actions 66
which made its author famous 46
which made its final report 83
which made its first flight 534
which made its first public 175
which made its first report 77
which made its first voyage 45
which made them often forget 51
which made them strong enough 43
which made this willing hermit 189
which make one doubt whether 42
which many are still extant 56
which many had taken refuge 48
which mark off social groups 46
which marx and engels called 138
which means that every dollar 52
which means that every member 74
which means that every object 44
which means that every person 137
which means that every second 56
which means that people should 58
which means that small changes 72
which means that under normal 46
which means they either punish 62
which more than eight million 113
which more than fifty million 60
which most men would shrink 182
which must our cares employ 134
which name was later changed 143
which none but happy lovers 77
which none can study without 46
which none may enter without 46
which nothing can stand except 71
which nothing was known before 59
which nothing was known except 107
which once had given energy 43
which only doth judge itself 549
which only she could answer 41
which only six months before 64
which only they could emerge 43
which only too often cancel 173
which only two months before 154
which only two months earlier 108
which only two weeks before 41
which other and older states 50
which other men easily attain 146
which other men never dreamed 45
which other men would regard 41
which owed its chief strength 52
which pain and failing strength 61
which poor pen could afford 41
which puts them under greater 52
which react with amino groups 54
which reading and writing should 112
which reading and writing skills 75
which rise one above another 563
which rose one above another 150
which says that every person 75
which says that people should 80
which says that women should 51
which sees and feels without 92
which sent him reeling across 53
which sets this whole matter 52
which sick kings would fondly 49
which some are still extant 42
which soon its print forgot 60
which such things could happen 159
which their own hands created 55
which there are about eighty 214
which there are about ninety 76
which there are about twelve 107
which there are about twenty 760
which there are fewer rotten 65
which there are human voices 47
which there are large changes 43
which there are large cities 73
which there are nearly always 58
which there are nearly twenty 58
which there are never enough 133
which there are plain traces 51
which there are rapid changes 60
which there are still extant 161
which there are still plenty 124
which there are still traces 514
which there are strong family 41
which there are strong feelings 59
which there are strong reasons 140
which there had never before 95
which there was every chance 52
which there was never enough 494
which there was often little 55
which there was reason enough 118
which there was small chance 74
which there was still enough 44
which there was still plenty 187
which those two words convey 42
which those who could afford 179
which those who enter rarely 49
which those who lived before 49
which those who lived through 100
which those who stood around 52
which those who would arrive 67
which those who would attain 59
which three are still extant 42
which time and space become 67
which time can never efface 493
which time has built amidst 61
which time sir isaac newton 48
which time they would become 95
which time they would return 68
which told with fatal effect 55
which took its place beside 146
which vice can never resist 41
which were being spread abroad 70
which were not binding without 67
which were not easily shaken 50
which were not easily solved 56
which were not false indeed 49
which were not known before 498
which were not large enough 429
which were not legal tender 200
which were not really needed 109
which were not really sports 48
which were not really wanted 53
which were not strong enough 928
which were not under direct 121
which were now drawn around 65
which were now passing through 52
which were one after another 72
which were our first movers 47
which were read every sabbath 59
which were then daily pushed 77
which were then gaining ground 44
which were then passing through 55
which were then pending before 46
which will bring about better 147
which will bring about changes 107
which will bring about further 107
which will bring about greater 114
which will not allow itself 406
which will not appear strange 52
which will not appear without 46
which will not cause damage 90
which will not cause injury 45
which will not occur unless 95
which will not repeat itself 47
which will not thrive unless 69
which will put every honest 46
which will run right through 163
which wine was still standing 60
which wise men still admire 75
which young and older adults 69
which your own minds prompt 41
which your son jesus christ 66
while from his bosom gushed 57
while leading his fourth sortie 50
while life and power remain 107
while living and working abroad 87
while other men would remain 148
while ours are given slowly 42
while riding his horse through 48
while rome was still adored 98
while there are still enough 56
while there are still plenty 155
while there are strong reasons 116
while there does exist almost 43
while there was light enough 193
while there was still almost 44
while there was still another 96
while there was still enough 1059
while there was still fighting 61
while there was still plenty 599
while there was still something 295
while those who could afford 333
while those with lower levels 90
white beard with amber streaks 62
white boys who lived beyond 93
white bread and fresh butter 80
white bread and peanut butter 77
white cake with white frosting 65
white caps and white aprons 95
white coat and strong garlic 46
white eyes with black pupils 44
white gown and large turban 59
white hair and ruddy cheeks 64
white hair was neatly combed 110
white male and black female 240
white male and white female 546
white pine and white spruce 153
white ship was steaming slowly 47
white skin you walks around 44
white ties and white gloves 79
white veil with olive wreathed 99
white wall with blank square 65
white wigs and laced velvet 87
whole body can either defend 81
whole body that might follow 63
whole crew she could muster 53
whole days and weeks without 45
whole days and whole nights 133
whole into one solid empire 44
whole land and naval forces 163
whole life was built around 119
whole life was passing before 61
whole wheat and white flours 73
whose arms are bound behind 45
whose army was still before 90
whose back was still turned 93
whose beams they could expect 57
whose birth and royal station 85
whose body they found mangled 52
whose body was found buried 64
whose body was found floating 168
whose eagle eye could pierce 97
whose envy can never suffer 74
whose eyes are sharp enough 76
whose eyes are still closed 53
whose face was still hidden 99
whose faith was strong enough 84
whose fame had never before 117
whose fame had spread beyond 74
whose fame had spread through 106
whose fame has spread beyond 126
whose fame has spread through 56
whose fame was spread abroad 62
whose fame was spread beyond 105
