wad like to ken if 86
wan moon is all the 48
war aims as that of 46
war aims of all the 73
war among us for so 42
war been as bad to 91
war came it was the 52
war came on and he 63
war came on and the 143
war came the end of 139
war came to him as 157
war during the era of 45
war during the war of 158
war fell in with the 43
war from the age of 87
war from the air at 199
war from the day of 41
war from the end of 102
war from the era of 47
war just as long as 46
war last as long as 103
war left us with an 141
war like the one in 274
war like the one we 101
war like the war of 41
war made an end of 86
war made it all the 134
war made it easy to 57
war made on them by 196
war means the end of 184
war meant an end to 100
war meant the end of 494
war must be for the 85
war must be met by 63
war must be one of 124
war must be owing to 42
war must be put an 42
war must be won at 56
war must be won by 240
war must be won in 187
war must be won on 98
war must be won or 66
war only as long as 155
war only so far as 56
war only so long as 101
war only to die at 46
war only to die in 56
war over the head of 69
war over the sum to 63
war over the use of 68
war puts an end at 65
war puts an end to 432
war raging on all the 50
war ready to put to 51
war such as that in 188
war such as that of 190
war such as this by 47
war there is going to 91
war there is not the 42
war till the death of 50
war till the end of 188
war upon it for the 56
war upon it with the 60
war upon the death of 40
war upon the kings of 70
war upon the men of 82
war upon us for the 131
war upon us with the 40
war went on and as 122
war went on and on 1394
war went on and the 929
war went on for the 68
war went on with no 57
war were by far the 45
war were to end in 98
war were to end to 43
war when he had to 60
war when he was an 83
war when he was at 73
war when he was in 249
war when he was on 81
war when he was the 63
war when it can be 61
war when it was at 44
war when it was in 66
war when it was the 43
war when we had to 66
war will be all the 95
war will be but the 61
war will be for the 71
war will be going on 45
war will be one in 65
war will be one of 198
war will be that the 49
war will be with us 154
war will be won by 788
war will be won in 256
war will be won on 62
war will be won or 440
war will do for the 128
war wore on and the 153
war years as one of 101
war years he was in 114
war years he was the 41
war years is one of 54
war years it was the 288
was able as yet to 76
was able at all to 85
was able by and by 47
was able by now to 43
was able if not to 42
was able in one of 44
was able or not to 52
was able so far to 522
was able so long to 135
was able to act as 7705
was able to act at 113
was able to act in 949
was able to act on 1925
was able to act so 119
was able to act the 129
was able to act to 58
was able to add an 304
was able to add at 61
was able to add in 102
was able to add it 50
was able to add my 95
was able to add on 92
was able to add the 1336
was able to add to 3491
was able to add up 86
was able to aid in 181
was able to aid the 265
was able to aim at 57
was able to arm the 41
was able to ask as 76
was able to ask if 93
was able to ask in 68
was able to ask me 89
was able to ask my 142
was able to ask the 1051
was able to ban the 63
was able to bar the 106
was able to bear an 54
was able to bear in 54
was able to bear it 1405
was able to bear my 79
was able to bear on 41
was able to bear the 2875
was able to bear up 845
was able to beat it 86
was able to beat me 74
was able to beat my 53
was able to beat the 1007
was able to beat up 45
was able to bid the 50
was able to bow to 61
was able to bring an 515
was able to bring in 4351
was able to bring it 1619
was able to bring me 309
was able to bring my 652
was able to bring on 432
was able to bring so 230
was able to bring the 8182
was able to bring to 6049
was able to bring up 2755
was able to bring us 245
was able to buy an 687
was able to buy as 190
was able to buy at 310
was able to buy in 728
was able to buy it 1363
was able to buy me 199
was able to buy my 428
was able to buy on 240
was able to buy or 102
was able to buy so 44
was able to buy the 5006
was able to buy up 630
was able to buy us 51
was able to cap the 44
was able to cling on 90
was able to cling to 624
was able to con the 52
was able to cry in 43
