waited years 49 waited more 117
wanted bread 107 wanted help 43
wanted land 41 wanted peace 110
wanted time 85 wanted much 178
wanted help 104 wanted learn 82
wanted work 54 wanted take 46
wanted soup 65 wanted kids 59
wanted other 59 wanted time 98
wanted much 165 wanted their 51
wanted much 139 wanted come 52
wanted fall 42 wanted have 42
wanted help 103 wanted hold 41
wanted look 102 wanted love 218
wanted make 93 wanted take 168
wanted whom 41 wanted work 56
wanted their 50 wanted what 112
wanted much 72 wanted take 51
wanted life 65 wanted keep 56
wanted make 111 warmed milk 40
washed dirt 67 wasted time 60
wasted time 154 wasted breath 70
wasted film 45 wasted good 157
wasted their 128 wasted time 14879
wasted years 237 wasted your 141
wastes time 2558 wastes your 84
watching work 45 weighing more 1578
weighs more 118 weight spring 84
whence able 105 whence last 325
whence sail 66 whence take 80
whereas other 74 whereas truth 42
whereas mind 73 whereas such 53
whereas term 114 whereof hand 91
whereon drop 43 whereon mine 46
whether girl 1064 whether coming 54
whether many 151 whether tail 98
whether cold 44 whether worth 48
whether void 237 whether good 112
whether just 737 whether wise 41
whether bind 72 whether ever 48
whether high 100 whether born 105
whether free 308 whether good 66
whether rich 100 whether true 40
whether able 79 whether acting 46
whether born 123 whether ever 111
whether free 408 whether good 530
whether just 159 whether making 43
whether more 241 whether poor 48
whether rich 144 whether sane 105
whether sick 55 whether tall 48
whether well 184 whether wise 167
whether worth 40 whether young 45
whether such 201 whether your 47
whether much 45 whether used 58
whether good 88 whether only 117
whether data 520 whether other 40
whether laid 77 whether three 42
whether fair 359 whether just 216
whether just 332 whether life 88
whether said 47 whether much 85
whether what 61 whether back 73
whether fact 49 whether same 40
whether live 614 whether lose 50
whether from 88 whether fact 110
whether much 96 whether same 58
whether time 42 whether give 44
whether able 197 whether call 61
whether from 52 whether walk 105
whether word 62 whether good 63
whether much 45 whether home 302
whether fact 132 whether good 50
whether jest 339 whether love 449
whether need 42 whether pain 48
whether truth 126 whether want 120
whether much 45 whether best 136
whether herr 60 whether kind 42
whether more 233 whether most 87
whether only 255 whether same 147
whether have 163 whether live 83
whether meet 45 whether stay 49
whether take 134 whether lose 863
whether lost 1109 whiles look 225
whilst hope 47 whilst oats 54
whilst same 63 whilst more 55
whilst your 112 whilst lies 79
whilst home 186 whilst work 413
whilst health 68 whilst india 142
whilst rome 87 whilst south 76
whilst town 230 whilst leave 108
whither time 92 wholly wind 44
wholly rest 72 wicked cain 51
wielding iron 129 window great 41
window moon 86 window star 113
window moon 95 winter their 44
winter these 56 wisdom same 69
wished know 216 wished much 40
wished least 61 wished guts 85
wished same 68 wished time 93
wished home 129 without sweat 41
without rest 62 without bread 179
without food 108 without fuss 63
without gold 48 without good 48
without help 201 without land 51
without pain 43 without self 40
without beer 40 without wrap 62
without pain 196 without moan 45
without rest 298 without like 93
without help 53 without their 42
without most 182 without these 111
without those 58 without ague 48
without their 47 without gods 50
without hand 45 without their 77
without your 53 without like 41
without coat 219 without such 44
without heart 76 without tail 89
without hand 61 without even 49
without toss 49 without faith 80
without back 45 without care 57
without cash 95 without fuss 2796
without good 90 without hand 65
without hard 949 without heavy 79
without help 1202 without hope 56
without luck 75 without other 284
without pain 384 without prior 143
without risk 202 without self 129
without soul 66 without sweat 41
without talk 181 without time 962
without trial 149 without work 1697
without their 115 without your 106
without like 1850 without very 40
without help 219 without keep 68
without look 159 without love 98
without take 244 without work 43
without plan 130 without those 52
without envy 109 without pain 42
without pity 72 without self 147
without hand 105 without their 58
without your 63 without piss 374
without sail 224 without their 42
without their 93 without hope 1569
without their 86 without wife 74
without their 117 without moon 43
without among 51 without sigh 307
without bind 51 without envy 131
without evil 118 without good 56
without milk 63 without self 320
without knew 62 without life 46
without make 85 wonder your 110
worked their 512 worked your 367
worked jobs 71 worked years 73
worked more 207 writer think 40
writes will 41 writings same 43
