wad judge from your tongue 73
war could have been ended 446
war could have been waged 107
war ended four years later 112
war ended three years later 75
war might have been ended 550
war might have been found 43
war might have been quite 115
war might have been saved 41
war might have been waged 44
war might well have ended 172
war paint from their faces 42
war would have been added 51
war would have been begun 51
war would have been ended 668
war would have been quite 120
war would have been saved 52
war would have been short 88
war would have been waged 93
war would last much longer 286
war would lose their beauty 143
war would soon take place 104
was about five days after 91
was about five feet above 516
was about five feet below 273
was about five feet eight 2593
was about five feet seven 833
was about five foot eight 272
was about five foot seven 244
was about five years after 296
was about five years later 227
was about five years older 973
was about five years since 72
was about four days after 89
was about four days later 45
was about four feet above 649
was about four feet below 377
was about four feet eight 65
was about four feet lower 44
was about four years after 309
was about four years later 173
was about four years older 664
was about four years since 77
was about half past eight 294
was about half past seven 195
was about nine feet above 115
was about nine years after 86
was about nine years older 183
was about three days after 216
was about three days later 71
was about three feet above 755
was about three feet below 378
was about three feet lower 56
was about three feet under 75
was about three years after 664
was about three years later 172
was about three years older 808
was about three years since 110
was about town laying brick 49
was acted only three times 66
was added five years later 44
was added four years later 81
was added many years after 75
was added many years later 86
was added some time after 271
was added some time later 80
was added some years after 58
was added some years later 140
was added three years later 161
was again sent into exile 155
was alive five years after 43
was alive four days after 58
was alive many years after 44
was asked many years later 94
was asked some years later 41
was awake early next morning 65
was based more upon blind 41
was based upon data which 58
was based upon these facts 56
was based upon three major 50
was beaten into third place 191
was beauty sent from heaven 57
was begun five years later 50
was begun four days after 63
was begun four years after 51
was begun four years later 56
was begun many years after 43
was begun some time after 114
was begun three years later 105
was begun very soon after 117
was blowing into their faces 74
was blown down last night 90
was blown into their faces 93
was breathing down their necks 237
was breathing hard from running 77
was built along these lines 43
was built five years later 116
was built four years later 279
was built here soon after 49
was built many years after 69
was built many years later 275
was built many years since 43
was built some time after 333
was built some time later 72
was built some years after 93
was built some years later 505
was built some years since 56
was built three years after 67
was built three years later 162
was built upon some fatal 42
was built upon three hills 49
was built very soon after 84
was burnt down just about 65
was burnt down last night 114
was burnt down soon after 78
was burst open from within 65
was close upon their heels 100
was daily coming into power 44
was dated five days after 43
was dated from some place 58
was dated nine days after 40
was dated three days after 58
was drawn away from under 51
was drawn from deep wells 62
was drawn from many parts 77
was drawn from their ranks 65
was drawn from their small 55
was drawn over into quite 50
was driving home last night 51
was driving into their faces 65
was echoed back from every 41
was echoed back from within 46
was echoed many years later 40
was echoed some years later 45
was echoed three years later 52
was every half hour calling 52
was facts like these which 40
was falling back into place 45
was falling from some lofty 278
was falling from their hands 57
was falling into their hands 61
was feeling must have shown 160
was feeling very good about 398
was feeling very much about 45
was feeling very much alone 261
was feeling very well after 73
was filed three days after 43
was fired been less acute 47
was fired into their midst 73
was first used during world 256
was fixed some years later 87
was flowing down from below 57
was found among some loose 48
was found among these people 97
was found among those whose 62
was found early next morning 52
was found five days after 53
was found five days later 144
was found five years later 40
was found four days after 59
was found four days later 249
was found four years later 54
was found from these tests 42
was found late last night 49
was found many years after 57
was found many years later 477
was found much more often 61
was found some days after 147
was found some days later 461
was found some time after 216
was found some time later 218
was found some years later 351
was found some years since 176
was found there next morning 83
was found three days after 147
was found three days later 1266
was found three feet below 84
was found three years later 64
was fresh from west point 49
was fresh upon their minds 42
was getting along fine until 69
was getting back into shape 61
was getting cold feet about 94
was getting hard just thinking 76
was getting into deep water 818
was given five days after 47
was given five days later 45
was given five years later 67
was given four days later 79
was given into their hands 160
was given into your hands 48
was given many years after 45
was given many years later 96
was given only four times 41
was given only nine times 53
was given only three months 110
was given only three times 69
was given only three weeks 62
was given some time after 104
was given some years later 93
was given some years since 42
was given three days after 47
was given three days later 81
was given three years later 83
was growing ever more acute 60
was growing fast into grand 55
was heaved into deep water 110
was husky from much speaking 88
was jotting down some notes 55
was known from early times 200
was later sent into exile 59
was light coming from under 55
was looking down from above 292
was looking down from heaven 184
was looking over some books 77
was looking over some hoods 227
was maybe five years older 60
was melting into early night 49
was might well keep sleep 52
was miles away from knowing 66
was miles away from where 109
was missing from their lives 430
was nearly five years after 85
was nearly five years older 152
was nearly five years since 211
was nearly four years after 121
was nearly four years later 50
was nearly four years older 174
was nearly four years since 206
was nearly half past eight 137
was nearly half past seven 115
was nearly nine years older 43
was nearly nine years since 62
was nearly three days since 54
was nearly three years after 330
was nearly three years later 147
was nearly three years older 215
was nearly three years since 474
was never coming back again 204
was never coming home again 259
was never free from danger 79
was never free from fever 59
was never free from worry 68
was never heard from after 435
was never heard from again 22012
was never heard from since 56
was never heard from until 48
was never lost from sight 122
was never more seen alive 75
was never more wide awake 107
was never seen there again 260
was never sure what would 60
was never very clear about 318
was never very good about 62
was never very much doubt 47
was never very much money 49
was never very sure about 58
was newly come into vogue 85
was passing away from under 59
was passing from their hands 68
was passing into other hands 154
was passing into their hands 43
was peering over dark roofs 66
was playing into their hands 248
was pouring down their faces 55
was pouring upon their backs 84
was quite cool last night 88
was quite four feet eight 41
was quite free from fever 57
was quite sick last night 58
was quite some time after 180
was quite some time later 158
was quite some time since 150
was quite sure there would 167
was quite sure what would 114
was really some years older 64
was really very good about 40
was really very nice about 149
was really worth their while 51
was running away from under 61
was running down their faces 98
was running from their necks 115
was saved from saying anything 64
was saved from some worse 46
was saved from what might 106
was saved from what would 195
was shown five years later 49
was shown many years later 49
was shown some years later 98
was shown three years later 54
was sinking away from under 88
was sinking fast into decay 130
was sitting here last night 69
was slain three years after 141
was speaking more from fancy 48
was speaking these last words 96
was spent upon these galas 42
was split into five parts 47
was split into four parts 185
was split into four zones 75
was split into many small 198
was split into three equal 75
was split into three major 71
was split into three parts 1079
was split into three units 63
was spread over many acres 56
was spread over many months 51
was spread over three weeks 57
was still cold when under 61
was still damp from washing 47
was still dark next morning 72
was still full from lunch 40
was still living when leroy 45
was still making good money 71
was still much talk about 57
was still only early evening 41
was still only half awake 267
was still only half built 49
was still only half light 130
was still only just after 57
was still over three times 59
was still some talk about 51
was still some three miles 68
was still some time until 54
was still some years short 84
was still sore from where 43
was still there even after 55
was still there even though 200
was still there next morning 67
was still upon their heels 85
was still very angry about 113
was still very early morning 261
was still very good looking 44
was still very much alive 13359
was still very much alone 220
was still very much awake 93
was still very much aware 334
