war was 50 war was 81
was and 49 was had 59
was was 67 was was 116
was new 66 was this 51
was ease 60 was aid 1699
was ease 58 was use 603
was was 56 was was 62
was had 211 was met 74
was was 215 was had 45
was was 236 was near 61
was new 42 was was 43
was end 49 was had 161
was was 108 was they 48
was was 101 was hut 40
was pay 42 was new 42
was any 59 was them 44
was air 83 was all 83
was his 56 was death 63
was had 80 was was 176
was was 189 was was 73
was his 85 was new 188
was old 53 was end 41
was two 65 was use 74
was death 75 was was 100
was had 71 was was 69
was all 41 was this 48
was was 359 was low 85
was mean 110 was new 95
was two 258 was use 186
was aid 134 was use 144
was was 67 was did 54
was was 42 was get 289
was hear 147 was see 1219
was and 40 was did 1297
was had 2113 was was 1213
was did 296 was had 321
was was 809 was one 598
was few 166 was boy 52
was new 84 was two 110
was did 249 was had 300
was ill 70 was new 68
was way 285 was new 55
was old 41 was way 138
was was 136 was its 97
was was 126 was new 48
was its 50 was way 49
was had 62 was and 345
was for 69 was job 40
was own 61 was idea 68
was job 75 was low 93
was new 209 was old 139
was one 43 was pay 106
was sum 50 was use 61
was war 40 was way 1472
was them 44 was death 449
was new 69 was law 65
was due 93 was idea 540
was law 71 was long 62
was new 668 was old 179
was one 124 was real 94
was then 43 was use 93
was way 52 was zeal 65
was own 40 was act 245
was due 84 was idea 491
was law 257 was long 41
was new 333 was oath 82
was old 118 was one 141
was real 58 was then 43
was use 73 was way 90
was was 45 was now 43
was law 77 was new 145
was old 50 was had 62
was was 103 was job 40
was all 836 was was 55
was was 796 was aid 319
was aim 97 was use 147
was was 42 was aid 117
was this 40 was this 88
was her 103 was him 349
was his 100 was see 41
was with 40 was ease 126
was his 50 was him 40
was see 67 was idea 115
was was 109 was his 102
was use 43 was was 64
was was 71 was new 47
was his 287 was for 100
was two 44 was for 40
was death 400 was for 62
was his 97 was ease 43
was that 50 was that 188
was hear 43 was see 46
was that 74 was joy 44
was death 461 was art 410
was new 52 was real 150
was use 105 was way 116
was had 74 was was 44
was act 47 was earth 60
was was 68 was his 46
was had 54 was was 187
was was 146 way idea 52
way idea 68 way law 59
way way 41 way idea 43
who them 102 who his 42
who his 95 who did 70
who had 664 who was 402
who was 156 who his 41
who her 81 who has 155
who was 58 who new 55
who dead 119 who dead 149
who her 163 who his 587
who her 137 who being 42
who his 1168 who his 62
who his 41 who was 59
who was 255 who who 61
who her 49 who can 58
who has 155 who was 49
who far 59 who all 61
who new 57 who use 56
who his 85 with not 49
with had 47 with our 41
with had 291 with has 54
with was 404 with had 63
with was 518 with man 54
with they 105 with dead 104
with this 175 with way 84
with all 47 with not 40
with one 390 with are 87
with can 62 with had 81
with was 76 with was 49
with was 48 with not 61
with was 65 with ada 67
with aging 161 with met 45
with can 44 with not 83
with not 382 with not 50
with old 416 with not 124
with her 48 with can 45
with had 184 with was 51
with was 165 with its 61
with this 70 with not 61
with that 54 with not 51
with with 210 with one 59
with was 61 with not 139
with not 87 with not 75
with was 40 with was 43
with not 58 with not 283
with not 44 with its 53
