we act with wisdom and 81
we aim for higher things 43
we all act better than 70
we all are agreed that 48
we all are searching for 52
we all are striving for 62
we all are without him 41
we all get killed off 405
we all get through this 43
we all got kicked out 44
we all had coffee and 52
we all had dinner and 64
we all had dinner with 52
we all sat around and 539
we all sat around for 46
we all sat around him 45
we all sat silent and 94
we all sat silent for 190
we all sit around and 209
we all sup sorrow with 50
we all use cotton and 232
we and our allies and 44
we and our allies are 682
we and our allies can 352
we and our allies had 165
we and our bodies are 112
we and our fathers and 170
we and our fathers had 121
we and our fellow men 52
we and our horses are 52
we and our planet are 73
we and our readers are 47
we are all actors and 75
we are all afraid for 134
we are all afraid that 54
we are all agents and 55
we are all agreed and 125
we are all agreed that 9268
we are all anxious for 132
we are all anxious that 221
we are all around you 42
we are all behind him 43
we are all behind you 114
we are all better for 227
we are all better off 1470
we are all better than 69
we are all called and 81
we are all created with 62
we are all engaged and 60
we are all equals and 66
we are all ethnics and 42
we are all fighting and 62
we are all fighting for 326
we are all filled with 373
we are all gifted with 57
we are all greater than 67
we are all guilty and 157
we are all guilty for 42
we are all humans and 81
we are all imbued with 117
we are all indians and 82
we are all languid and 63
we are all lapped and 46
we are all mortal and 199
we are all mortal men 46
we are all nature but 54
we are all packed and 78
we are all pleased that 119
we are all pleased with 188
we are all poorer and 67
we are all poorer for 54
we are all richer for 69
we are all ruined and 56
we are all searching for 503
we are all shamed and 44
we are all sinful and 76
we are all striving and 61
we are all striving for 729
we are all tarred with 412
we are all taught that 222
we are all through with 75
we are all unique and 206
we are all united and 111
we are all united with 52
we are all warmed with 77
we are all watching with 45
we are all wronged and 69
we are all zealous for 57
we are and assume that 276
we are any better off 337
we are any better than 204
we are any further than 105
we are being blamed for 71
we are being driven out 107
we are being filled with 45
we are being forced out 205
we are being honest and 44
we are being honest with 167
we are being killed all 493
we are being pushed and 40
we are being pushed out 44
we are being taught and 45
we are being taught how 41
we are being taught that 263
we are being treated with 41
we are being warned that 222
we are big enough and 64
we are both active and 55
we are both actors and 108
we are both afloat yet 46
we are both agreed that 958
we are both asleep and 289
we are both better off 284
we are both fighting for 45
we are both filled with 49
we are both inside and 55
we are both pleased and 75
we are both sinful men 83
we are both striving for 53
we are both unable and 44
we are both unjust and 60
we are both widows too 45
we are but carrying out 172
we are but common men 41
we are but dwarfs and 54
we are but feeble and 49
we are but mortal men 69
we are doing battle with 147
we are doing better and 81
we are doing better now 42
we are doing better than 489
we are doing enough for 67
we are doing something and 101
we are doing something for 577
we are doing something new 149
we are doing something that 1824
we are doing something with 124
we are doing through our 44
we are each unique and 107
we are far behind our 320
we are far behind them 75
we are far better off 1286
we are far better than 98
we are far enough now 43
we are far enough off 214
we are far enough out 112
we are for allowing him 41
we are for righting our 171
we are going beyond our 225
we are going farther and 56
we are going farther than 44
we are going faster than 81
we are going further and 66
we are going further than 97
we are going onward and 41
we are going through all 99
we are going through and 296
we are going through are 85
we are going through has 51
we are going through now 1359
we are going through one 79
we are going through our 203
we are going through that 204
we are going through them 63
we are going through this 382
we are going through with 166
we are low indeed with 71
we are near enough for 45
we are near turkey and 45
we are not accusing you 73
we are not advising you 47
we are not afraid and 98
we are not afraid any 47
we are not afraid for 68
we are not afraid nor 80
we are not afraid that 294
we are not allied with 68
we are not allowing any 67
we are not allowing for 117
we are not allowing our 75
we are not allowing them 71
we are not already doing 184
we are not already too 73
we are not always and 46
we are not always doing 57
we are not always fit 99
we are not always going 234
we are not always with 40
we are not amazed that 56
we are not amused with 40
we are not anxious for 230
we are not anxious that 58
we are not assuming any 100
we are not assuming that 1960
we are not assuming too 41
we are not athirst for 63
we are not before kings 42
we are not behind any 45
we are not behind her 44
we are not behind our 73
we are not belles and 56
we are not better off 563
we are not better than 553
we are not blamed for 56
we are not brother and 158
we are not building any 60
we are not building for 50
we are not building our 60
we are not called out 42
we are not carrying any 54
we are not carrying out 204
we are not caught off 109
we are not charging you 47
we are not claiming any 82
we are not claiming that 4166
we are not claiming too 46
we are not clearly and 40
we are not clothed with 51
we are not created for 78
we are not cursed with 53
we are not deciding that 56
we are not doubting that 139
we are not driven off 118
we are not engaged with 77
we are not enjoying our 51
we are not famous for 44
we are not fighting any 44
we are not fighting for 1448
we are not fighting now 77
we are not fighting our 42
we are not fighting this 99
we are not fighting with 113
we are not filled with 328
we are not fitted for 203
we are not focusing our 48
we are not formed for 41
we are not gifted with 195
we are not greater than 109
we are not guilty and 67
we are not guilty for 52
we are not honest and 53
we are not honest with 317
we are not imbued with 59
we are not implying any 78
we are not implying that 3240
we are not imposing any 76
we are not imposing our 84
we are not indians but 61
we are not injuring her 136
we are not likely now 58
we are not limiting our 115
we are not managing our 41
we are not merely being 74
we are not merely going 57
we are not merely using 52
we are not number one 117
we are not offering any 98
we are not offering them 50
we are not offering you 44
we are not placed out 89
we are not planning any 86
we are not planning for 108
we are not pleased with 524
we are not poorer but 118
we are not pressing for 48
we are not realizing our 41
we are not richer than 43
we are not searching for 404
we are not simply being 119
we are not simply going 81
we are not simply using 57
we are not spared one 86
we are not spending our 84
we are not spending too 42
we are not standing for 59
we are not starting with 144
we are not striving for 395
we are not struck with 562
we are not suited for 78
we are not taught how 246
we are not taught that 307
we are not taught this 42
we are not thirsty and 52
we are not through with 531
we are not through yet 337
we are not training our 61
we are not training them 60
we are not treated with 147
we are not trusting god 124
we are not united and 83
we are not united with 111
we are not violating any 65
we are not wanted and 78
we are not wanted any 40
we are not watching them 41
we are not without fear 58
we are not without law 40
we are not without our 867
we are not without sin 98
we are not without them 80
we are now afraid that 40
we are now agreed that 204
we are now allowing for 45
we are now arranging for 44
we are now assuming that 746
we are now better off 183
we are now building and 43
we are now carrying out 373
we are now closer than 49
we are now engaged and 57
we are now engaged are 42
we are now engaged for 52
we are now engaged has 113
we are now engaged may 40
we are now engaged that 92
we are now engaged was 87
we are now engaged with 320
we are now entering and 45
we are now entering are 53
we are now entering may 86
we are now entering that 121
we are now entering was 105
