war were mostly supplied by 76
was aiming without disguise at 69
was also another category of 67
was also another dimension to 78
was also another instance of 46
was also another obstacle in 51
was also become dangerous to 70
was also becoming apparent to 87
was also becoming involved in 137
was also better equipped to 54
was also busily employed in 50
was also busily occupied in 48
was also clearly affected by 60
was also clearly designed to 65
was also clearly inspired by 46
was also clearly intended to 105
was also common practice in 172
was also common practice to 398
was also deemed essential to 65
was also deeply absorbed in 44
was also deeply affected by 922
was also deeply attached to 242
was also deeply conscious of 118
was also deeply critical of 73
was also deeply embedded in 118
was also deeply grateful to 49
was also deeply immersed in 140
was also deeply indebted to 168
was also deeply involved in 2602
was also deeply troubled by 231
was also deputy chairman of 213
was also deputy director of 131
was also firmly attached to 50
was also firmly embedded in 48
was also firmly grounded in 66
was also formed consisting of 51
was also further evidence of 68
was also further increased by 40
was also greater emphasis on 64
was also greatly advanced by 43
was also greatly affected by 461
was also greatly assisted by 468
was also greatly assisted in 49
was also greatly attached to 115
was also greatly bemoaned at 42
was also greatly enhanced by 255
was also greatly enriched by 70
was also greatly esteemed by 46
was also greatly extended by 44
was also greatly hampered by 46
was also greatly improved by 205
was also greatly increased by 258
was also greatly increased in 53
was also greatly indebted to 231
was also greatly inspired by 78
was also greatly involved in 41
was also greatly promoted by 90
was also greatly troubled by 80
was also heavily affected by 62
was also heavily indebted to 156
was also heavily invested in 63
was also heavily involved in 1811
was also highly conscious of 86
was also highly critical of 1617
was also highly esteemed as 120
was also highly esteemed at 128
was also highly esteemed by 231
was also highly esteemed in 68
was also highly involved in 68
was also highly regarded as 208
was also highly regarded by 266
was also highly regarded in 106
was also highly relevant to 44
was also keenly conscious of 70
was also kindly provided by 46
was also linked directly to 69
was also little affected by 47
was also little evidence of 206
was also little interest in 58
was also mainly composed of 60
was also managing director of 321
was also openly critical of 124
was also partly dictated by 59
was also partly financed by 43
was also partly inspired by 132
was also partly prompted by 58
was also passed authorizing the 99
was also passed regulating the 48
was also readily apparent in 47
was also thought essential to 48
was also thought possible to 63
was also warmly attached to 124
was also warmly received by 98
was also warmly welcomed by 127
was also widely accepted as 43
was also widely accepted by 85
was also widely accepted in 60
was also widely believed by 44
was also widely believed in 163
was also widely believed to 190
was also widely employed in 95
was also widely regarded as 595
was also widely reported in 141
was busy snapping pictures of 40
was cast almost entirely in 48
was done almost entirely at 69
was done almost entirely by 1091
was done almost entirely in 251
was done almost entirely on 287
was done without approach to 67
was done without consulting me 78
was done without consulting the 396
was done without destroying the 41
was done without disturbing the 53
was done without recourse to 52
was even further enhanced by 99
was even further increased by 49
was even greater emphasis on 53
was even something agreeable in 51
was even thought possible to 67
was ever before involved in 40
was ever better entitled to 44
was ever better equipped to 49
was ever better governed by 172
was ever better prepared to 128
was facing serious problems in 68
was facing serious problems of 45
was fast becoming conscious of 47
was giving little attention to 69
was giving public lectures on 61
was giving serious attention to 168
was giving special attention to 229
was good public relations to 91
was great building activity in 53
was great public interest in 290
was having serious problems at 42
was having serious problems in 103
was held almost entirely by 116
was held almost entirely in 78
was here almost composed of 46
was just another casualty of 67
was just another challenge to 58
was just another evidence of 86
was just another exercise in 91
was just another extension of 48
was just another incident in 141
was just another instance of 753
was just another obstacle to 80
was just another reminder of 228
was just barely possible to 128
was just becoming conscious of 93
was just before midnight on 112
was just enough dampness in 46
was just enough daylight to 42
was just enough evidence to 59
was just enough increased by 120
was just further evidence of 118
was kept almost entirely at 77
was kept almost entirely in 56
was kept busily employed in 133
was last session mentioned in 239
was leaving madame catherine the 43
was left almost entirely in 553
was left almost entirely to 2374
was left almost entirely up 57
was left without subjects or 95
was less stigma attached to 71
was living almost entirely in 66
was living almost entirely on 75
was lost before discussing it 44
was made almost entirely by 239
was made almost entirely in 108
was made almost entirely of 598
was made almost entirely on 81
was made almost terrible by 68
was made deputy chairman of 156
was made deputy director of 249
was made deputy governor of 121
was made deputy minister of 176
was made managing director in 49
was made managing director of 303
was made without authority of 71
was made without consulting the 543
was made without intention to 60
was made without recourse to 46
was making feeble attempts to 65
was making futile attempts to 70
was making itself apparent in 44
was making itself manifest in 73
was making laughing attempts to 63
was making little progress in 398
was making little progress on 63
was making marked progress in 42
was making monthly payments on 46
was making pretty progress to 53
was making serious attempts to 67
was making sexual advances to 66
was mild indeed compared to 52
was more anxious concerning the 82
was more clearly conscious of 40
was more clearly observed in 41
was more deeply affected by 559
was more deeply attached to 145
was more deeply conscious of 57
was more deeply embedded in 231
was more deeply imbedded in 43
was more deeply immersed in 119
was more deeply indebted to 177
was more deeply involved in 779
was more deeply sensible of 137
was more eagerly listened to 51
was more firmly anchored in 45
was more firmly attached to 118
was more firmly embedded in 44
was more firmly grounded in 145
was more greatly affected by 50
was more heavily affected by 49
was more heavily involved in 124
was more heavily weighted in 44
was more highly esteemed as 41
was more highly esteemed by 174
was more highly esteemed in 157
was more highly regarded as 56
was more highly regarded by 171
was more highly regarded in 169
was more justly entitled to 43
was more keenly conscious of 156
was more kindly disposed to 80
was more likely inspired by 75
was more likely intended to 79
was more openly critical of 105
was more pressing business at 43
was more readily accepted as 80
was more readily accepted by 297
was more readily accepted in 362
was more readily achieved in 43
was more readily apparent in 73
was more readily listened to 57
was more urgent business to 41
was more warmly attached to 65
was more warmly received by 71
was more widely accepted as 68
was more widely accepted by 70
was more widely accepted in 146
was more widely diffused in 154
was more widely extended in 66
was more widely regarded as 85
was more wisely disposed to 45
was most busily employed in 63
was most clearly apparent in 301
was most clearly embodied in 112
was most clearly manifest in 191
was most clearly observed in 112
was most clearly outlined in 45
was most deeply affected by 232
was most deeply attached to 111
was most deeply immersed in 53
was most deeply indebted to 93
was most deeply involved in 288
was most firmly attached to 62
was most fondly attached to 49
was most heavily involved in 96
was most highly esteemed as 50
was most highly esteemed by 475
was most highly esteemed in 40
was most highly provoked by 110
was most highly regarded by 75
was most highly regarded in 51
was most kindly received at 84
was most kindly received by 2158
was most kindly received in 65
was most kindly welcomed by 234
was most likely affected by 86
was most likely composed by 81
was most likely composed in 166
was most likely composed of 63
was most likely confined to 54
was most likely designed by 60
was most likely designed to 98
was most likely dictated by 45
was most likely directed at 47
was most likely executed by 42
was most likely included in 60
was most likely initiated by 51
was most likely inspired by 328
was most likely intended as 108
was most likely intended to 311
was most likely invented by 52
was most likely involved in 120
was most likely produced by 128
was most likely produced in 115
was most likely prompted by 161
was most piously religious to 94
was most rarely pictured in 46
was most readily apparent in 111
was most warmly attached to 63
was most warmly received by 277
was most warmly received in 55
was most warmly welcomed by 200
was most widely accepted in 60
was most widely diffused in 68
was most widely employed in 46
was much better compared to 46
was much better disposed to 81
was much better employed in 103
was much better equipped to 433
was much better executed by 92
was much better informed on 136
was much better prepared to 383
was much better received by 77
was much better received in 59
was much debate concerning the 75
was much farther advanced in 85
was much further advanced in 247
was much greater compared to 41
was much greater emphasis on 164
was much greater interest in 87
was much higher compared to 220
was much higher relative to 73
was much larger compared to 43
was much larger relative to 44
was much public interest in 156
was much slower compared to 49
was once common practice in 54
was once common practice to 220
was once indeed provoked to 41
was once thought essential to 40
was once thought possible to 60
