walk fifteen 60 wall paintings 40
want absence 137 want execute 50
want diamonds 95 want perfect 51
want private 107 want express 280
wash laundry 90 wearing crimson 50
wearing crimson 46 wearing uniform 196
wearing concern 58 wearing intense 44
wearing studious 108 wearing triumph 51
wearing protect 62 wearing ancient 43
wearing cutoffs 86 wearing flannel 43
wearing glasses 424 wearing goggles 86
wearing pajamas 94 wearing panties 55
wearing plastic 95 wearing rimless 40
wearing sandals 122 wearing sneakers 78
wearing striped 97 wearing crimson 41
wearing scarlet 91 wearing uniform 350
wearing flowers 225 wears sadness 56
wears protect 61 wears glasses 106
wears tatters 135 wears flowers 129
week greatest 40 well curtain 77
went advance 101 were brothers 727
were friends 42 were ottawas 54
were outlaws 99 were pirates 71
were robbers 115 were veteran 59
were warriors 48 were exchange 52
were between 74 were gallant 51
were persons 46 were adoption 46
were spirits 51 were publish 60
were believe 48 were diameter 357
were capital 137 were national 40
were popular 92 were private 140
were protest 142 were religion 53
were slavery 46 were taxation 137
were torture 92 were tribute 46
were worship 69 were charity 42
were fifteen 82 were sixteen 82
were because 98 were factors 50
were friends 68 were smaller 119
were baptism 88 were bastard 113
were capital 41 were company 40
were cruelty 47 were diseased 64
were general 109 were history 42
were impiety 46 were inferior 90
were language 52 were machine 69
were madness 83 were magical 51
were miracle 57 were national 114
were natural 225 were penance 40
were perjury 110 were picture 42
were pleasure 88 were popular 49
were prelude 90 were private 82
were religion 54 were savages 79
were secular 42 were solution 364
were stanzas 70 were superior 64
were tribute 86 were village 42
were wandering 99 were rubbish 95
were mankind 84 were blossom 61
were bruises 294 were flowers 109
were patches 65 were twisted 51
were verdure 41 were achieving 120
were asserting 46 were attaining 40
were conveying 57 were educating 84
were exchange 49 were extending 59
were improving 52 were increasing 92
were obtaining 136 were payment 48
were profiting 52 were promoting 64
were providing 116 were restoring 40
were achieve 102 were worldly 61
were advance 60 were fifteen 50
were cowards 182 were humbugs 43
were rascals 56 were bellows 80
were brothers 180 were friends 134
were glasses 77 were massive 55
were pistols 211 were sandals 53
were scuffed 46 were selfish 41
were sneakers 44 were stockings 43
were swivels 41 were america 80
were ancient 94 were british 137
were chinese 95 were colonel 41
were european 51 were everything 110
were general 140 were germany 82
were herself 463 were himself 857
were history 329 were national 42
were religion 68 were science 101
were society 216 were virginia 50
were swallow 123 were abandon 65
were disturb 75 were tobacco 56
were ancient 41 were cowards 199
were devouring 44 were hunters 101
were savages 140 were strongly 42
were superior 53 were warlike 63
were warriors 263 were passage 199
were potatoes 385 were exchange 47
were whiskey 45 were ability 44
were failure 52 were increasing 46
were national 47 were respect 51
were royalty 44 were success 49
were weakness 722 were conjuring 77
were cousins 78 were formula 50
were general 71 were inferior 91
were mixture 40 were national 95
were natural 91 were picture 40
were popular 83 were prelude 54
were private 103 were promise 61
were reddish 46 were refined 47
were royalty 80 were violation 45
were advance 92 were crimson 51
were america 55 were british 60
were liberty 56 were national 307
were society 169 were anxiety 93
were decline 57 were extreme 147
were ferment 315 were general 164
were immense 75 were increasing 361
were intense 734 were massive 68
were national 84 were radical 117
were rapidly 45 were renewed 80
were trouble 63 were turmoil 209
were unusual 87 were upheaval 130
were compare 66 were monster 96
were believing 64 were declaring 59
were demanding 73 were foreign 276
were insisting 40 were support 45
were flowers 95 were charity 40
were advance 58 were acquire 123
what oblivion 42 what exchange 70
what capable 105 what cookery 132
what article 47 what despair 57
what spirits 95 what charity 50
what heroism 40 what service 42
what capable 40 what catholic 49
what enemies 102 what friends 62
what shuffling 41 what promise 54
what anxiety 90 what freedom 54
what pleasure 48 what service 48
what suffering 158 what anxiety 218
what rubbish 255 what trouble 51
what liberty 45 what material 49
what conjure 59 what hornets 119
what country 82 what obloquy 55
what peaceful 77 what delight 103
what expense 40 what liberty 50
what imposed 40 what manners 65
what language 74 what rejoicing 139
what allowed 122 what britons 42
what material 668 what concept 45
what aesthetic 66 what elegant 75
what chapter 138 what aesthetic 66
what balance 88 what central 48
what colonial 58 what creative 46
what culture 120 what element 61
what essence 46 what faculty 60
what fallacy 63 what general 148
what greatest 60 what highest 58
what history 49 what ideology 70
what illusion 45 what language 180
what liberal 61 what liberty 59
what logical 52 what natural 193
what organic 55 what paradox 231
what primary 108 what problem 223
what process 178 what psychic 42
what question 64 what religion 53
what science 45 what secrets 61
what subject 167 what sublime 44
what tyranny 55 what wandering 95
what america 48 what believe 265
what discuss 130 what explain 62
what inquire 40 what believe 48
what liberty 86 what present 65
what happening 76 what utterly 43
what strongly 70 what receiving 129
what strongly 107 what believing 76
what present 820 what command 42
what control 40 what address 46
what advance 160 what believe 206
what confess 186 what contend 376
what declare 56 what deliver 114
what discuss 144 what explain 139
what express 67 what forgive 59
what observe 354 what present 184
what propose 1043 what provide 93
what request 234 what suggest 330
what swallow 66 what trouble 51
what undergo 154 what achieve 449
what provide 83 what suggest 60
what general 49 what language 42
what present 41 what repeated 64
what charley 43 what cohesion 41
what history 72 what mankind 40
what similar 41 what believe 149
what dislike 248 what believe 166
what imagine 70 what ascribe 292
what freedom 42 what natural 114
what referring 47 what secrets 396
what express 355 what observe 45
what suggest 92 what allowed 169
